state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,7,33,40,NA,NA,NA,95,95,456,551,456,0,0,0,551,315,3568,3883,217,1572,1789,410,4024,4434
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,2,44,46,NA,NA,NA,93,93,500,593,500,0,0,0,593,484,4261,4745,259,1639,1898,577,4761,5338
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,7,34,41,NA,NA,NA,87,87,508,595,508,0,0,0,595,616,4583,5199,342,1928,2270,703,5091,5794
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,0,0,0,NA,NA,NA,0,0,0,0,27,0,27,27,27,631,4423,5054,210,1237,1447,631,4450,5081
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,0,0,0,NA,NA,NA,93,93,609,702,1640,0,1031,1031,1733,606,3294,3900,233,1371,1604,699,4934,5633
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,NA,NA,NA,NA,NA,NA,74,74,570,644,1614,0,1044,1044,1688,591,3318,3909,211,1319,1530,665,4932,5597
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,0,0,0,NA,NA,NA,75,75,556,631,1523,0,967,967,1598,534,3259,3793,206,1324,1530,609,4782,5391
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,0,0,0,NA,NA,NA,118,118,677,795,1508,0,831,831,1626,471,3188,3659,209,1371,1580,589,4696,5285
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,0,0,0,NA,NA,NA,72,72,499,571,1378,0,879,879,1450,431,3133,3564,166,1372,1538,503,4511,5014
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,0,0,0,NA,NA,NA,96,96,575,671,1428,0,853,853,1524,468,3175,3643,225,1450,1675,564,4603,5167
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,0,0,0,NA,NA,NA,117,117,571,688,1564,0,993,993,1681,401,2987,3388,227,1407,1634,518,4551,5069
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,0,0,0,NA,NA,NA,64,64,534,598,1301,0,767,767,1365,401,3046,3447,217,1370,1587,465,4347,4812
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,0,0,0,NA,NA,NA,68,68,570,638,1324,0,754,754,1392,329,2833,3162,152,1236,1388,397,4157,4554
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,0,0,0,NA,NA,NA,72,72,608,680,1314,0,706,706,1386,320,2821,3141,150,1217,1367,392,4135,4527
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,0,0,0,NA,NA,NA,78,78,656,734,1282,0,626,626,1360,271,2767,3038,141,1198,1339,349,4049,4398
