state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Vermont,2016,504595,400859,624594,316422,308172,259493,245102,202139,198720,197,1471,1668,185,1495,1680,185,1495,1680
Vermont,2015,508307,408879,626042,316023,310019,259259,249048,203587,205292,178,1144,1322,178,1503,1681,178,1503,1681
Vermont,2014,504488,406248,626562,319919,306643,260641,243847,208182,198066,178,1144,1322,178,1503,1681,178,1503,1681
Vermont,2013,502138,409070,626630,318348,308282,258317,243821,206198,202872,178,1144,1322,178,1503,1681,178,1503,1681
Vermont,2012,503523,410764,626011,316237,309774,256288,247235,205254,205510,178,1144,1322,178,1503,1681,178,1503,1681
Vermont,2011,499643,411179,626431,317140,309291,254641,245002,204766,206413,178,1144,1322,173,1489,1662,173,1489,1662
Vermont,2010,495926,410786,625960,317714,308246,254861,241065,207335,203451,238,1084,1322,174,1439,1613,174,1439,1613
Vermont,2009,494463,409865,621760,316137,305623,252305,242158,204419,205446,238,1084,1322,174,1439,1613,174,1439,1613
Vermont,2008,493216,413134,621270,315989,305281,254338,238878,208567,204567,144,1227,1371,178,1292,1470,172,1560,1732
Vermont,2007,490336,413187,621254,316458,304796,251789,238547,206790,206397,144,1227,1371,172,1560,1732,172,1560,1732
Vermont,2006,491886,417975,623908,317359,306549,251873,240013,210362,207613,144,1227,1371,172,1560,1732,172,1560,1732
Vermont,2005,474663,403020,609857,307641,302216,240853,233810,202497,200523,128,1227,1355,156,1560,1716,156,1560,1716
Vermont,2004,465374,395443,600632,304876,295756,239172,226202,199689,195754,128,1227,1355,156,1560,1716,156,1560,1716
Vermont,2003,462404,390664,598352,304012,294340,237846,224558,197157,193507,116,1358,1474,145,1491,1636,145,1491,1636
Vermont,2002,457129,387325,595826,304232,291594,235521,221608,195811,191514,NA,1226,NA,NA,1286,NA,NA,1286,NA
Vermont,2001,458909,389473,592321,301942,290379,237327,221582,197095,192378,45,1175,1220,45,1316,1361,45,1266,1311
Vermont,2000,439633,365471,593200,299167,294033,229574,210059,187629,177842,57,1127,1184,75,1286,1361,75,1226,1301
Vermont,1999,437316.9,364652.7,589813.3,297674,292139.3,228226,209090.9,186892.9,177759.8,38,985,1023,38,1162,1200,38,1102,1140
Vermont,1998,435000.8,363834.4,586426.6,296181,290245.6,226878,208122.8,186156.8,177677.6,NA,NA,1023,NA,NA,1140,NA,NA,1140
Vermont,1997,432684.7,363016.1,583039.9,294688,288351.9,225530,207154.7,185420.7,177595.4,NA,NA,1023,NA,NA,1140,NA,NA,1140
Vermont,1996,430368.6,362197.8,579653.2,293195,286458.2,224182,206186.6,184684.6,177513.2,NA,NA,1023,NA,NA,1160,NA,NA,1160
Vermont,1995,428052.5,361379.5,576266.5,291702,284564.5,222834,205218.5,183948.5,177431,NA,NA,991,NA,NA,1052,NA,NA,1052
Vermont,1994,425736.4,360561.2,572879.8,290209,282670.8,221486,204250.4,183212.4,177348.8,NA,NA,947,NA,NA,1020,NA,NA,919
Vermont,1993,423420.3,359742.9,569493.1,288716,280777.1,220138,203282.3,182476.3,177266.6,NA,NA,947,NA,NA,947,NA,NA,947
Vermont,1992,421104.2,358924.6,566106.4,287223,278883.4,218790,202314.2,181740.2,177184.4,NA,NA,647,NA,NA,852,NA,NA,847
Vermont,1991,418788.1,358106.3,562719.7,285730,276989.7,217442,201346.1,181004.1,177102.2,NA,NA,647,NA,NA,862,NA,NA,647
Vermont,1990,416472,357288,559333,284237,275096,216094,200378,180268,177020,NA,NA,647,NA,NA,647,NA,NA,647
Vermont,1989,411442.8,352579.2,554779.7,282085.3,272694.4,213628.6,197814.2,177969.2,174610,NA,NA,597,NA,NA,597,NA,NA,597
Vermont,1988,406413.6,347870.4,550226.4,279933.6,270292.8,211163.2,195250.4,175670.4,172200,NA,NA,597,NA,NA,597,NA,NA,597
Vermont,1987,401384.4,343161.6,545673.1,277781.9,267891.2,208697.8,192686.6,173371.6,169790,NA,NA,547,NA,NA,597,NA,NA,597
Vermont,1986,396355.2,338452.8,541119.8,275630.2,265489.6,206232.4,190122.8,171072.8,167380,NA,NA,547,NA,NA,597,NA,NA,597
Vermont,1985,391326,333744,536566.5,273478.5,263088,203767,187559,168774,164970,NA,NA,536,NA,NA,586,NA,NA,586
Vermont,1984,386296.8,329035.2,532013.2,271326.8,260686.4,201301.6,184995.2,166475.2,162560,NA,NA,489,NA,NA,529,NA,NA,529
Vermont,1983,381267.6,324326.4,527459.9,269175.1,258284.8,198836.2,182431.4,164176.4,160150,NA,NA,479,NA,NA,586,NA,NA,553
