year,state,total_prisoners,aggravated_or_simple_assault_total_prisoners,burglary_total_prisoners,drugs_total_prisoners,fraud_total_prisoners,motor_vehicle_theft_total_prisoners,murder_total_prisoners,negligent_manslaughter_total_prisoners,other_property_offenses_total_prisoners,other_unknown_total_prisoners,other_violent_offenses_total_prisoners,public_order_total_prisoners,rape_or_sexual_assault_total_prisoners,robbery_total_prisoners,theft_total_prisoners,aggravated_or_simple_assault_female_total_prisoners,aggravated_or_simple_assault_male_total_prisoners,burglary_female_total_prisoners,burglary_male_total_prisoners,drugs_female_total_prisoners,drugs_male_total_prisoners,fraud_female_total_prisoners,fraud_male_total_prisoners,motor_vehicle_theft_female_total_prisoners,motor_vehicle_theft_male_total_prisoners,murder_female_total_prisoners,murder_male_total_prisoners,negligent_manslaughter_female_total_prisoners,negligent_manslaughter_male_total_prisoners,other_property_offenses_female_total_prisoners,other_property_offenses_male_total_prisoners,other_unknown_female_total_prisoners,other_unknown_male_total_prisoners,other_violent_offenses_female_total_prisoners,other_violent_offenses_male_total_prisoners,public_order_female_total_prisoners,public_order_male_total_prisoners,rape_or_sexual_assault_female_total_prisoners,rape_or_sexual_assault_male_total_prisoners,robbery_female_total_prisoners,robbery_male_total_prisoners,theft_female_total_prisoners,theft_male_total_prisoners,aggravated_or_simple_assault_black_total_prisoners,aggravated_or_simple_assault_hispanic_total_prisoners,aggravated_or_simple_assault_other_or_unknown_total_prisoners,aggravated_or_simple_assault_white_total_prisoners,burglary_black_total_prisoners,burglary_hispanic_total_prisoners,burglary_other_or_unknown_total_prisoners,burglary_white_total_prisoners,drugs_black_total_prisoners,drugs_hispanic_total_prisoners,drugs_other_or_unknown_total_prisoners,drugs_white_total_prisoners,fraud_black_total_prisoners,fraud_hispanic_total_prisoners,fraud_other_or_unknown_total_prisoners,fraud_white_total_prisoners,motor_vehicle_theft_black_total_prisoners,motor_vehicle_theft_hispanic_total_prisoners,motor_vehicle_theft_other_or_unknown_total_prisoners,motor_vehicle_theft_white_total_prisoners,murder_black_total_prisoners,murder_hispanic_total_prisoners,murder_other_or_unknown_total_prisoners,murder_white_total_prisoners,negligent_manslaughter_black_total_prisoners,negligent_manslaughter_hispanic_total_prisoners,negligent_manslaughter_other_or_unknown_total_prisoners,negligent_manslaughter_white_total_prisoners,other_property_offenses_black_total_prisoners,other_property_offenses_hispanic_total_prisoners,other_property_offenses_other_or_unknown_total_prisoners,other_property_offenses_white_total_prisoners,other_unknown_black_total_prisoners,other_unknown_hispanic_total_prisoners,other_unknown_other_or_unknown_total_prisoners,other_unknown_white_total_prisoners,other_violent_offenses_black_total_prisoners,other_violent_offenses_hispanic_total_prisoners,other_violent_offenses_other_or_unknown_total_prisoners,other_violent_offenses_white_total_prisoners,public_order_black_total_prisoners,public_order_hispanic_total_prisoners,public_order_other_or_unknown_total_prisoners,public_order_white_total_prisoners,rape_or_sexual_assault_black_total_prisoners,rape_or_sexual_assault_hispanic_total_prisoners,rape_or_sexual_assault_other_or_unknown_total_prisoners,rape_or_sexual_assault_white_total_prisoners,robbery_black_total_prisoners,robbery_hispanic_total_prisoners,robbery_other_or_unknown_total_prisoners,robbery_white_total_prisoners,theft_black_total_prisoners,theft_hispanic_total_prisoners,theft_other_or_unknown_total_prisoners,theft_white_total_prisoners,aggravated_or_simple_assault_black_female_prisoners,aggravated_or_simple_assault_black_male_prisoners,aggravated_or_simple_assault_hispanic_female_prisoners,aggravated_or_simple_assault_hispanic_male_prisoners,aggravated_or_simple_assault_other_or_unknown_female_prisoners,aggravated_or_simple_assault_other_or_unknown_male_prisoners,aggravated_or_simple_assault_white_female_prisoners,aggravated_or_simple_assault_white_male_prisoners,burglary_black_female_prisoners,burglary_black_male_prisoners,burglary_hispanic_female_prisoners,burglary_hispanic_male_prisoners,burglary_other_or_unknown_female_prisoners,burglary_other_or_unknown_male_prisoners,burglary_white_female_prisoners,burglary_white_male_prisoners,drugs_black_female_prisoners,drugs_black_male_prisoners,drugs_hispanic_female_prisoners,drugs_hispanic_male_prisoners,drugs_other_or_unknown_female_prisoners,drugs_other_or_unknown_male_prisoners,drugs_white_female_prisoners,drugs_white_male_prisoners,fraud_black_female_prisoners,fraud_black_male_prisoners,fraud_hispanic_female_prisoners,fraud_hispanic_male_prisoners,fraud_other_or_unknown_female_prisoners,fraud_other_or_unknown_male_prisoners,fraud_white_female_prisoners,fraud_white_male_prisoners,motor_vehicle_theft_black_female_prisoners,motor_vehicle_theft_black_male_prisoners,motor_vehicle_theft_hispanic_female_prisoners,motor_vehicle_theft_hispanic_male_prisoners,motor_vehicle_theft_other_or_unknown_female_prisoners,motor_vehicle_theft_other_or_unknown_male_prisoners,motor_vehicle_theft_white_female_prisoners,motor_vehicle_theft_white_male_prisoners,murder_black_female_prisoners,murder_black_male_prisoners,murder_hispanic_female_prisoners,murder_hispanic_male_prisoners,murder_other_or_unknown_female_prisoners,murder_other_or_unknown_male_prisoners,murder_white_female_prisoners,murder_white_male_prisoners,negligent_manslaughter_black_female_prisoners,negligent_manslaughter_black_male_prisoners,negligent_manslaughter_hispanic_female_prisoners,negligent_manslaughter_hispanic_male_prisoners,negligent_manslaughter_other_or_unknown_female_prisoners,negligent_manslaughter_other_or_unknown_male_prisoners,negligent_manslaughter_white_female_prisoners,negligent_manslaughter_white_male_prisoners,other_property_offenses_black_female_prisoners,other_property_offenses_black_male_prisoners,other_property_offenses_hispanic_female_prisoners,other_property_offenses_hispanic_male_prisoners,other_property_offenses_other_or_unknown_female_prisoners,other_property_offenses_other_or_unknown_male_prisoners,other_property_offenses_white_female_prisoners,other_property_offenses_white_male_prisoners,other_unknown_black_female_prisoners,other_unknown_black_male_prisoners,other_unknown_hispanic_female_prisoners,other_unknown_hispanic_male_prisoners,other_unknown_other_or_unknown_female_prisoners,other_unknown_other_or_unknown_male_prisoners,other_unknown_white_female_prisoners,other_unknown_white_male_prisoners,other_violent_offenses_black_female_prisoners,other_violent_offenses_black_male_prisoners,other_violent_offenses_hispanic_female_prisoners,other_violent_offenses_hispanic_male_prisoners,other_violent_offenses_other_or_unknown_female_prisoners,other_violent_offenses_other_or_unknown_male_prisoners,other_violent_offenses_white_female_prisoners,other_violent_offenses_white_male_prisoners,public_order_black_female_prisoners,public_order_black_male_prisoners,public_order_hispanic_female_prisoners,public_order_hispanic_male_prisoners,public_order_other_or_unknown_female_prisoners,public_order_other_or_unknown_male_prisoners,public_order_white_female_prisoners,public_order_white_male_prisoners,rape_or_sexual_assault_black_female_prisoners,rape_or_sexual_assault_black_male_prisoners,rape_or_sexual_assault_hispanic_female_prisoners,rape_or_sexual_assault_hispanic_male_prisoners,rape_or_sexual_assault_other_or_unknown_female_prisoners,rape_or_sexual_assault_other_or_unknown_male_prisoners,rape_or_sexual_assault_white_female_prisoners,rape_or_sexual_assault_white_male_prisoners,robbery_black_female_prisoners,robbery_black_male_prisoners,robbery_hispanic_female_prisoners,robbery_hispanic_male_prisoners,robbery_other_or_unknown_female_prisoners,robbery_other_or_unknown_male_prisoners,robbery_white_female_prisoners,robbery_white_male_prisoners,theft_black_female_prisoners,theft_black_male_prisoners,theft_hispanic_female_prisoners,theft_hispanic_male_prisoners,theft_other_or_unknown_female_prisoners,theft_other_or_unknown_male_prisoners,theft_white_female_prisoners,theft_white_male_prisoners
2001,Vermont,1311,342,129,24,59,8,63,22,63,9,67,125,297,50,53,14,328,2,127,1,23,14,45,NA,8,NA,63,1,21,6,57,1,8,2,65,3,122,5,292,1,49,7,46,NA,NA,342,NA,NA,NA,129,NA,NA,NA,24,NA,NA,NA,59,NA,NA,NA,8,NA,NA,NA,63,NA,NA,NA,22,NA,NA,NA,63,NA,NA,NA,9,NA,NA,NA,67,NA,NA,NA,125,NA,NA,NA,297,NA,NA,NA,50,NA,NA,NA,53,NA,NA,NA,NA,NA,14,328,NA,NA,NA,NA,NA,NA,2,127,NA,NA,NA,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,14,45,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,1,21,NA,NA,NA,NA,NA,NA,6,57,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,2,65,NA,NA,NA,NA,NA,NA,3,122,NA,NA,NA,NA,NA,NA,5,292,NA,NA,NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,7,46,NA,NA
2002,Vermont,1321,332,156,44,59,10,65,25,51,4,62,128,287,55,43,16,316,3,153,4,40,24,35,NA,10,1,64,NA,25,4,47,NA,4,3,59,8,120,5,282,3,52,10,33,NA,NA,332,NA,NA,NA,156,NA,NA,NA,44,NA,NA,NA,59,NA,NA,NA,10,NA,NA,NA,65,NA,NA,NA,25,NA,NA,NA,51,NA,NA,NA,4,NA,NA,NA,62,NA,NA,NA,128,NA,NA,NA,287,NA,NA,NA,55,NA,NA,NA,43,NA,NA,NA,NA,NA,16,316,NA,NA,NA,NA,NA,NA,3,153,NA,NA,NA,NA,NA,NA,4,40,NA,NA,NA,NA,NA,NA,24,35,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,64,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,47,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,59,NA,NA,NA,NA,NA,NA,8,120,NA,NA,NA,NA,NA,NA,5,282,NA,NA,NA,NA,NA,NA,3,52,NA,NA,NA,NA,NA,NA,10,33,NA,NA
2003,Vermont,1935,403,168,128,97,15,84,4,91,65,49,307,361,74,89,12,391,5,163,22,106,23,74,NA,15,4,80,1,3,8,83,8,57,3,46,28,279,3,358,3,71,13,76,NA,NA,403,NA,NA,NA,168,NA,NA,NA,128,NA,NA,NA,97,NA,NA,NA,15,NA,NA,NA,84,NA,NA,NA,4,NA,NA,NA,91,NA,NA,NA,65,NA,NA,NA,49,NA,NA,NA,307,NA,NA,NA,361,NA,NA,NA,74,NA,NA,NA,89,NA,NA,NA,NA,NA,12,391,NA,NA,NA,NA,NA,NA,5,163,NA,NA,NA,NA,NA,NA,22,106,NA,NA,NA,NA,NA,NA,23,74,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,4,80,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,8,83,NA,NA,NA,NA,NA,NA,8,57,NA,NA,NA,NA,NA,NA,3,46,NA,NA,NA,NA,NA,NA,28,279,NA,NA,NA,NA,NA,NA,3,358,NA,NA,NA,NA,NA,NA,3,71,NA,NA,NA,NA,NA,NA,13,76,NA,NA
2009,Vermont,2216,465,190,158,83,13,102,8,107,48,54,372,446,82,88,21,444,9,181,23,135,23,60,1,12,10,92,1,7,8,99,11,37,NA,54,26,346,1,445,7,75,14,74,NA,NA,465,NA,NA,NA,190,NA,NA,NA,158,NA,NA,NA,83,NA,NA,NA,13,NA,NA,NA,102,NA,NA,NA,8,NA,NA,NA,107,NA,NA,NA,48,NA,NA,NA,54,NA,NA,NA,372,NA,NA,NA,446,NA,NA,NA,82,NA,NA,NA,88,NA,NA,NA,NA,NA,21,444,NA,NA,NA,NA,NA,NA,9,181,NA,NA,NA,NA,NA,NA,23,135,NA,NA,NA,NA,NA,NA,23,60,NA,NA,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,10,92,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,8,99,NA,NA,NA,NA,NA,NA,11,37,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,26,346,NA,NA,NA,NA,NA,NA,1,445,NA,NA,NA,NA,NA,NA,7,75,NA,NA,NA,NA,NA,NA,14,74,NA,NA
2010,Vermont,2086,481,162,132,68,17,100,5,106,35,56,326,430,96,72,26,455,7,155,23,109,19,49,1,16,8,92,2,3,12,94,7,28,1,55,29,297,2,428,6,90,6,66,NA,NA,481,NA,NA,NA,162,NA,NA,NA,132,NA,NA,NA,68,NA,NA,NA,17,NA,NA,NA,100,NA,NA,NA,5,NA,NA,NA,106,NA,NA,NA,35,NA,NA,NA,56,NA,NA,NA,326,NA,NA,NA,430,NA,NA,NA,96,NA,NA,NA,72,NA,NA,NA,NA,NA,26,455,NA,NA,NA,NA,NA,NA,7,155,NA,NA,NA,NA,NA,NA,23,109,NA,NA,NA,NA,NA,NA,19,49,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,8,92,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,12,94,NA,NA,NA,NA,NA,NA,7,28,NA,NA,NA,NA,NA,NA,1,55,NA,NA,NA,NA,NA,NA,29,297,NA,NA,NA,NA,NA,NA,2,428,NA,NA,NA,NA,NA,NA,6,90,NA,NA,NA,NA,NA,NA,6,66,NA,NA
2011,Vermont,1494,330,107,92,39,16,96,5,67,10,40,225,337,67,63,12,318,6,101,18,74,11,28,1,15,9,87,2,3,2,65,2,8,2,38,10,215,NA,337,7,60,9,54,NA,NA,330,NA,NA,NA,107,NA,NA,NA,92,NA,NA,NA,39,NA,NA,NA,16,NA,NA,NA,96,NA,NA,NA,5,NA,NA,NA,67,NA,NA,NA,10,NA,NA,NA,40,NA,NA,NA,225,NA,NA,NA,337,NA,NA,NA,67,NA,NA,NA,63,NA,NA,NA,NA,NA,12,318,NA,NA,NA,NA,NA,NA,6,101,NA,NA,NA,NA,NA,NA,18,74,NA,NA,NA,NA,NA,NA,11,28,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,9,87,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,65,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,2,38,NA,NA,NA,NA,NA,NA,10,215,NA,NA,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,7,60,NA,NA,NA,NA,NA,NA,9,54,NA,NA
2012,Vermont,763,173,66,41,33,4,36,1,47,7,16,115,160,38,26,6,167,4,62,7,34,6,27,1,3,8,28,NA,1,3,44,1,6,1,15,4,111,4,156,3,35,3,23,NA,NA,173,NA,NA,NA,66,NA,NA,NA,41,NA,NA,NA,33,NA,NA,NA,4,NA,NA,NA,36,NA,NA,NA,1,NA,NA,NA,47,NA,NA,NA,7,NA,NA,NA,16,NA,NA,NA,115,NA,NA,NA,160,NA,NA,NA,38,NA,NA,NA,26,NA,NA,NA,NA,NA,6,167,NA,NA,NA,NA,NA,NA,4,62,NA,NA,NA,NA,NA,NA,7,34,NA,NA,NA,NA,NA,NA,6,27,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,8,28,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,44,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,4,111,NA,NA,NA,NA,NA,NA,4,156,NA,NA,NA,NA,NA,NA,3,35,NA,NA,NA,NA,NA,NA,3,23,NA,NA
2013,Vermont,2077,466,189,159,55,17,106,5,113,48,48,300,386,87,98,29,437,11,178,20,139,12,43,2,15,10,96,1,4,12,101,10,38,3,45,18,282,4,382,5,82,17,81,NA,NA,466,NA,NA,NA,189,NA,NA,NA,159,NA,NA,NA,55,NA,NA,NA,17,NA,NA,NA,106,NA,NA,NA,5,NA,NA,NA,113,NA,NA,NA,48,NA,NA,NA,48,NA,NA,NA,300,NA,NA,NA,386,NA,NA,NA,87,NA,NA,NA,98,NA,NA,NA,NA,NA,29,437,NA,NA,NA,NA,NA,NA,11,178,NA,NA,NA,NA,NA,NA,20,139,NA,NA,NA,NA,NA,NA,12,43,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,10,96,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,12,101,NA,NA,NA,NA,NA,NA,10,38,NA,NA,NA,NA,NA,NA,3,45,NA,NA,NA,NA,NA,NA,18,282,NA,NA,NA,NA,NA,NA,4,382,NA,NA,NA,NA,NA,NA,5,82,NA,NA,NA,NA,NA,NA,17,81,NA,NA
2015,Vermont,1751,445,133,98,46,20,105,4,67,53,55,214,352,108,51,35,410,12,121,23,75,13,33,NA,20,13,92,2,2,5,62,5,48,8,47,12,202,4,348,9,99,10,41,44,7,13,381,4,3,NA,126,37,3,7,51,1,NA,NA,45,1,NA,NA,19,4,NA,5,96,NA,NA,NA,4,3,1,NA,63,17,2,6,28,8,NA,5,42,19,2,6,187,14,3,11,324,17,1,3,87,3,NA,NA,48,1,43,NA,7,NA,13,34,347,NA,4,NA,3,NA,NA,12,114,2,35,1,2,1,6,19,32,NA,1,NA,NA,NA,NA,13,32,NA,1,NA,NA,NA,NA,NA,19,1,3,NA,NA,NA,5,12,84,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,1,NA,NA,4,59,NA,17,NA,2,1,5,4,24,NA,8,NA,NA,1,4,7,35,NA,19,NA,2,NA,6,12,175,NA,14,NA,3,1,10,3,321,1,16,NA,1,NA,3,8,79,NA,3,NA,NA,NA,NA,10,38
2016,Vermont,1735,460,142,99,32,18,115,4,55,67,51,211,333,101,47,29,431,12,130,18,81,11,21,2,16,18,97,2,2,4,51,7,60,4,47,10,201,5,328,7,94,6,41,57,4,16,383,10,1,3,128,23,NA,11,65,NA,NA,NA,32,NA,NA,NA,18,5,1,3,106,NA,NA,NA,4,4,NA,NA,51,21,1,4,41,7,NA,5,39,8,NA,9,194,19,2,8,304,15,NA,6,80,5,NA,2,40,2,55,NA,4,NA,16,27,356,NA,10,NA,1,NA,3,12,116,2,21,NA,NA,1,10,15,50,NA,NA,NA,NA,NA,NA,11,21,NA,NA,NA,NA,NA,NA,2,16,1,4,NA,1,NA,3,17,89,NA,NA,NA,NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,4,47,NA,21,NA,1,NA,4,7,34,NA,7,NA,NA,NA,5,4,35,NA,8,NA,NA,NA,9,10,184,NA,19,NA,2,NA,8,5,299,1,14,NA,NA,2,4,4,76,1,4,NA,NA,NA,2,5,35
