state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2006,647391,535793,853476,439937,413539,337790,309601,274382,261411,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,0,0,2,2,1,12,13
Delaware,2005,625838,523626,825598,421599,403999,326069,299769,267476,256150,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,13,13,0,0,0,0,2,2,0,22,22
Delaware,2004,612417,514329,805421,413177,392244,320190,292227,264417,249912,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,11,11
Delaware,2003,594441,498017,792494,408205,384289,311297,283144,257136,240881,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7
Delaware,2002,593063,499100,782221,403618,378603,311271,281792,257501,241599,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,0,8,8
Delaware,2001,574499,481719,771580,398780,372800,302532,271967,249202,232517,NA,NA,NA,0,0,0,0,7,7,0,2,2,0,0,0,0,6,6,0,0,0,0,3,3,0,18,18
Delaware,2000,564517,478344,756530,384350,372180,292964,271553,244069,234275,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4
Delaware,1999,558107.1,473202.8,747043.7,380029.3,367014.4,289962.3,268144.8,241613.1,231589.7,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,0,0,0,0,11,11,0,0,0,0,0,0,0,13,13
Delaware,1998,551697.2,468061.6,737557.4,375708.6,361848.8,286960.6,264736.6,239157.2,228904.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,0,1,1,NA,NA,NA
Delaware,1997,545287.3,462920.4,728071.1,371387.9,356683.2,283958.9,261328.4,236701.3,226219.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,11,12,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1996,538877.4,457779.2,718584.8,367067.2,351517.6,280957.2,257920.2,234245.4,223533.8,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,NA,2,14,16,NA,NA,NA,0,1,1,NA,NA,NA
Delaware,1995,532467.5,452638,709098.5,362746.5,346352,277955.5,254512,231789.5,220848.5,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,8,8,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1994,526057.6,447496.8,699612.2,358425.8,341186.4,274953.8,251103.8,229333.6,218163.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,13,14,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1993,519647.7,442355.6,690125.9,354105.1,336020.8,271952.1,247695.6,226877.7,215477.9,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,0,6,6,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1992,513237.8,437214.4,680639.6,349784.4,330855.2,268950.4,244287.4,224421.8,212792.6,0,0,0,0,0,0,0,4,4,0,1,1,NA,NA,NA,0,6,6,NA,NA,NA,0,2,2,NA,NA,NA
Delaware,1991,506827.9,432073.2,671153.3,345463.7,325689.6,265948.7,240879.2,221965.9,210107.3,0,0,0,0,0,0,0,2,2,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1990,500418,426932,661667,341143,320524,262947,237471,219510,207422,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1989,492824.2,421208.8,654544.3,337732.7,316811.6,259142.3,233681.9,216685,204523.8,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1988,485230.4,415485.6,647421.6,334322.4,313099.2,255337.6,229892.8,213860,201625.6,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1987,477636.6,409762.4,640298.9,330912.1,309386.8,251532.9,226103.7,211035,198727.4,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1986,470042.8,404039.2,633176.2,327501.8,305674.4,247728.2,222314.6,208210,195829.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA
Delaware,1985,462449,398316,626053.5,324091.5,301962,243923.5,218525.5,205385,192931,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1984,454855.2,392592.8,618930.8,320681.2,298249.6,240118.8,214736.4,202560,190032.8,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1983,447261.4,386869.6,611808.1,317270.9,294537.2,236314.1,210947.3,199735,187134.6,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1982,439667.6,381146.4,604685.4,313860.6,290824.8,232509.4,207158.2,196910,184236.4,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1981,432073.8,375423.2,597562.7,310450.3,287112.4,228704.7,203369.1,194085,181338.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1980,424480,369700,590440,307040,283400,224900,199580,191260,178440,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1979,416852,363360,586126,304856,281270,220770,196082,187964,175396,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA
Delaware,1978,409224,357020,581812,302672,279140,216640,192584,184668,172352,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA
