state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,NA,NA,NA,311,2895,3206,257,2801,3058
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,NA,NA,NA,311,2895,3206,297,2801,3098
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,NA,3098,NA,NA,3098,NA,NA,NA,NA
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,NA,3098,NA,NA,3098,NA,NA,NA,NA
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,NA,NA,NA,311,2895,3206,297,2801,3098
Alaska,2001,424576,394247,615531,300465,315066,208455,216121,193241,201006,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2000,406721,373955,609687,296257,313430,196913,209808,180006,193949,NA,2603,NA,NA,2691,NA,NA,2603,NA
Alaska,1999,403894.6,372421.2,603787.9,292809.6,310978.3,195021.8,208872.8,178647,193774.2,NA,2603,NA,NA,2691,NA,NA,2603,NA
Alaska,1998,401068.2,370887.4,597888.8,289362.2,308526.6,193130.6,207937.6,177288,193599.4,NA,NA,2603,NA,NA,2691,NA,NA,2603
Alaska,1997,398241.8,369353.6,591989.7,285914.8,306074.9,191239.4,207002.4,175929,193424.6,NA,NA,2603,NA,NA,2603,NA,NA,2603
Alaska,1996,395415.4,367819.8,586090.6,282467.4,303623.2,189348.2,206067.2,174570,193249.8,NA,NA,NA,NA,NA,NA,NA,NA,2603
Alaska,1995,392589,366286,580191.5,279020,301171.5,187457,205132,173211,193075,NA,NA,NA,NA,NA,NA,NA,NA,2603
Alaska,1994,389762.6,364752.2,574292.4,275572.6,298719.8,185565.8,204196.8,171852,192900.2,NA,NA,NA,NA,NA,NA,NA,NA,3044
Alaska,1993,386936.2,363218.4,568393.3,272125.2,296268.1,183674.6,203261.6,170493,192725.4,NA,NA,NA,NA,NA,2602,NA,NA,2523
Alaska,1992,384109.8,361684.6,562494.2,268677.8,293816.4,181783.4,202326.4,169134,192550.6,NA,NA,NA,NA,NA,NA,NA,NA,2472
Alaska,1991,381283.4,360150.8,556595.1,265230.4,291364.7,179892.2,201391.2,167775,192375.8,NA,NA,NA,NA,NA,2602,NA,NA,2523
Alaska,1990,378457,358617,550696,261783,288913,178001,200456,166416,192201,NA,NA,NA,NA,NA,NA,NA,NA,2808
Alaska,1989,367833.3,348949.3,536224.4,254824.7,281399.7,172918.9,194914.4,161988.4,186960.9,NA,NA,NA,NA,NA,NA,NA,NA,2596
Alaska,1988,357209.6,339281.6,521752.8,247866.4,273886.4,167836.8,189372.8,157560.8,181720.8,NA,NA,NA,NA,NA,2793,NA,NA,NA
Alaska,1987,346585.9,329613.9,507281.2,240908.1,266373.1,162754.7,183831.2,153133.2,176480.7,NA,NA,NA,NA,NA,2356,NA,NA,NA
Alaska,1986,335962.2,319946.2,492809.6,233949.8,258859.8,157672.6,178289.6,148705.6,171240.6,NA,NA,NA,NA,NA,NA,NA,NA,2336
Alaska,1985,325338.5,310278.5,478338,226991.5,251346.5,152590.5,172748,144278,166000.5,NA,NA,1968,NA,NA,1968,NA,NA,1968
Alaska,1984,314714.8,300610.8,463866.4,220033.2,243833.2,147508.4,167206.4,139850.4,160760.4,NA,NA,NA,NA,NA,1684,NA,NA,NA
Alaska,1983,304091.1,290943.1,449394.8,213074.9,236319.9,142426.3,161664.8,135422.8,155520.3,NA,NA,1124,NA,NA,1429,NA,NA,1359
