state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Oregon,2016,3227513,2595600,4093465,2060907,2032558,1645267,1582246,1298787,1296813,0,0,0,1,5,6,204,1280,1484,0,4,4,0,21,21,0,0,0,7,118,125,190,2841,3031,405,4311,4716,0,0,0,0,0,0,1,11,12
Oregon,2015,3168517,2557992,4028977,2037692,1991285,1617428,1551089,1285380,1272612,0,0,0,1,5,6,220,1382,1602,0,4,4,0,22,22,0,0,0,8,127,135,204,3067,3271,436,4652,5088,0,0,0,0,0,0,1,12,13
Oregon,2014,3111019,2525972,3970239,2008834,1961405,1590387,1520632,1270617,1255355,0,0,0,1,5,6,337,1417,1754,0,4,4,0,23,23,0,0,0,12,130,142,314,3143,3457,668,4768,5436,0,0,0,0,0,0,1,12,13
Oregon,2013,3071614,2516056,3930065,1984979,1945086,1566023,1505591,1261178,1254878,0,0,0,0,3,3,189,644,833,2,7,9,0,21,21,0,0,0,7,155,162,435,3536,3971,636,4421,5057,0,0,0,0,2,2,0,22,22
Oregon,2012,3039087,2511144,3899353,1961714,1937639,1548910,1490177,1256387,1254757,0,0,0,0,5,5,534,4194,4728,0,9,9,0,12,12,2,0,2,23,169,192,0,0,0,562,4470,5032,0,0,0,0,0,0,0,15,15
Oregon,2011,3011055,2498166,3871859,1956121,1915738,1536143,1474912,1251317,1246849,0,0,0,0,2,2,471,3821,4292,0,7,7,0,33,33,0,1,1,8,175,183,0,0,0,482,4092,4574,0,0,0,0,0,0,0,9,9
Oregon,2010,2973400,2476140,3838957,1935332,1903625,1518512,1454888,1241550,1234590,0,0,0,0,3,3,577,4438,5015,0,4,4,0,25,25,0,0,0,10,132,142,0,0,0,591,4703,5294,0,0,0,0,0,0,0,8,8
Oregon,2009,2952353,2471936,3825657,1929037,1896620,1504114,1448239,1235774,1236162,0,0,0,0,1,1,599,4531,5130,0,6,6,2,35,37,0,0,0,17,190,207,NA,NA,NA,621,4807,5428,0,0,0,0,0,0,3,10,13
Oregon,2008,2915435,2452617,3790060,1905321,1884739,1479831,1435604,1220502,1232115,0,0,0,0,4,4,545,4197,4742,0,8,8,0,50,50,0,3,3,13,191,204,NA,NA,NA,560,4503,5063,0,0,0,0,1,1,2,12,14
Oregon,2007,2886599,2429736,3747455,1891125,1856330,1470548,1416051,1212421,1217315,NA,NA,NA,0,3,3,543,4221,4764,0,5,5,4,64,68,0,0,0,14,177,191,NA,NA,NA,562,4523,5085,NA,NA,NA,0,0,0,0,12,12
Oregon,2006,2842900,2399676,3700758,1866650,1834108,1449258,1393642,1197922,1201754,NA,NA,NA,1,4,5,560,4187,4747,1,6,7,2,36,38,0,0,0,17,267,284,NA,NA,NA,589,4556,5145,NA,NA,NA,0,0,0,2,5,7
Oregon,2005,2717351,2294969,3560922,1794779,1766143,1383677,1333674,1146315,1148654,0,0,0,1,2,3,662,4990,5652,0,10,10,3,35,38,0,0,0,13,225,238,0,0,0,718,5508,6226,0,0,0,0,0,0,0,9,9
Oregon,2004,2665461,2246180,3506284,1757704,1748580,1355132,1310329,1116558,1129622,0,0,0,0,0,0,474,4e3,4474,0,10,10,2,32,34,0,1,1,30,214,244,0,0,0,514,4406,4920,0,0,0,0,0,0,0,5,5
Oregon,2003,2645505,2230439,3488398,1774041,1714357,1356856,1288649,1121244,1109195,0,0,0,1,1,2,437,3686,4123,0,16,16,0,46,46,0,1,1,27,219,246,0,0,0,478,4021,4499,0,0,0,0,0,0,0,11,11
Oregon,2002,2582718,2187726,3434797,1730784,1704013,1320157,1262561,1095676,1092050,0,0,0,1,3,4,321,3598,3919,0,17,17,5,116,121,0,1,1,16,211,227,0,0,0,366,3990,4356,0,0,0,0,1,1,0,9,9
Oregon,2001,2537863,2137881,3387279,1705949,1681330,1286254,1251609,1059543,1078338,0,0,0,0,2,2,272,3079,3351,4,38,42,1,41,42,0,2,2,15,219,234,0,0,0,295,3415,3710,0,0,0,0,0,0,0,12,12
