state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,0,0,0,0,5,5,616,3180,3796,279,802,1081,0,1,1,0,0,0,17,199,216,113,1166,1279,3,66,69,1030,5461,6491,2,42,44
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,0,0,0,2,6,8,542,3049,3591,196,644,840,0,0,0,0,2,2,12,143,155,107,1111,1218,1,77,78,867,5065,5932,7,33,40
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,0,0,0,0,7,7,743,3535,4278,0,0,0,0,0,0,0,5,5,24,173,197,79,1057,1136,3,64,67,704,4480,5184,4,38,42
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,0,0,0,0,19,19,543,3176,3719,0,0,0,0,0,0,0,3,3,15,202,217,87,1128,1215,7,59,66,655,4622,5277,3,35,38
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,0,0,0,1,17,18,525,3176,3701,0,0,0,0,0,0,0,1,1,20,179,199,71,1029,1100,0,59,59,620,4495,5115,1,33,34
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,0,0,0,1,11,12,523,3308,3831,0,0,0,0,0,0,0,5,5,10,186,196,62,860,922,0,0,0,600,4400,5e3,4,30,34
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,0,0,0,1,8,9,475,3250,3725,2,12,14,0,0,0,0,3,3,12,146,158,79,983,1062,0,0,0,569,4402,4971,NA,0,NA
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,NA,NA,NA,1,16,17,463,3072,3535,2,12,14,0,1,1,0,5,5,10,131,141,82,1038,1120,NA,NA,NA,558,4275,4833,0,0,0
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,NA,NA,NA,0,6,6,415,2727,3142,1,22,23,0,0,0,0,4,4,8,145,153,84,1100,1184,NA,NA,NA,508,4004,4512,0,0,0
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,NA,NA,NA,0,16,16,487,2848,3335,1,28,29,0,1,1,1,14,15,14,177,191,82,1196,1278,NA,NA,NA,585,4280,4865,NA,NA,NA
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,NA,NA,NA,1,20,21,524,3048,3572,2,35,37,0,0,0,0,16,16,11,170,181,95,1162,1257,NA,NA,NA,633,4451,5084,NA,NA,NA
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,0,0,0,0,7,7,502,3026,3528,3,65,68,0,2,2,0,14,14,8,128,136,81,1063,1144,0,0,0,594,4305,4899,0,0,0
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,0,0,0,1,4,5,462,2820,3282,0,0,0,0,4,4,0,26,26,6,113,119,70,1018,1088,0,0,0,539,3985,4524,0,0,0
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,0,0,0,0,2,2,451,2799,3250,0,0,0,0,3,3,0,28,28,4,103,107,82,1135,1217,0,0,0,537,4070,4607,0,0,0
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,0,0,0,0,3,3,400,3029,3429,2,19,21,0,3,3,0,35,35,8,115,123,103,1167,1270,0,0,0,513,4371,4884,0,0,0
