state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,111671,54926,56745,75740,38333,37407,67532,33391,34141,52674,26932,25742,39581,22165,17416,36404,20135,16269,21344,10290,11054,16759,7802,8957,15393,6712,8681,51244,22656,28588,33871,16094,17777,33472,16054,17418,50519,25030,25489,26475,12632,13843,24096,11568,12528,454442,211861,242581,361498,167271,194227,307986,140882,167104,146,1463,1609,13,183,196,25,429,454,14,122,136,0,0,0,202,1763,1965
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,101214,49269,51945,70246,34980,35266,63553,31339,32214,52843,26768,26075,38164,21030,17134,35330,19030,16300,25446,11616,13830,19351,8299,11052,18648,7859,10789,51719,25101,26618,34556,17110,17446,32719,15886,16833,53385,27084,26301,29005,14466,14539,26952,13154,13798,453825,209792,244033,360862,166166,194696,310583,141495,169088,203,1716,1919,14,210,224,29,502,531,16,133,149,0,0,0,310,2160,2470
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,101583,50510,51073,67769,35544,32225,60623,31465,29158,51970,28292,23678,40296,22574,17722,38198,21053,17145,22786,7425,15361,19110,6253,12857,17374,4994,12380,49326,23833,25493,32650,14859,17791,30530,13466,17064,55899,24854,31045,29186,12864,16322,27843,12380,15463,455168,213583,241585,362020,168086,193934,318141,147117,171024,214,1654,1868,4,43,47,32,429,461,14,114,128,0,0,0,365,2180,2545
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,101624,50426,51198,69039,33821,35218,60986,28874,32112,44980,24428,20552,31784,17296,14488,28381,15872,12509,25350,11023,14327,18489,7527,10962,16247,6192,10055,48844,25396,23448,31794,17332,14462,30886,16661,14225,55053,25314,29739,31585,14727,16858,30459,14395,16064,459281,213541,245740,363749,168519,195230,320049,147038,173011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,102199,52192,50007,70185,36850,33335,63422,32995,30427,48409,26320,22089,35045,19216,15829,30964,16881,14083,26544,8879,17665,21429,7347,14082,20012,6919,13093,43659,22267,21392,28629,14273,14356,28055,13951,14104,48741,21592,27149,25828,12141,13687,25062,11774,13288,461897,216752,245145,365769,170596,195173,325941,150784,175157,257,1852,2109,19,146,165,49,472,521,14,132,146,0,0,0,352,2303,2655
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,99555,48174,51381,70392,34179,36213,63237,30970,32267,46075,26215,19860,34368,19202,15166,30475,16048,14427,21575,10223,11352,16737,7197,9540,15428,6465,8963,41928,22383,19545,26931,15137,11794,25215,14246,10969,53497,24600,28897,24244,11336,12908,23903,11134,12769,460088,216906,243182,362221,169997,192224,323291,150916,172375,222,1815,2037,19,146,165,47,505,552,11,124,135,0,0,0,358,2319,2677
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,102515,52554,49961,67436,35269,32167,61400,31520,29880,41490,20825,20665,31468,16165,15303,28396,13857,14539,22219,11599,10620,15777,7443,8334,14643,6605,8038,40644,19300,21344,25756,12383,13373,25025,11878,13147,48909,21618,27291,25221,12742,12479,24256,12340,11916,458208,216009,242199,359494,167899,191595,321769,149040,172729,218,1784,2002,2,12,14,37,491,528,16,147,163,0,0,0,350,2332,2682
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,91902,46864,45038,64112,32884,31228,57133,29276,27857,37610,19207,18403,28467,14314,14153,26105,12794,13311,26730,11724,15006,18316,8300,10016,17003,7216,9787,42908,19273,23635,27438,13179,14259,26501,12530,13971,44523,23501,21022,23440,13460,9980,22542,13053,9489,454800,215345,239455,353176,166447,186729,317285,148424,168861,182,1684,1866,NA,NA,NA,44,506,550,13,115,128,NA,NA,NA,328,2212,2540
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,89421,45044,44377,60706,31375,29331,55378,28021,27357,36743,19805,16938,27687,15025,12662,26283,14135,12148,21652,9381,12271,14753,6429,8324,13644,6322,7322,37420,17726,19694,24593,12297,12296,24002,12124,11878,47578,25751,21827,25396,12838,12558,24213,11858,12355,453479,211032,242447,353924,165149,188775,320950,147987,172963,164,1626,1790,NA,NA,NA,35,465,500,11,117,128,NA,NA,NA,275,2153,2428
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,88276,45178,43098,60191,31251,28940,54678,28589,26089,33545,18662,14883,26754,14555,12199,24188,12992,11196,23838,9203,14635,17918,5870,12048,17202,5572,11630,39061,17379,21682,25224,11310,13914,24413,10588,13825,42757,20164,22593,21094,11377,9717,19980,10733,9247,456001,215663,240338,349680,165100,184580,317498,147709,169789,193,1604,1797,NA,NA,NA,50,481,531,12,99,111,NA,NA,NA,296,2274,2570
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,82155,43170,38985,56487,30379,26108,51319,27414,23905,33748,18279,15469,25546,14219,11327,22538,12192,10346,23107,12430,10677,17036,10402,6634,16251,9617,6634,37142,17116,20026,25297,10745,14552,24720,10520,14200,47910,22488,25422,22382,9910,12472,21555,9631,11924,445991,212104,233887,347199,165714,181485,315585,150412,165173,178,1649,1827,NA,NA,NA,37,477,514,7,105,112,NA,NA,NA,282,2184,2466
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,92785,47172,45613,58490,30165,28325,53511,27355,26156,28319,15130,13189,21985,12463,9522,20173,11238,8935,23615,11870,11745,14286,7253,7033,13058,6370,6688,29219,13773,15446,17842,8398,9444,17346,8145,9201,40763,21631,19132,21188,12289,8899,19920,11431,8489,443301,213627,229674,331298,160313,170985,303762,147106,156656,160,1568,1728,NA,NA,NA,36,452,488,11,115,126,NA,NA,NA,246,2092,2338
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,80352,41819,38533,51003,28520,22483,46142,25638,20504,31102,17375,13727,21266,13226,8040,19402,11759,7643,21013,10241,10772,13749,6684,7065,12843,6365,6478,30293,15378,14915,18524,10077,8447,17917,9518,8399,46195,22651,23544,24086,10576,13510,22968,10139,12829,427008,205452,221556,319614,153471,166143,293103,140296,152807,152,1523,1675,8,103,111,28,454,482,7,133,140,0,0,0,199,1931,2130
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,89980,45097,44883,57502,29693,27809,50664,26482,24182,29388,16734,12654,21309,12189,9120,19437,11131,8306,21612,10400,11212,14446,7006,7440,13654,6700,6954,28011,13080,14931,17047,7544,9503,16524,7321,9203,35329,16793,18536,15690,8229,7461,15492,8178,7314,425512,205967,219545,315741,151745,163996,289390,138211,151179,149,1495,1644,11,98,109,29,441,470,11,117,128,NA,NA,NA,189,1966,2155
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,80844,43044,37800,51073,28177,22896,46548,25122,21426,26984,14274,12710,19427,11089,8338,17666,10459,7207,18544,9074,9470,12637,6287,6350,11866,5787,6079,25156,13524,11632,15064,7711,7353,14077,6981,7096,50383,22942,27441,25275,11438,13837,24074,10912,13162,422341,202306,220035,309987,148162,161825,284581,135149,149432,125,1533,1658,10,81,91,31,459,490,19,130,149,0,0,0,163,1833,1996
Alaska,2001,424576,394247,615531,300465,315066,208455,216121,193241,201006,85190,42569,42621,54189,28794,25395,49591,27162,22429,23930,13699,10231,17131,10750,6381,16140,10032,6108,20275,9382,10893,12564,5834,6730,12203,5738,6465,25870,13250,12620,14521,7534,6987,14245,7348,6897,43421,21313,22108,21679,9979,11700,20655,9068,11587,416845,200252,216593,304492,145564,158928,281413,133893,147520,122,1607,1729,9,89,98,48,475,523,9,111,120,0,0,0,171,1926,2097
Alaska,2000,406721,373955,609687,296257,313430,196913,209808,180006,193949,80841,41293,39548,48326,22442,25884,41408,19985,21423,32665,17536,15129,17167,9425,7742,15203,8357,6846,20229,12347,7882,11942,6109,5833,11456,6109,5347,18536,10420,8116,12067,7336,4731,11677,6946,4731,39348,17974,21374,14558,7630,6928,13457,7630,5827,418068,196687,221381,302661,143971,158690,280754,130979,149775,97,1465,1562,6,82,88,31,474,505,10,100,110,0,0,0,140,1764,1904
Alaska,1999,403894.6,372421.2,603787.9,292809.6,310978.3,195021.8,208872.8,178647,193774.2,81383.1,41454.1,39929,48710.9,22795.9,25915,42100.4,20350.2,21750.2,31192.3,16723.8,14468.5,16657.6,9146,7511.6,14846.4,8151.6,6694.8,20324.4,12103,8221.4,12128.9,6131.1,5997.8,11639.8,6097.7,5542.1,18408.7,10209.6,8199.1,11935,7110,4825,11570.8,6753.8,4817,35434,16190.3,19243.7,13118.5,6876.5,6242,12127.6,6876.5,5251.1,417045.4,196128.8,220916.6,301343.7,142962.3,158381.4,280136.2,130417.2,149719,95,1423,1518,NA,NA,NA,45,467,512,8,105,113,8,105,113,161,1698,1859
Alaska,1998,401068.2,370887.4,597888.8,289362.2,308526.6,193130.6,207937.6,177288,193599.4,81925.2,41615.2,40310,49095.8,23149.8,25946,42792.8,20715.4,22077.4,29719.6,15911.6,13808,16148.2,8867,7281.2,14489.8,7946.2,6543.6,20419.8,11859,8560.8,12315.8,6153.2,6162.6,11823.6,6086.4,5737.2,18281.4,9999.2,8282.2,11803,6884,4919,11464.6,6561.6,4903,31520,14406.6,17113.4,11679,6123,5556,10798.2,6123,4675.2,416022.8,195570.6,220452.2,300026.4,141953.6,158072.8,279518.4,129855.4,149663,96,1363,1459,NA,NA,NA,47,509,556,9,123,132,9,123,132,146,1732,1878
