state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,200,3892,4092,320,5246,5566,391,5123,5514
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,200,3961,4161,320,4890,5210,349,5151,5500
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,200,3961,4161,320,4890,5210,392,5257,5649
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,200,3961,4161,320,4890,5210,421,5354,5775
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,200,3961,4161,320,4890,5210,391,5278,5669
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,200,3961,4161,320,4890,5210,375,5407,5782
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,200,3961,4161,320,4890,5210,447,5931,6378
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,200,3961,4161,320,4930,5250,347,5099,5446
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,200,3961,4161,320,4930,5250,374,5274,5648
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,200,5119,5319,320,6437,6757,404,6699,7103
Delaware,2006,647391,535793,853476,439937,413539,337790,309601,274382,261411,200,4223,4423,320,5039,5359,371,5401,5772
Delaware,2005,625838,523626,825598,421599,403999,326069,299769,267476,256150,425,5050,5475,545,6120,6665,517,6162,6679
Delaware,2004,612417,514329,805421,413177,392244,320190,292227,264417,249912,200,4023,4223,320,5039,5359,450,6087,6537
Delaware,2003,594441,498017,792494,408205,384289,311297,283144,257136,240881,200,4023,4223,320,5039,5359,NA,NA,NA
Delaware,2002,593063,499100,782221,403618,378603,311271,281792,257501,241599,272,2920,3192,272,3934,4206,NA,NA,NA
Delaware,2001,574499,481719,771580,398780,372800,302532,271967,249202,232517,272,2920,3192,272,3934,4206,NA,NA,NA
Delaware,2000,564517,478344,756530,384350,372180,292964,271553,244069,234275,272,2920,3192,272,3934,4206,NA,NA,NA
Delaware,1999,558107.1,473202.8,747043.7,380029.3,367014.4,289962.3,268144.8,241613.1,231589.7,272,2920,3192,272,3934,4206,NA,NA,NA
Delaware,1998,551697.2,468061.6,737557.4,375708.6,361848.8,286960.6,264736.6,239157.2,228904.4,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1997,545287.3,462920.4,728071.1,371387.9,356683.2,283958.9,261328.4,236701.3,226219.1,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1996,538877.4,457779.2,718584.8,367067.2,351517.6,280957.2,257920.2,234245.4,223533.8,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1995,532467.5,452638,709098.5,362746.5,346352,277955.5,254512,231789.5,220848.5,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1994,526057.6,447496.8,699612.2,358425.8,341186.4,274953.8,251103.8,229333.6,218163.2,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1993,519647.7,442355.6,690125.9,354105.1,336020.8,271952.1,247695.6,226877.7,215477.9,NA,NA,3192,NA,NA,4206,NA,NA,NA
Delaware,1992,513237.8,437214.4,680639.6,349784.4,330855.2,268950.4,244287.4,224421.8,212792.6,NA,NA,2928,NA,NA,3987,NA,NA,4009
Delaware,1991,506827.9,432073.2,671153.3,345463.7,325689.6,265948.7,240879.2,221965.9,210107.3,NA,NA,2015,NA,NA,3138,NA,NA,2915
Delaware,1990,500418,426932,661667,341143,320524,262947,237471,219510,207422,NA,NA,2015,NA,NA,3138,NA,NA,2915
Delaware,1989,492824.2,421208.8,654544.3,337732.7,316811.6,259142.3,233681.9,216685,204523.8,NA,NA,2015,NA,NA,3138,NA,NA,2915
Delaware,1988,485230.4,415485.6,647421.6,334322.4,313099.2,255337.6,229892.8,213860,201625.6,NA,NA,2090,NA,NA,2880,NA,NA,2090
Delaware,1987,477636.6,409762.4,640298.9,330912.1,309386.8,251532.9,226103.7,211035,198727.4,NA,NA,2604,NA,NA,2763,NA,NA,NA
Delaware,1986,470042.8,404039.2,633176.2,327501.8,305674.4,247728.2,222314.6,208210,195829.2,NA,NA,2404,NA,NA,2563,NA,NA,NA
Delaware,1985,462449,398316,626053.5,324091.5,301962,243923.5,218525.5,205385,192931,NA,NA,2217,NA,NA,2207,NA,NA,NA
Delaware,1984,454855.2,392592.8,618930.8,320681.2,298249.6,240118.8,214736.4,202560,190032.8,NA,NA,NA,NA,NA,2041,NA,NA,NA
Delaware,1983,447261.4,386869.6,611808.1,317270.9,294537.2,236314.1,210947.3,199735,187134.6,NA,NA,NA,NA,NA,2045,NA,NA,NA
