state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Missouri,2016,4703576,3794795,6093e3,3093350,2999650,2422259,2281317,1912445,1882350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2015,4696210,3811896,6083672,3100719,2982953,2426191,2270019,1925822,1886074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2014,4671311,3808067,6063589,3091668,2971921,2413978,2257333,1926332,1881735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2013,4645397,3799537,6044171,3081854,2962317,2400636,2244761,1921089,1878448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2012,4621004,3801285,6021988,3071065,2950923,2391311,2229693,1924900,1876385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2011,4599862,3796549,6010688,3066021,2944667,2377125,2222737,1919676,1876873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2010,4579206,3785676,5996231,3064200,2932031,2374284,2204922,1917418,1868258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2009,4556338,3788356,5987580,3060821,2926759,2361893,2194445,1916797,1871559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2008,4499981,3750818,5911605,3026019,2885586,2340169,2159812,1901972,1848846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2007,4461852,3727675,5878415,3011497,2866918,2318313,2143539,1890155,1837520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2006,4412152,3673915,5842713,2991397,2851316,2294403,2117749,1863976,1809939,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,2,58,60,0,0,0,0,5,5,2,64,66
Missouri,2005,4251865,3578420,5632603,2878899,2753704,2210022,2041843,1829602,1748818,NA,NA,NA,0,0,0,0,0,0,0,5,5,0,1,1,1,60,61,0,0,0,0,8,8,1,74,75
Missouri,2004,4214477,3542551,5587906,2874522,2713384,2196153,2018324,1810643,1731908,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,4,70,74,0,0,0,0,2,2,4,73,77
Missouri,2003,4136522,3470964,5537884,2842486,2695398,2160569,1975953,1773591,1697373,NA,NA,NA,0,0,0,0,1,1,0,2,2,0,3,3,3,57,60,0,0,0,0,2,2,3,65,68
Missouri,2002,4123339,3457423,5506873,2847611,2659262,2161271,1962068,1773631,1683792,NA,NA,NA,0,0,0,0,2,2,0,6,6,0,1,1,0,61,61,0,0,0,0,1,1,0,71,71
Missouri,2001,4053988,3396237,5471085,2816975,2654110,2127290,1926698,1741398,1654839,NA,NA,NA,0,1,1,0,2,2,0,1,1,0,0,0,2,46,48,0,0,0,0,5,5,2,62,64
Missouri,2000,3976371,3311194,5449651,2789214,2660437,2085817,1890554,1700617,1610577,NA,NA,NA,0,1,1,0,2,2,0,5,5,0,0,0,2,31,33,0,0,0,0,4,4,2,43,45
Missouri,1999,3958270.1,3292867.6,5414878,2774403.3,2640474.7,2078003.4,1880266.7,1690470.1,1602397.5,NA,NA,NA,0,0,0,1,4,5,0,9,9,0,1,1,1,32,33,0,0,0,0,4,4,3,52,55
Missouri,1998,3940169.2,3274541.2,5380105,2759592.6,2620512.4,2070189.8,1869979.4,1680323.2,1594218,0,0,0,0,1,1,0,0,0,0,3,3,NA,NA,NA,2,29,31,NA,NA,NA,2,5,7,NA,NA,NA
