state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,1486,21677,0,0,0,1486,21677,23163,44,647,691,1486,21677,23163
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,1405,21509,0,0,0,1405,21509,22914,42,643,685,1405,21509,22914
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,1376,21196,0,0,0,1376,21196,22572,41,633,674,1376,21196,22572
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,1235,21208,0,0,0,1235,21208,22443,39,631,670,1235,21208,22443
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,1213,21206,2,16,18,1211,21190,22401,36,633,669,1211,21190,22401
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,1176,21212,2,34,36,1174,21178,22352,46,591,637,1174,21178,22352
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,1253,20780,2,48,50,1251,20732,21983,48,630,678,1251,20732,21983
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,1290,20972,3,14,17,1287,20958,22245,46,674,720,1287,20958,22245
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,1343,20939,5,41,46,1338,20898,22236,74,851,925,1338,20898,22236
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,1504,21335,0,23,23,1504,21312,22816,117,1311,1428,1504,21312,22816
Wisconsin,2006,4230524,3544756,5556506,2797812,2758694,2151061,2079463,1750809,1793947,1404,21160,0,3,3,1404,21157,22561,69,746,815,1404,21157,22561
Wisconsin,2005,4093256,3461466,5401740,2740358,2661382,2095112,1998144,1734934,1726532,1319,20602,0,0,0,1319,20602,21921,47,736,783,1319,20602,21921
Wisconsin,2004,4050130,3427031,5353642,2706291,2647351,2070872,1979258,1715077,1711954,1362,20790,0,79,79,1362,20711,22073,58,719,777,1362,20711,22073
Wisconsin,2003,3989998,3369554,5313443,2694462,2618981,2040633,1949365,1685893,1683661,1381,20772,2,1905,1907,1379,18867,20246,63,484,547,1379,18867,20246
Wisconsin,2002,3970259,3352244,5294592,2669242,2625350,2028019,1942240,1672565,1679679,1334,20332,0,3463,3463,1334,16869,18203,22,446,468,1334,16869,18203
Wisconsin,2001,3952080,3338654,5247393,2658283,2589110,2026943,1925137,1673541,1665113,1275,19491,0,3429,3429,1275,16062,17337,15,434,449,1275,16062,17337
Wisconsin,2000,3864150,3265111,5242190,2685321,2556869,1978908,1885242,1628646,1636465,1206,18649,2,4347,4349,1204,14302,15506,7,384,391,1204,14302,15506
Wisconsin,1999,3837410.3,3237283.8,5206115.1,2666003.1,2540112,1967790.6,1869619.7,1616083.6,1621200.2,1129,17578,131,3290,3421,998,14288,15286,6,268,274,998,14288,15286
Wisconsin,1998,3810670.6,3209456.6,5170040.2,2646685.2,2523355,1956673.2,1853997.4,1603521.2,1605935.4,NA,NA,NA,NA,NA,NA,NA,NA,7,378,385,922,13584,14506
Wisconsin,1997,3783930.9,3181629.4,5133965.3,2627367.3,2506598,1945555.8,1838375.1,1590958.8,1590670.6,NA,NA,NA,NA,NA,NA,NA,NA,4,257,261,740,12960,13700
Wisconsin,1996,3757191.2,3153802.2,5097890.4,2608049.4,2489841,1934438.4,1822752.8,1578396.4,1575405.8,NA,NA,NA,NA,NA,NA,NA,NA,8,553,561,633,11897,12530
Wisconsin,1995,3730451.5,3125975,5061815.5,2588731.5,2473084,1923321,1807130.5,1565834,1560141,NA,NA,NA,NA,NA,NA,NA,NA,37,805,842,502,10697,11199
Wisconsin,1994,3703711.8,3098147.8,5025740.6,2569413.6,2456327,1912203.6,1791508.2,1553271.6,1544876.2,NA,NA,NA,NA,NA,NA,NA,NA,32,447,479,412,9610,10022
Wisconsin,1993,3676972.1,3070320.6,4989665.7,2550095.7,2439570,1901086.2,1775885.9,1540709.2,1529611.4,NA,NA,NA,NA,NA,NA,NA,NA,39,294,333,387,8394,8781
Wisconsin,1992,3650232.4,3042493.4,4953590.8,2530777.8,2422813,1889968.8,1760263.6,1528146.8,1514346.6,NA,NA,NA,NA,NA,NA,NA,NA,13,166,179,336,7855,8191
Wisconsin,1991,3623492.7,3014666.2,4917515.9,2511459.9,2406056,1878851.4,1744641.3,1515584.4,1499081.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,339,7347,7686
Wisconsin,1990,3596753,2986839,4881441,2492142,2389299,1867734,1729019,1503022,1483817,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,338,6909,7247
Wisconsin,1989,3571537.7,2970289.1,4864818.9,2483763.8,2381055.1,1854886.6,1716651.1,1495921.8,1474367.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,288,6381,6669
Wisconsin,1988,3546322.4,2953739.2,4848196.8,2475385.6,2372811.2,1842039.2,1704283.2,1488821.6,1464917.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,267,5892,6159
Wisconsin,1987,3521107.1,2937189.3,4831574.7,2467007.4,2364567.3,1829191.8,1691915.3,1481721.4,1455467.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,294,5553,5847
Wisconsin,1986,3495891.8,2920639.4,4814952.6,2458629.2,2356323.4,1816344.4,1679547.4,1474621.2,1446018.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,240,5451,5691
Wisconsin,1985,3470676.5,2904089.5,4798330.5,2450251,2348079.5,1803497,1667179.5,1467521,1436568.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,240,5003,5243
Wisconsin,1984,3445461.2,2887539.6,4781708.4,2441872.8,2339835.6,1790649.6,1654811.6,1460420.8,1427118.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,213,4632,4845
Wisconsin,1983,3420245.9,2870989.7,4765086.3,2433494.6,2331591.7,1777802.2,1642443.7,1453320.6,1417669.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,193,4033,4226
Wisconsin,1982,3395030.6,2854439.8,4748464.2,2425116.4,2323347.8,1764954.8,1630075.8,1446220.4,1408219.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4441
Wisconsin,1981,3369815.3,2837889.9,4731842.1,2416738.2,2315103.9,1752107.4,1617707.9,1439120.2,1398769.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4249
Wisconsin,1980,3344600,2821340,4715220,2408360,2306860,1739260,1605340,1432020,1389320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3788
Wisconsin,1979,3291970,2775926,4685468,2392384,2293084,1712434,1579536,1410528,1365398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3677
Wisconsin,1978,3239340,2730512,4655716,2376408,2279308,1685608,1553732,1389036,1341476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3432
