state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Hawaii,2003,926971,772541,1221885,614713,607172,471135,455836,384857,387684,625,4874,108,1370,1478,517,3504,4021,135,749,884,517,3504,4021
Hawaii,2002,915388,762887,1208537,609679,598858,466965,448423,381232,381655,592,4477,106,1241,1347,486,3236,3722,131,716,847,486,3236,3722
Hawaii,2001,886445,737459,1188615,597621,590994,450505,435940,367137,370322,524,4592,61,1190,1251,463,3402,3865,85,952,1037,463,3402,3865
Hawaii,2000,890920,746577,1198101,590966,607135,449071,441849,369583,376994,469,4325,79,1108,1187,390,3217,3607,59,810,869,390,3217,3607
Hawaii,1999,884337,742969.3,1188757.7,585938,602819.7,444861.6,439475.4,367317.3,375652,491,4163,82,1086,1168,409,3077,3486,75,917,992,409,3077,3486
Hawaii,1998,877754,739361.6,1179414.4,580910,598504.4,440652.2,437101.8,365051.6,374310,NA,NA,NA,NA,NA,NA,NA,NA,70,991,1061,372,3197,3569
Hawaii,1997,871171,735753.9,1170071.1,575882,594189.1,436442.8,434728.2,362785.9,372968,NA,NA,NA,NA,NA,NA,NA,NA,141,1173,1314,393,3685,4078
Hawaii,1996,864588,732146.2,1160727.8,570854,589873.8,432233.4,432354.6,360520.2,371626,NA,NA,NA,NA,NA,NA,NA,NA,64,825,889,278,3031,3309
Hawaii,1995,858005,728538.5,1151384.5,565826,585558.5,428024,429981,358254.5,370284,NA,NA,NA,NA,NA,NA,NA,NA,62,776,838,204,2608,2812
Hawaii,1994,851422,724930.8,1142041.2,560798,581243.2,423814.6,427607.4,355988.8,368942,NA,NA,NA,NA,NA,NA,NA,NA,63,735,798,163,2746,2909
Hawaii,1993,844839,721323.1,1132697.9,555770,576927.9,419605.2,425233.8,353723.1,367600,NA,NA,NA,NA,NA,NA,NA,NA,53,634,687,156,2658,2814
Hawaii,1992,838256,717715.4,1123354.6,550742,572612.6,415395.8,422860.2,351457.4,366258,NA,NA,NA,NA,NA,NA,NA,NA,47,597,644,148,2526,2674
Hawaii,1991,831673,714107.7,1114011.3,545714,568297.3,411186.4,420486.6,349191.7,364916,NA,NA,NA,NA,NA,NA,NA,NA,52,734,786,139,2305,2444
Hawaii,1990,825090,710500,1104668,540686,563982,406977,418113,346926,363574,NA,NA,NA,NA,NA,NA,NA,NA,60,559,619,143,2247,2390
Hawaii,1989,811481,701238,1091147.2,534091.4,557055.8,399939.3,411541.7,342335.4,358902.6,NA,NA,NA,NA,NA,NA,NA,NA,77,535,612,155,2136,2291
Hawaii,1988,797872,691976,1077626.4,527496.8,550129.6,392901.6,404970.4,337744.8,354231.2,NA,NA,NA,NA,NA,NA,NA,NA,58,539,597,139,2016,2155
Hawaii,1987,784263,682714,1064105.6,520902.2,543203.4,385863.9,398399.1,333154.2,349559.8,NA,NA,NA,NA,NA,NA,NA,NA,37,430,467,130,1969,2099
Hawaii,1986,770654,673452,1050584.8,514307.6,536277.2,378826.2,391827.8,328563.6,344888.4,NA,NA,NA,NA,NA,NA,NA,NA,36,380,416,111,2044,2155
Hawaii,1985,757045,664190,1037064,507713,529351,371788.5,385256.5,323973,340217,NA,NA,NA,NA,NA,NA,NA,NA,36,331,367,111,1770,1881
Hawaii,1984,743436,654928,1023543.2,501118.4,522424.8,364750.8,378685.2,319382.4,335545.6,NA,NA,NA,NA,NA,NA,NA,NA,22,298,320,87,1647,1734
Hawaii,1983,729827,645666,1010022.4,494523.8,515498.6,357713.1,372113.9,314791.8,330874.2,NA,NA,NA,NA,NA,NA,NA,NA,27,342,369,88,1432,1520
Hawaii,1982,716218,636404,996501.6,487929.2,508572.4,350675.4,365542.6,310201.2,326202.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,1344
Hawaii,1981,702609,627142,982980.8,481334.6,501646.2,343637.7,358971.3,305610.6,321531.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,1032
Hawaii,1980,689e3,617880,969460,474740,494720,336600,352400,301020,316860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,845
Hawaii,1979,668740,600712,949244,464166,485078,326130,342610,292108,308604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,739
Hawaii,1978,648480,583544,929028,453592,475436,315660,332820,283196,300348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,629
