state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Hawaii,2016,1121758,896686,1428557,709046,719511,561907,559851,436865,459821,599,4583,23,1382,1405,576,3201,3777,141,868,1009,576,3201,3777
Hawaii,2015,1119532,900769,1431603,709902,721701,554442,565090,433594,467175,625,4788,23,1317,1340,602,3471,4073,142,911,1053,602,3471,4073
Hawaii,2014,1112169,902764,1419561,703657,715904,553477,558692,433942,468822,585,4805,26,1399,1425,559,3406,3965,139,958,1097,559,3406,3965
Hawaii,2013,1097385,893685,1404054,694578,709476,546085,551300,432692,460993,568,4605,27,1394,1421,541,3211,3752,141,894,1035,541,3211,3752
Hawaii,2012,1090738,895103,1392313,687795,704518,543414,547324,434717,460386,568,4729,30,1606,1636,538,3123,3661,115,808,923,538,3123,3661
Hawaii,2011,1070445,881517,1374810,687674,687136,538404,532041,432737,448780,583,4871,27,1740,1767,556,3131,3687,116,834,950,556,3131,3687
Hawaii,2010,1061148,877239,1363621,680003,683618,533142,528006,430732,446507,578,4716,25,1906,1931,553,2810,3363,129,853,982,553,2810,3363
Hawaii,2009,1007001,831136,1295178,637932,657246,500861,506140,399645,431491,520,4328,30,1618,1648,490,2710,3200,95,726,821,490,2710,3200
Hawaii,2008,1002360,824737,1288198,638663,649535,500434,501926,399032,425705,641,4814,204,1904,2108,437,2910,3347,109,668,777,437,2910,3347
Hawaii,2007,1003521,833325,1283388,637636,645752,502493,501028,406056,427269,663,4794,216,1913,2129,447,2881,3328,122,758,880,447,2881,3328
Hawaii,2006,986139,816614,1285498,641788,643710,499935,486204,402829,413785,660,4850,216,1699,1915,444,3151,3595,138,885,1023,444,3151,3595
Hawaii,2005,948756,785155,1258528,639622,618906,490860,457896,394120,391035,665,5074,165,1737,1902,500,3337,3837,144,905,1049,500,3337,3837
Hawaii,2004,930178,767908,1227008,620276,606732,477513,452665,382957,384951,639,4916,121,1545,1666,518,3371,3889,130,787,917,518,3371,3889
