state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,NA,NA,NA,194,1495,1689,NA,NA,NA
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,NA,NA,NA,NA,NA,NA,212,1480,1692
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,NA,NA,NA,NA,NA,NA,194,1485,1679
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,NA,NA,NA,NA,NA,NA,194,1485,1679
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,NA,NA,NA,NA,NA,NA,1689,1689,3378
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,NA,NA,NA,194,1485,1679,NA,NA,NA
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,NA,NA,NA,194,1485,1679,NA,NA,NA
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,NA,NA,NA,194,1485,1679,NA,NA,NA
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,NA,NA,NA,194,1485,1679,NA,NA,NA
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,NA,NA,NA,194,1387,1581,NA,NA,NA
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,NA,NA,NA,194,1467,1661,NA,NA,NA
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,NA,NA,NA,194,1397,1591,NA,NA,NA
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,NA,NA,NA,200,1500,1700,NA,NA,NA
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,NA,NA,NA,200,1400,1600,NA,NA,NA
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,NA,NA,NA,200,1400,1600,NA,NA,NA
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,46,850,896,70,1300,1370,NA,NA,NA
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,46,850,896,70,1330,1400,NA,NA,NA
Montana,1999,643522,536649.5,871287,437055.2,434231.8,329361.8,314160.2,268915.5,267734,46,850,896,70,1330,1400,NA,NA,NA
Montana,1998,635704,529684,862957,433545.4,429411.6,325614.6,310089.4,265546,264138,NA,NA,1244,NA,NA,1748,NA,NA,NA
Montana,1997,627886,522718.5,854627,430035.6,424591.4,321867.4,306018.6,262176.5,260542,NA,NA,896,NA,NA,1400,NA,NA,NA
Montana,1996,620068,515753,846297,426525.8,419771.2,318120.2,301947.8,258807,256946,NA,NA,896,NA,NA,1417,NA,NA,NA
Montana,1995,612250,508787.5,837967,423016,414951,314373,297877,255437.5,253350,NA,NA,900,NA,NA,1414,NA,NA,900
Montana,1994,604432,501822,829637,419506.2,410130.8,310625.8,293806.2,252068,249754,NA,NA,850,NA,NA,1344,NA,NA,NA
Montana,1993,596614,494856.5,821307,415996.4,405310.6,306878.6,289735.4,248698.5,246158,NA,NA,850,NA,NA,1260,NA,NA,NA
Montana,1992,588796,487891,812977,412486.6,400490.4,303131.4,285664.6,245329,242562,NA,NA,1160,NA,NA,1465,NA,NA,1160
Montana,1991,580978,480925.5,804647,408976.8,395670.2,299384.2,281593.8,241959.5,238966,NA,NA,1117,NA,NA,1441,NA,NA,1117
Montana,1990,573160,473960,796317,405467,390850,295637,277523,238590,235370,NA,NA,1079,NA,NA,1407,NA,NA,1079
Montana,1989,571412,474278,795881.3,404800.3,391081,294423.3,276988.7,238611,235667,NA,NA,1030,NA,NA,1314,NA,NA,1030
Montana,1988,569664,474596,795445.6,404133.6,391312,293209.6,276454.4,238632,235964,NA,NA,784,NA,NA,1073,NA,NA,784
Montana,1987,567916,474914,795009.9,403466.9,391543,291995.9,275920.1,238653,236261,NA,NA,956,NA,NA,1190,NA,NA,956
Montana,1986,566168,475232,794574.2,402800.2,391774,290782.2,275385.8,238674,236558,NA,NA,936,NA,NA,1190,NA,NA,936
Montana,1985,564420,475550,794138.5,402133.5,392005,289568.5,274851.5,238695,236855,NA,NA,749,NA,NA,1094,NA,NA,749
Montana,1984,562672,475868,793702.8,401466.8,392236,288354.8,274317.2,238716,237152,NA,NA,737,NA,NA,1011,NA,NA,737
Montana,1983,560924,476186,793267.1,400800.1,392467,287141.1,273782.9,238737,237449,NA,NA,575,NA,NA,767,NA,NA,575
