state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Mississippi,2006,2143688,1803877,2910540,1498459,1412081,1126318,1017370,923351,880526,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,51,56,0,0,0,1,2,3,6,55,61
Mississippi,2005,2083984,1769966,2830388,1471475,1358913,1102491,981493,919106,850860,NA,NA,NA,0,1,1,1,1,2,0,1,1,0,1,1,4,51,55,0,0,0,0,2,2,5,60,65
Mississippi,2004,2062992,1756059,2807064,1460216,1346848,1090578,972414,912136,843923,NA,NA,NA,0,0,0,0,2,2,0,0,0,0,0,0,2,48,50,0,0,0,0,1,1,2,51,53
Mississippi,2003,2028803,1719007,2783594,1446938,1336656,1076018,952785,893285,825722,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2
Mississippi,2002,2020645,1718803,2774882,1445722,1329160,1072096,948549,892839,825964,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,1,1,2,34,36,0,0,0,0,0,0,2,37,39
Mississippi,2001,1989223,1684403,2765210,1439855,1325355,1061710,927513,878368,806035,NA,NA,NA,1,1,2,0,2,2,0,0,0,0,0,0,3,33,36,0,0,0,0,2,2,4,38,42
Mississippi,2000,1963690,1673954,2714473,1437874,1276599,1047001,916689,869550,804404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,31,31
Mississippi,1999,1949112.6,1658581.2,2699045.1,1427870.4,1271174.7,1039578.6,909534,861743.4,796837.8,NA,NA,NA,0,2,2,0,1,1,0,0,0,0,0,0,0,30,30,0,0,0,0,1,1,0,34,34
Mississippi,1998,1934535.2,1643208.4,2683617.2,1417866.8,1265750.4,1032156.2,902379,853936.8,789271.6,0,0,0,0,1,1,0,2,2,0,0,0,NA,NA,NA,3,41,44,NA,NA,NA,0,2,2,NA,NA,NA
Mississippi,1997,1919957.8,1627835.6,2668189.3,1407863.2,1260326.1,1024733.8,895224,846130.2,781705.4,0,0,0,0,0,0,0,4,4,0,0,0,NA,NA,NA,2,38,40,NA,NA,NA,0,3,3,NA,NA,NA
Mississippi,1996,1905380.4,1612462.8,2652761.4,1397859.6,1254901.8,1017311.4,888069,838323.6,774139.2,0,1,1,0,1,1,0,5,5,0,0,0,NA,NA,NA,0,22,22,NA,NA,NA,0,3,3,NA,NA,NA
Mississippi,1995,1890803,1597090,2637333.5,1387856,1249477.5,1009889,880914,830517,766573,0,1,1,0,1,1,0,5,5,0,0,0,NA,NA,NA,0,32,32,NA,NA,NA,0,3,3,NA,NA,NA
Mississippi,1994,1876225.6,1581717.2,2621905.6,1377852.4,1244053.2,1002466.6,873759,822710.4,759006.8,0,1,1,0,0,0,0,6,6,0,0,0,NA,NA,NA,1,23,24,NA,NA,NA,0,3,3,NA,NA,NA
Mississippi,1993,1861648.2,1566344.4,2606477.7,1367848.8,1238628.9,995044.2,866604,814903.8,751440.6,0,1,1,0,0,0,0,3,3,0,0,0,NA,NA,NA,1,17,18,NA,NA,NA,0,2,2,NA,NA,NA
Mississippi,1992,1847070.8,1550971.6,2591049.8,1357845.2,1233204.6,987621.8,859449,807097.2,743874.4,0,0,0,1,1,2,NA,NA,NA,0,0,0,NA,NA,NA,2,28,30,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1991,1832493.4,1535598.8,2575621.9,1347841.6,1227780.3,980199.4,852294,799290.6,736308.2,0,0,0,0,3,3,0,1,1,0,0,0,NA,NA,NA,0,11,11,NA,NA,NA,1,0,1,NA,NA,NA
Mississippi,1990,1817916,1520226,2560194,1337838,1222356,972777,845139,791484,728742,0,1,1,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA,1,23,24,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1989,1806638.4,1511551.4,2557210.6,1335448.2,1221762.4,966627.3,840011.1,787239.6,724311.8,0,3,3,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,1,15,16,NA,NA,NA,1,1,2,NA,NA,NA
Mississippi,1988,1795360.8,1502876.8,2554227.2,1333058.4,1221168.8,960477.6,834883.2,782995.2,719881.6,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,20,21,NA,NA,NA,0,3,3,NA,NA,NA
Mississippi,1987,1784083.2,1494202.2,2551243.8,1330668.6,1220575.2,954327.9,829755.3,778750.8,715451.4,0,1,1,0,2,2,NA,NA,NA,0,2,2,NA,NA,NA,0,14,14,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1986,1772805.6,1485527.6,2548260.4,1328278.8,1219981.6,948178.2,824627.4,774506.4,711021.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,12,13,NA,NA,NA,0,0,0,NA,NA,NA
Mississippi,1985,1761528,1476853,2545277,1325889,1219388,942028.5,819499.5,770262,706591,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,12,12,NA,NA,NA,0,0,0,NA,NA,NA
Mississippi,1984,1750250.4,1468178.4,2542293.6,1323499.2,1218794.4,935878.8,814371.6,766017.6,702160.8,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,8,9,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1983,1738972.8,1459503.8,2539310.2,1321109.4,1218200.8,929729.1,809243.7,761773.2,697730.6,0,0,0,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,10,10,NA,NA,NA,0,0,0,NA,NA,NA
Mississippi,1982,1727695.2,1450829.2,2536326.8,1318719.6,1217607.2,923579.4,804115.8,757528.8,693300.4,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1981,1716417.6,1442154.6,2533343.4,1316329.8,1217013.6,917429.7,798987.9,753284.4,688870.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,3,4,NA,NA,NA,0,1,1,NA,NA,NA
Mississippi,1980,1705140,1433480,2530360,1313940,1216420,911280,793860,749040,684440,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,0,0,NA,NA,NA
Mississippi,1979,1670646,1406142,2500274,1297076,1203198,892092,778554,734916,671226,0,0,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA
Mississippi,1978,1636152,1378804,2470188,1280212,1189976,872904,763248,720792,658012,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,0,0,NA,NA,NA
