state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,2,17,19,0,0,0,739,8559,9298,0,0,0,0,0,0,0,0,0,6,118,124,625,9398,10023,1531,20831,22362,29,267,296,0,0,0,123,2259,2382
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,2,14,16,0,0,0,637,8448,9085,0,3,3,0,0,0,0,0,0,10,143,153,593,9496,10089,1383,20662,22045,24,227,251,0,0,0,112,2210,2322
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,0,22,22,0,0,0,683,9133,9816,0,0,0,0,0,0,0,0,0,7,128,135,650,9740,10390,1495,21739,23234,19,266,285,0,0,0,127,2308,2435
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,1,20,21,0,0,0,644,9114,9758,0,1,1,0,0,0,0,0,0,4,117,121,544,10248,10792,1333,22323,23656,28,224,252,0,0,0,105,2436,2541
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,2,27,29,0,0,0,736,9280,10016,0,0,0,0,0,0,0,0,0,10,112,122,604,10641,11245,1505,23043,24548,32,263,295,0,0,0,117,2579,2696
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,3,58,61,0,0,0,691,9183,9874,0,1,1,0,0,0,0,0,0,8,84,92,544,11142,11686,1425,23427,24852,34,296,330,0,0,0,140,2521,2661
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,3,108,111,0,0,0,742,9451,10193,0,3,3,0,0,0,0,0,0,5,119,124,700,11327,12027,1618,24234,25852,32,341,373,0,0,0,125,2743,2868
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,6,98,104,0,0,0,755,9616,10371,0,1,1,0,0,0,0,0,0,8,109,117,658,11493,12151,1600,24452,26052,29,437,466,0,0,0,134,2550,2684
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,2,106,108,0,0,0,1002,10968,11970,0,0,0,0,0,0,0,0,0,11,129,140,633,11253,11886,1827,26326,28153,32,531,563,0,0,0,137,3177,3314
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,8,133,141,0,0,0,1020,11746,12766,0,2,2,0,0,0,0,0,0,7,86,93,617,10349,10966,1879,25846,27725,45,528,573,0,0,0,172,2834,3006
