state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
West Virginia,2016,1454578,1136439,1831102,925805,905297,742573,712005,565430,571009,2446,885,1561,2403,885,1518,2024,658,1366,14480,8544,5936,12168,7112,5056,10777,6196,4581,69754,30651,39103,55969,24505,31464,48441,20124,28317,26154,11915,14239,16897,8299,8598,14609,6701,7908,33716,17089,16627,15004,7645,7359,12777,6181,6596,1684552,856721,827831,1352137,694127,658010,1047811,525570,522241,4,6,10,0,6,6,64,822,886,3,18,21,0,0,0,802,5388,6190
West Virginia,2015,1464966,1154097,1844128,935217,908911,748250,716716,576685,577412,1625,546,1079,1625,546,1079,1127,266,861,15024,8782,6242,12897,7439,5458,11757,6637,5120,69413,31977,37436,53897,24335,29562,47129,19916,27213,26881,11621,15260,18439,7602,10837,17332,6998,10334,28633,14508,14125,15057,7592,7465,12828,6536,6292,1702552,867783,834769,1363051,700736,662315,1063924,536332,527592,1,14,15,1,6,7,51,764,815,1,7,8,0,0,0,810,5416,6226
West Virginia,2014,1467316,1164664,1850326,936005,914321,749665,717651,581219,583445,3438,2077,1361,2207,1172,1035,1848,1052,796,11653,6788,4865,10294,6152,4142,9210,5414,3796,69640,32956,36684,52961,24782,28179,45146,19897,25249,23024,11276,11748,15607,7257,8350,13990,6205,7785,29600,13215,16385,12935,5846,7089,11469,5046,6423,1712971,869693,843278,1373312,704456,668856,1083001,543605,539396,1,11,12,0,5,5,31,771,802,0,43,43,0,0,0,799,5174,5973
West Virginia,2013,1471764,1178908,1854304,936667,917637,750484,721280,587191,591717,1269,487,782,1205,487,718,913,487,426,11479,6319,5160,9031,5127,3904,7885,4400,3485,62511,28567,33944,50307,21933,28374,43180,18262,24918,25634,12001,13633,17436,7064,10372,15998,6418,9580,35290,17399,17891,18781,9510,9271,16552,8225,8327,1718121,871894,846227,1375004,706363,668641,1094380,549399,544981,0,12,12,0,5,5,32,744,776,0,36,36,0,0,0,775,5170,5945
West Virginia,2012,1470340,1188320,1855413,942344,913069,753699,716641,595759,592561,2044,874,1170,1852,762,1090,1852,762,1090,11706,6529,5177,9315,5308,4007,8400,4627,3773,63225,30718,32507,47459,22443,25016,42936,19824,23112,23764,12678,11086,15020,7644,7376,13739,7067,6672,32408,15244,17164,19284,8945,10339,16468,7876,8592,1722266,876301,845965,1377410,708597,668813,1104925,555603,549322,0,12,12,0,3,3,43,766,809,1,36,37,0,0,0,757,5396,6153
West Virginia,2011,1469390,1192811,1855364,941008,914356,752939,716451,596420,596391,3171,1229,1942,2552,689,1863,2410,646,1764,11013,5800,5213,8763,5009,3754,7776,4480,3296,58918,26343,32575,47449,21196,26253,40721,17190,23531,21127,10667,10460,14455,6373,8082,13878,6003,7875,33826,17971,15855,16953,9778,7175,15190,8972,6218,1727309,878998,848311,1379218,709894,669324,1112836,559129,553707,0,12,12,0,6,6,53,787,840,3,32,35,0,0,0,695,5193,5888
West Virginia,2010,1467669,1188550,1853973,941315,912658,753322,714347,594994,593556,1906,631,1275,1880,631,1249,1671,575,1096,11480,5876,5604,9049,5032,4017,8025,4382,3643,55735,27515,28220,44853,20923,23930,37830,16314,21516,22566,11419,11147,15050,7249,7801,13342,6608,6734,34766,16853,17913,18846,8912,9934,16784,7338,9446,1727520,879021,848499,1377991,710575,667416,1110898,559777,551121,0,13,13,0,7,7,57,799,856,1,33,34,0,0,0,662,5071,5733
West Virginia,2009,1435182,1166477,1819777,925985,893792,739187,695995,583781,582696,3102,1033,2069,2846,777,2069,2842,773,2069,10521,5059,5462,7770,3571,4199,6582,2959,3623,56841,27163,29678,44622,21359,23263,38569,17084,21485,21499,10125,11374,13695,6514,7181,12047,5390,6657,29357,16530,12827,17304,9864,7440,15770,8942,6828,1698457,866075,832382,1348945,697102,651843,1090667,548633,542034,0,13,13,0,2,2,50,787,837,1,35,36,0,0,0,628,4814,5442
West Virginia,2008,1435959,1173396,1814468,926300,888168,741592,694367,589258,584138,2398,1076,1322,2289,995,1294,2119,825,1294,9359,5423,3936,8168,4466,3702,7441,3947,3494,61702,29060,32642,50340,23444,26896,44799,20124,24675,21400,10206,11194,13750,7157,6593,11934,6309,5625,26680,13135,13545,14341,7131,7210,13226,6411,6815,1692929,867400,825529,1347071,698399,648672,1093877,551642,542235,1,15,16,0,5,5,48,765,813,0,39,39,0,0,0,591,4561,5152
West Virginia,2007,1419562,1153085,1812035,922977,889058,732067,687495,578451,574634,2693,1551,1142,1968,1048,920,1808,1048,760,9582,4390,5192,7591,3344,4247,7042,3147,3895,61901,27454,34447,44971,20308,24663,38300,16519,21781,18223,8936,9287,11689,6106,5583,10976,5797,5179,18655,11249,7406,10660,6382,4278,10384,6280,4104,1700981,869397,831584,1342683,694879,647804,1084575,545660,538915,1,13,14,7,56,63,58,772,830,6,63,69,0,0,0,556,4458,5014
West Virginia,2006,1428728,1164212,1818470,927833,890637,737806,690922,584605,579607,3573,1749,1824,2991,1423,1568,2885,1400,1485,10114,4900,5214,8069,3900,4169,7242,3682,3560,59816,29031,30785,48143,23551,24592,41416,19162,22254,12378,6186,6192,7480,3238,4242,6515,2928,3587,22098,10678,11420,10896,5467,5429,9291,4963,4328,1710491,875289,835202,1351149,700227,650922,1096863,552470,544393,2,10,12,1,11,12,51,749,800,0,22,22,NA,NA,NA,518,4345,4863
West Virginia,2005,1396212,1146453,1781817,906603,875214,721008,675204,578620,567833,2127,1040,1087,1871,1001,870,1660,903,757,10205,4284,5921,7957,3434,4523,7400,2986,4414,53413,25920,27493,39894,19907,19987,33038,15025,18013,9760,4818,4942,6133,2838,3295,5282,2264,3018,20096,10345,9751,9327,4305,5022,7719,3046,4673,1686216,860196,826020,1331030,689523,641507,1091354,554396,536958,1,20,21,0,1,1,45,662,707,0,17,17,0,0,0,433,4108,4541
West Virginia,2004,1387973,1140089,1771784,907959,863825,723574,664399,580722,559367,2154,1411,743,1936,1237,699,1899,1200,699,7403,3234,4169,5640,2554,3086,5046,2292,2754,54074,28076,25998,40995,23250,17745,34530,18764,15766,10989,5510,5479,7622,3692,3930,7203,3351,3852,19898,10707,9191,12416,6552,5864,10420,5707,4713,1677266,859021,818245,1319364,686289,633075,1080991,549408,531583,2,17,19,0,3,3,43,668,711,0,11,11,0,0,0,414,3909,4323
West Virginia,2003,1378583,1131390,1767580,906693,860887,720228,658355,576390,555e3,1542,767,775,1418,662,756,1252,551,701,9198,4867,4331,7518,3728,3790,7115,3376,3739,51836,30396,21440,37651,22988,14663,31694,18846,12848,12283,4716,7567,10131,3941,6190,9128,3147,5981,18559,9231,9328,11731,6675,5056,10097,6150,3947,1674162,856716,817446,1310134,682234,627900,1072104,544320,527784,1,17,18,0,3,3,46,679,725,0,19,19,0,0,0,358,3635,3993
West Virginia,2002,1373614,1126911,1761291,910684,850607,716730,656884,571859,555052,2752,1008,1744,2474,898,1576,1517,820,697,7863,5230,2633,5901,3554,2347,5131,3150,1981,55092,28181,26911,41536,21832,19704,35913,17442,18471,12474,6166,6308,8875,4732,4143,7369,3857,3512,16884,8456,8428,9066,4204,4862,7757,3517,4240,1666226,861643,804583,1305762,681510,624252,1069224,543073,526151,1,14,15,0,1,1,41,635,676,0,16,16,0,0,0,320,3516,3836
West Virginia,2001,1361659,1115905,1758405,904323,854082,711497,650162,566993,548912,1908,1351,557,1865,1308,557,1649,1092,557,8857,5507,3350,5471,3563,1908,5273,3457,1816,47382,24404,22978,37336,19474,17862,32623,16517,16106,12395,5071,7324,6902,2869,4033,5916,2467,3449,18073,8959,9114,8821,4753,4068,7888,4252,3636,1669790,859031,810759,1301264,679530,621734,1062556,539208,523348,0,12,12,0,1,1,52,623,675,0,19,19,0,0,0,294,3214,3508
West Virginia,2000,1376793,1115609,1770413,905382,865031,706516,670277,562725,552884,5644,2422,3222,4033,2422,1611,4033,2422,1611,7185,3449,3736,6665,3449,3216,6065,2849,3216,55897,28942,26955,41138,19673,21465,29736,13964,15772,11698,5732,5966,6921,5161,1760,5788,4547,1241,12185,5971,6214,9992,5378,4614,9492,5378,4114,1677804,858866,818938,1308044,670433,637611,1060495,533565,526930,0,6,6,0,1,1,41,598,639,0,16,16,0,0,0,262,2932,3194
West Virginia,1999,1373385.7,1113313.4,1771971.6,907676.7,864294.9,707388,665997.7,562733.6,550579.8,5401.1,2365.2,3035.9,3868,2327.1,1540.9,3848.6,2309.2,1539.4,7241.9,3500.5,3741.4,6523,3390.7,3132.3,5951.8,2833.4,3118.4,55762.7,28931,26831.7,40940.4,19845.5,21094.9,29847,14193.1,15653.9,11310.7,5574.6,5736.1,6742.1,4919.2,1822.9,5670.3,4335.7,1334.6,11010.9,5392.1,5618.8,9003.3,4844.2,4159.1,8553.3,4844.2,3709.1,1681244.3,861913.3,819331,1306308.9,672061.3,634247.6,1059442.4,534218,525224.4,0,4,4,0,2,2,38,526,564,0,15,15,0,0,0,201,2761,2962
West Virginia,1998,1369978.4,1111017.8,1773530.2,909971.4,863558.8,708260,661718.4,562742.2,548275.6,5158.2,2308.4,2849.8,3703,2232.2,1470.8,3664.2,2196.4,1467.8,7298.8,3552,3746.8,6381,3332.4,3048.6,5838.6,2817.8,3020.8,55628.4,28920,26708.4,40742.8,20018,20724.8,29958,14422.2,15535.8,10923.4,5417.2,5506.2,6563.2,4677.4,1885.8,5552.6,4124.4,1428.2,9836.8,4813.2,5023.6,8014.6,4310.4,3704.2,7614.6,4310.4,3304.2,1684684.6,864960.6,819724,1304573.8,673689.6,630884.2,1058389.8,534871,523518.8,0,2,2,0,1,1,32,520,552,0,6,6,0,0,0,179,2744,2923
West Virginia,1997,1366571.1,1108722.2,1775088.8,912266.1,862822.7,709132,657439.1,562750.8,545971.4,4915.3,2251.6,2663.7,3538,2137.3,1400.7,3479.8,2083.6,1396.2,7355.7,3603.5,3752.2,6239,3274.1,2964.9,5725.4,2802.2,2923.2,55494.1,28909,26585.1,40545.2,20190.5,20354.7,30069,14651.3,15417.7,10536.1,5259.8,5276.3,6384.3,4435.6,1948.7,5434.9,3913.1,1521.8,8662.7,4234.3,4428.4,7025.9,3776.6,3249.3,6675.9,3776.6,2899.3,1688124.9,868007.9,820117,1302838.7,675317.9,627520.8,1057337.2,535524,521813.2,0,2,2,0,1,1,30,472,502,0,3,3,0,0,0,156,2487,2643
