year,state,total_admissions,aggravated_or_simple_assault_total_admissions,burglary_total_admissions,drugs_total_admissions,fraud_total_admissions,motor_vehicle_theft_total_admissions,murder_total_admissions,negligent_manslaughter_total_admissions,other_property_offenses_total_admissions,other_unknown_total_admissions,other_violent_offenses_total_admissions,public_order_total_admissions,rape_or_sexual_assault_total_admissions,robbery_total_admissions,theft_total_admissions,aggravated_or_simple_assault_female_total_admissions,aggravated_or_simple_assault_male_total_admissions,burglary_female_total_admissions,burglary_male_total_admissions,drugs_female_total_admissions,drugs_male_total_admissions,fraud_female_total_admissions,fraud_male_total_admissions,motor_vehicle_theft_female_total_admissions,motor_vehicle_theft_male_total_admissions,murder_female_total_admissions,murder_male_total_admissions,negligent_manslaughter_female_total_admissions,negligent_manslaughter_male_total_admissions,other_property_offenses_female_total_admissions,other_property_offenses_male_total_admissions,other_unknown_female_total_admissions,other_unknown_male_total_admissions,other_violent_offenses_female_total_admissions,other_violent_offenses_male_total_admissions,public_order_female_total_admissions,public_order_male_total_admissions,rape_or_sexual_assault_female_total_admissions,rape_or_sexual_assault_male_total_admissions,robbery_female_total_admissions,robbery_male_total_admissions,theft_female_total_admissions,theft_male_total_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1994,Alaska,1512,229,66,112,58,3,27,14,72,32,27,562,198,40,72,12,217,1,65,10,102,13,45,NA,3,NA,27,6,8,3,69,1,31,NA,27,31,531,1,197,1,39,7,65,NA,NA,229,NA,NA,1,65,NA,NA,13,99,NA,NA,NA,58,NA,NA,NA,3,NA,NA,2,25,NA,NA,NA,14,NA,NA,NA,72,NA,NA,1,31,NA,NA,NA,27,NA,NA,7,555,NA,NA,1,197,NA,NA,2,38,NA,NA,2,70,NA,NA,NA,NA,NA,12,217,NA,NA,NA,NA,NA,1,1,64,NA,NA,NA,NA,NA,13,10,89,NA,NA,NA,NA,NA,NA,13,45,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,25,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,3,69,NA,NA,NA,NA,NA,1,1,30,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,7,31,524,NA,NA,NA,NA,NA,1,1,196,NA,NA,NA,NA,NA,2,1,37,NA,NA,NA,NA,NA,2,7,63,NA,NA
1998,Alaska,2330,355,23,126,19,15,10,7,73,17,40,1466,91,17,71,40,315,NA,23,31,95,13,6,5,10,1,9,3,4,11,62,3,14,6,34,262,1204,1,90,4,13,28,43,15,6,188,146,1,NA,14,8,20,4,24,78,2,NA,6,11,2,1,6,6,NA,NA,3,7,NA,NA,2,5,2,3,33,35,NA,3,5,9,3,NA,15,22,91,30,537,808,4,NA,52,35,5,NA,2,10,21,3,17,30,2,13,NA,6,27,161,11,135,NA,1,NA,NA,NA,14,NA,8,4,16,1,3,4,20,22,56,2,NA,NA,NA,3,3,8,3,1,1,1,NA,2,4,1,5,NA,NA,NA,NA,NA,3,1,6,NA,NA,NA,NA,1,1,2,3,NA,2,2,1,4,29,5,30,NA,NA,2,1,NA,5,1,8,NA,3,NA,NA,2,13,4,18,8,83,NA,30,136,401,118,690,NA,4,NA,NA,1,51,NA,35,1,4,NA,NA,1,1,2,8,10,11,3,NA,3,14,12,18
1999,Alaska,4935,554,30,155,38,20,7,3,129,14,75,3662,82,8,158,49,505,2,28,42,113,9,29,NA,20,NA,7,NA,3,17,112,4,10,9,66,777,2885,2,80,2,6,52,106,44,12,328,170,1,1,14,14,19,2,38,96,2,NA,8,28,1,NA,14,5,NA,NA,3,4,NA,NA,2,1,11,4,56,58,2,1,7,4,1,2,29,43,165,108,1092,2297,4,3,46,29,2,NA,1,5,20,2,41,95,NA,44,1,11,35,293,13,157,NA,1,NA,1,2,12,NA,14,5,14,NA,2,15,23,22,74,2,NA,NA,NA,1,7,6,22,NA,1,NA,NA,NA,14,NA,5,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,2,NA,1,1,10,NA,4,7,49,9,49,1,1,NA,1,2,5,1,3,NA,1,1,1,5,24,3,40,37,128,18,90,286,806,436,1861,NA,4,NA,3,NA,46,2,27,1,1,NA,NA,NA,1,1,4,10,10,1,1,8,33,33,62
2e3,Alaska,9745,1310,61,299,55,52,15,4,240,8,65,6941,170,27,498,140,1170,2,59,55,244,16,39,2,50,NA,15,NA,4,19,221,2,6,9,56,1244,5697,2,168,NA,27,111,387,NA,27,1283,NA,NA,NA,61,NA,NA,10,289,NA,NA,NA,55,NA,NA,NA,52,NA,NA,NA,15,NA,NA,NA,4,NA,NA,1,239,NA,NA,1,7,NA,NA,NA,65,NA,NA,157,6784,NA,NA,4,166,NA,NA,NA,27,NA,NA,13,485,NA,NA,NA,NA,27,140,1143,NA,NA,NA,NA,NA,NA,2,59,NA,NA,NA,NA,NA,10,55,234,NA,NA,NA,NA,NA,NA,16,39,NA,NA,NA,NA,NA,NA,2,50,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,19,220,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,9,56,NA,NA,NA,NA,20,137,1224,5560,NA,NA,NA,NA,NA,4,2,164,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,3,10,108,377,NA,NA
2001,Alaska,22784,4422,253,992,192,272,229,28,359,8,205,13155,903,368,1398,377,4045,2,251,147,845,67,125,20,252,8,221,2,26,25,334,1,7,38,167,2057,11098,7,896,13,355,280,1118,360,82,2448,1532,18,3,119,113,177,38,221,556,22,13,37,120,21,15,119,117,42,8,74,105,NA,NA,22,6,49,9,176,125,5,NA,3,NA,2,3,102,98,971,317,5347,6520,55,7,525,316,85,11,63,209,195,15,479,709,11,349,NA,82,287,2161,79,1453,NA,18,NA,3,2,117,NA,113,2,175,1,37,51,170,93,463,10,12,4,9,15,22,38,82,3,18,NA,15,9,110,8,109,NA,42,NA,8,3,71,5,100,NA,NA,NA,NA,2,20,NA,6,NA,49,NA,9,17,159,8,117,NA,5,NA,NA,1,2,NA,NA,NA,2,NA,3,19,83,19,79,113,858,20,297,936,4411,988,5532,2,53,NA,7,2,523,3,313,1,84,NA,11,2,61,10,199,40,155,6,9,94,385,140,569
2002,Alaska,17517,2640,232,816,123,285,189,NA,280,27,225,10949,616,214,921,354,2286,15,217,200,616,36,87,37,248,6,183,NA,NA,45,235,2,25,42,183,2157,8792,4,612,13,201,260,661,242,79,1403,916,24,NA,117,91,86,30,219,481,15,7,23,78,26,2,163,94,23,3,62,101,NA,NA,NA,NA,31,5,163,81,NA,NA,15,12,20,8,98,99,710,295,4287,5657,24,14,409,169,48,8,38,120,113,21,273,514,15,227,3,76,234,1169,102,814,NA,24,NA,NA,5,112,10,81,11,75,7,23,66,153,116,365,3,12,NA,7,10,13,23,55,5,21,NA,2,28,135,4,90,NA,23,NA,3,3,59,3,98,NA,NA,NA,NA,NA,NA,NA,NA,5,26,NA,5,39,124,1,80,NA,NA,NA,NA,2,13,NA,12,3,17,NA,8,26,72,13,86,98,612,27,268,1013,3274,1019,4638,NA,24,NA,14,3,406,1,168,4,44,1,7,3,35,5,115,29,84,6,15,67,206,158,356
2003,Alaska,18215,2802,210,893,107,144,23,NA,334,32,201,12032,353,91,993,410,2392,10,200,225,668,54,53,10,134,5,18,NA,NA,36,298,12,20,34,167,2422,9610,4,349,8,83,295,698,234,58,1517,993,24,1,93,92,84,22,195,592,6,1,24,76,12,3,73,56,3,1,12,7,NA,NA,NA,NA,39,8,136,151,NA,NA,12,20,10,6,88,97,864,360,4183,6625,23,10,203,117,20,NA,30,41,144,30,278,541,16,218,3,55,280,1237,111,882,NA,24,NA,1,6,87,4,88,10,74,8,14,60,135,147,445,1,5,1,NA,12,12,40,36,1,11,NA,3,9,64,NA,56,NA,3,1,NA,4,8,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,38,NA,8,26,110,9,142,NA,NA,NA,NA,4,8,8,12,1,9,1,5,19,69,13,84,88,776,50,310,1056,3127,1228,5397,2,21,NA,10,1,202,1,116,2,18,NA,NA,4,26,2,39,50,94,10,20,87,191,148,393
2004,Alaska,15360,3231,209,675,108,182,25,NA,223,38,123,8995,266,94,1191,474,2757,7,202,156,519,43,65,15,167,1,24,NA,NA,38,185,6,32,30,93,2000,6995,5,261,2,92,305,886,281,69,1746,1135,11,NA,96,102,59,16,187,413,17,NA,16,75,16,3,58,105,1,1,10,13,NA,NA,NA,NA,27,4,120,72,10,NA,9,19,15,3,58,47,602,288,2979,5126,11,3,180,72,22,3,25,44,141,36,350,664,22,259,2,67,326,1420,124,1011,NA,11,NA,NA,2,94,5,97,4,55,1,15,56,131,95,318,11,6,NA,NA,11,5,21,54,5,11,NA,3,6,52,4,101,NA,1,1,NA,NA,10,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,4,29,91,9,63,NA,10,NA,NA,2,7,4,15,4,11,NA,3,16,42,10,37,71,531,48,240,876,2103,1005,4121,3,8,NA,3,2,178,NA,72,NA,22,NA,3,NA,25,2,42,34,107,10,26,94,256,167,497
2005,Alaska,14488,2271,121,752,127,155,39,NA,193,30,204,9478,193,55,870,344,1927,12,109,179,573,57,70,26,129,2,37,NA,NA,30,163,9,21,60,144,1899,7579,2,191,9,46,222,648,206,45,1254,766,6,2,54,59,68,25,180,479,15,3,37,72,16,2,55,82,2,1,11,25,NA,NA,NA,NA,13,3,103,74,3,NA,15,12,6,5,133,60,603,219,3836,4820,5,4,121,63,9,2,16,28,86,24,265,495,28,178,5,40,232,1022,79,687,NA,6,NA,2,6,48,6,53,4,64,1,24,59,121,115,364,6,9,2,1,17,20,32,40,4,12,NA,2,11,44,11,71,NA,2,NA,1,NA,11,2,23,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,3,19,84,9,65,NA,3,NA,NA,5,10,4,8,1,5,NA,5,47,86,12,48,78,525,24,195,915,2921,882,3938,NA,5,NA,4,2,119,NA,63,3,6,NA,2,4,12,2,26,23,63,8,16,61,204,130,365
2006,Alaska,16108,2515,172,744,109,145,38,NA,214,70,257,10452,166,47,1179,369,2146,16,156,183,561,51,58,21,124,6,32,NA,NA,42,172,31,39,75,182,2274,8178,1,165,3,44,352,827,181,63,1421,850,12,3,62,95,75,15,155,499,6,2,21,80,17,2,59,67,1,1,16,20,NA,NA,NA,NA,9,2,129,74,2,NA,44,24,12,6,163,76,725,201,4092,5434,5,2,100,59,7,4,12,24,146,27,342,664,13,168,4,59,256,1165,96,754,1,11,NA,3,8,54,7,88,10,65,3,12,45,110,125,374,3,3,NA,2,11,10,37,43,3,14,NA,2,10,49,8,59,NA,1,NA,1,4,12,2,18,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,2,30,99,10,64,1,1,NA,NA,20,24,10,14,3,9,1,5,51,112,20,56,98,627,32,169,1071,3021,1073,4361,1,4,NA,2,NA,100,NA,59,NA,7,NA,4,NA,12,3,21,36,110,9,18,101,241,206,458
