state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Florida,2016,16469863,12643937,20612439,10539818,10072621,8519783,7950080,6407821,6236116,37638,19096,18542,30923,15689,15234,25411,12807,12604,555966,310863,245103,452436,256391,196045,383388,214287,169101,3166600,1644085,1522515,2349773,1244838,1104935,2036629,1061124,975505,5127849,2597364,2530485,3865630,1982024,1883606,3310121,1657549,1652572,456712,220088,236624,258755,129752,129003,233010,115363,117647,11267674,5748322,5519352,9512346,4891089,4621257,6655378,3346691,3308687,10,75,85,4,25,29,2025,45394,47419,428,12097,12525,15,209,224,4380,35309,39689
Florida,2015,16169195,12477531,20271272,10382856,9888416,8367041,7802154,6331651,6145880,32259,17075,15184,26755,14260,12495,21934,11341,10593,540135,294195,245940,436216,243096,193120,373843,205266,168577,3149598,1646392,1503206,2317203,1231882,1085321,2022473,1058602,963871,4961905,2520242,2441663,3737815,1916382,1821433,3209799,1605628,1604171,414025,211331,202694,241548,125851,115697,216134,111730,104404,11173350,5693621,5479729,9409658,4835570,4574088,6633348,3339084,3294264,10,83,93,2,16,18,2109,46575,48684,195,3947,4142,11,309,320,4615,43538,48153
Florida,2014,15841290,12295546,19893297,10168487,9724810,8192489,7648801,6233737,6061809,38079,18768,19311,29467,14205,15262,23817,11624,12193,523491,284435,239056,427513,234682,192831,366415,199406,167009,3087817,1609151,1478666,2272110,1209602,1062508,1994162,1043168,950994,4789830,2414369,2375461,3598495,1839821,1758674,3101962,1548545,1553417,395577,206357,189220,214626,116125,98501,193834,104347,89487,11058503,5635407,5423096,9299079,4778054,4521025,6615356,3326647,3288709,10,79,89,2,12,14,2164,46950,49114,185,3733,3918,11,304,315,4930,44475,49405
Florida,2013,15527750,12147079,19552860,9989240,9563620,8029986,7497764,6158702,5988377,41001,20357,20644,31670,16150,15520,27316,13758,13558,505619,272926,232693,403485,222822,180663,355934,194865,161069,3027074,1571857,1455217,2211049,1174053,1036996,1951539,1020425,931114,4620459,2327674,2292785,3453069,1765091,1687978,2983562,1490869,1492693,372298,195788,176510,213841,115326,98515,192298,102687,89611,10986409,5600638,5385771,9214636,4736544,4478092,6636430,3336098,3300332,6,76,82,3,15,18,2187,47294,49481,165,3655,3820,0,0,0,4898,44408,49306
Florida,2012,15319646,12075844,19317568,9872388,9445180,7914287,7405359,6120609,5955235,40922,19458,21464,33232,15869,17363,30075,14530,15545,488492,265281,223211,387767,212906,174861,342103,185219,156884,2974960,1552307,1422653,2165587,1149553,1016034,1918629,1002836,915793,4484248,2258865,2225383,3344118,1706478,1637640,2903575,1450953,1452622,359045,181280,177765,202934,107540,95394,179888,95400,84488,10969901,5595197,5374704,9186008,4721941,4464067,6701574,3371671,3329903,7,85,92,4,16,20,2197,46833,49030,170,3605,3775,6,311,317,4599,44085,48684
Florida,2011,15064805,11920860,19057542,9734516,9323026,7787443,7277362,6039605,5881255,40937,21191,19746,31997,17046,14951,27608,14623,12985,462551,249443,213108,370260,202219,168041,328149,178230,149919,2927145,1520289,1406856,2116845,1124847,991998,1881313,985768,895545,4353748,2199231,2154517,3232996,1652184,1580812,2810789,1402101,1408688,342564,176015,166549,188353,98741,89612,169658,88486,81172,10930597,5568347,5362250,9124354,4692406,4431948,6703343,3370397,3332946,11,93,104,5,13,18,2306,47419,49725,189,3689,3878,7,309,316,4623,44379,49002
Florida,2010,14844082,11770156,18843326,9632568,9210758,7681e3,7163082,5971996,5798160,39297,19327,19970,31208,15278,15930,27518,13661,13857,453565,243590,209975,357607,196181,161426,319164,173816,145348,2871435,1494787,1376648,2048914,1087722,961192,1825278,955958,869320,4253268,2151132,2102136,3143665,1611249,1532416,2728942,1366977,1361965,342112,175851,166261,198613,108087,90526,178932,96698,82234,10883649,5547881,5335768,9064075,4662483,4401592,6690322,3364886,3325436,12,105,117,4,9,13,2493,48473,50966,200,3627,3827,6,297,303,4634,44435,49069
Florida,2009,14481613,11469445,18537969,9428709,9109260,7448300,7033313,5751115,5718330,37762,19022,18740,30832,15011,15821,26909,12763,14146,442189,237570,204619,342231,188140,154091,303488,165403,138085,2784999,1447187,1337812,1986932,1054952,931980,1771943,925897,846046,3987190,1956812,2030378,2918711,1439862,1478849,2527436,1212625,1314811,293918,149756,144162,160372,83442,76930,145428,74590,70838,10991911,5618362,5373549,9042535,4666893,4375642,6694241,3359837,3334404,17,108,125,NA,NA,NA,2661,48786,51447,231,3520,3751,13,257,270,4358,43935,48293
Florida,2008,14319373,11338333,18328340,9331646,8996694,7374758,6944615,5697257,5641076,37220,19826,17394,30386,15808,14578,26935,14135,12800,421372,230202,191170,326011,179849,146162,288139,157917,130222,2721974,1413225,1308749,1936332,1028009,908323,1730292,903135,827157,3846267,1898555,1947712,2831228,1402336,1428892,2447110,1178954,1268156,289967,143172,146795,156098,79276,76822,142281,71926,70355,11011540,5626666,5384874,9039318,4669480,4369838,6703576,3371190,3332386,13,96,109,NA,NA,NA,1923,43234,45157,214,3050,3264,7,214,221,3076,38875,41951
Florida,2007,14226790,1131e4,18251243,9286018,8965225,7325100,6901690,5680476,5629524,41908,21768,20140,34071,18067,16004,29230,15291,13939,410077,218300,191777,313324,171031,142293,279859,151723,128136,2714368,1414261,1300107,1903079,1015087,887992,1704736,892908,811828,3751186,1847217,1903969,2766979,1374396,1392583,2400153,1157996,1242157,276169,136390,139779,154905,78101,76804,139054,69609,69445,11057535,5648082,5409453,9054432,4668418,4386014,6756968,3392949,3364019,20,97,117,NA,NA,NA,2602,45940,48542,414,9823,10237,10,142,152,3807,35356,39163
