state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Michigan,2016,7742571,6254536,9928300,5047997,4880303,3978848,3763723,3147152,3107384,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,2242,38880,41122,NA,NA,NA,2242,38880,41122
Michigan,2015,7716975,6259849,9922576,5047175,4875401,3974610,3742365,3156693,3103156,0,295,295,NA,NA,NA,0,0,0,0,0,0,0,0,0,2273,40355,42628,NA,NA,NA,2273,40355,42628
Michigan,2014,7691682,6280917,9909877,5040794,4869083,3961750,3729932,3167447,3113470,0,31,31,NA,NA,NA,0,0,0,0,0,0,0,0,0,2123,41267,43390,NA,NA,NA,2123,41267,43390
Michigan,2013,7653816,6286790,9895622,5038988,4856634,3948070,3705746,3181474,3105316,0,55,55,NA,NA,NA,0,0,0,0,0,0,0,0,0,2059,41700,43759,0,0,0,2059,41700,43759
Michigan,2012,7619243,6295893,9883360,5031449,4851911,3930239,3689004,3176779,3119114,0,42,42,NA,NA,NA,0,0,0,0,0,0,0,0,0,1989,41647,43636,0,0,0,1989,41647,43636
Michigan,2011,7588963,6295160,9876187,5031159,4845028,3915102,3673861,3175940,3119220,0,36,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,1909,41031,42940,0,0,0,1909,41031,42940
Michigan,2010,7544057,6269017,9877574,5030065,4847509,3895783,3648274,3167553,3101464,0,52,52,NA,NA,NA,0,0,0,0,0,0,0,0,0,1869,42296,44165,0,0,0,1869,42296,44165
Michigan,2009,7622296,6373690,9969727,5067237,4902490,3920005,3702291,3202994,3170696,0,52,52,NA,NA,NA,0,0,0,0,0,0,0,0,0,1755,43723,45478,NA,NA,NA,1755,43723,45478
Michigan,2008,7608188,6407946,10003422,5084963,4918459,3917902,3690286,3221102,3186844,0,28,28,NA,NA,NA,0,0,0,0,0,0,0,0,0,1957,46781,48738,NA,NA,NA,1957,46781,48738
Michigan,2007,7623930,6426159,10071822,5112909,4958913,3920804,3703126,3218757,3207402,1,42,43,NA,NA,NA,0,0,0,0,0,0,0,0,0,2080,48153,50233,NA,NA,NA,2080,48153,50233
Michigan,2006,7618465,6438426,10095643,5127278,4968365,3911443,3707022,3225273,3213153,7,55,62,NA,NA,NA,0,0,0,0,0,0,0,0,0,2170,49407,51577,NA,NA,NA,2170,49407,51577
Michigan,2005,7369085,6245646,9857477,5022761,4834716,3804735,3564350,3155515,3090131,0,53,53,NA,NA,NA,0,0,0,0,0,0,0,0,0,2111,47435,49546,0,0,0,2111,47435,49546
Michigan,2004,7335671,6224416,9858908,5051238,4807670,3812228,3523443,3168780,3055636,0,52,52,NA,NA,NA,0,0,480,480,480,0,0,0,480,2113,46290,48403,0,0,0,2113,46770,48883
Michigan,2003,7299296,6200155,9825840,5037876,4787964,3790848,3508448,3154031,3046124,0,42,42,NA,NA,NA,0,0,480,480,480,0,0,0,480,2198,46680,48878,0,0,0,2198,47160,49358
Michigan,2002,7234529,6138007,9797198,5016885,4780313,3761415,3473114,3120371,3017636,0,30,30,NA,NA,NA,0,0,460,460,460,0,0,0,460,2267,47864,50131,NA,NA,NA,2267,48324,50591
Michigan,2001,7289930,6203932,9740127,4987320,4752807,3792688,3497242,3159491,3044441,NA,NA,NA,NA,NA,NA,0,0,449,449,449,0,0,0,449,2149,46251,48400,NA,NA,NA,2149,46700,48849
Michigan,2000,7125917,6032102,9669167,4905269,4763898,3716180,3409737,3080216,2951886,NA,286,NA,NA,NA,NA,0,0,449,449,449,0,0,0,449,2131,45138,47269,NA,NA,NA,2131,45587,47718
