year,state,total_releases,aggravated_or_simple_assault_total_total_releases,burglary_total_total_releases,drugs_total_total_releases,fraud_total_total_releases,motor_vehicle_theft_total_total_releases,murder_total_total_releases,negligent_manslaughter_total_total_releases,other_property_offenses_total_total_releases,other_unknown_total_total_releases,other_violent_offenses_total_total_releases,public_order_total_total_releases,rape_or_sexual_assault_total_total_releases,robbery_total_total_releases,theft_total_total_releases,aggravated_or_simple_assault_total_female_releases,aggravated_or_simple_assault_total_male_releases,burglary_total_female_releases,burglary_total_male_releases,drugs_total_female_releases,drugs_total_male_releases,fraud_total_female_releases,fraud_total_male_releases,motor_vehicle_theft_total_female_releases,motor_vehicle_theft_total_male_releases,murder_total_female_releases,murder_total_male_releases,negligent_manslaughter_total_female_releases,negligent_manslaughter_total_male_releases,other_property_offenses_total_female_releases,other_property_offenses_total_male_releases,other_unknown_total_female_releases,other_unknown_total_male_releases,other_violent_offenses_total_female_releases,other_violent_offenses_total_male_releases,public_order_total_female_releases,public_order_total_male_releases,rape_or_sexual_assault_total_female_releases,rape_or_sexual_assault_total_male_releases,robbery_total_female_releases,robbery_total_male_releases,theft_total_female_releases,theft_total_male_releases,aggravated_or_simple_assault_black_total_releases,aggravated_or_simple_assault_hispanic_total_releases,aggravated_or_simple_assault_other_or_unknown_total_releases,aggravated_or_simple_assault_white_total_releases,burglary_black_total_releases,burglary_hispanic_total_releases,burglary_other_or_unknown_total_releases,burglary_white_total_releases,drugs_black_total_releases,drugs_hispanic_total_releases,drugs_other_or_unknown_total_releases,drugs_white_total_releases,fraud_black_total_releases,fraud_hispanic_total_releases,fraud_other_or_unknown_total_releases,fraud_white_total_releases,motor_vehicle_theft_black_total_releases,motor_vehicle_theft_hispanic_total_releases,motor_vehicle_theft_other_or_unknown_total_releases,motor_vehicle_theft_white_total_releases,murder_black_total_releases,murder_hispanic_total_releases,murder_other_or_unknown_total_releases,murder_white_total_releases,negligent_manslaughter_black_total_releases,negligent_manslaughter_hispanic_total_releases,negligent_manslaughter_other_or_unknown_total_releases,negligent_manslaughter_white_total_releases,other_property_offenses_black_total_releases,other_property_offenses_hispanic_total_releases,other_property_offenses_other_or_unknown_total_releases,other_property_offenses_white_total_releases,other_unknown_black_total_releases,other_unknown_hispanic_total_releases,other_unknown_other_or_unknown_total_releases,other_unknown_white_total_releases,other_violent_offenses_black_total_releases,other_violent_offenses_hispanic_total_releases,other_violent_offenses_other_or_unknown_total_releases,other_violent_offenses_white_total_releases,public_order_black_total_releases,public_order_hispanic_total_releases,public_order_other_or_unknown_total_releases,public_order_white_total_releases,rape_or_sexual_assault_black_total_releases,rape_or_sexual_assault_hispanic_total_releases,rape_or_sexual_assault_other_or_unknown_total_releases,rape_or_sexual_assault_white_total_releases,robbery_black_total_releases,robbery_hispanic_total_releases,robbery_other_or_unknown_total_releases,robbery_white_total_releases,theft_black_total_releases,theft_hispanic_total_releases,theft_other_or_unknown_total_releases,theft_white_total_releases,aggravated_or_simple_assault_black_female_releases,aggravated_or_simple_assault_black_male_releases,aggravated_or_simple_assault_hispanic_female_releases,aggravated_or_simple_assault_hispanic_male_releases,aggravated_or_simple_assault_other_or_unknown_female_releases,aggravated_or_simple_assault_other_or_unknown_male_releases,aggravated_or_simple_assault_white_female_releases,aggravated_or_simple_assault_white_male_releases,burglary_black_female_releases,burglary_black_male_releases,burglary_hispanic_female_releases,burglary_hispanic_male_releases,burglary_other_or_unknown_female_releases,burglary_other_or_unknown_male_releases,burglary_white_female_releases,burglary_white_male_releases,drugs_black_female_releases,drugs_black_male_releases,drugs_hispanic_female_releases,drugs_hispanic_male_releases,drugs_other_or_unknown_female_releases,drugs_other_or_unknown_male_releases,drugs_white_female_releases,drugs_white_male_releases,fraud_black_female_releases,fraud_black_male_releases,fraud_hispanic_female_releases,fraud_hispanic_male_releases,fraud_other_or_unknown_female_releases,fraud_other_or_unknown_male_releases,fraud_white_female_releases,fraud_white_male_releases,motor_vehicle_theft_black_female_releases,motor_vehicle_theft_black_male_releases,motor_vehicle_theft_hispanic_female_releases,motor_vehicle_theft_hispanic_male_releases,motor_vehicle_theft_other_or_unknown_female_releases,motor_vehicle_theft_other_or_unknown_male_releases,motor_vehicle_theft_white_female_releases,motor_vehicle_theft_white_male_releases,murder_black_female_releases,murder_black_male_releases,murder_hispanic_female_releases,murder_hispanic_male_releases,murder_other_or_unknown_female_releases,murder_other_or_unknown_male_releases,murder_white_female_releases,murder_white_male_releases,negligent_manslaughter_black_female_releases,negligent_manslaughter_black_male_releases,negligent_manslaughter_hispanic_female_releases,negligent_manslaughter_hispanic_male_releases,negligent_manslaughter_other_or_unknown_female_releases,negligent_manslaughter_other_or_unknown_male_releases,negligent_manslaughter_white_female_releases,negligent_manslaughter_white_male_releases,other_property_offenses_black_female_releases,other_property_offenses_black_male_releases,other_property_offenses_hispanic_female_releases,other_property_offenses_hispanic_male_releases,other_property_offenses_other_or_unknown_female_releases,other_property_offenses_other_or_unknown_male_releases,other_property_offenses_white_female_releases,other_property_offenses_white_male_releases,other_unknown_black_female_releases,other_unknown_black_male_releases,other_unknown_hispanic_female_releases,other_unknown_hispanic_male_releases,other_unknown_other_or_unknown_female_releases,other_unknown_other_or_unknown_male_releases,other_unknown_white_female_releases,other_unknown_white_male_releases,other_violent_offenses_black_female_releases,other_violent_offenses_black_male_releases,other_violent_offenses_hispanic_female_releases,other_violent_offenses_hispanic_male_releases,other_violent_offenses_other_or_unknown_female_releases,other_violent_offenses_other_or_unknown_male_releases,other_violent_offenses_white_female_releases,other_violent_offenses_white_male_releases,public_order_black_female_releases,public_order_black_male_releases,public_order_hispanic_female_releases,public_order_hispanic_male_releases,public_order_other_or_unknown_female_releases,public_order_other_or_unknown_male_releases,public_order_white_female_releases,public_order_white_male_releases,rape_or_sexual_assault_black_female_releases,rape_or_sexual_assault_black_male_releases,rape_or_sexual_assault_hispanic_female_releases,rape_or_sexual_assault_hispanic_male_releases,rape_or_sexual_assault_other_or_unknown_female_releases,rape_or_sexual_assault_other_or_unknown_male_releases,rape_or_sexual_assault_white_female_releases,rape_or_sexual_assault_white_male_releases,robbery_black_female_releases,robbery_black_male_releases,robbery_hispanic_female_releases,robbery_hispanic_male_releases,robbery_other_or_unknown_female_releases,robbery_other_or_unknown_male_releases,robbery_white_female_releases,robbery_white_male_releases,theft_black_female_releases,theft_black_male_releases,theft_hispanic_female_releases,theft_hispanic_male_releases,theft_other_or_unknown_female_releases,theft_other_or_unknown_male_releases,theft_white_female_releases,theft_white_male_releases
1991,Michigan,11173,572,2021,2409,559,285,101,157,815,40,51,947,669,1237,1310,27,545,28,1993,233,2176,125,434,4,281,3,98,17,140,15,800,9,31,9,42,67,880,8,661,63,1174,201,1109,NA,17,555,NA,NA,18,2003,NA,NA,34,2375,NA,NA,6,553,NA,NA,2,283,NA,NA,NA,101,NA,NA,1,156,NA,NA,4,811,NA,NA,NA,40,NA,NA,NA,51,NA,NA,14,933,NA,NA,8,661,NA,NA,8,1229,NA,NA,8,1302,NA,NA,NA,1,16,26,529,NA,NA,NA,NA,1,17,27,1976,NA,NA,NA,NA,1,33,232,2143,NA,NA,NA,NA,3,3,122,431,NA,NA,NA,NA,1,1,3,280,NA,NA,NA,NA,NA,NA,3,98,NA,NA,NA,NA,NA,1,17,139,NA,NA,NA,NA,1,3,14,797,NA,NA,NA,NA,NA,NA,9,31,NA,NA,NA,NA,NA,NA,9,42,NA,NA,NA,NA,2,12,65,868,NA,NA,NA,NA,NA,8,8,653,NA,NA,NA,NA,NA,8,63,1166,NA,NA,NA,NA,2,6,199,1103,NA,NA
1992,Michigan,11070,662,1881,2652,602,291,98,179,756,22,53,1011,563,1137,1163,29,633,32,1849,234,2418,147,455,5,286,12,86,31,148,28,728,2,20,9,44,56,955,12,551,61,1076,180,983,NA,15,647,NA,NA,21,1860,NA,NA,47,2605,NA,NA,2,600,NA,NA,5,286,NA,NA,1,97,NA,NA,4,175,NA,NA,5,751,NA,NA,NA,22,NA,NA,1,52,NA,NA,19,992,NA,NA,6,557,NA,NA,8,1129,NA,NA,9,1154,NA,NA,NA,NA,15,29,618,NA,NA,NA,NA,NA,21,32,1828,NA,NA,NA,NA,6,41,228,2377,NA,NA,NA,NA,NA,2,147,453,NA,NA,NA,NA,NA,5,5,281,NA,NA,NA,NA,NA,1,12,85,NA,NA,NA,NA,NA,4,31,144,NA,NA,NA,NA,NA,5,28,723,NA,NA,NA,NA,NA,NA,2,20,NA,NA,NA,NA,NA,1,9,43,NA,NA,NA,NA,1,18,55,937,NA,NA,NA,NA,NA,6,12,545,NA,NA,NA,NA,1,7,60,1069,NA,NA,NA,NA,1,8,179,975,NA,NA
1993,Michigan,12418,720,2134,3180,645,307,111,155,828,26,55,1132,498,1239,1388,35,685,37,2097,298,2882,151,494,4,303,10,101,19,136,28,800,4,22,6,49,81,1051,11,487,58,1181,254,1134,NA,14,706,NA,NA,27,2107,NA,NA,58,3122,NA,NA,6,639,NA,NA,6,301,NA,NA,1,110,NA,NA,3,152,NA,NA,6,822,NA,NA,NA,26,NA,NA,NA,55,NA,NA,17,1115,NA,NA,10,488,NA,NA,14,1225,NA,NA,25,1363,NA,NA,NA,NA,14,35,671,NA,NA,NA,NA,NA,27,37,2070,NA,NA,NA,NA,4,54,294,2828,NA,NA,NA,NA,1,5,150,489,NA,NA,NA,NA,NA,6,4,297,NA,NA,NA,NA,NA,1,10,100,NA,NA,NA,NA,NA,3,19,133,NA,NA,NA,NA,NA,6,28,794,NA,NA,NA,NA,NA,NA,4,22,NA,NA,NA,NA,NA,NA,6,49,NA,NA,NA,NA,3,14,78,1037,NA,NA,NA,NA,NA,10,11,477,NA,NA,NA,NA,1,13,57,1168,NA,NA,NA,NA,3,22,251,1112,NA,NA
1994,Michigan,10814,639,1745,2682,624,281,110,133,635,18,60,1143,548,1136,1060,36,603,34,1711,275,2407,161,463,4,277,9,101,17,116,30,605,NA,18,6,54,89,1054,8,540,66,1070,181,879,NA,12,627,NA,NA,30,1715,NA,NA,51,2631,NA,NA,2,622,NA,NA,7,274,NA,NA,4,106,NA,NA,1,132,NA,NA,4,631,NA,NA,NA,18,NA,NA,NA,60,NA,NA,20,1123,NA,NA,10,538,NA,NA,8,1128,NA,NA,9,1051,NA,NA,NA,NA,12,36,591,NA,NA,NA,NA,1,29,33,1682,NA,NA,NA,NA,5,46,270,2361,NA,NA,NA,NA,NA,2,161,461,NA,NA,NA,NA,1,6,3,271,NA,NA,NA,NA,NA,4,9,97,NA,NA,NA,NA,NA,1,17,115,NA,NA,NA,NA,2,2,28,603,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,6,54,NA,NA,NA,NA,NA,20,89,1034,NA,NA,NA,NA,NA,10,8,530,NA,NA,NA,NA,NA,8,66,1062,NA,NA,NA,NA,2,7,179,872,NA,NA
1995,Michigan,11210,704,1823,2607,689,307,137,142,636,28,54,1129,600,1210,1144,49,655,41,1782,286,2321,185,504,8,299,9,128,15,127,21,615,4,24,9,45,69,1060,6,594,55,1155,222,922,NA,19,685,NA,NA,25,1798,NA,NA,50,2557,NA,NA,2,687,NA,NA,5,302,NA,NA,1,136,NA,NA,6,136,NA,NA,4,632,NA,NA,NA,28,NA,NA,NA,54,NA,NA,25,1104,NA,NA,17,583,NA,NA,11,1199,NA,NA,11,1133,NA,NA,NA,NA,19,49,636,NA,NA,NA,NA,NA,25,41,1757,NA,NA,NA,NA,2,48,284,2273,NA,NA,NA,NA,NA,2,185,502,NA,NA,NA,NA,NA,5,8,294,NA,NA,NA,NA,NA,1,9,127,NA,NA,NA,NA,NA,6,15,121,NA,NA,NA,NA,NA,4,21,611,NA,NA,NA,NA,NA,NA,4,24,NA,NA,NA,NA,NA,NA,9,45,NA,NA,NA,NA,1,24,68,1036,NA,NA,NA,NA,NA,17,6,577,NA,NA,NA,NA,1,10,54,1145,NA,NA,NA,NA,2,9,220,913,NA,NA
1996,Michigan,11545,777,1764,2493,623,328,145,163,629,29,71,1259,910,1324,1030,56,721,24,1740,269,2224,150,473,12,316,22,123,18,145,25,604,6,23,8,63,97,1162,7,903,53,1271,168,862,NA,24,753,NA,NA,19,1745,NA,NA,64,2429,NA,NA,6,617,NA,NA,3,325,NA,NA,1,144,NA,NA,NA,163,NA,NA,10,619,NA,NA,NA,29,NA,NA,NA,71,NA,NA,24,1235,NA,NA,25,885,NA,NA,14,1310,NA,NA,7,1023,NA,NA,NA,1,23,55,698,NA,NA,NA,NA,NA,19,24,1721,NA,NA,NA,NA,8,56,261,2168,NA,NA,NA,NA,2,4,148,469,NA,NA,NA,NA,NA,3,12,313,NA,NA,NA,NA,NA,1,22,122,NA,NA,NA,NA,NA,NA,18,145,NA,NA,NA,NA,NA,10,25,594,NA,NA,NA,NA,NA,NA,6,23,NA,NA,NA,NA,NA,NA,8,63,NA,NA,NA,NA,NA,24,97,1138,NA,NA,NA,NA,NA,25,7,878,NA,NA,NA,NA,NA,14,53,1257,NA,NA,NA,NA,1,6,167,856,NA,NA
1997,Michigan,10932,778,1696,2404,616,319,162,142,614,22,72,1280,645,1262,920,53,725,39,1657,237,2167,142,474,11,308,32,130,17,125,22,592,5,17,7,65,86,1194,5,640,63,1199,155,765,NA,27,751,NA,NA,21,1675,NA,NA,55,2349,NA,NA,11,605,NA,NA,6,313,NA,NA,NA,162,NA,NA,2,140,NA,NA,10,604,NA,NA,NA,22,NA,NA,1,71,NA,NA,42,1238,NA,NA,18,627,NA,NA,13,1249,NA,NA,13,907,NA,NA,NA,NA,27,53,698,NA,NA,NA,NA,1,20,38,1637,NA,NA,NA,NA,5,50,232,2117,NA,NA,NA,NA,1,10,141,464,NA,NA,NA,NA,NA,6,11,302,NA,NA,NA,NA,NA,NA,32,130,NA,NA,NA,NA,NA,2,17,123,NA,NA,NA,NA,NA,10,22,582,NA,NA,NA,NA,NA,NA,5,17,NA,NA,NA,NA,NA,1,7,64,NA,NA,NA,NA,1,41,85,1153,NA,NA,NA,NA,NA,18,5,622,NA,NA,NA,NA,NA,13,63,1186,NA,NA,NA,NA,4,9,151,756,NA,NA
1998,Michigan,12826,892,2062,2810,766,421,155,145,608,17,75,1642,738,1418,1077,64,828,36,2026,296,2514,195,571,26,395,21,134,18,127,29,579,2,15,10,65,120,1522,7,731,76,1342,185,892,NA,32,860,NA,NA,26,2036,NA,NA,65,2745,NA,NA,9,757,NA,NA,10,411,NA,NA,2,153,NA,NA,4,141,NA,NA,9,599,NA,NA,NA,17,NA,NA,1,74,NA,NA,34,1608,NA,NA,23,715,NA,NA,17,1401,NA,NA,13,1064,NA,NA,NA,NA,32,64,796,NA,NA,NA,NA,NA,26,36,2000,NA,NA,NA,NA,6,59,290,2455,NA,NA,NA,NA,1,8,194,563,NA,NA,NA,NA,NA,10,26,385,NA,NA,NA,NA,1,1,20,133,NA,NA,NA,NA,NA,4,18,123,NA,NA,NA,NA,NA,9,29,570,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,1,10,64,NA,NA,NA,NA,2,32,118,1490,NA,NA,NA,NA,NA,23,7,708,NA,NA,NA,NA,1,16,75,1326,NA,NA,NA,NA,NA,13,185,879,NA,NA
1999,Michigan,12000,794,1905,2678,707,520,188,122,384,22,89,1493,829,1354,915,49,745,39,1866,231,2447,189,518,15,505,35,153,12,110,17,367,3,19,13,76,116,1377,5,824,64,1290,174,741,NA,16,778,NA,NA,27,1878,NA,NA,81,2597,NA,NA,4,703,NA,NA,5,515,NA,NA,1,187,NA,NA,3,119,NA,NA,8,376,NA,NA,1,21,NA,NA,1,88,NA,NA,39,1454,NA,NA,17,812,NA,NA,12,1342,NA,NA,16,899,NA,NA,NA,NA,16,49,729,NA,NA,NA,NA,2,25,37,1841,NA,NA,NA,NA,8,73,223,2374,NA,NA,NA,NA,NA,4,189,514,NA,NA,NA,NA,NA,5,15,500,NA,NA,NA,NA,NA,1,35,152,NA,NA,NA,NA,NA,3,12,107,NA,NA,NA,NA,1,7,16,360,NA,NA,NA,NA,NA,1,3,18,NA,NA,NA,NA,NA,1,13,75,NA,NA,NA,NA,1,38,115,1339,NA,NA,NA,NA,NA,17,5,807,NA,NA,NA,NA,2,10,62,1280,NA,NA,NA,NA,5,11,169,730,NA,NA
2e3,Michigan,11577,724,1779,2450,684,562,188,89,381,66,73,1592,826,1290,873,27,697,47,1732,220,2230,200,484,24,538,19,169,7,82,24,357,5,61,6,67,101,1491,12,814,50,1240,140,733,NA,NA,724,NA,NA,NA,1779,NA,NA,NA,2450,NA,NA,NA,684,NA,NA,NA,562,NA,NA,NA,188,NA,NA,NA,89,NA,NA,NA,381,NA,NA,NA,66,NA,NA,NA,73,NA,NA,NA,1592,NA,NA,NA,826,NA,NA,NA,1290,NA,NA,NA,873,NA,NA,NA,NA,NA,27,697,NA,NA,NA,NA,NA,NA,47,1732,NA,NA,NA,NA,NA,NA,220,2230,NA,NA,NA,NA,NA,NA,200,484,NA,NA,NA,NA,NA,NA,24,538,NA,NA,NA,NA,NA,NA,19,169,NA,NA,NA,NA,NA,NA,7,82,NA,NA,NA,NA,NA,NA,24,357,NA,NA,NA,NA,NA,NA,5,61,NA,NA,NA,NA,NA,NA,6,67,NA,NA,NA,NA,NA,NA,101,1491,NA,NA,NA,NA,NA,NA,12,814,NA,NA,NA,NA,NA,NA,50,1240,NA,NA,NA,NA,NA,NA,140,733,NA,NA
