state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,0,11,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,235,2169,2404,0,0,0,235,2169,2404
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,0,20,20,NA,NA,NA,0,0,0,0,0,0,0,0,0,207,2072,2279,0,0,0,207,2072,2279
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,4,22,26,NA,NA,NA,0,0,0,0,0,0,0,0,0,179,2063,2242,0,0,0,179,2063,2242
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,4,61,65,NA,NA,NA,0,0,0,0,0,0,0,0,0,160,2013,2173,0,0,0,160,2013,2173
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,7,65,72,NA,NA,NA,0,0,0,0,0,0,0,0,0,164,1944,2108,0,0,0,164,1944,2108
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,4,106,110,NA,NA,NA,0,0,0,0,0,0,0,0,0,164,1981,2145,0,0,0,164,1981,2145
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,0,147,147,NA,NA,NA,0,0,0,0,0,0,0,0,0,166,1988,2154,0,0,0,166,1988,2154
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,0,123,123,NA,NA,NA,0,0,0,0,0,0,0,0,0,158,2048,2206,0,0,0,158,2048,2206
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,1,89,90,NA,NA,NA,0,0,0,0,0,0,0,0,0,156,2039,2195,0,0,0,156,2039,2195
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,1,8,9,NA,NA,NA,10,10,32,42,32,0,0,0,42,129,1977,2106,0,0,0,139,2009,2148
Maine,2006,1045344,868110,1321574,675894,645680,540265,505079,437035,431075,0,0,0,NA,NA,NA,6,6,13,19,13,0,0,0,19,139,1962,2101,0,0,0,145,1975,2120
Maine,2005,1015555,843359,1282474,659699,622775,527683,487872,431432,411927,0,0,0,NA,NA,NA,5,5,15,20,15,0,0,0,20,124,1879,2003,0,0,0,129,1894,2023
Maine,2004,995714,828660,1278725,656259,622466,518143,477571,423297,405363,0,0,0,NA,NA,NA,10,10,22,32,22,0,0,0,32,115,1877,1992,0,0,0,125,1899,2024
Maine,2003,985646,820008,1270602,651560,619042,511934,473712,416838,403170,0,0,0,NA,NA,NA,8,8,22,30,22,0,0,0,30,116,1867,1983,0,0,0,124,1889,2013
Maine,2002,981538,818457,1259547,648733,610814,513353,468185,418198,400259,0,0,0,NA,NA,NA,0,0,8,8,8,0,0,0,8,90,1802,1892,0,0,0,90,1810,1900
Maine,2001,979193,815811,1251745,641534,610211,507634,471559,412931,402880,0,3,3,NA,NA,NA,2,2,9,11,9,0,0,0,11,57,1636,1693,0,0,0,59,1645,1704
Maine,2000,919688,754528,1225962,641845,584117,487918,431770,393475,361053,7,17,24,NA,NA,NA,2,2,9,11,9,0,0,0,11,64,1604,1668,0,0,0,66,1613,1679
Maine,1999,919453.7,755839.9,1226056.2,640324.2,585732,486841.7,432612,392834.8,363005.1,0,0,0,NA,NA,NA,3,3,19,22,19,0,0,0,22,62,1632,1694,0,0,0,65,1651,1716
Maine,1998,919219.4,757151.8,1226150.4,638803.4,587347,485765.4,433454,392194.6,364957.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1621,1691
Maine,1997,918985.1,758463.7,1226244.6,637282.6,588962,484689.1,434296,391554.4,366909.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1558,1620
Maine,1996,918750.8,759775.6,1226338.8,635761.8,590577,483612.8,435138,390914.2,368861.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1378,1426
Maine,1995,918516.5,761087.5,1226433,634241,592192,482536.5,435980,390274,370813.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1360,1396
Maine,1994,918282.2,762399.4,1226527.2,632720.2,593807,481460.2,436822,389633.8,372765.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1426,1474
Maine,1993,918047.9,763711.3,1226621.4,631199.4,595422,480383.9,437664,388993.6,374717.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1419,1469
Maine,1992,917813.6,765023.2,1226715.6,629678.6,597037,479307.6,438506,388353.4,376669.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1459,1519
Maine,1991,917579.3,766335.1,1226809.8,628157.8,598652,478231.3,439348,387713.2,378621.9,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1517,1579
Maine,1990,917345,767647,1226904,626637,600267,477155,440190,387073,380574,NA,NA,NA,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1479,1523
Maine,1989,905796.5,757956.3,1216673.6,622067.3,594606.3,471805.5,433991,382747.7,375208.6,NA,NA,NA,0,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1409,1455
Maine,1988,894248,748265.6,1206443.2,617497.6,588945.6,466456,427792,378422.4,369843.2,NA,NA,NA,1,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1241,1277
Maine,1987,882699.5,738574.9,1196212.8,612927.9,583284.9,461106.5,421593,374097.1,364477.8,NA,NA,NA,0,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1270,1299
Maine,1986,871151,728884.2,1185982.4,608358.2,577624.2,455757,415394,369771.8,359112.4,NA,NA,NA,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1289,1316
Maine,1985,859602.5,719193.5,1175752,603788.5,571963.5,450407.5,409195,365446.5,353747,NA,NA,NA,5,46,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1285,1317
Maine,1984,848054,709502.8,1165521.6,599218.8,566302.8,445058,402996,361121.2,348381.6,NA,NA,NA,2,51,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1005,1032
Maine,1983,836505.5,699812.1,1155291.2,594649.1,560642.1,439708.5,396797,356795.9,343016.2,NA,NA,NA,5,70,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1049,1082
Maine,1982,824957,690121.4,1145060.8,590079.4,554981.4,434359,390598,352470.6,337650.8,NA,NA,NA,1,60,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,1080,1110
Maine,1981,813408.5,680430.7,1134830.4,585509.7,549320.7,429009.5,384399,348145.3,332285.4,NA,NA,NA,2,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,966,992
Maine,1980,801860,670740,1124600,580940,543660,423660,378200,343820,326920,NA,NA,NA,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,21,793,814
Maine,1979,785664,656966,1110860,574396,536464,415054,370610,336938,320028,NA,NA,NA,0,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18,758,776
Maine,1978,769468,643192,1097120,567852,529268,406448,363020,330056,313136,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16,695,711
