state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,1449,22296,25,323,348,1424,21973,23397,31,237,268,1424,21973,23397
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,1637,23575,73,325,398,1564,23250,24814,5,182,187,1564,23250,24814
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,1661,24484,120,361,481,1541,24123,25664,3,190,193,1541,24123,25664
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,1787,25038,130,424,554,1657,24614,26271,4,190,194,1657,24614,26271
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,1725,25043,115,423,538,1610,24620,26230,4,191,195,1610,24620,26230
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,1771,25042,127,418,545,1644,24624,26268,4,195,199,1644,24624,26268
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,1806,25539,147,877,1024,1659,24662,26321,4,206,210,1659,24662,26321
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,1715,25526,83,800,883,1632,24726,26358,7,216,223,1632,24726,26358
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,1491,23872,55,46,101,1436,23826,25262,0,0,0,1436,23826,25262
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,1535,23718,0,355,355,1535,23363,24898,0,0,0,1535,23363,24898
Alabama,2006,3479514,2912653,4599030,2368281,2230749,1827557,1651957,1491481,1421172,1263,22840,1,8,9,1262,22832,24094,0,0,0,1262,22832,24094
Alabama,2005,3366418,2826299,4448075,2300418,2147657,1776246,1590172,1460745,1365554,1489,22826,315,5,320,1174,22821,23995,2,186,188,1174,22821,23995
Alabama,2004,3325616,2803953,4414559,2292525,2122034,1753802,1571814,1445210,1358743,1949,23686,244,0,244,1705,23686,25391,0,0,0,1705,23686,25391
Alabama,2003,3285012,2758898,4385446,2278215,2107231,1737882,1547130,1426140,1332758,1983,25631,274,1424,1698,1709,24207,25916,0,0,0,1709,24207,25916
Alabama,2002,3266513,2747647,4370221,2262994,2107227,1732415,1534098,1422822,1324825,1647,23453,0,0,0,1647,23453,25100,0,0,0,1647,23453,25100
Alabama,2001,3223010,2716855,4349601,2254779,2094822,1706680,1516330,1403650,1313205,1628,23113,0,0,0,1628,23113,24741,0,0,0,1628,23113,24741
Alabama,2000,3191816,2658473,4346948,2268640,2078308,1698345,1493471,1386053,1272420,1510,21530,0,0,0,1510,21530,23040,0,0,0,1510,21530,23040
Alabama,1999,3170568.6,2641956.1,4315552.4,2250954.3,2064598.1,1686946.3,1483622.3,1376011.3,1265944.8,1361,19866,0,0,0,1361,19866,21227,0,0,0,1361,19866,21227
Alabama,1998,3149321.2,2625439.2,4284156.8,2233268.6,2050888.2,1675547.6,1473773.6,1365969.6,1259469.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1439,20828,22267
Alabama,1997,3128073.8,2608922.3,4252761.2,2215582.9,2037178.3,1664148.9,1463924.9,1355927.9,1252994.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1347,20627,21974
Alabama,1996,3106826.4,2592405.4,4221365.6,2197897.2,2023468.4,1652750.2,1454076.2,1345886.2,1246519.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1347,20077,21424
Alabama,1995,3085579,2575888.5,4189970,2180211.5,2009758.5,1641351.5,1444227.5,1335844.5,1240044,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1254,19295,20549
Alabama,1994,3064331.6,2559371.6,4158574.4,2162525.8,1996048.6,1629952.8,1434378.8,1325802.8,1233568.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1204,17975,19179
Alabama,1993,3043084.2,2542854.7,4127178.8,2144840.1,1982338.7,1618554.1,1424530.1,1315761.1,1227093.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1123,17190,18313
Alabama,1992,3021836.8,2526337.8,4095783.2,2127154.4,1968628.8,1607155.4,1414681.4,1305719.4,1220618.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1096,16055,17151
Alabama,1991,3000589.4,2509820.9,4064387.6,2109468.7,1954918.9,1595756.7,1404832.7,1295677.7,1214143.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1050,15393,16443
Alabama,1990,2979342,2493304,4032992,2091783,1941209,1584358,1394984,1285636,1207668,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,949,14402,15351
Alabama,1989,2954735.8,2476783.6,4020474.8,2085862.7,1934612.1,1571748.2,1382987.6,1278230.4,1198553.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,839,12780,13619
Alabama,1988,2930129.6,2460263.2,4007957.6,2079942.4,1928015.2,1559138.4,1370991.2,1270824.8,1189438.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,746,11619,12365
Alabama,1987,2905523.4,2443742.8,3995440.4,2074022.1,1921418.3,1546528.6,1358994.8,1263419.2,1180323.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,727,11854,12581
Alabama,1986,2880917.2,2427222.4,3982923.2,2068101.8,1914821.4,1533918.8,1346998.4,1256013.6,1171208.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,544,11094,11638
Alabama,1985,2856311,2410702,3970406,2062181.5,1908224.5,1521309,1335002,1248608,1162094,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,544,10171,10715
Alabama,1984,2831704.8,2394181.6,3957888.8,2056261.2,1901627.6,1508699.2,1323005.6,1241202.4,1152979.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,500,9525,10025
Alabama,1983,2807098.6,2377661.2,3945371.6,2050340.9,1895030.7,1496089.4,1311009.2,1233796.8,1143864.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,428,8427,8855
Alabama,1982,2782492.4,2361140.8,3932854.4,2044420.6,1888433.8,1483479.6,1299012.8,1226391.2,1134749.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,NA,8120
Alabama,1981,2757886.2,2344620.4,3920337.2,2038500.3,1881836.9,1470869.8,1287016.4,1218985.6,1125634.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,6185
Alabama,1980,2733280,2328100,3907820,2032580,1875240,1458260,1275020,1211580,1116520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4551
Alabama,1979,2678252,2282980,3861618,2007482,1854136,1428664,1249588,1189042,1093938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4028
Alabama,1978,2623224,2237860,3815416,1982384,1833032,1399068,1224156,1166504,1071356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4286
