state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,222,1223,1445,NA,NA,NA,25,25,323,348,323,0,0,0,348,2352,26183,28535,35,243,278,2377,26506,28883
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,231,1557,1788,NA,NA,NA,73,73,325,398,325,0,0,0,398,2517,27895,30412,5,182,187,2590,28220,30810
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,217,1485,1702,NA,NA,NA,120,120,361,481,361,0,0,0,481,2469,28821,31290,3,190,193,2589,29182,31771
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,279,1811,2090,NA,NA,NA,130,130,424,554,424,0,0,0,554,2591,29236,31827,4,190,194,2721,29660,32381
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,336,2046,2382,NA,NA,NA,115,115,423,538,423,0,0,0,538,2534,29359,31893,4,191,195,2649,29782,32431
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,265,1883,2148,NA,NA,NA,127,127,418,545,418,0,0,0,545,2447,29278,31725,4,199,203,2574,29696,32270
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,163,1203,1366,NA,NA,NA,147,147,877,1024,877,0,0,0,1024,2356,28384,30740,4,232,236,2503,29261,31764
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,260,2e3,2260,NA,NA,NA,83,83,800,883,800,0,0,0,883,2372,28619,30991,7,223,230,2455,29419,31874
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,194,1596,1790,NA,NA,NA,55,0,0,0,46,55,46,101,101,2176,28231,30407,0,0,0,2231,28277,30508
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,163,1433,1596,NA,NA,NA,0,0,23,23,355,0,332,332,355,2158,26899,29057,0,0,0,2158,27254,29412
Alabama,2006,3479514,2912653,4599030,2368281,2230749,1827557,1651957,1491481,1421172,129,1031,1160,NA,NA,NA,1,0,0,0,8,1,8,9,9,2049,26183,28232,0,0,0,2050,26191,28241
Alabama,2005,3366418,2826299,4448075,2300418,2147657,1776246,1590172,1460745,1365554,288,1993,2281,NA,NA,NA,315,0,0,0,5,315,5,320,320,1650,25918,27568,3,188,191,1965,25923,27888
Alabama,2004,3325616,2803953,4414559,2292525,2122034,1753802,1571814,1445210,1358743,0,1645,1645,NA,NA,NA,244,0,0,0,0,244,0,244,244,1504,24139,25643,0,0,0,1748,24139,25887
Alabama,2003,3285012,2758898,4385446,2278215,2107231,1737882,1547130,1426140,1332758,0,1340,1340,NA,NA,NA,274,0,0,0,1424,274,1424,1698,1698,1729,24486,26215,0,0,0,2003,25910,27913
Alabama,2002,3266513,2747647,4370221,2262994,2107227,1732415,1534098,1422822,1324825,0,2449,2449,NA,NA,NA,0,0,0,0,0,0,0,0,0,1697,26250,27947,0,0,0,1697,26250,27947
Alabama,2001,3223010,2716855,4349601,2254779,2094822,1706680,1516330,1403650,1313205,NA,3390,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1783,24958,26741,0,0,0,1783,24958,26741
Alabama,2000,3191816,2658473,4346948,2268640,2078308,1698345,1493471,1386053,1272420,NA,3401,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1826,24580,26406,0,0,0,1826,24580,26406
Alabama,1999,3170568.6,2641956.1,4315552.4,2250954.3,2064598.1,1686946.3,1483622.3,1376011.3,1265944.8,132,1243,1375,0,0,0,0,0,0,0,0,0,0,0,0,1668,22990,24658,0,0,0,1668,22990,24658
Alabama,1998,3149321.2,2625439.2,4284156.8,2233268.6,2050888.2,1675547.6,1473773.6,1365969.6,1259469.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1461,21215,22676
Alabama,1997,3128073.8,2608922.3,4252761.2,2215582.9,2037178.3,1664148.9,1463924.9,1355927.9,1252994.4,NA,NA,NA,92,1873,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1360,20930,22290
Alabama,1996,3106826.4,2592405.4,4221365.6,2197897.2,2023468.4,1652750.2,1454076.2,1345886.2,1246519.2,NA,NA,NA,76,1092,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1357,20403,21760
Alabama,1995,3085579,2575888.5,4189970,2180211.5,2009758.5,1641351.5,1444227.5,1335844.5,1240044,NA,NA,NA,24,776,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295,19423,20718
Alabama,1994,3064331.6,2559371.6,4158574.4,2162525.8,1996048.6,1629952.8,1434378.8,1325802.8,1233568.8,NA,NA,NA,82,1465,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214,18359,19573
Alabama,1993,3043084.2,2542854.7,4127178.8,2144840.1,1982338.7,1618554.1,1424530.1,1315761.1,1227093.6,NA,NA,NA,48,1156,1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,17493,18624
Alabama,1992,3021836.8,2526337.8,4095783.2,2127154.4,1968628.8,1607155.4,1414681.4,1305719.4,1220618.4,NA,NA,NA,43,923,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,16352,17453
Alabama,1991,3000589.4,2509820.9,4064387.6,2109468.7,1954918.9,1595756.7,1404832.7,1295677.7,1214143.2,NA,NA,NA,69,1241,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,15705,16760
Alabama,1990,2979342,2493304,4032992,2091783,1941209,1584358,1394984,1285636,1207668,NA,NA,NA,52,806,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,14710,15665
Alabama,1989,2954735.8,2476783.6,4020474.8,2085862.7,1934612.1,1571748.2,1382987.6,1278230.4,1198553.2,NA,NA,NA,32,792,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,13062,13907
Alabama,1988,2930129.6,2460263.2,4007957.6,2079942.4,1928015.2,1559138.4,1370991.2,1270824.8,1189438.4,NA,NA,NA,29,442,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,11858,12610
Alabama,1987,2905523.4,2443742.8,3995440.4,2074022.1,1921418.3,1546528.6,1358994.8,1263419.2,1180323.6,NA,NA,NA,31,732,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,12095,12827
Alabama,1986,2880917.2,2427222.4,3982923.2,2068101.8,1914821.4,1533918.8,1346998.4,1256013.6,1171208.8,NA,NA,NA,27,487,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,11094,11710
Alabama,1985,2856311,2410702,3970406,2062181.5,1908224.5,1521309,1335002,1248608,1162094,NA,NA,NA,16,382,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,10453,11015
