state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,0,0,0,0,33,33,551,3721,4272,0,27,27,37,336,373,136,1740,1876,2,10,12,5,35,40,0,0,0,732,5917,6649,1,15,16
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,0,0,0,1,19,20,557,3676,4233,1,23,24,25,364,389,114,1626,1740,2,9,11,2,43,45,0,0,0,702,5778,6480,0,18,18
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,0,0,0,0,6,6,522,3607,4129,1,29,30,19,331,350,113,1454,1567,2,8,10,6,42,48,0,0,0,664,5487,6151,1,10,11
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,0,0,0,0,13,13,465,4180,4645,1,26,27,22,376,398,112,2071,2183,0,8,8,2,80,82,0,0,0,602,6759,7361,0,5,5
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,0,0,0,0,0,0,424,3350,3774,0,0,0,14,266,280,120,1941,2061,0,7,7,5,73,78,0,0,0,563,5637,6200,0,0,0
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,0,0,0,0,0,0,385,3463,3848,0,1,1,11,314,325,97,2050,2147,0,11,11,3,76,79,0,0,0,496,5915,6411,0,0,0
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,0,0,0,0,0,0,390,3918,4308,0,0,0,22,367,389,128,2163,2291,0,6,6,6,107,113,0,0,0,546,6574,7120,NA,0,NA
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,NA,NA,NA,NA,NA,NA,414,3907,4321,0,2,2,31,430,461,158,2120,2278,1,15,16,6,161,167,NA,NA,NA,610,6635,7245,NA,NA,NA
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,NA,NA,NA,NA,NA,NA,395,4218,4613,0,12,12,36,483,519,119,2080,2199,0,18,18,20,190,210,NA,NA,NA,570,7001,7571,NA,NA,NA
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,NA,NA,NA,NA,NA,NA,509,4576,5085,0,5,5,36,459,495,183,2409,2592,3,25,28,31,356,387,NA,NA,NA,762,7830,8592,NA,NA,NA
