year,state,total_releases,aggravated_or_simple_assault_total_releases,burglary_total_releases,drugs_total_releases,fraud_total_releases,motor_vehicle_theft_total_releases,murder_total_releases,negligent_manslaughter_total_releases,other_property_offenses_total_releases,other_unknown_total_releases,other_violent_offenses_total_releases,public_order_total_releases,rape_or_sexual_assault_total_releases,robbery_total_releases,theft_total_releases,aggravated_or_simple_assault_female_total_releases,aggravated_or_simple_assault_male_total_releases,burglary_female_total_releases,burglary_male_total_releases,drugs_female_total_releases,drugs_male_total_releases,fraud_female_total_releases,fraud_male_total_releases,motor_vehicle_theft_female_total_releases,motor_vehicle_theft_male_total_releases,murder_female_total_releases,murder_male_total_releases,negligent_manslaughter_female_total_releases,negligent_manslaughter_male_total_releases,other_property_offenses_female_total_releases,other_property_offenses_male_total_releases,other_unknown_female_total_releases,other_unknown_male_total_releases,other_violent_offenses_female_total_releases,other_violent_offenses_male_total_releases,public_order_female_total_releases,public_order_male_total_releases,rape_or_sexual_assault_female_total_releases,rape_or_sexual_assault_male_total_releases,robbery_female_total_releases,robbery_male_total_releases,theft_female_total_releases,theft_male_total_releases,aggravated_or_simple_assault_black_total_releases,aggravated_or_simple_assault_hispanic_total_releases,aggravated_or_simple_assault_other_or_unknown_total_releases,aggravated_or_simple_assault_white_total_releases,burglary_black_total_releases,burglary_hispanic_total_releases,burglary_other_or_unknown_total_releases,burglary_white_total_releases,drugs_black_total_releases,drugs_hispanic_total_releases,drugs_other_or_unknown_total_releases,drugs_white_total_releases,fraud_black_total_releases,fraud_hispanic_total_releases,fraud_other_or_unknown_total_releases,fraud_white_total_releases,motor_vehicle_theft_black_total_releases,motor_vehicle_theft_hispanic_total_releases,motor_vehicle_theft_other_or_unknown_total_releases,motor_vehicle_theft_white_total_releases,murder_black_total_releases,murder_hispanic_total_releases,murder_other_or_unknown_total_releases,murder_white_total_releases,negligent_manslaughter_black_total_releases,negligent_manslaughter_hispanic_total_releases,negligent_manslaughter_other_or_unknown_total_releases,negligent_manslaughter_white_total_releases,other_property_offenses_black_total_releases,other_property_offenses_hispanic_total_releases,other_property_offenses_other_or_unknown_total_releases,other_property_offenses_white_total_releases,other_unknown_black_total_releases,other_unknown_hispanic_total_releases,other_unknown_other_or_unknown_total_releases,other_unknown_white_total_releases,other_violent_offenses_black_total_releases,other_violent_offenses_hispanic_total_releases,other_violent_offenses_other_or_unknown_total_releases,other_violent_offenses_white_total_releases,public_order_black_total_releases,public_order_hispanic_total_releases,public_order_other_or_unknown_total_releases,public_order_white_total_releases,rape_or_sexual_assault_black_total_releases,rape_or_sexual_assault_hispanic_total_releases,rape_or_sexual_assault_other_or_unknown_total_releases,rape_or_sexual_assault_white_total_releases,robbery_black_total_releases,robbery_hispanic_total_releases,robbery_other_or_unknown_total_releases,robbery_white_total_releases,theft_black_total_releases,theft_hispanic_total_releases,theft_other_or_unknown_total_releases,theft_white_total_releases,aggravated_or_simple_assault_black_female_releases,aggravated_or_simple_assault_black_male_releases,aggravated_or_simple_assault_hispanic_female_releases,aggravated_or_simple_assault_hispanic_male_releases,aggravated_or_simple_assault_other_or_unknown_female_releases,aggravated_or_simple_assault_other_or_unknown_male_releases,aggravated_or_simple_assault_white_female_releases,aggravated_or_simple_assault_white_male_releases,burglary_black_female_releases,burglary_black_male_releases,burglary_hispanic_female_releases,burglary_hispanic_male_releases,burglary_other_or_unknown_female_releases,burglary_other_or_unknown_male_releases,burglary_white_female_releases,burglary_white_male_releases,drugs_black_female_releases,drugs_black_male_releases,drugs_hispanic_female_releases,drugs_hispanic_male_releases,drugs_other_or_unknown_female_releases,drugs_other_or_unknown_male_releases,drugs_white_female_releases,drugs_white_male_releases,fraud_black_female_releases,fraud_black_male_releases,fraud_hispanic_female_releases,fraud_hispanic_male_releases,fraud_other_or_unknown_female_releases,fraud_other_or_unknown_male_releases,fraud_white_female_releases,fraud_white_male_releases,motor_vehicle_theft_black_female_releases,motor_vehicle_theft_black_male_releases,motor_vehicle_theft_hispanic_female_releases,motor_vehicle_theft_hispanic_male_releases,motor_vehicle_theft_other_or_unknown_female_releases,motor_vehicle_theft_other_or_unknown_male_releases,motor_vehicle_theft_white_female_releases,motor_vehicle_theft_white_male_releases,murder_black_female_releases,murder_black_male_releases,murder_hispanic_female_releases,murder_hispanic_male_releases,murder_other_or_unknown_female_releases,murder_other_or_unknown_male_releases,murder_white_female_releases,murder_white_male_releases,negligent_manslaughter_black_female_releases,negligent_manslaughter_black_male_releases,negligent_manslaughter_hispanic_female_releases,negligent_manslaughter_hispanic_male_releases,negligent_manslaughter_other_or_unknown_female_releases,negligent_manslaughter_other_or_unknown_male_releases,negligent_manslaughter_white_female_releases,negligent_manslaughter_white_male_releases,other_property_offenses_black_female_releases,other_property_offenses_black_male_releases,other_property_offenses_hispanic_female_releases,other_property_offenses_hispanic_male_releases,other_property_offenses_other_or_unknown_female_releases,other_property_offenses_other_or_unknown_male_releases,other_property_offenses_white_female_releases,other_property_offenses_white_male_releases,other_unknown_black_female_releases,other_unknown_black_male_releases,other_unknown_hispanic_female_releases,other_unknown_hispanic_male_releases,other_unknown_other_or_unknown_female_releases,other_unknown_other_or_unknown_male_releases,other_unknown_white_female_releases,other_unknown_white_male_releases,other_violent_offenses_black_female_releases,other_violent_offenses_black_male_releases,other_violent_offenses_hispanic_female_releases,other_violent_offenses_hispanic_male_releases,other_violent_offenses_other_or_unknown_female_releases,other_violent_offenses_other_or_unknown_male_releases,other_violent_offenses_white_female_releases,other_violent_offenses_white_male_releases,public_order_black_female_releases,public_order_black_male_releases,public_order_hispanic_female_releases,public_order_hispanic_male_releases,public_order_other_or_unknown_female_releases,public_order_other_or_unknown_male_releases,public_order_white_female_releases,public_order_white_male_releases,rape_or_sexual_assault_black_female_releases,rape_or_sexual_assault_black_male_releases,rape_or_sexual_assault_hispanic_female_releases,rape_or_sexual_assault_hispanic_male_releases,rape_or_sexual_assault_other_or_unknown_female_releases,rape_or_sexual_assault_other_or_unknown_male_releases,rape_or_sexual_assault_white_female_releases,rape_or_sexual_assault_white_male_releases,robbery_black_female_releases,robbery_black_male_releases,robbery_hispanic_female_releases,robbery_hispanic_male_releases,robbery_other_or_unknown_female_releases,robbery_other_or_unknown_male_releases,robbery_white_female_releases,robbery_white_male_releases,theft_black_female_releases,theft_black_male_releases,theft_hispanic_female_releases,theft_hispanic_male_releases,theft_other_or_unknown_female_releases,theft_other_or_unknown_male_releases,theft_white_female_releases,theft_white_male_releases
1991,North Dakota,460,29,85,72,38,11,7,5,14,2,17,52,42,20,66,2,27,2,83,8,64,7,31,NA,11,1,6,NA,5,NA,14,1,1,NA,17,2,50,NA,42,2,18,5,61,NA,NA,12,17,3,1,29,52,NA,4,8,60,1,NA,2,35,NA,NA,5,6,2,NA,3,2,NA,NA,1,4,1,NA,2,11,NA,NA,NA,2,NA,NA,6,11,2,NA,16,34,NA,NA,9,33,2,NA,7,11,1,1,15,49,NA,NA,NA,NA,NA,12,2,15,NA,3,NA,1,1,28,1,51,NA,NA,2,2,1,7,5,55,NA,1,NA,NA,1,1,6,29,NA,NA,NA,NA,NA,5,NA,6,NA,2,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,1,NA,4,NA,1,NA,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,6,NA,11,NA,2,NA,NA,NA,16,2,32,NA,NA,NA,NA,NA,9,NA,33,NA,2,NA,NA,NA,7,2,9,NA,1,NA,1,1,14,4,45
1992,North Dakota,451,25,89,56,56,5,9,4,26,1,22,45,38,16,59,2,23,4,85,6,50,12,44,NA,5,2,7,1,3,4,22,NA,1,NA,22,3,42,NA,38,2,14,6,53,NA,3,13,9,1,NA,22,66,NA,3,6,47,NA,NA,10,46,NA,NA,1,4,NA,1,1,7,NA,NA,1,3,1,1,6,18,NA,NA,NA,1,NA,2,6,14,1,NA,10,34,1,NA,12,25,NA,NA,5,11,5,1,17,36,NA,NA,NA,3,2,11,NA,9,NA,1,NA,NA,3,19,1,65,NA,NA,NA,3,2,4,4,43,NA,NA,NA,NA,3,7,9,37,NA,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,1,NA,NA,7,NA,NA,NA,NA,1,NA,NA,3,NA,1,1,NA,NA,6,3,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,6,NA,14,1,NA,NA,NA,NA,10,2,32,NA,1,NA,NA,NA,12,NA,25,NA,NA,NA,NA,NA,5,2,9,NA,5,NA,1,NA,17,6,30
1993,North Dakota,457,27,91,50,41,14,9,6,13,3,36,63,37,15,52,2,25,NA,91,5,45,9,32,NA,14,2,7,1,5,NA,13,NA,3,NA,36,2,61,NA,37,1,14,5,47,NA,NA,16,11,2,1,29,59,NA,3,9,38,2,3,3,33,NA,2,6,6,2,NA,3,4,NA,NA,3,3,NA,NA,1,12,NA,NA,1,2,1,2,9,24,NA,2,22,39,NA,1,9,27,NA,1,2,12,2,1,10,39,NA,NA,NA,NA,2,14,NA,11,NA,2,NA,1,NA,29,NA,59,NA,NA,1,2,1,8,3,35,1,1,1,2,2,1,5,28,NA,NA,NA,2,NA,6,NA,6,NA,2,NA,NA,1,2,1,3,NA,NA,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,2,NA,9,NA,24,NA,NA,NA,2,2,20,NA,39,NA,NA,NA,1,NA,9,NA,27,NA,NA,NA,1,1,1,NA,12,NA,2,NA,1,2,8,3,36
1994,North Dakota,405,23,57,42,48,22,5,5,16,32,15,47,36,16,41,1,22,NA,57,5,37,5,43,1,21,NA,5,1,4,2,14,3,29,1,14,4,43,NA,36,3,13,7,34,NA,1,12,10,NA,2,15,40,1,3,4,34,1,1,2,44,NA,1,6,15,NA,NA,4,1,NA,NA,2,3,NA,NA,7,9,1,NA,9,22,NA,NA,7,8,1,NA,12,34,NA,2,10,24,2,1,2,11,NA,1,7,33,NA,NA,NA,1,1,11,NA,10,NA,NA,NA,2,NA,15,NA,40,NA,1,1,2,1,3,3,31,NA,1,NA,1,NA,2,5,39,NA,NA,NA,1,1,5,NA,15,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,7,2,7,NA,1,NA,NA,1,8,2,20,NA,NA,NA,NA,NA,7,1,7,NA,1,NA,NA,2,10,2,32,NA,NA,NA,2,NA,10,NA,24,NA,2,NA,1,NA,2,3,8,NA,NA,NA,1,4,3,3,30
1995,North Dakota,437,34,68,57,41,18,6,4,20,2,28,67,26,7,59,3,31,1,67,8,49,8,33,1,17,4,2,1,3,NA,20,1,1,2,26,4,63,NA,26,NA,7,7,52,1,2,16,15,NA,2,9,57,3,5,8,41,2,1,2,36,NA,NA,6,12,NA,NA,4,2,NA,NA,1,3,1,3,5,11,NA,NA,1,1,2,3,8,15,NA,3,16,48,2,NA,7,17,2,NA,1,4,2,NA,13,44,1,NA,NA,2,2,14,NA,15,NA,NA,NA,2,NA,9,1,56,1,2,NA,5,3,5,4,37,NA,2,NA,1,NA,2,8,28,NA,NA,NA,NA,1,5,NA,12,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,1,NA,NA,3,NA,1,NA,3,NA,5,NA,11,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,3,2,6,NA,15,NA,NA,NA,3,1,15,3,45,NA,2,NA,NA,NA,7,NA,17,NA,2,NA,NA,NA,1,NA,4,NA,2,NA,NA,1,12,6,38
1996,North Dakota,503,33,73,71,54,17,6,3,15,2,31,79,28,23,68,5,28,1,72,7,64,5,49,NA,17,NA,6,NA,3,NA,15,NA,2,NA,31,5,74,NA,28,3,20,12,56,1,NA,15,17,NA,1,17,55,1,6,12,52,NA,3,8,43,NA,NA,7,10,1,NA,3,2,NA,NA,1,2,NA,NA,2,13,NA,NA,NA,2,2,1,9,19,NA,1,26,52,1,1,8,18,NA,NA,8,15,3,1,12,52,NA,1,NA,NA,5,10,NA,17,NA,NA,NA,1,NA,17,1,54,NA,1,1,5,1,11,5,47,NA,NA,NA,3,NA,8,5,38,NA,NA,NA,NA,NA,7,NA,10,NA,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,9,NA,19,NA,NA,NA,1,2,24,3,49,NA,1,NA,1,NA,8,NA,18,NA,NA,NA,NA,2,6,1,14,NA,3,NA,1,1,11,11,41
1997,North Dakota,521,41,74,91,51,22,7,1,17,1,38,61,30,14,73,2,39,1,73,10,81,11,40,1,21,1,6,1,NA,1,16,NA,1,4,34,7,54,1,29,NA,14,9,64,1,5,15,20,1,2,24,47,2,13,10,66,2,2,7,40,NA,1,10,11,NA,NA,4,3,NA,NA,NA,1,NA,2,6,9,NA,NA,NA,1,1,4,14,19,1,1,17,42,3,NA,7,20,1,NA,2,11,3,2,9,59,NA,1,NA,5,1,14,1,19,NA,1,NA,2,NA,24,1,46,NA,2,1,12,1,9,8,58,NA,2,NA,2,3,4,8,32,NA,NA,NA,1,NA,10,1,10,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,6,1,8,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,1,13,3,16,NA,1,NA,1,3,14,4,38,NA,3,NA,NA,NA,7,1,19,NA,1,NA,NA,NA,2,NA,11,NA,3,NA,2,2,7,7,52
1998,North Dakota,653,39,87,125,52,22,6,8,30,3,42,93,44,13,89,5,34,5,82,21,104,9,43,NA,22,2,4,2,6,1,29,NA,3,1,41,2,91,1,43,NA,13,21,68,1,3,19,16,2,4,25,56,1,11,15,98,5,1,5,41,NA,4,13,5,NA,NA,1,5,NA,NA,2,6,1,NA,9,20,1,1,NA,1,2,NA,17,23,NA,4,22,67,3,1,4,36,1,1,3,8,4,1,24,60,NA,1,NA,3,1,18,4,12,NA,2,NA,4,3,22,2,54,1,NA,1,10,5,10,14,84,2,3,1,NA,1,4,5,36,NA,NA,NA,4,NA,13,NA,5,NA,NA,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,2,2,4,NA,1,NA,NA,NA,9,1,19,NA,1,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,17,1,22,NA,NA,NA,4,1,21,1,66,NA,3,NA,1,NA,4,1,35,NA,1,NA,1,NA,3,NA,8,1,3,1,NA,6,18,13,47
1999,North Dakota,682,44,80,169,47,28,5,8,16,2,38,93,34,19,99,5,39,1,79,24,145,15,32,NA,28,NA,5,NA,8,NA,16,NA,2,2,36,3,90,NA,34,NA,19,19,80,2,1,13,28,1,NA,22,57,2,18,22,127,2,1,7,37,NA,NA,16,12,NA,NA,1,4,NA,NA,3,5,NA,NA,4,12,2,NA,NA,NA,NA,3,9,26,2,3,23,65,NA,1,6,27,NA,1,5,13,1,1,13,84,NA,2,NA,1,NA,13,5,23,NA,1,NA,NA,NA,22,1,56,NA,2,1,17,5,17,18,109,1,1,1,NA,3,4,10,27,NA,NA,NA,NA,NA,16,NA,12,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,4,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,2,24,NA,2,NA,3,NA,23,3,62,NA,NA,NA,1,NA,6,NA,27,NA,NA,NA,1,NA,5,NA,13,NA,1,NA,1,2,11,17,67
2002,North Dakota,788,48,80,260,35,26,4,8,38,3,62,107,30,14,73,1,47,3,77,62,198,10,25,1,25,1,3,2,6,2,36,NA,3,10,52,8,99,NA,30,3,11,13,60,2,2,14,30,2,2,17,59,11,19,29,201,1,2,5,27,2,1,10,13,NA,NA,NA,4,NA,NA,3,5,1,NA,7,30,NA,NA,NA,3,4,4,21,33,3,5,24,75,1,2,6,21,1,NA,9,4,1,3,11,58,NA,2,NA,2,NA,14,1,29,NA,2,NA,2,NA,17,3,56,NA,11,2,17,10,19,50,151,NA,1,1,1,1,4,8,19,NA,2,NA,1,1,9,NA,13,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,1,4,NA,1,NA,NA,1,6,1,29,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,4,4,17,4,29,NA,3,NA,5,4,20,4,71,NA,1,NA,2,NA,6,NA,21,NA,1,NA,NA,3,6,NA,4,NA,1,NA,3,3,8,10,48
