state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Massachusetts,2016,5434401,4431861,6811885,3502155,3309730,2832580,2601821,2256817,2175044,0,0,0,1,1,2,282,1543,1825,2,7,9,0,0,0,0,0,0,0,0,0,30,195,225,0,0,0,336,1748,2084,21,2,23
Massachusetts,2015,5408795,4442078,6794422,3495022,3299400,2820079,2588716,2265580,2176498,0,0,0,0,2,2,310,1685,1995,1,7,8,0,0,0,0,0,0,0,0,0,29,182,211,0,0,0,358,1881,2239,18,5,23
Massachusetts,2014,5358636,4414911,6745408,3475455,3269953,2797049,2561587,2254574,2160337,0,0,0,0,4,4,356,1912,2268,3,31,34,0,0,0,0,0,0,0,0,0,37,187,224,0,0,0,430,2135,2565,34,1,35
Massachusetts,2013,5302868,4387385,6692824,3450931,3241893,2773624,2529244,2242472,2144913,0,0,0,0,4,4,364,1926,2290,3,38,41,0,0,0,0,0,0,0,0,0,46,190,236,0,0,0,428,2160,2588,15,2,17
Massachusetts,2012,5244629,4365828,6646144,3432425,3213719,2742352,2502277,2230394,2135434,0,0,0,1,3,4,309,2076,2385,0,0,0,0,0,0,0,0,0,0,0,0,32,218,250,0,0,0,367,2386,2753,25,89,114
Massachusetts,2011,5184434,4322687,6587536,3399434,3188102,2713581,2470853,2210441,2112246,0,0,0,1,3,4,400,2104,2504,0,0,0,0,0,0,0,0,0,0,0,0,39,313,352,0,0,0,476,2537,3013,36,117,153
Massachusetts,2010,5140479,4293097,6557254,3382855,3174399,2691128,2449351,2194096,2099001,0,0,0,0,4,4,337,2091,2428,0,0,0,0,0,0,0,0,0,0,0,0,28,350,378,0,0,0,370,2559,2929,NA,114,NA
Massachusetts,2009,5160833,4329133,6593587,3389013,3204574,2690148,2470685,2196985,2132148,NA,NA,NA,1,5,6,299,2114,2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,348,376,NA,NA,NA,330,2518,2848,2,51,53
Massachusetts,2008,5063215,4260268,6497967,3345765,3152202,2645999,2417216,2168468,2091800,NA,NA,NA,3,3,6,326,2352,2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,265,310,NA,NA,NA,378,2641,3019,4,21,25
Massachusetts,2007,5015072,4204948,6449755,3323709,3126046,2626877,2388195,2143813,2061135,NA,NA,NA,1,3,4,250,2174,2424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,206,246,NA,NA,NA,297,2407,2704,6,24,30
