state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Nevada,2016,2263515,1854007,2940058,1465763,1474295,1135874,1127641,917361,936646,0,0,0,0,0,0,407,1767,2174,0,0,0,0,0,0,2,247,249,0,0,0,118,917,1035,815,4963,5778,0,0,0,3,11,14,284,1978,2262
Nevada,2015,2222444,1832192,2890845,1444333,1446512,1115681,1106763,908650,923542,0,0,0,453,1865,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,880,1012,797,5041,5838,0,0,0,1,18,19,205,1883,2088
Nevada,2014,2178270,1808139,2839099,1412129,1426970,1090245,1088025,894159,913980,0,0,0,453,1865,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,880,1012,797,5041,5838,0,0,0,1,18,19,205,1883,2088
Nevada,2013,2128078,1779573,2790136,1386739,1403397,1061849,1066229,876220,903353,0,0,0,458,2094,2552,0,0,0,0,0,0,0,0,0,3,317,320,0,0,0,96,858,954,704,4919,5623,0,0,0,1,17,18,146,1530,1676
Nevada,2012,2094967,1767071,2758931,1364397,1394534,1044829,1050138,870942,896129,0,0,0,458,2094,2552,0,0,0,0,0,0,0,0,0,3,317,320,0,0,0,96,858,954,704,4919,5623,0,0,0,1,17,18,146,1530,1676
Nevada,2011,2061265,1749253,2723322,1350327,1372995,1026038,1035227,860504,888749,0,0,0,487,2228,2715,0,0,0,0,0,0,0,0,0,3,337,340,0,0,0,102,913,1015,749,5161,5910,0,0,0,1,18,19,155,1628,1783
Nevada,2010,2040158,1737976,2704642,1339050,1365592,1014562,1025596,855511,882465,0,0,0,452,2259,2711,0,0,0,0,0,0,0,233,233,1,43,44,0,0,0,135,890,1025,788,5248,6036,0,0,0,5,19,24,194,1763,1957
Nevada,2009,1958e3,1675415,2643085,1296766,1346319,965305,992695,813713,861702,0,0,0,390,1915,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,968,1126,779,5188,5967,0,0,0,1,15,16,229,2252,2481
Nevada,2008,1932187,1658662,2600167,1275824,1324343,952478,979709,807516,851146,0,0,0,373,1490,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,899,1023,705,4573,5278,0,0,0,2,12,14,206,2134,2340
Nevada,2007,1899964,1638008,2565382,1263874,1301508,937272,962692,796463,841545,0,0,0,294,1683,1977,0,0,0,1,8,9,2,35,37,0,0,0,0,0,0,139,1017,1156,474,4730,5204,1,288,289,1,23,24,35,1675,1710
Nevada,2006,1861104,1605447,2495529,1222992,1272537,914346,946758,780308,825139,0,0,0,282,1613,1895,0,0,0,1,8,9,2,34,36,0,0,0,0,0,0,133,974,1107,454,4532,4986,1,276,277,1,22,23,34,1605,1639
Nevada,2005,1759522,1512730,2376017,1178560,1197457,875281,884241,742290,770440,0,0,0,0,0,0,108,783,891,3,21,24,0,0,0,0,0,0,0,0,0,305,1751,2056,621,4858,5479,1,622,623,5,21,26,197,1630,1827
Nevada,2004,1700427,1465063,2301197,1136138,1165059,843535,856892,717959,747104,0,0,0,0,0,0,88,720,808,0,4,4,0,0,0,2,355,357,0,7,7,208,1438,1646,519,4557,5076,2,355,357,3,21,24,214,1626,1840
Nevada,2003,1630262,1402849,2207574,1094028,1113546,810407,819855,689119,713730,0,0,0,0,0,0,326,2233,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,4239,4800,0,0,0,0,0,0,235,1650,1885
Nevada,2002,1571877,1354731,2139794,1055004,1084790,779880,791997,664252,690479,0,0,0,0,0,0,326,2233,2559,0,0,0,0,0,0,7,257,264,0,1,1,0,0,0,569,4165,4734,0,0,0,0,0,0,235,1650,1885
Nevada,2001,1514832,1301739,2072391,1027191,1045200,753075,761757,637356,664383,0,0,0,0,0,0,371,2183,2554,0,0,0,0,0,0,4,254,258,0,2,2,0,0,0,543,3937,4480,0,0,0,0,0,0,168,1470,1638
Nevada,2000,1448097,1251824,1950488,990509,959979,738015,710082,627693,624131,0,0,0,0,0,0,349,2242,2591,0,0,0,0,0,0,3,295,298,0,2,2,0,0,0,504,3870,4374,0,0,0,0,0,0,151,1307,1458
Nevada,1999,1393375.5,1205128.6,1875034.8,950116.3,924918.5,708525.1,684850.4,602929.8,602198.8,NA,NA,NA,NA,NA,NA,363,2307,2670,NA,NA,NA,0,0,0,6,297,303,0,0,0,NA,NA,NA,517,4019,4536,NA,NA,NA,0,0,0,146,1379,1525
Nevada,1998,1338654,1158433.2,1799581.6,909723.6,889858,679035.2,659618.8,578166.6,580266.6,NA,NA,NA,NA,NA,NA,289,1966,2255,NA,NA,NA,0,0,0,19,328,347,0,2,2,NA,NA,NA,471,3675,4146,NA,NA,NA,0,0,0,162,1353,1515
Nevada,1997,1283932.5,1111737.8,1724128.4,869330.9,854797.5,649545.3,634387.2,553403.4,558334.4,NA,NA,NA,NA,NA,NA,209,1634,1843,NA,NA,NA,0,0,0,24,520,544,0,0,0,NA,NA,NA,381,3453,3834,NA,NA,NA,0,0,0,146,1249,1395
Nevada,1996,1229211,1065042.4,1648675.2,828938.2,819737,620055.4,609155.6,528640.2,536402.2,NA,NA,NA,NA,NA,NA,156,1296,1452,NA,NA,NA,0,0,0,33,484,517,0,1,1,NA,NA,NA,369,3177,3546,NA,NA,NA,0,0,0,173,1333,1506
Nevada,1995,1174489.5,1018347,1573222,788545.5,784676.5,590565.5,583924,503877,514470,NA,NA,NA,NA,NA,NA,148,1367,1515,NA,NA,NA,0,0,0,1,20,21,1,1,2,NA,NA,NA,341,2859,3200,NA,NA,NA,0,0,0,172,1377,1549
Nevada,1994,1119768,971651.6,1497768.8,748152.8,749616,561075.6,558692.4,479113.8,492537.8,NA,NA,NA,NA,NA,NA,147,1388,1535,NA,NA,NA,0,0,0,1,15,16,0,1,1,NA,NA,NA,288,2558,2846,NA,NA,NA,0,0,0,125,1090,1215
Nevada,1993,1065046.5,924956.2,1422315.6,707760.1,714555.5,531585.7,533460.8,454350.6,470605.6,NA,NA,NA,NA,NA,NA,222,1426,1648,NA,NA,NA,0,0,0,0,6,6,0,3,3,NA,NA,NA,400,2713,3113,0,0,0,0,0,0,160,1213,1373
Nevada,1992,1010325,878260.8,1346862.4,667367.4,679495,502095.8,508229.2,429587.4,448673.4,NA,NA,NA,NA,NA,NA,195,1409,1604,NA,NA,NA,0,0,0,1,5,6,0,3,3,NA,NA,NA,345,2659,3004,0,3,3,0,0,0,143,1175,1318
Nevada,1991,955603.5,831565.4,1271409.2,626974.7,644434.5,472605.9,482997.6,404824.2,426741.2,NA,NA,NA,NA,NA,NA,162,1407,1569,NA,NA,NA,0,0,0,0,8,8,0,3,3,NA,NA,NA,293,2689,2982,0,0,0,0,0,0,131,1211,1342
