state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,2863,1190,1673,2519,1023,1496,2016,811,1205,38495,20991,17504,30237,16059,14178,26445,13705,12740,200630,105609,95021,148834,79754,69080,128094,67764,60330,86907,42529,44378,55171,26545,28626,51677,24544,27133,26489,16102,10387,15911,10519,5392,14889,10090,4799,596681,307050,289631,495179,257739,237440,369963,188552,181411,0,1,1,1,7,8,186,3536,3722,13,273,286,0,0,0,338,2227,2565
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,2446,1694,752,1834,1267,567,1407,1037,370,37043,19396,17647,28720,14961,13759,25052,12957,12095,201228,107503,93725,151514,82850,68664,130396,70504,59892,85152,42517,42635,54627,27342,27285,52561,25924,26637,25065,13623,11442,12324,6614,5710,11524,6218,5306,595e3,305961,289039,492559,256211,236348,372901,190366,182535,0,0,0,1,6,7,160,3534,3694,11,270,281,0,0,0,365,2305,2670
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,3623,1340,2283,3192,1108,2084,2293,868,1425,36433,19502,16931,28230,14529,13701,25284,12617,12667,200072,105530,94542,149262,80747,68515,129922,68803,61119,82970,38538,44432,53230,25279,27951,50668,24503,26165,18352,10290,8062,7698,4433,3265,7463,4355,3108,594164,305881,288283,489764,255361,234403,375363,191449,183914,0,0,0,2,7,9,166,3613,3779,11,268,279,0,0,0,415,2472,2887
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,3145,1978,1167,2318,1370,948,1755,1087,668,34168,18190,15978,26799,14388,12411,24199,13362,10837,194442,102639,91803,144789,78730,66059,127456,67957,59499,81066,38816,42250,51950,25226,26724,49946,24249,25697,20694,10573,10121,8829,4627,4202,8247,4198,4049,592234,304468,287766,487335,253823,233512,376588,192682,183906,0,0,0,1,6,7,196,3729,3925,12,276,288,0,0,0,390,2391,2781
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,2218,852,1366,1618,665,953,1487,561,926,30122,17034,13088,23493,12926,10567,20951,11450,9501,190675,100526,90149,141626,76635,64991,124416,67068,57348,78597,34328,44269,49717,21845,27872,46989,20008,26981,25426,13804,11622,11890,6951,4939,10956,6504,4452,590054,304637,285417,483774,252021,231753,376672,192850,183822,0,0,0,1,6,7,186,3660,3846,11,267,278,0,0,0,368,2410,2778
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,2352,756,1596,1895,602,1293,1577,540,1037,29798,15307,14491,22815,11733,11082,19699,10283,9416,190276,99933,90343,140317,75494,64823,124516,66151,58365,76189,37437,38752,48185,22513,25672,45093,20582,24511,18657,10357,8300,7729,4897,2832,7122,4617,2505,589863,303881,285982,481666,251059,230607,379586,194783,184803,0,1,1,2,7,9,187,3653,3840,6,269,275,0,0,0,342,2272,2614
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,2419,926,1493,2419,926,1493,2346,890,1456,27202,13975,13227,21373,11155,10218,19397,9987,9410,189587,101668,87919,135252,73094,62158,120614,64908,55706,73868,36036,37832,46508,23016,23492,44831,21822,23009,18442,8036,10406,9337,4092,5245,8142,3256,4886,588251,303401,284850,479185,249681,229504,378237,192539,185698,0,1,1,3,3,6,162,3600,3762,13,268,281,0,0,0,269,2056,2325
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,2011,943,1068,1791,903,888,1694,861,833,27500,13791,13709,20536,10656,9880,19116,9783,9333,179049,95227,83822,131401,71368,60033,117081,63381,53700,63355,28763,34592,38351,17816,20535,35967,16105,19862,15843,9182,6661,7114,4511,2603,6311,3824,2487,597364,307948,289416,479103,250161,228942,379578,194614,184964,0,1,1,3,6,9,206,3779,3985,13,297,310,NA,NA,NA,269,2197,2466
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,2755,1137,1618,2595,1137,1458,2017,793,1224,24285,12618,11667,17397,9207,8190,16138,8571,7567,175526,92718,82808,124772,67627,57145,112030,60910,51120,62506,30128,32378,37220,17011,20209,35401,15750,19651,16378,7049,9329,7930,4076,3854,7209,3746,3463,591642,306784,284858,475819,250990,224829,380931,196751,184180,0,0,0,2,7,9,248,4061,4309,19,327,346,NA,NA,NA,286,2106,2392
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,1425,509,916,1235,421,814,713,303,410,25836,13392,12444,19884,10922,8962,17898,9523,8375,171731,91057,80674,126726,68378,58348,112633,59722,52911,50559,25092,25467,32204,15358,16846,30449,14335,16114,18029,7933,10096,6518,3367,3151,6366,3241,3125,597184,307890,289294,476435,247595,228840,385655,196249,189406,0,3,3,2,7,9,254,4080,4334,25,365,390,0,0,0,294,2226,2520
