state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Florida,2016,16469863,12643937,20612439,10539818,10072621,8519783,7950080,6407821,6236116,NA,NA,NA,7554,93701,101255,NA,NA,NA
Florida,2015,16169195,12477531,20271272,10382856,9888416,8367041,7802154,6331651,6145880,NA,NA,NA,7722,97629,105351,NA,NA,NA
Florida,2014,15841290,12295546,19893297,10168487,9724810,8192489,7648801,6233737,6061809,NA,NA,NA,8170,101021,109191,NA,NA,NA
Florida,2013,15527750,12147079,19552860,9989240,9563620,8029986,7497764,6158702,5988377,NA,NA,NA,9212,105783,114995,NA,NA,NA
Florida,2012,15319646,12075844,19317568,9872388,9445180,7914287,7405359,6120609,5955235,NA,NA,NA,9498,104376,113874,NA,NA,NA
Florida,2011,15064805,11920860,19057542,9734516,9323026,7787443,7277362,6039605,5881255,NA,NA,NA,9473,103295,112768,NA,NA,NA
Florida,2010,14844082,11770156,18843326,9632568,9210758,7681e3,7163082,5971996,5798160,NA,NA,NA,7816,97998,105814,NA,NA,NA
Florida,2009,14481613,11469445,18537969,9428709,9109260,7448300,7033313,5751115,5718330,NA,NA,NA,7761,98672,106433,NA,NA,NA
Florida,2008,14319373,11338333,18328340,9331646,8996694,7374758,6944615,5697257,5641076,NA,NA,NA,7480,95145,102625,NA,NA,NA
Florida,2007,14226790,1131e4,18251243,9286018,8965225,7325100,6901690,5680476,5629524,5499,67057,72556,6685,88556,95241,NA,NA,NA
Florida,2006,14078580,11225111,18089889,9215642,8874247,7265570,6813010,5641206,5583905,5437,64034,69471,6678,85111,91789,NA,NA,NA
Florida,2005,13332515,10626339,17363653,8878880,8484773,6921363,6411152,5405674,5220665,4890,61751,66641,6018,82138,88156,NA,NA,NA
Florida,2004,13008222,10350413,16957665,8716875,8240790,6778774,6229448,5290302,5060111,4295,58835,63130,5628,79057,84685,NA,NA,NA
Florida,2003,12737441,10120019,16667245,8581299,8085946,6643544,6093897,5180173,4939846,3870,56130,6e4,5093,75849,80942,NA,NA,NA
Florida,2002,12453721,9883800,16342243,8411951,7930292,6517175,5936546,5070279,4813521,3982,54414,58396,4953,73852,78805,NA,NA,NA
Florida,2001,12196801,9615245,16017780,8247388,7770392,6400800,5796001,4939562,4675683,3493,53114,56607,4375,72143,76518,NA,NA,NA
Florida,2000,11994570,9397345,15587105,8020973,7566132,6267199,5727371,4805192,4592153,3199,52902,56101,4009,71833,75842,4329,78697,83026
Florida,1999,11800885.1,9242397.2,15320684.8,7886769.4,7433915.4,6168487.4,5632397.7,4724993.5,4517403.7,2925,51327,54252,3702,69623,73325,4011,76480,80491
Florida,1998,11607200.2,9087449.4,15054264.6,7752565.8,7301698.8,6069775.8,5537424.4,4644795,4442654.4,NA,NA,52407,NA,NA,70785,NA,NA,77370
Florida,1997,11413515.3,8932501.6,14787844.4,7618362.2,7169482.2,5971064.2,5442451.1,4564596.5,4367905.1,NA,NA,52865,NA,NA,71276,NA,NA,77425
Florida,1996,11219830.4,8777553.8,14521424.2,7484158.6,7037265.6,5872352.6,5347477.8,4484398,4293155.8,NA,NA,62065,NA,NA,68582,NA,NA,71449
Florida,1995,11026145.5,8622606,14255004,7349955,6905049,5773641,5252504.5,4404199.5,4218406.5,NA,NA,50801,NA,NA,NA,NA,NA,68996
Florida,1994,10832460.6,8467658.2,13988583.8,7215751.4,6772832.4,5674929.4,5157531.2,4324001,4143657.2,NA,NA,43536,NA,NA,57364,NA,NA,NA
Florida,1993,10638775.7,8312710.4,13722163.6,7081547.8,6640615.8,5576217.8,5062557.9,4243802.5,4068907.9,NA,NA,41030,NA,NA,53501,NA,NA,54041
Florida,1992,10445090.8,8157762.6,13455743.4,6947344.2,6508399.2,5477506.2,4967584.6,4163604,3994158.6,NA,NA,37887,NA,NA,55100,NA,NA,49939
Florida,1991,10251405.9,8002814.8,13189323.2,6813140.6,6376182.6,5378794.6,4872611.3,4083405.5,3919409.3,NA,NA,36470,NA,NA,47572,NA,NA,53652
Florida,1990,10057721,7847867,12922903,6678937,6243966,5280083,4777638,4003207,3844660,NA,NA,34826,NA,NA,45237,NA,NA,50645
Florida,1989,9789654.9,7644042.3,12607470.7,6520065.3,6087405.4,5144216.7,4645438.2,3905668.3,3738374,NA,NA,31309,NA,NA,44839,NA,NA,45293
Florida,1988,9521588.8,7440217.6,12292038.4,6361193.6,5930844.8,5008350.4,4513238.4,3808129.6,3632088,NA,NA,27418,NA,NA,35618,NA,NA,38894
Florida,1987,9253522.7,7236392.9,11976606.1,6202321.9,5774284.2,4872484.1,4381038.6,3710590.9,3525802,NA,NA,25700,NA,NA,33140,NA,NA,36363
Florida,1986,8985456.6,7032568.2,11661173.8,6043450.2,5617723.6,4736617.8,4248838.8,3613052.2,3419516,NA,NA,25561,NA,NA,32290,NA,NA,35982
Florida,1985,8717390.5,6828743.5,11345741.5,5884578.5,5461163,4600751.5,4116639,3515513.5,3313230,NA,NA,33824,NA,NA,29022,NA,NA,29022
Florida,1984,8449324.4,6624918.8,11030309.2,5725706.8,5304602.4,4464885.2,3984439.2,3417974.8,3206944,NA,NA,20999,NA,NA,28827,NA,NA,29452
Florida,1983,8181258.3,6421094.1,10714876.9,5566835.1,5148041.8,4329018.9,3852239.4,3320436.1,3100658,NA,NA,20575,NA,NA,28177,NA,NA,28729
