year,state,total_releases,aggravated_or_simple_assault_total_releases,burglary_total_releases,drugs_total_releases,fraud_total_releases,motor_vehicle_theft_total_releases,murder_total_releases,negligent_manslaughter_total_releases,other_property_offenses_total_releases,other_unknown_total_releases,other_violent_offenses_total_releases,public_order_total_releases,rape_or_sexual_assault_total_releases,robbery_total_releases,theft_total_releases,aggravated_or_simple_assault_female_total_releases,aggravated_or_simple_assault_male_total_releases,burglary_female_total_releases,burglary_male_total_releases,drugs_female_total_releases,drugs_male_total_releases,fraud_female_total_releases,fraud_male_total_releases,motor_vehicle_theft_female_total_releases,motor_vehicle_theft_male_total_releases,murder_female_total_releases,murder_male_total_releases,negligent_manslaughter_female_total_releases,negligent_manslaughter_male_total_releases,other_property_offenses_female_total_releases,other_property_offenses_male_total_releases,other_unknown_female_total_releases,other_unknown_male_total_releases,other_violent_offenses_female_total_releases,other_violent_offenses_male_total_releases,public_order_female_total_releases,public_order_male_total_releases,rape_or_sexual_assault_female_total_releases,rape_or_sexual_assault_male_total_releases,robbery_female_total_releases,robbery_male_total_releases,theft_female_total_releases,theft_male_total_releases,aggravated_or_simple_assault_black_total_releases,aggravated_or_simple_assault_hispanic_total_releases,aggravated_or_simple_assault_other_or_unknown_total_releases,aggravated_or_simple_assault_white_total_releases,burglary_black_total_releases,burglary_hispanic_total_releases,burglary_other_or_unknown_total_releases,burglary_white_total_releases,drugs_black_total_releases,drugs_hispanic_total_releases,drugs_other_or_unknown_total_releases,drugs_white_total_releases,fraud_black_total_releases,fraud_hispanic_total_releases,fraud_other_or_unknown_total_releases,fraud_white_total_releases,motor_vehicle_theft_black_total_releases,motor_vehicle_theft_hispanic_total_releases,motor_vehicle_theft_other_or_unknown_total_releases,motor_vehicle_theft_white_total_releases,murder_black_total_releases,murder_hispanic_total_releases,murder_other_or_unknown_total_releases,murder_white_total_releases,negligent_manslaughter_black_total_releases,negligent_manslaughter_hispanic_total_releases,negligent_manslaughter_other_or_unknown_total_releases,negligent_manslaughter_white_total_releases,other_property_offenses_black_total_releases,other_property_offenses_hispanic_total_releases,other_property_offenses_other_or_unknown_total_releases,other_property_offenses_white_total_releases,other_unknown_black_total_releases,other_unknown_hispanic_total_releases,other_unknown_other_or_unknown_total_releases,other_unknown_white_total_releases,other_violent_offenses_black_total_releases,other_violent_offenses_hispanic_total_releases,other_violent_offenses_other_or_unknown_total_releases,other_violent_offenses_white_total_releases,public_order_black_total_releases,public_order_hispanic_total_releases,public_order_other_or_unknown_total_releases,public_order_white_total_releases,rape_or_sexual_assault_black_total_releases,rape_or_sexual_assault_hispanic_total_releases,rape_or_sexual_assault_other_or_unknown_total_releases,rape_or_sexual_assault_white_total_releases,robbery_black_total_releases,robbery_hispanic_total_releases,robbery_other_or_unknown_total_releases,robbery_white_total_releases,theft_black_total_releases,theft_hispanic_total_releases,theft_other_or_unknown_total_releases,theft_white_total_releases,aggravated_or_simple_assault_black_female_releases,aggravated_or_simple_assault_black_male_releases,aggravated_or_simple_assault_hispanic_female_releases,aggravated_or_simple_assault_hispanic_male_releases,aggravated_or_simple_assault_other_or_unknown_female_releases,aggravated_or_simple_assault_other_or_unknown_male_releases,aggravated_or_simple_assault_white_female_releases,aggravated_or_simple_assault_white_male_releases,burglary_black_female_releases,burglary_black_male_releases,burglary_hispanic_female_releases,burglary_hispanic_male_releases,burglary_other_or_unknown_female_releases,burglary_other_or_unknown_male_releases,burglary_white_female_releases,burglary_white_male_releases,drugs_black_female_releases,drugs_black_male_releases,drugs_hispanic_female_releases,drugs_hispanic_male_releases,drugs_other_or_unknown_female_releases,drugs_other_or_unknown_male_releases,drugs_white_female_releases,drugs_white_male_releases,fraud_black_female_releases,fraud_black_male_releases,fraud_hispanic_female_releases,fraud_hispanic_male_releases,fraud_other_or_unknown_female_releases,fraud_other_or_unknown_male_releases,fraud_white_female_releases,fraud_white_male_releases,motor_vehicle_theft_black_female_releases,motor_vehicle_theft_black_male_releases,motor_vehicle_theft_hispanic_female_releases,motor_vehicle_theft_hispanic_male_releases,motor_vehicle_theft_other_or_unknown_female_releases,motor_vehicle_theft_other_or_unknown_male_releases,motor_vehicle_theft_white_female_releases,motor_vehicle_theft_white_male_releases,murder_black_female_releases,murder_black_male_releases,murder_hispanic_female_releases,murder_hispanic_male_releases,murder_other_or_unknown_female_releases,murder_other_or_unknown_male_releases,murder_white_female_releases,murder_white_male_releases,negligent_manslaughter_black_female_releases,negligent_manslaughter_black_male_releases,negligent_manslaughter_hispanic_female_releases,negligent_manslaughter_hispanic_male_releases,negligent_manslaughter_other_or_unknown_female_releases,negligent_manslaughter_other_or_unknown_male_releases,negligent_manslaughter_white_female_releases,negligent_manslaughter_white_male_releases,other_property_offenses_black_female_releases,other_property_offenses_black_male_releases,other_property_offenses_hispanic_female_releases,other_property_offenses_hispanic_male_releases,other_property_offenses_other_or_unknown_female_releases,other_property_offenses_other_or_unknown_male_releases,other_property_offenses_white_female_releases,other_property_offenses_white_male_releases,other_unknown_black_female_releases,other_unknown_black_male_releases,other_unknown_hispanic_female_releases,other_unknown_hispanic_male_releases,other_unknown_other_or_unknown_female_releases,other_unknown_other_or_unknown_male_releases,other_unknown_white_female_releases,other_unknown_white_male_releases,other_violent_offenses_black_female_releases,other_violent_offenses_black_male_releases,other_violent_offenses_hispanic_female_releases,other_violent_offenses_hispanic_male_releases,other_violent_offenses_other_or_unknown_female_releases,other_violent_offenses_other_or_unknown_male_releases,other_violent_offenses_white_female_releases,other_violent_offenses_white_male_releases,public_order_black_female_releases,public_order_black_male_releases,public_order_hispanic_female_releases,public_order_hispanic_male_releases,public_order_other_or_unknown_female_releases,public_order_other_or_unknown_male_releases,public_order_white_female_releases,public_order_white_male_releases,rape_or_sexual_assault_black_female_releases,rape_or_sexual_assault_black_male_releases,rape_or_sexual_assault_hispanic_female_releases,rape_or_sexual_assault_hispanic_male_releases,rape_or_sexual_assault_other_or_unknown_female_releases,rape_or_sexual_assault_other_or_unknown_male_releases,rape_or_sexual_assault_white_female_releases,rape_or_sexual_assault_white_male_releases,robbery_black_female_releases,robbery_black_male_releases,robbery_hispanic_female_releases,robbery_hispanic_male_releases,robbery_other_or_unknown_female_releases,robbery_other_or_unknown_male_releases,robbery_white_female_releases,robbery_white_male_releases,theft_black_female_releases,theft_black_male_releases,theft_hispanic_female_releases,theft_hispanic_male_releases,theft_other_or_unknown_female_releases,theft_other_or_unknown_male_releases,theft_white_female_releases,theft_white_male_releases
1991,South Dakota,738,40,127,85,73,NA,5,10,20,5,3,172,59,13,126,3,37,2,125,14,71,22,51,NA,NA,1,4,4,6,1,19,NA,5,1,2,10,162,1,58,NA,13,15,111,1,NA,11,28,2,NA,46,79,2,NA,7,76,6,NA,16,51,NA,NA,NA,NA,NA,NA,1,4,1,NA,4,5,NA,NA,4,16,NA,NA,NA,5,NA,NA,NA,3,3,NA,49,120,6,NA,6,47,NA,NA,4,9,2,NA,21,103,NA,1,NA,NA,1,10,2,26,NA,2,NA,NA,1,45,1,78,NA,2,NA,NA,1,6,13,63,2,4,NA,NA,5,11,15,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,1,NA,NA,2,2,2,3,NA,NA,NA,NA,1,3,NA,16,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,3,46,7,113,NA,6,NA,NA,1,5,NA,47,NA,NA,NA,NA,NA,4,NA,9,NA,2,NA,NA,4,17,11,92
1992,South Dakota,749,51,110,77,72,NA,6,17,18,6,8,196,53,14,121,5,46,1,109,11,66,19,53,NA,NA,2,4,2,15,2,16,1,5,2,6,12,184,NA,53,2,12,13,108,1,NA,23,27,NA,NA,44,66,1,NA,6,70,3,NA,15,54,NA,NA,NA,NA,NA,NA,4,2,NA,NA,5,12,1,NA,3,14,1,NA,1,4,1,NA,3,4,2,NA,59,135,NA,NA,5,48,NA,NA,4,10,5,NA,24,92,NA,1,NA,NA,3,20,2,25,NA,NA,NA,NA,NA,44,1,65,NA,1,NA,NA,NA,6,11,59,NA,3,NA,NA,8,7,11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,2,3,NA,12,NA,1,NA,NA,NA,3,2,12,NA,1,NA,NA,NA,1,1,3,NA,1,NA,NA,2,1,NA,4,NA,2,NA,NA,5,54,7,128,NA,NA,NA,NA,NA,5,NA,48,NA,NA,NA,NA,1,3,1,9,NA,5,NA,NA,3,21,10,82
1993,South Dakota,779,53,130,81,69,NA,3,14,21,7,9,191,46,18,137,4,49,5,125,10,71,9,60,NA,NA,NA,3,3,11,1,20,NA,7,NA,9,11,180,NA,46,NA,18,12,125,2,NA,22,29,5,NA,37,88,5,NA,10,66,1,NA,14,54,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,12,1,1,11,8,NA,NA,1,6,1,NA,1,7,NA,NA,62,129,1,NA,10,35,NA,NA,4,14,3,NA,29,105,1,1,NA,NA,1,21,2,27,NA,5,NA,NA,1,36,4,84,1,4,NA,NA,2,8,7,59,NA,1,NA,NA,5,9,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,9,NA,1,NA,1,1,10,NA,8,NA,NA,NA,NA,NA,1,NA,6,NA,1,NA,NA,NA,1,NA,7,NA,NA,NA,NA,8,54,3,126,NA,1,NA,NA,NA,10,NA,35,NA,NA,NA,NA,NA,4,NA,14,NA,3,NA,NA,4,25,8,97
1994,South Dakota,737,53,138,73,68,NA,2,8,19,3,5,216,49,12,91,6,47,6,132,11,62,16,52,NA,NA,NA,2,1,7,1,18,NA,3,NA,5,18,198,NA,49,NA,12,13,78,NA,NA,20,33,5,NA,36,97,2,1,5,65,1,NA,13,54,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,7,1,NA,7,11,NA,NA,NA,3,NA,NA,1,4,2,NA,71,143,2,NA,6,41,NA,NA,2,10,2,NA,13,76,NA,NA,NA,NA,3,17,3,30,NA,5,NA,NA,NA,36,6,91,1,1,NA,1,NA,5,10,55,NA,1,NA,NA,6,7,10,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,6,NA,1,NA,NA,1,6,NA,11,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,4,NA,2,NA,NA,10,61,8,135,NA,2,NA,NA,NA,6,NA,41,NA,NA,NA,NA,NA,2,NA,10,NA,2,NA,NA,1,12,12,64
1995,South Dakota,870,54,130,114,70,NA,2,15,21,2,11,269,66,19,97,5,49,2,128,16,98,17,53,NA,NA,NA,2,1,14,2,19,NA,2,2,9,22,247,1,65,3,16,10,87,2,NA,19,33,1,NA,42,87,8,NA,9,97,1,NA,10,59,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8,7,1,NA,6,14,NA,NA,NA,2,NA,NA,3,8,5,NA,82,182,7,NA,11,48,4,NA,1,14,4,NA,20,73,NA,2,NA,NA,3,16,2,31,NA,1,NA,NA,1,41,1,86,1,7,NA,NA,3,6,12,85,NA,1,NA,NA,4,6,13,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,1,6,NA,1,NA,NA,1,5,1,13,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,6,NA,5,NA,NA,8,74,14,168,NA,7,NA,NA,1,10,NA,48,1,3,NA,NA,NA,1,2,12,NA,4,NA,NA,3,17,7,66
1996,South Dakota,948,70,148,136,88,NA,2,16,25,5,8,257,63,21,109,6,64,6,142,21,115,26,62,NA,NA,NA,2,1,15,2,23,NA,5,1,7,32,225,1,62,1,20,20,89,1,NA,24,45,4,NA,32,112,7,NA,18,111,2,NA,15,71,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,14,1,NA,4,20,NA,NA,NA,5,NA,NA,3,5,3,NA,62,192,2,NA,15,46,1,NA,5,15,4,1,15,89,NA,1,NA,NA,4,20,2,43,NA,4,NA,NA,1,31,5,107,2,5,NA,NA,5,13,14,97,NA,2,NA,NA,12,3,14,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,14,NA,1,NA,NA,2,2,NA,20,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,2,NA,5,NA,3,NA,NA,9,53,23,169,NA,2,NA,NA,1,14,NA,46,NA,1,NA,NA,1,4,NA,15,NA,4,1,NA,3,12,16,73
1997,South Dakota,987,82,130,182,78,NA,6,13,18,5,14,244,76,15,124,6,76,3,127,31,151,27,51,NA,NA,NA,6,1,12,3,15,1,4,2,12,22,222,NA,76,1,14,15,109,6,NA,28,48,2,NA,30,98,10,NA,7,165,3,NA,21,54,NA,NA,NA,NA,1,NA,2,3,NA,NA,3,10,1,NA,4,13,NA,NA,NA,5,NA,NA,4,10,5,NA,70,169,5,NA,13,58,NA,NA,4,11,5,NA,22,97,NA,6,NA,NA,5,23,1,47,NA,2,NA,NA,1,29,2,96,NA,10,NA,NA,3,4,28,137,1,2,NA,NA,8,13,18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,3,NA,NA,NA,NA,1,2,NA,10,NA,1,NA,NA,2,2,1,12,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,3,1,9,NA,5,NA,NA,8,62,14,155,NA,5,NA,NA,NA,13,NA,58,NA,NA,NA,NA,NA,4,1,10,1,4,NA,NA,2,20,12,85
1998,South Dakota,1193,81,159,243,110,NA,3,8,26,9,13,282,71,25,163,10,71,8,151,45,198,29,81,NA,NA,NA,3,2,6,3,23,4,5,3,10,36,246,2,69,1,24,28,135,8,1,31,41,6,NA,40,113,9,NA,20,214,3,NA,20,87,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,6,NA,NA,4,22,1,NA,NA,8,NA,NA,1,12,5,NA,69,208,1,NA,12,58,3,NA,8,14,5,NA,27,131,NA,8,1,NA,7,24,2,39,NA,6,NA,NA,1,39,7,106,1,8,NA,NA,5,15,39,175,1,2,NA,NA,5,15,23,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,1,5,NA,NA,NA,NA,1,3,2,20,1,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,1,NA,2,10,NA,5,NA,NA,13,56,23,185,NA,1,NA,NA,1,11,1,57,NA,3,NA,NA,1,7,NA,14,2,3,NA,NA,11,16,15,116
1999,South Dakota,1352,133,143,276,121,NA,2,12,37,14,11,353,70,15,165,13,120,5,138,45,231,41,80,NA,NA,NA,2,2,10,5,32,NA,14,1,10,52,301,1,69,1,14,25,140,11,NA,44,78,6,NA,41,96,20,NA,17,239,4,NA,21,96,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,10,1,NA,16,20,NA,NA,3,11,NA,NA,2,9,7,NA,99,247,1,NA,8,61,1,NA,3,11,6,NA,28,131,NA,11,NA,NA,8,36,5,73,NA,6,NA,NA,4,37,1,95,NA,20,NA,NA,4,13,41,198,1,3,NA,NA,7,14,33,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,9,NA,1,NA,NA,3,13,2,18,NA,NA,NA,NA,NA,3,NA,11,NA,NA,NA,NA,1,1,NA,9,NA,7,NA,NA,20,79,32,215,NA,1,NA,NA,1,7,NA,61,NA,1,NA,NA,NA,3,1,10,1,5,NA,NA,7,21,17,114
2e3,South Dakota,1536,286,181,255,106,NA,2,11,38,21,19,365,73,20,159,11,275,7,174,43,212,31,75,NA,NA,NA,2,3,8,9,29,1,20,1,18,38,327,NA,73,6,14,21,138,17,1,143,125,6,NA,61,114,13,NA,25,217,5,1,22,78,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,6,NA,NA,11,27,NA,NA,8,13,NA,NA,5,14,6,NA,99,260,3,NA,8,62,3,NA,4,13,5,NA,37,117,NA,17,NA,1,7,136,4,121,NA,6,NA,NA,4,57,3,111,1,12,NA,NA,9,16,33,184,2,3,NA,1,9,13,20,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,3,1,5,NA,NA,NA,NA,5,6,4,23,NA,NA,NA,NA,1,7,NA,13,NA,NA,NA,NA,NA,5,1,13,2,4,NA,NA,12,87,24,236,NA,3,NA,NA,NA,8,NA,62,1,2,NA,NA,1,3,4,9,1,4,NA,NA,7,30,13,104
