state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,0,0,0,239,1293,1532,0,0,0,0,0,0,0,0,0,0,0,0,14,87,101,0,0,0,333,1826,2159,0,0,0,0,0,0,79,436,515
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,0,0,0,0,0,0,586,1554,2140,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,1119,2966,4085,0,0,0,1,2,3,520,1380,1900
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,0,0,0,270,1198,1468,5,22,27,0,0,0,1,3,4,10,43,53,0,0,0,45,200,245,694,3080,3774,0,0,0,0,0,0,358,1593,1951
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,3080,3774,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,3080,3774,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,2953,3599,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,2667,3091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,0,1,1,192,837,1029,31,4,35,0,0,0,10,82,92,NA,NA,NA,0,1,1,28,593,621,490,2729,3219,1,21,22,0,0,0,228,1170,1398
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,0,0,0,175,760,935,4,31,35,0,0,0,13,63,76,10,63,73,30,143,173,27,636,663,558,3183,3741,0,0,0,0,2,2,294,1442,1736
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,2,0,2,208,751,959,3,43,46,0,0,0,16,48,64,8,48,56,23,143,166,31,668,699,465,2851,3316,1,27,28,0,2,2,172,1118,1290
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,1,5,6,111,809,920,0,0,0,0,0,0,NA,NA,NA,0,0,0,31,147,178,14,281,295,273,2457,2730,0,5,5,0,0,0,103,1004,1107
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,0,8,8,105,766,871,0,0,0,0,4,4,10,122,132,0,0,0,29,139,168,13,266,279,265,2454,2719,0,5,5,0,0,0,97,951,1048
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,0,7,7,107,771,878,0,7,7,0,5,5,13,123,136,0,1,1,28,137,165,11,263,274,268,2475,2743,0,5,5,0,0,0,98,956,1054
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,0,7,7,108,777,885,0,7,7,0,5,5,13,123,136,0,1,1,28,137,165,11,264,275,270,2483,2753,0,5,5,0,0,0,99,963,1062
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,1,6,7,100,808,908,2,27,29,1,30,31,20,128,148,15,41,56,0,2,2,11,271,282,243,1837,2080,1,0,1,0,0,0,90,516,606
Alaska,2001,424576,394247,615531,300465,315066,208455,216121,193241,201006,1,6,7,100,808,908,2,27,29,1,30,31,20,128,148,15,41,56,0,2,2,11,271,282,243,1837,2080,1,0,1,0,0,0,90,516,606
Alaska,2000,406721,373955,609687,296257,313430,196913,209808,180006,193949,2,42,44,155,1086,1241,12,44,56,0,2,2,23,181,204,7,38,45,0,1,1,26,279,305,324,2339,2663,5,13,18,0,0,0,93,645,738
Alaska,1999,403894.6,372421.2,603787.9,292809.6,310978.3,195021.8,208872.8,178647,193774.2,2,30,32,143,943,1086,6,68,74,0,1,1,43,216,259,4,43,47,0,1,1,25,367,392,319,2246,2565,6,22,28,0,0,0,88,551,639
Alaska,1998,401068.2,370887.4,597888.8,289362.2,308526.6,193130.6,207937.6,177288,193599.4,NA,NA,NA,155,1001,1156,9,71,80,NA,NA,NA,34,265,299,3,72,75,1,2,3,25,302,327,341,2336,2677,5,16,21,0,0,0,103,568,671
Alaska,1997,398241.8,369353.6,591989.7,285914.8,306074.9,191239.4,207002.4,175929,193424.6,NA,NA,NA,147,969,1116,10,47,57,NA,NA,NA,32,261,293,10,48,58,0,2,2,17,282,299,322,2127,2449,4,11,15,0,2,2,89,473,562
Alaska,1996,395415.4,367819.8,586090.6,282467.4,303623.2,189348.2,206067.2,174570,193249.8,NA,NA,NA,115,801,916,10,57,67,NA,NA,NA,32,371,403,2,75,77,0,3,3,8,237,245,264,1820,2084,0,0,0,0,0,0,86,243,329
Alaska,1995,392589,366286,580191.5,279020,301171.5,187457,205132,173211,193075,NA,NA,NA,104,747,851,5,59,64,NA,NA,NA,13,341,354,17,69,86,0,2,2,14,253,267,207,1689,1896,0,0,0,0,0,0,54,193,247
Alaska,1994,389762.6,364752.2,574292.4,275572.6,298719.8,185565.8,204196.8,171852,192900.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,1993,386936.2,363218.4,568393.3,272125.2,296268.1,183674.6,203261.6,170493,192725.4,NA,NA,NA,68,650,718,3,44,47,NA,NA,NA,56,398,454,7,77,84,0,8,8,10,241,251,180,1674,1854,1,5,6,0,0,0,31,216,247
Alaska,1992,384109.8,361684.6,562494.2,268677.8,293816.4,181783.4,202326.4,169134,192550.6,NA,NA,NA,32,366,398,0,166,166,NA,NA,NA,0,1,1,11,18,29,4,20,24,7,161,168,104,1283,1387,0,0,0,0,0,0,50,521,571
Alaska,1991,381283.4,360150.8,556595.1,265230.4,291364.7,179892.2,201391.2,167775,192375.8,NA,NA,NA,33,353,386,7,144,151,NA,NA,NA,0,0,0,0,9,9,4,26,30,7,213,220,106,1246,1352,0,0,0,0,1,1,53,478,531
Alaska,1990,378457,358617,550696,261783,288913,178001,200456,166416,192201,NA,NA,NA,49,373,422,6,104,110,NA,NA,NA,0,0,0,7,18,25,1,30,31,4,223,227,140,1306,1446,0,0,0,0,0,0,67,537,604
Alaska,1989,367833.3,348949.3,536224.4,254824.7,281399.7,172918.9,194914.4,161988.4,186960.9,NA,NA,NA,15,288,303,5,96,101,NA,NA,NA,0,0,0,0,1,1,1,13,14,9,178,187,51,968,1019,1,13,14,0,0,0,20,375,395
Alaska,1988,357209.6,339281.6,521752.8,247866.4,273886.4,167836.8,189372.8,157560.8,181720.8,NA,NA,NA,10,245,255,3,78,81,NA,NA,NA,0,1,1,0,2,2,0,4,4,8,191,199,55,903,958,1,18,19,0,0,0,33,348,381
