state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Minnesota,2016,4236521,3467457,5519952,2776831,2743121,2151984,2084537,1727847,1739610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,6393,7278,981,7273,8254,0,0,0,0,0,0,93,862,955
Minnesota,2015,4208742,3468203,5489594,2759489,2730105,2135853,2072889,1725528,1742675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,5936,6697,871,6798,7669,0,0,0,0,0,0,110,846,956
Minnesota,2014,4181144,3463225,5457173,2750651,2706522,2124581,2056563,1723920,1739305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,5951,6702,849,6793,7642,0,0,0,0,0,0,97,819,916
Minnesota,2013,4146028,3445541,5420380,2747152,2673228,2113374,2032654,1723353,1722188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,6092,6862,874,6934,7808,0,0,0,0,0,0,104,822,926
Minnesota,2012,4104420,3437697,5379139,2706619,2672520,2084198,2020222,1707174,1730523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,5987,6666,773,6957,7730,0,0,0,0,0,0,94,955,1049
Minnesota,2011,4065715,3410073,5344861,2692488,2652373,2070032,1995683,1697111,1712962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,6036,6686,765,6969,7734,0,0,0,0,0,0,115,915,1030
Minnesota,2010,4027588,3389211,5310584,2672794,2637790,2050291,1977297,1688395,1700816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,5940,6600,779,7103,7882,0,0,0,0,0,0,119,1148,1267
Minnesota,2009,4008244,3382159,5266215,2657192,2609023,2039761,1968483,1682770,1699389,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,693,5856,6549,799,6978,7777,NA,NA,NA,0,0,0,106,1109,1215
Minnesota,2008,3966043,3368484,5220393,2624060,2596333,2003426,1962617,1657378,1711106,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,659,6013,6672,735,7201,7936,NA,NA,NA,0,0,0,76,1171,1247
Minnesota,2007,3936036,3343268,5197621,2608076,2589545,1994521,1941515,1653199,1690069,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,645,5987,6632,757,7214,7971,NA,NA,NA,0,0,0,112,1214,1326
Minnesota,2006,3915729,3324271,5167101,2598805,2568296,1987674,1928055,1646345,1677926,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,650,5650,6300,763,6828,7591,NA,NA,NA,0,0,0,113,1169,1282
Minnesota,2005,3732482,3197058,4969152,2501040,2468112,1897309,1835173,1593986,1603072,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,589,5338,5927,692,6434,7126,0,0,0,0,0,0,102,1081,1183
Minnesota,2004,3722060,3185624,4958748,2498800,2459948,1897193,1824867,1593933,1591691,0,0,0,0,0,0,0,0,0,0,0,0,108,736,844,6,47,53,0,0,0,349,3820,4169,539,5310,5849,0,0,0,0,0,0,76,701,777
