state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Georgia,2002,6068492,5359670,8328862,4273763,4055099,3163391,2905101,2741355,2618315,0,4975,4975,NA,NA,NA,0,0,4573,4573,4573,0,0,0,4573,3129,39743,42872,NA,NA,NA,3129,44316,47445
Georgia,2001,5900735,5203896,8158938,4174762,3984176,3075813,2824922,2661873,2542023,0,3934,3934,NA,NA,NA,NA,NA,4582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2834,43103,45937
Georgia,2000,5778754,5047399,7951518,4087125,3864393,3031583,2747171,2599311,2448088,0,3888,3888,NA,NA,NA,NA,NA,3746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2758,41474,44232
Georgia,1999,5674893.5,4955975.8,7802968.5,4011779.3,3791189.2,2977344.2,2697549.3,2550374.9,2405600.9,0,3757,3757,NA,0,NA,0,0,3001,3001,3001,0,0,0,3001,2607,36483,39090,0,0,0,2607,39484,42091
Georgia,1998,5571033,4864552.6,7654419,3936433.6,3717985.4,2923105.4,2647927.6,2501438.8,2363113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474,36788,39262
Georgia,1997,5467172.5,4773129.4,7505869.5,3861087.9,3644781.6,2868866.6,2598305.9,2452502.7,2320626.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282,34223,36505
Georgia,1996,5363312,4681706.2,7357320,3785742.2,3571577.8,2814627.8,2548684.2,2403566.6,2278139.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2239,32900,35139
Georgia,1995,5259451.5,4590283,7208770.5,3710396.5,3498374,2760389,2499062.5,2354630.5,2235652.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036,32230,34266
Georgia,1994,5155591,4498859.8,7060221,3635050.8,3425170.2,2706150.2,2449440.8,2305694.4,2193165.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,31413,33425
Georgia,1993,5051730.5,4407436.6,6911671.5,3559705.1,3351966.4,2651911.4,2399819.1,2256758.3,2150678.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,26023,27783
Georgia,1992,4947870,4316013.4,6763122,3484359.4,3278762.6,2597672.6,2350197.4,2207822.2,2108191.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,23835,25290
Georgia,1991,4844009.5,4224590.2,6614572.5,3409013.7,3205558.8,2543433.8,2300575.7,2158886.1,2065704.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396,22347,23743
Georgia,1990,4740149,4133167,6466023,3333668,3132355,2489195,2250954,2109950,2023217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,21168,22411
Georgia,1989,4646926.1,4052734.3,6365880.7,3283165.2,3082715.5,2442333.5,2204592.6,2071005,1981729.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,19775,20885
Georgia,1988,4553703.2,3972301.6,6265738.4,3232662.4,3033076,2395472,2158231.2,2032060,1940241.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,17858,18787
Georgia,1987,4460480.3,3891868.9,6165596.1,3182159.6,2983436.5,2348610.5,2111869.8,1993115,1898753.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,17647,18575
Georgia,1986,4367257.4,3811436.2,6065453.8,3131656.8,2933797,2301749,2065508.4,1954170,1857266.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,16025,16922
Georgia,1985,4274034.5,3731003.5,5965311.5,3081154,2884157.5,2254887.5,2019147,1915225,1815778.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,15427,16262
Georgia,1984,4180811.6,3650570.8,5865169.2,3030651.2,2834518,2208026,1972785.6,1876280,1774290.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,14641,15404
Georgia,1983,4087588.7,3570138.1,5765026.9,2980148.4,2784878.5,2161164.5,1926424.2,1837335,1732803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,14608,15358
Georgia,1982,3994365.8,3489705.4,5664884.6,2929645.6,2735239,2114303,1880062.8,1798390,1691315.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,660,13745,14405
Georgia,1981,3901142.9,3409272.7,5564742.3,2879142.8,2685599.5,2067441.5,1833701.4,1759445,1649827.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,605,11839,12444
Georgia,1980,3807920,3328840,5464600,2828640,2635960,2020580,1787340,1720500,1608340,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,568,11610,12178
Georgia,1979,3719398,3254606,5377190,2781886,2595304,1973272,1746126,1682350,1572256,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,550,11556,12106
Georgia,1978,3630876,3180372,5289780,2735132,2554648,1925964,1704912,1644200,1536172,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,555,10762,11317
