state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
New Hampshire,2016,1073855,863795,1334689,667355,667334,542774,531081,428302,435493,147,1819,1966,200,2500,2700,182,2401,2583
New Hampshire,2015,1067668,865391,1330608,670815,659793,543377,524291,432710,432681,147,1819,1966,200,2500,2700,182,2401,2583
New Hampshire,2014,1058741,865272,1326813,672152,654661,540716,518025,433558,431714,105,2085,2190,185,2538,2723,NA,NA,NA
New Hampshire,2013,1051212,866176,1323459,672259,651200,537386,513826,434291,431885,105,2085,2190,173,2450,2623,NA,NA,NA
New Hampshire,2012,1047619,868878,1320718,673809,646909,538595,509024,438163,430715,105,2085,2190,167,2401,2568,NA,NA,NA
New Hampshire,2011,1037685,864569,1318194,666509,651685,531791,505894,435562,429007,105,2085,2190,148,2275,2423,NA,NA,NA
New Hampshire,2010,1031503,863430,1316759,668441,648318,528859,502644,435229,428201,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2009,1036920,870613,1324575,669097,655478,530434,506486,436803,433810,145,2054,2199,NA,NA,NA,NA,NA,NA
New Hampshire,2008,1021355,866399,1315809,668393,647416,524318,497037,436322,430077,145,2e3,2145,234,2670,2904,145,2e3,2145
New Hampshire,2007,1016938,865870,1315828,668721,647107,522968,493970,435460,430410,147,2123,2270,150,2850,3e3,149,2375,2524
New Hampshire,2006,1019526,865752,1314895,667193,647702,525647,493879,438357,427395,140,2214,2354,NA,NA,NA,140,2214,2354
New Hampshire,2005,975010,830429,1271897,646788,625109,501752,473258,418853,411576,140,2150,2290,150,2500,2650,145,2300,2445
New Hampshire,2004,956817,819978,1261970,636703,625267,490640,466177,413682,406296,172,2041,2213,172,2066,2238,158,2261,2419
New Hampshire,2003,947715,814784,1251572,633038,618534,485644,462071,410290,404494,172,2041,2213,172,2066,2238,158,2261,2419
New Hampshire,2002,931969,799455,1238917,627812,611105,477325,454644,401913,397542,172,2041,2213,172,2066,2238,158,2261,2419
New Hampshire,2001,930896,801013,1223636,619382,604254,477415,453481,403855,397158,172,2041,2213,172,2066,2238,158,2261,2419
New Hampshire,2000,899575,767921,1200522,622370,578152,473413,426162,393955,373966,NA,2216,NA,NA,2286,NA,NA,2500,NA
New Hampshire,1999,892254.9,762146.3,1190894,616162.1,574731.9,468692.9,423562,390168.8,371977.5,100,1844,1944,181,1883,2064,250,1786,2036
New Hampshire,1998,884934.8,756371.6,1181266,609954.2,571311.8,463972.8,420962,386382.6,369989,NA,NA,1744,NA,NA,1864,NA,NA,1841
New Hampshire,1997,877614.7,750596.9,1171638,603746.3,567891.7,459252.7,418362,382596.4,368000.5,NA,NA,1744,NA,NA,1644,NA,NA,1841
New Hampshire,1996,870294.6,744822.2,1162010,597538.4,564471.6,454532.6,415762,378810.2,366012,NA,NA,1716,NA,NA,1786,NA,NA,1886
New Hampshire,1995,862974.5,739047.5,1152382,591330.5,561051.5,449812.5,413162,375024,364023.5,NA,NA,1716,NA,NA,1913,NA,NA,1358
New Hampshire,1994,855654.4,733272.8,1142754,585122.6,557631.4,445092.4,410562,371237.8,362035,NA,NA,1716,NA,NA,1873,NA,NA,1358
New Hampshire,1993,848334.3,727498.1,1133126,578914.7,554211.3,440372.3,407962,367451.6,360046.5,NA,NA,1162,NA,NA,1576,NA,NA,1358
New Hampshire,1992,841014.2,721723.4,1123498,572706.8,550791.2,435652.2,405362,363665.4,358058,NA,NA,1162,NA,NA,1576,NA,NA,1358
New Hampshire,1991,833694.1,715948.7,1113870,566498.9,547371.1,430932.1,402762,359879.2,356069.5,NA,NA,1162,NA,NA,1542,NA,NA,1318
New Hampshire,1990,826374,710174,1104242,560291,543951,426212,400162,356093,354081,NA,NA,1112,NA,NA,1492,NA,NA,1268
New Hampshire,1989,809728.6,695516.6,1085707.8,551569.9,534137.9,418172.8,391555.8,349235.7,346280.9,NA,NA,683,NA,NA,1058,NA,NA,834
New Hampshire,1988,793083.2,680859.2,1067173.6,542848.8,524324.8,410133.6,382949.6,342378.4,338480.8,NA,NA,572,NA,NA,998,NA,NA,774
New Hampshire,1987,776437.8,666201.8,1048639.4,534127.7,514511.7,402094.4,374343.4,335521.1,330680.7,NA,NA,539,NA,NA,689,NA,NA,689
New Hampshire,1986,759792.4,651544.4,1030105.2,525406.6,504698.6,394055.2,365737.2,328663.8,322880.6,NA,NA,539,NA,NA,689,NA,NA,689
New Hampshire,1985,743147,636887,1011571,516685.5,494885.5,386016,357131,321806.5,315080.5,NA,NA,501,NA,NA,565,NA,NA,565
New Hampshire,1984,726501.6,622229.6,993036.8,507964.4,485072.4,377976.8,348524.8,314949.2,307280.4,NA,NA,501,NA,NA,540,NA,NA,565
New Hampshire,1983,709856.2,607572.2,974502.6,499243.3,475259.3,369937.6,339918.6,308091.9,299480.3,NA,NA,392,NA,NA,460,NA,NA,490
