state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Pennsylvania,2016,10119261,8048754,12784227,6524274,6259953,5219757,4899504,4039947,4008807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,2015,10116359,8083089,12802503,6545794,6256709,5230031,4886328,4065590,4017499,42,551,593,3,30,33,NA,NA,NA,45,581,626
Pennsylvania,2014,10098269,8112593,12787209,6528001,6259208,5217314,4880955,4079610,4032983,36,569,605,1,25,26,NA,NA,NA,37,594,631
Pennsylvania,2013,10064792,8130010,12773801,6534366,6239435,5208898,4855894,4097145,4032865,NA,NA,NA,3,36,39,30,535,565,33,571,604
Pennsylvania,2012,10031170,8146059,12763536,6527184,6236352,5199136,4832034,4104268,4041791,NA,NA,NA,59,636,695,NA,NA,NA,59,636,695
Pennsylvania,2011,9984572,8122136,12742886,6532395,6210491,5190611,4793961,4104405,4017731,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,653,706
Pennsylvania,2010,9924558,8074859,12709630,6528412,6181218,5160353,4764205,4078808,3996051,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,629,703
Pennsylvania,2009,9833768,8008609,12604767,6472777,6131990,5118730,4715038,4038752,3969857,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,720,782
Pennsylvania,2008,9694803,7910971,12448279,6392051,6056228,5047321,4647482,3988968,3922003,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,664,727
Pennsylvania,2007,9631293,7852567,12432792,6379253,6053539,5021606,4609687,3966648,3885919,0,0,0,13,192,205,52,432,484,65,624,689
Pennsylvania,2006,9614874,7839414,12440621,6398155,6042466,5007770,4607104,3952622,3886792,45,457,502,11,184,195,NA,NA,NA,56,641,697
Pennsylvania,2005,9169144,7509685,11948862,6175614,5773248,4821875,4347269,3847228,3662457,41,454,495,15,182,197,NA,NA,NA,56,636,692
Pennsylvania,2004,9143952,7471991,11971696,6195130,5776566,4799782,4344170,3815551,3656440,NA,NA,NA,8,184,192,42,459,501,50,643,693
Pennsylvania,2003,9118093,7458852,11935566,6164726,5770840,4791056,4327037,3813310,3645542,NA,NA,NA,11,229,240,40,495,535,51,724,775
Pennsylvania,2002,9063268,7388686,11913892,6174132,5739760,4780742,4282526,3796610,3592076,0,0,0,12,200,212,50,538,588,62,738,800
Pennsylvania,2001,9061561,7385893,11856640,6136030,5720610,4784308,4277253,3788856,3597037,NA,NA,NA,8,191,199,36,500,536,44,691,735
Pennsylvania,2000,8928607,7240949,11790241,6090895,5699346,4721705,4206902,3729266,3511683,NA,NA,NA,10,237,247,41,612,653,51,849,900
Pennsylvania,1999,8942820,7253907.9,11796561.9,6098775.2,5697786.7,4731064.5,4211755.5,3733447.5,3520460.4,48,660,708,22,209,231,NA,NA,NA,70,869,939
Pennsylvania,1998,8957033,7266866.8,11802882.8,6106655.4,5696227.4,4740424,4216609,3737629,3529237.8,32,462,494,12,261,273,1,209,210,45,932,977
Pennsylvania,1997,8971246,7279825.7,11809203.7,6114535.6,5694668.1,4749783.5,4221462.5,3741810.5,3538015.2,NA,NA,323,NA,NA,221,NA,NA,153,44,653,697
Pennsylvania,1996,8985459,7292784.6,11815524.6,6122415.8,5693108.8,4759143,4226316,3745992,3546792.6,NA,NA,318,NA,NA,222,NA,NA,112,47,605,652
Pennsylvania,1995,8999672,7305743.5,11821845.5,6130296,5691549.5,4768502.5,4231169.5,3750173.5,3555570,NA,NA,337,NA,NA,186,NA,NA,67,29,561,590
Pennsylvania,1994,9013885,7318702.4,11828166.4,6138176.2,5689990.2,4777862,4236023,3754355,3564347.4,NA,NA,308,NA,NA,125,NA,NA,28,34,427,461
Pennsylvania,1993,9028098,7331661.3,11834487.3,6146056.4,5688430.9,4787221.5,4240876.5,3758536.5,3573124.8,NA,NA,267,NA,NA,108,NA,NA,34,38,371,409
Pennsylvania,1992,9042311,7344620.2,11840808.2,6153936.6,5686871.6,4796581,4245730,3762718,3581902.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338
Pennsylvania,1991,9056524,7357579.1,11847129.1,6161816.8,5685312.3,4805940.5,4250583.5,3766899.5,3590679.6,NA,NA,247,NA,NA,32,NA,NA,34,NA,NA,313
