state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Minnesota,2016,4236521,3467457,5519952,2776831,2743121,2151984,2084537,1727847,1739610,58774,29608,29166,40347,21096,19251,36558,19067,17491,268077,136404,131673,191477,99941,91536,179492,93378,86114,318873,155907,162966,210911,102594,108317,194210,92550,101660,283804,137799,146005,175698,86478,89220,168193,82975,85218,145782,76129,69653,73131,40235,32896,69428,38963,30465,4444642,2240984,2203658,3544957,1801640,1743317,2819576,1400914,1418662,148,848,996,16,266,282,99,3478,3577,33,743,776,0,0,0,478,4465,4943
Minnesota,2015,4208742,3468203,5489594,2759489,2730105,2135853,2072889,1725528,1742675,51127,24636,26491,35921,17792,18129,32500,15930,16570,262129,134569,127560,188945,98254,90691,178797,93174,85623,314087,156530,157557,205988,105850,100138,194123,98257,95866,279277,135654,143623,169759,80844,88915,161350,76488,84862,139868,65447,74421,70930,32447,38483,64987,29664,35323,4443106,2242653,2200453,3537199,1800666,1736533,2836446,1412015,1424431,143,885,1028,15,261,276,121,3647,3768,30,729,759,0,0,0,462,4494,4956
Minnesota,2014,4181144,3463225,5457173,2750651,2706522,2124581,2056563,1723920,1739305,50653,24185,26468,37041,17717,19324,33673,15811,17862,255280,133093,122187,180714,95277,85437,168611,88198,80413,308996,156186,152810,207357,105497,101860,195358,99382,95976,275639,129811,145828,170262,81283,88979,162820,77200,85620,127490,64956,62534,58359,28015,30344,55330,26723,28607,4439115,2242420,2196695,3527411,1796792,1730619,2847433,1416606,1430827,135,894,1029,16,272,288,121,3505,3626,32,745,777,0,0,0,432,4478,4910
Minnesota,2013,4146028,3445541,5420380,2747152,2673228,2113374,2032654,1723353,1722188,58091,29424,28667,39454,19447,20007,34245,16235,18010,241312,129300,112012,172644,93037,79607,160466,86216,74250,290298,150343,139955,193767,99238,94529,181345,92330,89015,263974,132408,131566,160749,79955,80794,154818,76156,78662,128693,62228,66465,59588,28056,31532,56148,26262,29886,4438012,2243449,2194563,3519826,1793641,1726185,2858519,1426154,1432365,136,806,942,18,258,276,128,3445,3573,18,694,712,0,0,0,422,4359,4781
Minnesota,2012,4104420,3437697,5379139,2706619,2672520,2084198,2020222,1707174,1730523,55851,28564,27287,39268,21399,17869,36073,19614,16459,228856,118871,109985,161727,85962,75765,151636,79829,71807,279754,139039,140715,188841,94430,94411,178583,87334,91249,262730,120835,141895,156565,68790,87775,149775,65734,84041,125130,62864,62266,54998,27967,27031,52287,26462,25825,4426818,2236446,2190372,3503021,1785650,1717371,2869343,1428201,1441142,120,779,899,20,232,252,134,3339,3473,19,691,710,0,0,0,415,4185,4600
Minnesota,2011,4065715,3410073,5344861,2692488,2652373,2070032,1995683,1697111,1712962,51244,24134,27110,36589,17368,19221,32929,15011,17918,215340,111967,103373,150039,79953,70086,141231,74147,67084,269154,130856,138298,178037,87667,90370,166562,80598,85964,256603,126465,130138,153568,73793,79775,146294,69039,77255,129094,66097,62997,57117,30967,26150,52745,28921,23824,4423426,2232969,2190457,3490365,1780284,1710081,2870312,1429395,1440917,106,788,894,14,221,235,130,3355,3485,12,694,706,0,0,0,380,4096,4476
Minnesota,2010,4027588,3389211,5310584,2672794,2637790,2050291,1977297,1688395,1700816,51249,25539,25710,35759,19200,16559,33064,17849,15215,212317,110918,101399,147081,77324,69757,139016,72222,66794,256688,120714,135974,166912,80329,86583,157885,75102,82783,248420,117e3,131420,149427,71146,78281,143671,68600,75071,130997,69651,61346,60052,32407,27645,57334,31186,26148,4410913,2228972,2181941,3468357,1769885,1698472,2858241,1423436,1434805,104,734,838,20,220,240,128,3346,3474,16,694,710,0,0,0,369,4162,4531
Minnesota,2009,4008244,3382159,5266215,2657192,2609023,2039761,1968483,1682770,1699389,55811,32629,23182,39647,24370,15277,36452,22469,13983,194561,103251,91310,134404,71957,62447,125663,67148,58515,231559,111596,119963,154905,72869,82036,146483,68330,78153,223251,102484,120767,131209,58839,72370,127431,57216,70215,95625,47472,48153,41952,23012,18940,39692,21359,18333,4465408,2259760,2205648,3506127,1788714,1717413,2906438,1446248,1460190,101,740,841,NA,NA,NA,130,3401,3531,30,682,712,NA,NA,NA,393,4261,4654
Minnesota,2008,3966043,3368484,5220393,2624060,2596333,2003426,1962617,1657378,1711106,53516,28062,25454,38164,20510,17654,35879,19223,16656,180949,88309,92640,127768,64137,63631,119144,59040,60104,243678,121027,122651,160988,82243,78745,152543,76010,76533,217551,102635,114916,133129,59873,73256,126897,55813,71084,86060,42662,43398,40638,17990,22648,38910,17545,21365,4438639,2241365,2197274,3465356,1758673,1706683,2895111,1429747,1465364,84,673,757,NA,NA,NA,140,3102,3242,30,636,666,NA,NA,NA,356,4152,4508
Minnesota,2007,3936036,3343268,5197621,2608076,2589545,1994521,1941515,1653199,1690069,49494,24433,25061,34681,18179,16502,32e3,17067,14933,173184,89721,83463,121806,64302,57504,113855,61333,52522,224991,105013,119978,148403,68976,79427,142844,66539,76305,207602,98345,109257,126855,58565,68290,122440,55927,66513,93133,48557,44576,39421,19369,20052,37006,17763,19243,4449217,2242007,2207210,3464870,1765130,1699740,2895123,1434570,1460553,75,698,773,NA,NA,NA,132,2966,3098,24,641,665,NA,NA,NA,354,4354,4708
