state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Missouri,2006,4412152,3673915,5842713,2991397,2851316,2294403,2117749,1863976,1809939,22,166,188,895,4597,5492,1352,9792,11144,0,0,0,82,361,443,1,44,45,0,7,7,65,811,876,2590,17705,20295,2,13,15,0,3,3,169,1847,2016
Missouri,2005,4251865,3578420,5632603,2878899,2753704,2210022,2041843,1829602,1748818,24,234,258,763,4250,5013,1523,9042,10565,0,2,2,107,527,634,1,58,59,0,4,4,41,618,659,2644,16586,19230,3,13,16,0,0,0,154,1731,1885
Missouri,2004,4214477,3542551,5587906,2874522,2713384,2196153,2018324,1810643,1731908,128,1108,1236,728,3657,4385,1150,8366,9516,0,3,3,86,487,573,0,0,0,0,9,9,77,759,836,2321,16240,18561,1,14,15,2,31,33,136,1691,1827
Missouri,2003,4136522,3470964,5537884,2842486,2695398,2160569,1975953,1773591,1697373,120,1132,1252,706,3557,4263,1343,7939,9282,0,3,3,65,415,480,0,27,27,3,6,9,59,874,933,2453,15787,18240,1,17,18,0,0,0,152,1707,1859
Missouri,2002,4123339,3457423,5506873,2847611,2659262,2161271,1962068,1773631,1683792,90,857,947,576,3383,3959,1007,6554,7561,0,5,5,56,429,485,0,22,22,0,8,8,86,1089,1175,1961,14136,16097,1,17,18,0,0,0,132,1652,1784
Missouri,2001,4053988,3396237,5471085,2816975,2654110,2127290,1926698,1741398,1654839,75,671,746,618,3457,4075,690,4946,5636,0,4,4,132,841,973,1,16,17,0,15,15,111,1240,1351,1776,12881,14657,1,14,15,0,0,0,142,1588,1730
Missouri,2000,3976371,3311194,5449651,2789214,2660437,2085817,1890554,1700617,1610577,104,683,787,702,3488,4190,619,4063,4682,0,10,10,192,1510,1702,2,12,14,1,9,10,103,1257,1360,1822,12351,14173,3,27,30,0,0,0,91,1224,1315
Missouri,1999,3958270.1,3292867.6,5414878,2774403.3,2640474.7,2078003.4,1880266.7,1690470.1,1602397.5,69,526,595,591,3291,3882,608,3930,4538,0,15,15,172,1203,1375,2,22,24,0,9,9,90,1124,1214,1620,11274,12894,2,15,17,0,0,0,82,1065,1147
Missouri,1998,3940169.2,3274541.2,5380105,2759592.6,2620512.4,2070189.8,1869979.4,1680323.2,1594218,NA,NA,NA,505,3142,3647,507,4321,4828,NA,NA,NA,277,1884,2161,0,23,23,1,19,20,0,0,0,1440,10934,12374,0,16,16,0,0,0,68,945,1013
Missouri,1997,3922068.3,3256214.8,5345332,2744781.9,2600550.1,2062376.2,1859692.1,1670176.3,1586038.5,NA,NA,NA,459,2959,3418,573,4009,4582,NA,NA,NA,75,1445,1520,4,40,44,1,16,17,0,0,0,1261,10228,11489,0,10,10,0,0,0,53,850,903
Missouri,1996,3903967.4,3237888.4,5310559,2729971.2,2580587.8,2054562.6,1849404.8,1660029.4,1577859,NA,NA,NA,412,2538,2950,531,4084,4615,NA,NA,NA,51,1077,1128,0,0,0,0,13,13,0,0,0,1146,9447,10593,0,1,1,0,0,0,43,629,672
Missouri,1995,3885866.5,3219562,5275786,2715160.5,2560625.5,2046749,1839117.5,1649882.5,1569679.5,NA,NA,NA,330,2311,2641,549,4825,5374,NA,NA,NA,41,893,934,2,22,24,0,15,15,0,0,0,1024,9548,10572,0,14,14,0,12,12,26,480,506
Missouri,1994,3867765.6,3201235.6,5241013,2700349.8,2540663.2,2038935.4,1828830.2,1639735.6,1561500,NA,NA,NA,267,1842,2109,458,4802,5260,NA,NA,NA,32,816,848,1,20,21,2,18,20,0,0,0,893,8660,9553,0,11,11,0,0,0,21,367,388
Missouri,1993,3849664.7,3182909.2,5206240,2685539.1,2520700.9,2031121.8,1818542.9,1629588.7,1553320.5,NA,NA,NA,239,1488,1727,539,5706,6245,NA,NA,NA,20,664,684,19,453,472,0,16,16,0,0,0,896,8925,9821,0,0,0,0,1,1,18,98,116
Missouri,1992,3831563.8,3164582.8,5171467,2670728.4,2500738.6,2023308.2,1808255.6,1619441.8,1545141,NA,NA,NA,108,1330,1438,497,5259,5756,NA,NA,NA,0,0,0,1,33,34,0,25,25,26,694,720,715,8252,8967,2,17,19,0,0,0,21,471,492
Missouri,1991,3813462.9,3146256.4,5136694,2655917.7,2480776.3,2015494.6,1797968.3,1609294.9,1536961.5,NA,NA,NA,104,720,824,328,5376,5704,NA,NA,NA,0,0,0,NA,NA,NA,1,43,44,NA,NA,NA,628,7174,7802,0,2,2,NA,NA,NA,37,550,587
Missouri,1990,3795362,3127930,5101921,2641107,2460814,2007681,1787681,1599148,1528782,NA,NA,NA,73,636,709,306,4853,5159,NA,NA,NA,0,0,0,NA,NA,NA,2,37,39,NA,NA,NA,587,6543,7130,0,9,9,NA,NA,NA,19,521,540
Missouri,1989,3770683.8,3109289,5083004.9,2632508.3,2450496.6,1995790.9,1774892.9,1591273.2,1518015.8,NA,NA,NA,53,621,674,243,4793,5036,NA,NA,NA,0,0,0,NA,NA,NA,0,30,30,NA,NA,NA,515,6467,6982,0,15,15,NA,NA,NA,14,512,526
Missouri,1988,3746005.6,3090648,5064088.8,2623909.6,2440179.2,1983900.8,1762104.8,1583398.4,1507249.6,NA,NA,NA,48,591,639,235,4031,4266,NA,NA,NA,0,0,0,NA,NA,NA,0,23,23,NA,NA,NA,508,5378,5886,0,10,10,NA,NA,NA,12,446,458
Missouri,1987,3721327.4,3072007,5045172.7,2615310.9,2429861.8,1972010.7,1749316.7,1575523.6,1496483.4,NA,NA,NA,53,452,505,242,3681,3923,NA,NA,NA,0,0,0,1,43,44,0,18,18,NA,NA,NA,338,4937,5275,0,7,7,0,0,0,11,400,411
Missouri,1986,3696649.2,3053366,5026256.6,2606712.2,2419544.4,1960120.6,1736528.6,1567648.8,1485717.2,NA,NA,NA,47,364,411,193,3195,3388,NA,NA,NA,0,0,0,6,28,34,2,18,20,NA,NA,NA,287,4607,4894,0,18,18,0,0,0,21,588,609
Missouri,1985,3671971,3034725,5007340.5,2598113.5,2409227,1948230.5,1723740.5,1559774,1474951,NA,NA,NA,36,250,286,153,2396,2549,NA,NA,NA,0,0,0,1,28,29,2,11,13,NA,NA,NA,228,3527,3755,2,14,16,0,0,0,15,487,502
Missouri,1984,3647292.8,3016084,4988424.4,2589514.8,2398909.6,1936340.4,1710952.4,1551899.2,1464184.8,NA,NA,NA,NA,NA,NA,123,2593,2716,NA,NA,NA,NA,NA,NA,0,0,0,0,7,7,NA,NA,NA,145,3471,3616,0,0,0,0,0,0,12,348,360
Missouri,1983,3622614.6,2997443,4969508.3,2580916.1,2388592.2,1924450.3,1698164.3,1544024.4,1453418.6,NA,NA,NA,NA,NA,NA,102,2500,2602,NA,NA,NA,0,0,0,0,0,0,0,11,11,NA,NA,NA,110,3047,3157,0,0,0,0,0,0,7,241,248
Missouri,1982,3597936.4,2978802,4950592.2,2572317.4,2378274.8,1912560.2,1685376.2,1536149.6,1442652.4,NA,NA,NA,0,0,0,32,1896,1928,NA,NA,NA,0,0,0,0,0,0,1,13,14,0,0,0,42,2730,2772,0,0,0,0,0,0,6,489,495
Missouri,1981,3573258.2,2960161,4931676.1,2563718.7,2367957.4,1900670.1,1672588.1,1528274.8,1431886.2,NA,NA,NA,0,0,0,102,1450,1552,NA,NA,NA,2,0,2,0,258,258,0,0,0,0,0,0,128,2582,2710,0,0,0,18,0,18,2,678,680
Missouri,1980,3548580,2941520,4912760,2555120,2357640,1888780,1659800,1520400,1421120,NA,NA,NA,0,0,0,75,1217,1292,NA,NA,NA,0,0,0,2,102,104,0,0,0,0,0,0,129,2738,2867,0,0,0,0,0,0,35,1198,1233
Missouri,1979,3505052,2905948,4888484,2542308,2346176,1865532,1639520,1502950,1402998,NA,NA,NA,0,0,0,43,938,981,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,101,2596,2697,0,0,0,0,0,0,56,1382,1438
Missouri,1978,3461524,2870376,4864208,2529496,2334712,1842284,1619240,1485500,1384876,0,0,0,0,0,0,49,945,994,8,62,70,0,0,0,0,0,0,0,0,0,0,0,0,92,2163,2255,0,0,0,0,0,0,35,1111,1146
