state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Nevada,2016,2263515,1854007,2940058,1465763,1474295,1135874,1127641,917361,936646,1259,12553,0,0,0,1259,12553,13812,3,37,40,1292,12640,13932
Nevada,2015,2222444,1832192,2890845,1444333,1446512,1115681,1106763,908650,923542,1194,12041,0,0,0,1194,12041,13235,5,38,43,1194,12041,13235
Nevada,2014,2178270,1808139,2839099,1412129,1426970,1090245,1088025,894159,913980,1111,11582,0,0,0,1111,11582,12693,5,37,42,1111,11582,12693
Nevada,2013,2128078,1779573,2790136,1386739,1403397,1061849,1066229,876220,903353,1063,11726,0,0,0,1063,11726,12789,0,96,96,1063,11726,12789
Nevada,2012,2094967,1767071,2758931,1364397,1394534,1044829,1050138,870942,896129,1015,11579,0,0,0,1015,11579,12594,0,0,0,1015,11579,12594
Nevada,2011,2061265,1749253,2723322,1350327,1372995,1026038,1035227,860504,888749,892,11267,0,0,0,892,11267,12159,0,0,0,892,11267,12159
Nevada,2010,2040158,1737976,2704642,1339050,1365592,1014562,1025596,855511,882465,900,11292,0,0,0,900,11292,12192,0,0,0,900,11292,12192
Nevada,2009,1958e3,1675415,2643085,1296766,1346319,965305,992695,813713,861702,949,11621,0,0,0,949,11621,12570,2,4,6,949,11621,12570
Nevada,2008,1932187,1658662,2600167,1275824,1324343,952478,979709,807516,851146,982,11895,0,0,0,982,11895,12877,2,54,56,982,11895,12877
Nevada,2007,1899964,1638008,2565382,1263874,1301508,937272,962692,796463,841545,1175,12136,0,0,0,1175,12136,13311,0,8,8,1175,12136,13311
Nevada,2006,1861104,1605447,2495529,1222992,1272537,914346,946758,780308,825139,1126,11628,0,0,0,1126,11628,12754,0,8,8,1126,11628,12754
Nevada,2005,1759522,1512730,2376017,1178560,1197457,875281,884241,742290,770440,940,10722,0,0,0,940,10722,11662,0,7,7,940,10722,11662
Nevada,2004,1700427,1465063,2301197,1136138,1165059,843535,856892,717959,747104,877,10156,0,0,0,877,10156,11033,0,6,6,877,10156,11033
Nevada,2003,1630262,1402849,2207574,1094028,1113546,810407,819855,689119,713730,753,9831,0,0,0,753,9831,10584,0,5,5,753,9831,10584
Nevada,2002,1571877,1354731,2139794,1055004,1084790,779880,791997,664252,690479,790,9311,434,0,434,356,9311,9667,0,5,5,356,9311,9667
Nevada,2001,1514832,1301739,2072391,1027191,1045200,753075,761757,637356,664383,761,9101,478,0,478,283,9101,9384,1,4,5,283,9101,9384
Nevada,2000,1448097,1251824,1950488,990509,959979,738015,710082,627693,624131,799,8989,508,0,508,291,8989,9280,0,8,8,291,8989,9280
Nevada,1999,1393375.5,1205128.6,1875034.8,950116.3,924918.5,708525.1,684850.4,602929.8,602198.8,711,8602,561,0,561,150,8602,8752,0,3,3,150,8602,8752
Nevada,1998,1338654,1158433.2,1799581.6,909723.6,889858,679035.2,659618.8,578166.6,580266.6,NA,NA,NA,NA,NA,NA,NA,NA,2,20,22,687,8552,9239
Nevada,1997,1283932.5,1111737.8,1724128.4,869330.9,854797.5,649545.3,634387.2,553403.4,558334.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,631,7992,8623
Nevada,1996,1229211,1065042.4,1648675.2,828938.2,819737,620055.4,609155.6,528640.2,536402.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,575,7506,8081
Nevada,1995,1174489.5,1018347,1573222,788545.5,784676.5,590565.5,583924,503877,514470,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,521,7078,7599
Nevada,1994,1119768,971651.6,1497768.8,748152.8,749616,561075.6,558692.4,479113.8,492537.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,459,6425,6884
Nevada,1993,1065046.5,924956.2,1422315.6,707760.1,714555.5,531585.7,533460.8,454350.6,470605.6,NA,NA,NA,NA,NA,NA,NA,NA,9,118,127,413,5740,6153
