state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Connecticut,2016,2827751,2292041,3576452,1830542,1745910,1464350,1363401,1159318,1132723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2015,2828634,2299206,3590886,1837230,1753656,1466377,1362257,1161631,1137575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2014,2823459,2307453,3596677,1843981,1752696,1464931,1358528,1169505,1137948,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2013,2811600,2307112,3596080,1844231,1751849,1459733,1351867,1170603,1136509,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2012,2796969,2307171,3590347,1843982,1746365,1454145,1342824,1172516,1134655,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2011,2777833,2295955,3580709,1837345,1743364,1446091,1331742,1165066,1130889,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2010,2762028,2289579,3577073,1844880,1732193,1442197,1319831,1164882,1124697,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2009,2710846,2255218,3518288,1801145,1717143,1408436,1302410,1140855,1114363,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2008,2689215,2246294,3501252,1791958,1709294,1396007,1293208,1135148,1111146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2007,2687835,2243777,3502309,1795389,1706920,1399869,1287966,1136682,1107095,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2006,2691893,2253246,3504809,1799814,1704995,1405976,1285917,1146481,1106765,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2005,2550309,2136722,3365768,1729313,1636455,1331878,1218431,1090545,1046177,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2004,2556258,2147466,3389483,1738966,1650517,1338169,1218089,1098419,1049047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2003,2539350,2131137,3371241,1736293,1634948,1330300,1209050,1090659,1040478,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2002,2483379,2066299,3350345,1737413,1612932,1308443,1174936,1063060,1003239,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2001,2509829,2097982,3317131,1708570,1608561,1322814,1187015,1079452,1018530,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2000,2448737,2027334,3294802,1706844,1587958,1301291,1147446,1049074,978260,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1999,2456843.4,2036554.9,3293534.8,1705590.2,1587944.6,1303627,1153216.4,1051798.8,984756.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1998,2464949.8,2045775.8,3292267.6,1704336.4,1587931.2,1305963,1158986.8,1054523.6,991252.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1997,2473056.2,2054996.7,3291000.4,1703082.6,1587917.8,1308299,1164757.2,1057248.4,997748.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1996,2481162.6,2064217.6,3289733.2,1701828.8,1587904.4,1310635,1170527.6,1059973.2,1004244.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1995,2489269,2073438.5,3288466,1700575,1587891,1312971,1176298,1062698,1010740.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1994,2497375.4,2082659.4,3287198.8,1699321.2,1587877.6,1315307,1182068.4,1065422.8,1017236.6,NA,NA,NA,NA,NA,14699,NA,NA,13363
Connecticut,1993,2505481.8,2091880.3,3285931.6,1698067.4,1587864.2,1317643,1187838.8,1068147.6,1023732.7,NA,NA,NA,NA,NA,13347,NA,NA,12133
Connecticut,1992,2513588.2,2101101.2,3284664.4,1696813.6,1587850.8,1319979,1193609.2,1070872.4,1030228.8,NA,NA,NA,NA,NA,11102,NA,NA,10093
Connecticut,1991,2521694.6,2110322.1,3283397.2,1695559.8,1587837.4,1322315,1199379.6,1073597.2,1036724.9,NA,NA,NA,NA,NA,10928,NA,NA,9935
Connecticut,1990,2529801,2119543,3282130,1694306,1587824,1324651,1205150,1076322,1043221,NA,NA,NA,NA,NA,10075,NA,NA,9159
Connecticut,1989,2504546.9,2101526.7,3265213,1686421.4,1578791.6,1312829.9,1191717,1068653.8,1032872.9,NA,NA,NA,NA,NA,8722,NA,NA,7929
Connecticut,1988,2479292.8,2083510.4,3248296,1678536.8,1569759.2,1301008.8,1178284,1060985.6,1022524.8,NA,NA,NA,NA,NA,7153,NA,NA,7731
Connecticut,1987,2454038.7,2065494.1,3231379,1670652.2,1560726.8,1289187.7,1164851,1053317.4,1012176.7,NA,NA,3781,NA,NA,4968,NA,NA,6072
Connecticut,1986,2428784.6,2047477.8,3214462,1662767.6,1551694.4,1277366.6,1151418,1045649.2,1001828.6,NA,NA,3781,NA,NA,4968,NA,NA,6072
Connecticut,1985,2403530.5,2029461.5,3197545,1654883,1542662,1265545.5,1137985,1037981,991480.5,NA,NA,3781,NA,NA,4968,NA,NA,6072
Connecticut,1984,2378276.4,2011445.2,3180628,1646998.4,1533629.6,1253724.4,1124552,1030312.8,981132.4,NA,NA,3691,NA,NA,5383,NA,NA,4900
Connecticut,1983,2353022.3,1993428.9,3163711,1639113.8,1524597.2,1241903.3,1111119,1022644.6,970784.3,NA,NA,4209,NA,NA,5813,NA,NA,NA
