state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Indiana,2016,5057836,4137541,6633053,3370413,3262640,2600621,2457215,2081024,2056517,2198,26646,69,3858,3927,2129,22788,24917,0,16,16,2137,23006,25143
Indiana,2015,5041017,4144444,6619680,3363981,3255699,2591946,2449071,2081569,2062875,2350,27634,85,4119,4204,2265,23515,25780,0,21,21,2364,24222,26586
Indiana,2014,5014663,4147984,6596855,3351790,3245065,2579126,2435537,2083538,2064446,2692,25167,119,4301,4420,2573,20866,23439,0,10,10,2700,25373,28073
Indiana,2013,4985428,4144789,6570902,3343036,3227866,2565305,2420123,2087230,2057559,2744,30189,239,8814,9053,2505,21375,23880,0,8,8,2627,25868,28495
Indiana,2012,4947700,4134790,6537334,3316338,3220996,2543650,2404050,2077863,2056927,2502,25532,127,4124,4251,2375,21408,23783,0,8,8,2375,21408,23783
Indiana,2011,4921885,4121239,6516922,3311101,3205821,2530713,2391172,2067393,2053846,2431,24971,74,2878,2952,2357,22093,24450,1,13,14,2357,22093,24450
Indiana,2010,4886036,4098945,6490621,3293027,3197594,2513274,2372762,2058811,2040134,2521,24752,63,2754,2817,2458,21998,24456,1,14,15,2458,21998,24456
Indiana,2009,4836993,4067156,6423113,3266309,3156804,2488631,2348362,2035075,2032081,2401,24347,63,2416,2479,2338,21931,24269,0,17,17,2338,21931,24269
Indiana,2008,4794072,4034513,6376792,3240709,3136083,2464646,2329426,2016536,2017977,2386,24006,62,2580,2642,2324,21426,23750,0,17,17,2324,21426,23750
Indiana,2007,4751401,4018322,6345289,3219474,3125815,2439279,2312122,2007160,2011162,2187,22950,70,1613,1683,2117,21337,23454,0,18,18,2117,21337,23454
Indiana,2006,4728787,4004157,6313520,3209437,3104083,2432776,2296011,2005047,1999110,2108,22793,40,1250,1290,2068,21543,23611,6,24,30,2068,21543,23611
Indiana,2005,4483771,3805819,6081212,3088367,2992845,2310691,2173080,1916143,1889676,1841,20919,0,115,115,1841,20804,22645,8,31,39,1841,20804,22645
Indiana,2004,4458244,3786739,6058172,3081262,2976910,2305886,2152358,1912890,1873849,1765,20219,0,641,641,1765,19578,21343,11,55,66,1765,19578,21343
Indiana,2003,4419110,3752996,6021480,3079814,2941666,2289946,2129164,1897880,1855116,1649,19696,0,652,652,1649,19044,20693,5,56,61,1649,19044,20693
Indiana,2002,4401277,3731166,5985228,3043809,2941419,2273009,2128268,1878923,1852243,1505,18844,0,843,843,1505,18001,19506,5,62,67,1505,18001,19506
Indiana,2001,4452695,3800964,5934871,3028199,2906672,2306480,2146215,1922907,1878057,1419,18227,0,915,915,1419,17312,18731,8,71,79,1419,17312,18731
Indiana,2000,4294738,3641917,5839634,2989490,2850144,2234554,2060184,1850873,1791044,1372,18329,0,1754,1754,1372,16575,17947,3,37,40,1372,16575,17947
Indiana,1999,4273798.4,3621784.8,5810503.5,2976967.3,2833536.2,2225989.7,2047808.7,1841041.7,1780743.1,1181,16904,0,936,936,1181,15968,17149,0,10,10,1181,15968,17149
Indiana,1998,4252858.8,3601652.6,5781373,2964444.6,2816928.4,2217425.4,2035433.4,1831210.4,1770442.2,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,1150,16455,17605
Indiana,1997,4231919.2,3581520.4,5752242.5,2951921.9,2800320.6,2208861.1,2023058.1,1821379.1,1760141.3,NA,NA,NA,NA,NA,NA,NA,NA,2,6,8,1041,15470,16511
Indiana,1996,4210979.6,3561388.2,5723112,2939399.2,2783712.8,2200296.8,2010682.8,1811547.8,1749840.4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,938,14828,15766
Indiana,1995,4190040,3541256,5693981.5,2926876.5,2767105,2191732.5,1998307.5,1801716.5,1739539.5,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,892,15233,16125
Indiana,1994,4169100.4,3521123.8,5664851,2914353.8,2750497.2,2183168.2,1985932.2,1791885.2,1729238.6,NA,NA,NA,NA,NA,NA,NA,NA,2,7,9,826,14188,15014
Indiana,1993,4148160.8,3500991.6,5635720.5,2901831.1,2733889.4,2174603.9,1973556.9,1782053.9,1718937.7,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,778,13692,14470
Indiana,1992,4127221.2,3480859.4,5606590,2889308.4,2717281.6,2166039.6,1961181.6,1772222.6,1708636.8,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,738,13207,13945
Indiana,1991,4106281.6,3460727.2,5577459.5,2876785.7,2700673.8,2157475.3,1948806.3,1762391.3,1698335.9,NA,NA,NA,NA,NA,NA,NA,NA,2,8,10,706,12302,13008
Indiana,1990,4085342,3440595,5548329,2864263,2684066,2148911,1936431,1752560,1688035,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,681,12055,12736
Indiana,1989,4063843.8,3429201.5,5542780.1,2860790.7,2681989.4,2137919.9,1925923.9,1748088,1681113.5,NA,NA,NA,NA,NA,NA,NA,NA,4,8,12,628,11725,12353
Indiana,1988,4042345.6,3417808,5537231.2,2857318.4,2679912.8,2126928.8,1915416.8,1743616,1674192,NA,NA,NA,NA,NA,NA,NA,NA,0,38,38,502,10942,11444
Indiana,1987,4020847.4,3406414.5,5531682.3,2853846.1,2677836.2,2115937.7,1904909.7,1739144,1667270.5,NA,NA,NA,NA,NA,NA,NA,NA,0,44,44,491,10380,10871
Indiana,1986,3999349.2,3395021,5526133.4,2850373.8,2675759.6,2104946.6,1894402.6,1734672,1660349,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,453,9771,10224
Indiana,1985,3977851,3383627.5,5520584.5,2846901.5,2673683,2093955.5,1883895.5,1730200,1653427.5,NA,NA,NA,NA,NA,NA,NA,NA,2,30,32,453,9635,10088
Indiana,1984,3956352.8,3372234,5515035.6,2843429.2,2671606.4,2082964.4,1873388.4,1725728,1646506,NA,NA,NA,NA,NA,NA,NA,NA,0,64,64,395,8997,9392
Indiana,1983,3934854.6,3360840.5,5509486.7,2839956.9,2669529.8,2071973.3,1862881.3,1721256,1639584.5,NA,NA,NA,NA,NA,NA,NA,NA,2,62,64,391,8969,9360
Indiana,1982,3913356.4,3349447,5503937.8,2836484.6,2667453.2,2060982.2,1852374.2,1716784,1632663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,8827
Indiana,1981,3891858.2,3338053.5,5498388.9,2833012.3,2665376.6,2049991.1,1841867.1,1712312,1625741.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,8054
Indiana,1980,3870360,3326660,5492840,2829540,2663300,2039e3,1831360,1707840,1618820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,6709
Indiana,1979,3817924,3283384,5462216,2813676,2648540,2011210,1806714,1686446,1596938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,5686
Indiana,1978,3765488,3240108,5431592,2797812,2633780,1983420,1782068,1665052,1575056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,4953
