state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Iowa,2016,2411135,1931424,3134693,1578385,1556308,1226677,1184458,958290,973134,9290,5206,4084,7666,4359,3307,6499,3767,2732,79292,41569,37723,59831,31594,28237,57601,30392,27209,104992,47523,57469,75668,34436,41232,69692,31444,38248,179066,86904,92162,108631,53133,55498,102059,49812,52247,51678,27585,24093,23598,12800,10798,21173,11776,9397,2710375,1369598,1340777,2135741,1090355,1045386,1674400,831099,843301,23,128,151,9,67,76,108,2163,2271,32,576,608,0,0,0,649,5276,5925
Iowa,2015,2398939,1932736,3123899,1574958,1548941,1219281,1179658,957379,975357,9792,5594,4198,7781,4678,3103,7331,4607,2724,68732,32321,36411,53830,25926,27904,51811,24911,26900,101969,46624,55345,70691,31513,39178,65346,28947,36399,174068,85115,88953,105706,50772,54934,100209,48079,52130,57098,32869,24229,25201,13535,11666,22566,12111,10455,2712240,1372435,1339805,2135730,1092857,1042873,1685473,838724,846749,29,134,163,6,67,73,133,2099,2232,30,547,577,0,0,0,610,5194,5804
Iowa,2014,2382458,1925061,3107126,1561996,1545130,1212257,1170201,953572,971489,7783,3862,3921,5744,2682,3062,5002,1986,3016,69567,33569,35998,52961,27383,25578,50593,25754,24839,105384,50873,54511,68893,32892,36001,62923,29326,33597,170887,80594,90293,102599,49585,53014,96760,45923,50837,44420,20125,24295,20895,8810,12085,19844,8309,11535,2709085,1372973,1336112,2131366,1090905,1040461,1689939,842274,847665,18,145,163,2,69,71,138,2134,2272,32,578,610,0,0,0,562,5160,5722
Iowa,2013,2366311,1921974,3090416,1562487,1527929,1209296,1157015,957544,964430,6664,3571,3093,5957,3353,2604,5715,3252,2463,64140,31398,32742,47794,25403,22391,44465,23306,21159,100791,49458,51333,66669,32604,34065,63707,30947,32760,166495,81476,85019,99642,47285,52357,94407,44964,49443,49107,23857,25250,21387,11077,10310,20218,10324,9894,2703219,1372727,1330492,2124862,1089574,1035288,1693462,844751,848711,14,140,154,2,66,68,130,2120,2250,20,531,551,0,0,0,548,5126,5674
Iowa,2012,2352328,1918450,3074186,1549982,1524204,1198601,1153727,950431,968019,4683,1808,2875,4241,1616,2625,4169,1559,2610,57693,29269,28424,44192,22682,21510,41314,20925,20389,90395,42735,47660,62604,28765,33839,58294,26413,31881,160566,75659,84907,94125,44669,49456,89670,42019,47651,56500,27749,28751,25489,12245,13244,24094,11560,12534,2704349,1372762,1331587,2121677,1088624,1033053,1700909,847955,852954,17,142,159,5,75,80,158,2097,2255,26,522,548,0,0,0,578,5113,5691
Iowa,2011,2339920,1911086,3062309,1549135,1513174,1193978,1145942,947267,963819,10913,7076,3837,7912,5201,2711,7269,4688,2581,57972,30231,27741,45106,23417,21689,43739,22483,21256,81583,40154,41429,53633,24574,29059,49299,21695,27604,153605,72304,81301,90769,41098,49671,85952,37987,47965,51449,26642,24807,23511,12856,10655,22069,12043,10026,2706787,1372728,1334059,2118989,1086832,1032157,1702758,848371,854387,8,152,160,4,68,72,137,2266,2403,27,582,609,0,0,0,562,5307,5869
Iowa,2010,2327048,1901086,3049883,1544201,1505682,1188820,1138228,943042,958044,6172,2934,3238,4818,2419,2399,4527,2325,2202,49212,25031,24181,35772,17889,17883,34111,16500,17611,93280,46366,46914,61207,29400,31807,57204,26561,30643,151407,74044,77363,90687,44075,46612,87590,42519,45071,49423,24214,25209,23759,10700,13059,21558,9602,11956,2700389,1371612,1328777,2110805,1084337,1026468,1696096,845535,850561,17,151,168,7,80,87,159,2266,2425,23,612,635,0,0,0,574,5565,6139
Iowa,2009,2299255,1877018,3007857,1525620,1482237,1179111,1120144,932704,944314,7349,4976,2373,5086,3399,1687,4670,3321,1349,49011,27246,21765,36681,20639,16042,34422,19396,15026,72399,36710,35689,51699,25415,26284,45630,21962,23668,130460,59409,71051,77201,34938,42263,72664,32578,40086,45511,21281,24230,19015,8578,10437,17981,7668,10313,2703127,1375998,1327129,2109573,1086142,1023431,1701651,847779,853872,24,145,169,NA,NA,NA,152,2073,2225,21,557,578,NA,NA,NA,521,5246,5767
Iowa,2008,2297884,1884107,3002557,1522092,1480465,1178886,1118998,933488,950619,5018,2396,2622,3731,1801,1930,3164,1438,1726,48024,24548,23476,33936,17239,16697,31888,16223,15665,82197,39405,42792,53929,26725,27204,49732,24183,25549,124030,59834,64196,73494,35897,37597,70413,33766,36647,40976,19467,21509,19947,8768,11179,18231,7494,10737,2702312,1376442,1325870,2112847,1088456,1024391,1710679,850384,860295,20,134,154,6,64,70,159,2060,2219,25,555,580,NA,9,NA,539,5202,5741
Iowa,2007,2276058,1857403,2988047,1513126,1474921,1167475,1108583,921759,935644,6722,4448,2274,4545,3138,1407,4298,3040,1258,49058,24916,24142,35468,18287,17181,31726,16710,15016,72868,33738,39130,47310,22416,24894,42861,19832,23029,115934,54013,61921,68787,29459,39328,67023,28515,38508,42653,19993,22660,17752,8424,9328,16433,7545,8888,2700812,1376018,1324794,2102196,1085751,1016445,1695062,846117,848945,16,127,143,3,64,67,153,2026,2179,23,515,538,NA,NA,NA,522,5262,5784
