state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
New Mexico,2016,1594344,1279964,2081015,1052374,1028641,811081,783263,639807,640157,652,6280,650,2390,3040,2,3890,3892,0,0,0,2,3954,3956
New Mexico,2015,1586110,1283011,2085109,1049370,1035739,805247,780863,639215,643796,706,6398,705,2321,3026,1,4077,4078,0,0,0,1,4077,4078
New Mexico,2014,1588033,1297353,2085572,1055089,1030483,809861,778172,650704,646649,673,6275,671,2401,3072,2,3874,3876,0,0,0,2,3874,3876
New Mexico,2013,1578942,1293596,2085287,1049487,1035800,802022,776920,646953,646643,653,6114,653,2331,2984,0,3783,3783,0,0,0,0,3783,3783
New Mexico,2012,1570724,1304456,2085538,1048485,1037053,801430,769294,654754,649702,630,6010,581,2418,2999,49,3592,3641,0,0,0,49,3592,3641
New Mexico,2011,1564221,1302432,2082224,1046663,1035561,796647,767574,654095,648337,617,6070,582,2271,2853,35,3799,3834,0,0,0,35,3799,3834
New Mexico,2010,1548374,1288774,2065932,1046841,1019091,791507,756867,649779,638995,600,6059,598,2307,2905,2,3752,3754,0,38,38,2,3752,3754
New Mexico,2009,1496203,1253113,2009671,1021889,987782,764839,731364,627652,625461,596,5988,588,2234,2822,8,3754,3762,7,36,43,8,3754,3762
New Mexico,2008,1484043,1239960,1984356,1004954,979402,760714,723329,622069,617891,569,5752,568,2367,2935,1,3385,3386,0,7,7,1,3385,3386
New Mexico,2007,1475426,1241199,1969915,992536,977379,752818,722608,620651,620548,574,5855,570,2150,2720,4,3705,3709,3,17,20,4,3705,3709
New Mexico,2006,1450102,1224310,1954599,991185,963414,745768,704334,617042,607268,667,5972,665,2265,2930,2,3707,3709,0,23,23,2,3707,3709
New Mexico,2005,1400056,1189646,1886789,968289,918500,727179,672877,608222,581424,666,5905,663,2180,2843,3,3725,3728,0,15,15,3,3725,3728
New Mexico,2004,1371623,1170326,1855776,949504,906272,710841,660782,597899,572427,585,5818,582,2104,2686,3,3714,3717,0,42,42,3,3714,3717
New Mexico,2003,1339421,1130608,1837417,936914,900503,691546,647875,576846,553762,576,5647,574,2177,2751,2,3470,3472,0,30,30,2,3470,3472
New Mexico,2002,1322313,1118313,1823047,926580,896467,680299,642014,569645,548668,518,5473,516,2174,2690,2,3299,3301,0,45,45,2,3299,3301
New Mexico,2001,1295567,1101763,1794179,915211,878968,675038,620529,567812,533951,517,5151,517,1967,2484,0,3184,3184,0,23,23,0,3184,3184
New Mexico,2000,1276183,1088258,1770085,897462,872623,645035,631148,547172,541086,511,4808,511,1621,2132,0,3187,3187,NA,NA,NA,0,3187,3187
New Mexico,1999,1254881.7,1070799.3,1743791.1,884190,859601.1,635233.2,619648.5,538653.9,532145.4,369,4683,306,1672,1978,63,3011,3074,0,0,0,369,4683,5052
New Mexico,1998,1233580.4,1053340.6,1717497.2,870918,846579.2,625431.4,608149,530135.8,523204.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,306,3134,3440
New Mexico,1997,1212279.1,1035881.9,1691203.3,857646,833557.3,615629.6,596649.5,521617.7,514264.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,374,3265,3639
New Mexico,1996,1190977.8,1018423.2,1664909.4,844374,820535.4,605827.8,585150,513099.6,505323.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,381,4352,4733
New Mexico,1995,1169676.5,1000964.5,1638615.5,831102,807513.5,596026,573650.5,504581.5,496383,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,294,3915,4209
New Mexico,1994,1148375.2,983505.8,1612321.6,817830,794491.6,586224.2,562151,496063.4,487442.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,226,3642,3868
New Mexico,1993,1127073.9,966047.1,1586027.7,804558,781469.7,576422.4,550651.5,487545.3,478501.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,3291,3499
