state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
South Carolina,2016,3861305,3093306,4961119,2554934,2406185,2017533,1843772,1587865,1505441,0,0,0,0,9,9,659,4736,5395,1,6,7,15,257,272,65,541,606,9,184,193,12,202,214,0,1,1,761,5936,6697,0,0,0
South Carolina,2015,3807727,3072261,4896146,2511586,2384560,1983746,1823981,1575150,1497111,0,0,0,0,11,11,504,4373,4877,1,6,7,26,297,323,39,528,567,3,172,175,8,199,207,0,0,0,581,5586,6167,0,0,0
South Carolina,2014,3751743,3052725,4832482,2479946,2352536,1952338,1799405,1560300,1492425,0,0,0,1,10,11,528,4521,5049,0,8,8,23,273,296,28,453,481,6,174,180,11,256,267,1,1,2,598,5696,6294,0,0,0
South Carolina,2013,3696456,3032381,4774839,2455831,2319008,1925267,1771189,1550074,1482307,0,0,0,0,10,10,520,4642,5162,0,10,10,20,298,318,45,358,403,7,247,254,6,278,284,0,0,0,598,5843,6441,0,0,0
South Carolina,2012,3642927,3012049,4723723,2427435,2296288,1898700,1744227,1542277,1469772,0,0,0,0,15,15,472,4733,5205,0,24,24,29,421,450,39,446,485,11,275,286,13,338,351,1,0,1,565,6252,6817,0,0,0
South Carolina,2011,3598500,2986941,4679230,2406763,2272467,1874186,1724314,1526413,1460528,0,0,0,0,11,11,557,5085,5642,0,43,43,28,337,365,47,488,535,11,279,290,17,428,445,0,3,3,660,6674,7334,0,0,0
South Carolina,2010,3555183,2969516,4636312,2385140,2251172,1850283,1704900,1514446,1455070,0,0,0,0,16,16,540,5114,5654,1,74,75,44,694,738,67,612,679,35,258,293,21,589,610,0,0,0,708,7357,8065,NA,0,NA
South Carolina,2009,3482873,2908780,4561242,2344655,2216587,1817926,1664947,1482810,1425970,NA,NA,NA,2,20,22,571,5778,6349,3,128,131,64,807,871,100,902,1002,20,256,276,26,697,723,0,0,0,786,8588,9374,NA,NA,NA
South Carolina,2008,3416097,2867503,4479800,2300546,2179254,1788356,1627741,1470506,1396997,NA,NA,NA,0,14,14,643,5840,6483,1,175,176,65,724,789,67,992,1059,36,235,271,28,843,871,0,1,1,840,8824,9664,NA,NA,NA
South Carolina,2007,3346810,2815502,4407709,2267145,2140564,1745348,1601462,1434213,1381289,NA,NA,NA,0,15,15,649,5947,6596,2,150,152,63,826,889,82,1058,1140,26,259,285,32,815,847,0,3,3,854,9073,9927,NA,NA,NA
South Carolina,2006,3286547,2768324,4321249,2218563,2102686,1712945,1573602,1406847,1361477,NA,NA,NA,0,23,23,715,5583,6298,4,183,187,55,674,729,93,1033,1126,42,315,357,43,853,896,1,3,4,953,8667,9620,NA,NA,NA
South Carolina,2005,3094471,2627450,4127391,2132509,1994882,1624157,1470314,1352612,1274838,0,0,0,0,22,22,665,5744,6409,2,104,106,53,684,737,81,887,968,36,326,362,37,821,858,0,6,6,874,8594,9468,0,0,0
South Carolina,2004,3044353,2588976,4059838,2092909,1966929,1599268,1445085,1335847,1253129,0,0,0,1,31,32,653,5841,6494,2,193,195,72,714,786,105,944,1049,43,299,342,60,920,980,0,4,4,936,8946,9882,0,0,0
South Carolina,2003,2992670,2540019,4008553,2077207,1931346,1579461,1413209,1315697,1224322,0,0,0,1,31,32,663,5920,6583,4,177,181,42,691,733,96,922,1018,29,331,360,45,1009,1054,1,4,5,881,9085,9966,0,0,0
South Carolina,2002,2999792,2567073,3971899,2058953,1912946,1583580,1416212,1327760,1239313,0,0,0,1,46,47,679,5973,6652,7,237,244,52,588,640,87,783,870,27,294,321,63,1042,1105,1,1,2,917,8964,9881,0,0,0
South Carolina,2001,2906457,2474126,3927982,2034167,1893815,1536762,1369695,1284889,1189237,0,0,0,5,18,23,613,5979,6592,5,198,203,36,328,364,65,700,765,11,111,122,56,1113,1169,1,2,3,792,8449,9241,0,0,0
South Carolina,2000,2858798,2433016,3847726,2008095,1839631,1518275,1340523,1279258,1153758,0,0,0,1,20,21,633,5502,6135,4,190,194,14,221,235,65,682,747,10,81,91,56,998,1054,2,2,4,785,7696,8481,0,0,0
South Carolina,1999,2829136.2,2409552.3,3811047,1987101.3,1823945.7,1501231.5,1327904.7,1263788.4,1145763.9,NA,NA,NA,1,17,18,627,5422,6049,4,214,218,17,267,284,53,561,614,9,97,106,57,926,983,0,7,7,768,7511,8279,NA,NA,NA
South Carolina,1998,2799474.4,2386088.6,3774368,1966107.6,1808260.4,1484188,1315286.4,1248318.8,1137769.8,NA,NA,NA,NA,NA,NA,637,5884,6521,4,194,198,26,296,322,56,600,656,5,117,122,57,983,1040,2,5,7,791,8123,8914,NA,NA,NA
South Carolina,1997,2769812.6,2362624.9,3737689,1945113.9,1792575.1,1467144.5,1302668.1,1232849.2,1129775.7,NA,NA,NA,NA,NA,NA,548,5269,5817,3,128,131,14,277,291,49,545,594,9,149,158,64,1111,1175,1,6,7,689,7521,8210,NA,NA,NA
South Carolina,1996,2740150.8,2339161.2,3701010,1924120.2,1776889.8,1450101,1290049.8,1217379.6,1121781.6,NA,NA,NA,NA,NA,NA,527,5303,5830,2,84,86,20,292,312,46,499,545,14,235,249,71,1082,1153,1,7,8,685,7558,8243,NA,NA,NA
South Carolina,1995,2710489,2315697.5,3664331,1903126.5,1761204.5,1433057.5,1277431.5,1201910,1113787.5,NA,NA,NA,NA,NA,NA,449,5151,5600,3,129,132,21,337,358,43,503,546,18,308,326,61,1122,1183,0,9,9,608,7696,8304,NA,NA,NA
South Carolina,1994,2680827.2,2292233.8,3627652,1882132.8,1745519.2,1416014,1264813.2,1186440.4,1105793.4,NA,NA,NA,NA,NA,NA,421,5103,5524,0,0,0,16,317,333,25,422,447,22,476,498,73,895,968,1,7,8,572,7328,7900,NA,NA,NA
South Carolina,1993,2651165.4,2268770.1,3590973,1861139.1,1729833.9,1398970.5,1252194.9,1170970.8,1097799.3,NA,NA,NA,NA,NA,NA,472,5648,6120,0,0,0,28,360,388,35,354,389,34,519,553,48,568,616,0,7,7,631,7558,8189,NA,NA,NA
South Carolina,1992,2621503.6,2245306.4,3554294,1840145.4,1714148.6,1381927,1239576.6,1155501.2,1089805.2,NA,NA,NA,NA,NA,NA,565,5763,6328,0,0,0,23,309,332,39,458,497,13,358,371,31,444,475,0,35,35,687,7467,8154,NA,NA,NA
South Carolina,1991,2591841.8,2221842.7,3517615,1819151.7,1698463.3,1364883.5,1226958.3,1140031.6,1081811.1,NA,NA,NA,NA,NA,NA,402,4940,5342,0,0,0,16,338,354,43,454,497,7,109,116,44,507,551,1,22,23,521,6488,7009,NA,NA,NA
South Carolina,1990,2562180,2198379,3480936,1798158,1682778,1347840,1214340,1124562,1073817,NA,NA,NA,NA,NA,NA,457,4714,5171,0,0,0,25,281,306,51,439,490,3,72,75,31,628,659,5,14,19,583,6256,6839,NA,NA,NA
South Carolina,1989,2523670,2169921.1,3445460.4,1778968.2,1666492.2,1327278,1196392,1109979.8,1059941.3,NA,NA,NA,NA,NA,NA,427,4434,4861,0,0,0,17,327,344,27,471,498,4,140,144,44,602,646,3,16,19,525,6126,6651,NA,NA,NA
South Carolina,1988,2485160,2141463.2,3409984.8,1759778.4,1650206.4,1306716,1178444,1095397.6,1046065.6,NA,NA,NA,NA,NA,NA,396,3982,4378,0,0,0,12,264,276,25,395,420,7,83,90,25,458,483,1,14,15,473,5357,5830,NA,NA,NA
South Carolina,1987,2446650,2113005.3,3374509.2,1740588.6,1633920.6,1286154,1160496,1080815.4,1032189.9,NA,NA,NA,NA,NA,NA,312,3957,4269,0,0,0,13,242,255,28,478,506,2,41,43,16,432,448,0,12,12,376,5366,5742,NA,NA,NA
South Carolina,1986,2408140,2084547.4,3339033.6,1721398.8,1617634.8,1265592,1142548,1066233.2,1018314.2,NA,NA,NA,NA,NA,NA,302,3960,4262,0,0,0,11,217,228,27,355,382,2,25,27,22,471,493,1,8,9,375,5256,5631,NA,NA,NA
South Carolina,1985,2369630,2056089.5,3303558,1702209,1601349,1245030,1124600,1051651,1004438.5,NA,NA,NA,NA,NA,NA,295,3455,3750,0,0,0,6,176,182,4,249,253,0,16,16,17,519,536,1,17,18,327,4622,4949,NA,NA,NA
South Carolina,1984,2331120,2027631.6,3268082.4,1683019.2,1585063.2,1224468,1106652,1037068.8,990562.8,NA,NA,NA,NA,NA,NA,210,3247,3457,0,0,0,3,198,201,6,152,158,1,20,21,24,488,512,1,7,8,250,4306,4556,NA,NA,NA
South Carolina,1983,2292610,1999173.7,3232606.8,1663829.4,1568777.4,1203906,1088704,1022486.6,976687.1,NA,NA,NA,NA,NA,NA,203,2868,3071,0,0,0,2,198,200,4,117,121,0,41,41,8,471,479,0,10,10,225,3963,4188,NA,NA,NA
South Carolina,1982,2254100,1970715.8,3197131.2,1644639.6,1552491.6,1183344,1070756,1007904.4,962811.4,NA,NA,NA,NA,NA,NA,203,3120,3323,0,0,0,7,197,204,1,67,68,2,67,69,8,337,345,0,26,26,224,4043,4267,0,0,0
South Carolina,1981,2215590,1942257.9,3161655.6,1625449.8,1536205.8,1162782,1052808,993322.2,948935.7,NA,NA,NA,NA,NA,NA,160,3197,3357,0,0,0,7,174,181,3,78,81,1,132,133,5,328,333,1,19,20,181,4157,4338,0,0,0
