state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Minnesota,2016,4236521,3467457,5519952,2776831,2743121,2151984,2084537,1727847,1739610,114,909,1023,NA,NA,NA,0,0,0,0,0,0,0,0,0,774,9818,10592,0,0,0,774,9818,10592
Minnesota,2015,4208742,3468203,5489594,2759489,2730105,2135853,2072889,1725528,1742675,99,1112,1211,NA,NA,NA,0,0,0,0,0,0,0,0,0,771,10027,10798,0,0,0,771,10027,10798
Minnesota,2014,4181144,3463225,5457173,2750651,2706522,2124581,2056563,1723920,1739305,68,929,997,NA,NA,NA,0,0,0,0,0,0,0,0,0,736,9901,10637,0,0,0,736,9901,10637
Minnesota,2013,4146028,3445541,5420380,2747152,2673228,2113374,2032654,1723353,1722188,54,909,963,NA,NA,NA,0,0,0,0,0,0,0,0,0,723,9566,10289,0,0,0,723,9566,10289
Minnesota,2012,4104420,3437697,5379139,2706619,2672520,2084198,2020222,1707174,1730523,47,567,614,NA,NA,NA,0,0,0,0,0,0,0,0,0,710,9228,9938,0,0,0,710,9228,9938
Minnesota,2011,4065715,3410073,5344861,2692488,2652373,2070032,1995683,1697111,1712962,41,521,562,NA,NA,NA,0,0,0,0,0,0,0,0,0,644,9156,9800,0,0,0,644,9156,9800
Minnesota,2010,4027588,3389211,5310584,2672794,2637790,2050291,1977297,1688395,1700816,40,496,536,NA,NA,NA,0,0,0,0,0,0,0,0,0,638,9158,9796,0,0,0,638,9158,9796
Minnesota,2009,4008244,3382159,5266215,2657192,2609023,2039761,1968483,1682770,1699389,44,618,662,NA,NA,NA,0,0,191,191,191,0,0,0,191,674,9121,9795,0,0,0,674,9312,9986
Minnesota,2008,3966043,3368484,5220393,2624060,2596333,2003426,1962617,1657378,1711106,98,906,1004,NA,NA,NA,0,0,612,612,612,0,0,0,612,670,8628,9298,0,0,0,670,9240,9910
Minnesota,2007,3936036,3343268,5197621,2608076,2589545,1994521,1941515,1653199,1690069,39,479,518,NA,NA,NA,0,0,1183,1183,1183,0,0,0,1183,602,7683,8285,0,0,0,602,8866,9468
Minnesota,2006,3915729,3324271,5167101,2598805,2568296,1987674,1928055,1646345,1677926,66,442,508,NA,NA,NA,0,0,979,979,979,0,0,0,979,562,7567,8129,0,0,0,562,8546,9108
Minnesota,2005,3732482,3197058,4969152,2501040,2468112,1897309,1835173,1593986,1603072,83,591,674,NA,NA,NA,36,36,724,760,724,0,0,0,760,568,7953,8521,0,0,0,604,8677,9281
Minnesota,2004,3722060,3185624,4958748,2498800,2459948,1897193,1824867,1593933,1591691,38,446,484,NA,NA,NA,25,25,282,307,282,0,0,0,307,519,7932,8451,0,0,0,544,8214,8758
Minnesota,2003,3677177,3148010,4919584,2484582,2435002,1874367,1802810,1571511,1576499,44,319,363,NA,NA,NA,36,36,141,177,141,0,0,0,177,399,7289,7688,0,0,0,435,7430,7865
Minnesota,2002,3634196,3111914,4882303,2459611,2422692,1855568,1778628,1556887,1555027,32,189,221,NA,NA,NA,0,0,0,0,0,0,0,0,0,455,6674,7129,0,0,0,455,6674,7129
Minnesota,2001,3637692,3120740,4836367,2443178,2393189,1858524,1779168,1561798,1558942,30,154,184,NA,NA,NA,0,0,0,0,0,0,0,0,0,383,6223,6606,0,0,0,383,6223,6606
Minnesota,2000,3549788,3025178,4850802,2438317,2412485,1798963,1750825,1495249,1529929,22,127,149,NA,NA,NA,0,0,0,0,0,0,0,0,0,368,5870,6238,0,0,0,368,5870,6238
Minnesota,1999,3515225.1,2992208.2,4802378.6,2416758.9,2385619.7,1784918,1730307.1,1480958.7,1511249.5,29,145,174,0,0,0,0,0,80,80,80,0,0,0,80,355,5534,5889,2,12,14,355,5614,5969
Minnesota,1998,3480662.2,2959238.4,4753955.2,2395200.8,2358754.4,1770873,1709789.2,1466668.4,1492570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,15,288,5284,5572
Minnesota,1997,3446099.3,2926268.6,4705531.8,2373642.7,2331889.1,1756828,1689271.3,1452378.1,1473890.5,NA,NA,NA,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,20,258,5068,5326
Minnesota,1996,3411536.4,2893298.8,4657108.4,2352084.6,2305023.8,1742783,1668753.4,1438087.8,1455211,NA,NA,NA,0,208,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,4924,5158
Minnesota,1995,3376973.5,2860329,4608685,2330526.5,2278158.5,1728738,1648235.5,1423797.5,1436531.5,NA,NA,NA,0,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,4629,4846
Minnesota,1994,3342410.6,2827359.2,4560261.6,2308968.4,2251293.2,1714693,1627717.6,1409507.2,1417852,NA,NA,NA,0,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,4338,4575
