state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Arkansas,2016,2282468,1831610,2988248,1517509,1470739,1177218,1105250,925184,906426,0,0,0,0,0,0,774,3657,4431,0,0,0,0,0,0,0,0,0,184,1466,1650,404,3426,3830,0,0,0,1394,8786,10180,32,237,269
Arkansas,2015,2271414,1827973,2978204,1517455,1460749,1174261,1097153,926094,901879,0,0,0,0,0,0,846,4634,5480,0,0,0,0,0,0,0,0,0,64,739,803,329,2739,3068,0,0,0,1271,8233,9504,32,121,153
Arkansas,2014,2259516,1825937,2966369,1512141,1454228,1166047,1093469,923302,902635,0,0,0,0,0,0,675,3543,4218,0,0,0,0,0,0,0,0,0,5,1107,1112,441,3664,4105,0,0,0,1127,8348,9475,6,34,40
Arkansas,2013,2249166,1831045,2959373,1498176,1461197,1158142,1091024,924608,906437,0,0,0,0,0,0,529,2196,2725,179,2119,2298,0,0,0,0,0,0,60,722,782,280,2902,3182,0,0,0,1060,8028,9088,12,89,101
Arkansas,2012,2238946,1828899,2949131,1501450,1447681,1156973,1081973,923513,905386,0,0,0,0,3,3,545,4043,4588,0,0,0,0,0,0,0,0,0,37,539,576,18,588,606,1,11,12,609,5270,5879,8,86,94
Arkansas,2011,2226659,1824848,2937979,1484798,1453181,1144173,1082486,917622,907226,0,0,0,0,0,0,605,4911,5516,0,0,0,0,0,0,0,0,0,61,722,783,47,713,760,0,0,0,724,6418,7142,11,72,83
Arkansas,2010,2212082,1817710,2921606,1490353,1431253,1140908,1071174,919210,898500,0,0,0,0,4,4,593,4281,4874,24,170,194,0,0,0,0,0,0,81,1082,1163,108,1264,1372,0,0,0,813,6854,7667,NA,53,NA
Arkansas,2009,2181681,1793355,2889450,1478480,1410970,1130711,1050970,907891,885464,0,0,0,0,3,3,653,4516,5169,0,292,292,0,0,0,0,0,0,69,961,1030,65,816,881,0,11,11,791,6684,7475,4,85,89
Arkansas,2008,2156214,1773950,2855390,1456831,1398559,1111613,1044601,891985,881965,0,0,0,0,0,0,641,4645,5286,0,40,40,0,0,0,0,0,0,59,927,986,50,655,705,0,0,0,750,6267,7017,0,0,0
Arkansas,2007,2135054,1760542,2834797,1447346,1387451,1106521,1028533,891266,869276,NA,NA,NA,NA,NA,NA,604,4167,4771,3,56,59,NA,NA,NA,NA,NA,NA,0,0,0,106,1715,1821,NA,NA,NA,713,5938,6651,NA,NA,NA
Arkansas,2006,2118675,1751944,2810872,1433812,1377060,1098641,1020034,883108,868836,0,0,0,0,11,11,687,3857,4544,9,89,98,0,0,0,8,150,158,112,1080,1192,0,0,0,0,0,0,816,5189,6005,0,2,2
Arkansas,2005,2025759,169e4,2694665,1373735,1320930,1049419,976340,854863,835137,NA,NA,NA,0,4,4,998,4905,5903,NA,NA,NA,0,1,1,13,133,146,1,14,15,224,1746,1970,2,16,18,1240,6824,8064,2,5,7
Arkansas,2004,2001494,1667193,2668372,1362433,1305939,1039884,961610,847438,819755,NA,NA,NA,1,6,7,795,3883,4678,NA,NA,NA,0,3,3,15,206,221,2,4,6,182,2929,3111,2,14,16,997,7048,8045,0,3,3
Arkansas,2003,1975063,1635204,2650703,1357688,1293015,1027216,947847,833607,801597,0,0,0,0,7,7,467,3644,4111,NA,NA,NA,NA,NA,NA,26,175,201,0,10,10,218,2587,2805,2,3,5,722,6485,7207,9,59,68
Arkansas,2002,1961923,1631366,2638797,1355424,1283373,1031555,930368,838552,792814,0,0,0,0,7,7,398,3389,3787,0,0,0,2,100,102,24,167,191,8,1001,1009,244,1737,1981,2,8,10,687,6460,7147,9,51,60
Arkansas,2001,1930416,1598218,2618888,1350372,1268516,1007703,922713,814512,783706,0,0,0,1,8,9,444,3605,4049,0,0,0,2,29,31,16,174,190,15,348,363,239,2097,2336,2,6,8,729,6299,7028,10,32,42
Arkansas,2000,1891385,1566855,2581195,1322703,1258492,986023,905362,803352,763503,0,2,2,0,3,3,405,3146,3551,214,832,1046,1,73,74,7,113,120,3,989,992,53,1093,1146,2,10,12,696,6321,7017,11,60,71
Arkansas,1999,1874918.9,1550333.2,2557496,1311410.4,1246085.6,978665.9,896253,795054.6,755278.6,0,6,6,0,6,6,415,3262,3677,122,704,826,1,57,58,25,63,88,5,763,768,50,566,616,1,11,12,632,5474,6106,13,36,49
Arkansas,1998,1858452.8,1533811.4,2533797,1300117.8,1233679.2,971308.8,887144,786757.2,747054.2,NA,NA,NA,NA,NA,NA,399,3333,3732,71,673,744,1,70,71,11,66,77,1,844,845,110,591,701,5,14,19,598,5606,6204,0,1,1
Arkansas,1997,1841986.7,1517289.6,2510098,1288825.2,1221272.8,963951.7,878035,778459.8,738829.8,NA,NA,NA,NA,NA,NA,307,2955,3262,52,708,760,0,49,49,19,101,120,10,659,669,99,726,825,2,18,20,491,5236,5727,2,11,13
Arkansas,1996,1825520.6,1500767.8,2486399,1277532.6,1208866.4,956594.6,868926,770162.4,730605.4,NA,NA,NA,NA,NA,NA,312,2922,3234,6,29,35,0,53,53,15,256,271,7,625,632,115,807,922,1,10,11,467,4748,5215,11,39,50
Arkansas,1995,1809054.5,1484246,2462700,1266240,1196460,949237.5,859817,761865,722381,NA,NA,NA,NA,NA,NA,362,3215,3577,10,33,43,0,55,55,18,390,408,5,723,728,82,341,423,1,13,14,480,4800,5280,2,13,15
Arkansas,1994,1792588.4,1467724.2,2439001,1254947.4,1184053.6,941880.4,850708,753567.6,714156.6,NA,NA,NA,NA,NA,NA,347,2983,3330,0,0,0,1,86,87,16,154,170,2,393,395,38,309,347,3,13,16,409,3960,4369,2,6,8
Arkansas,1993,1776122.3,1451202.4,2415302,1243654.8,1171647.2,934523.3,841599,745270.2,705932.2,NA,NA,NA,NA,NA,NA,285,2452,2737,37,20,57,0,86,86,9,92,101,3,327,330,67,408,475,5,27,32,408,3428,3836,1,5,6
Arkansas,1992,1759656.2,1434680.6,2391603,1232362.2,1159240.8,927166.2,832490,736972.8,697707.8,NA,NA,NA,NA,NA,NA,322,2978,3300,0,0,0,0,118,118,11,75,86,0,594,594,66,305,371,15,96,111,416,4184,4600,2,12,14
Arkansas,1991,1743190.1,1418158.8,2367904,1221069.6,1146834.4,919809.1,823381,728675.4,689483.4,NA,NA,NA,NA,NA,NA,332,2849,3181,0,0,0,5,59,64,2,36,38,8,225,233,41,842,883,30,124,154,418,4156,4574,0,6,6
Arkansas,1990,1726724,1401637,2344205,1209777,1134428,912452,814272,720378,681259,NA,NA,NA,NA,NA,NA,352,2950,3302,0,0,0,2,36,38,8,43,51,10,282,292,23,549,572,0,0,0,396,3877,4273,1,5,6
Arkansas,1989,1715095.6,1393469.3,2338640.5,1207581.3,1131059.2,906682.8,808412.8,716998.2,676471.1,NA,NA,NA,NA,NA,NA,188,2395,2583,0,0,0,3,25,28,4,67,71,7,176,183,39,602,641,8,3,11,250,3293,3543,0,2,2
Arkansas,1988,1703467.2,1385301.6,2333076,1205385.6,1127690.4,900913.6,802553.6,713618.4,671683.2,NA,NA,NA,NA,NA,NA,233,1893,2126,0,0,0,5,50,55,NA,NA,NA,25,625,650,NA,NA,NA,NA,NA,NA,264,2591,2855,1,1,2
Arkansas,1987,1691838.8,1377133.9,2327511.5,1203189.9,1124321.6,895144.4,796694.4,710238.6,666895.3,NA,NA,NA,NA,NA,NA,168,2192,2360,0,0,0,10,51,61,NA,NA,NA,23,708,731,NA,NA,NA,NA,NA,NA,205,2963,3168,4,1,5
Arkansas,1986,1680210.4,1368966.2,2321947,1200994.2,1120952.8,889375.2,790835.2,706858.8,662107.4,NA,NA,NA,NA,NA,NA,138,1591,1729,0,0,0,3,49,52,NA,NA,NA,18,481,499,NA,NA,NA,NA,NA,NA,159,2140,2299,0,1,1
Arkansas,1985,1668582,1360798.5,2316382.5,1198798.5,1117584,883606,784976,703479,657319.5,NA,NA,NA,NA,NA,NA,153,1528,1681,0,0,0,22,45,67,NA,NA,NA,16,537,553,NA,NA,NA,NA,NA,NA,192,2124,2316,0,0,0
Arkansas,1984,1656953.6,1352630.8,2310818,1196602.8,1114215.2,877836.8,779116.8,700099.2,652531.6,NA,NA,NA,NA,NA,NA,106,1536,1642,0,5,5,27,29,56,NA,NA,NA,12,464,476,NA,NA,NA,NA,NA,NA,145,2059,2204,0,4,4
Arkansas,1983,1645325.2,1344463.1,2305253.5,1194407.1,1110846.4,872067.6,773257.6,696719.4,647743.7,NA,NA,NA,NA,NA,NA,137,1614,1751,0,0,0,2,10,12,NA,NA,NA,7,403,410,NA,NA,NA,NA,NA,NA,146,2083,2229,0,26,26
Arkansas,1982,1633696.8,1336295.4,2299689,1192211.4,1107477.6,866298.4,767398.4,693339.6,642955.8,NA,NA,NA,NA,NA,NA,129,1692,1821,0,0,0,5,16,21,0,0,0,0,0,0,7,474,481,0,0,0,141,2209,2350,0,4,4
Arkansas,1981,1622068.4,1328127.7,2294124.5,1190015.7,1104108.8,860529.2,761539.2,689959.8,638167.9,NA,NA,NA,NA,NA,NA,103,1643,1746,0,216,216,0,0,0,0,0,0,0,0,0,11,446,457,0,0,0,114,2338,2452,0,15,15
Arkansas,1980,1610440,1319960,2288560,1187820,1100740,854760,755680,686580,633380,NA,NA,NA,NA,NA,NA,111,1564,1675,0,0,0,0,0,0,0,0,0,0,230,230,8,398,406,0,0,0,119,2210,2329,0,0,0
Arkansas,1979,1575156,1292274,2252244,1169968,1082276,836264,738892,673122,619152,NA,NA,NA,NA,NA,NA,105,1523,1628,0,0,0,0,0,0,0,0,0,0,185,185,5,371,376,0,0,0,110,2108,2218,0,3,3
Arkansas,1978,1539872,1264588,2215928,1152116,1063812,817768,722104,659664,604924,0,0,0,0,14,14,75,1300,1375,2,0,2,3,98,101,0,0,0,9,151,160,18,302,320,0,0,0,107,1868,1975,0,3,3
