state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
North Dakota,2016,584891,480919,757953,367311,390642,284469,300422,227303,253616,NA,1353,NA,NA,1353,NA,NA,NA,NA
North Dakota,2015,584774,482817,756928,368326,388602,284233,300541,227159,255658,NA,1353,NA,NA,1353,NA,NA,NA,NA
North Dakota,2014,572255,474147,739482,362327,377155,281476,290779,227326,246821,126,1353,1479,126,1353,1479,126,1353,1479
North Dakota,2013,563342,470064,723393,354742,368651,276354,286988,224507,245557,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,2012,546266,452599,699628,340386,359242,265616,280650,212354,240245,134,910,1044,134,857,991,134,910,1044
North Dakota,2011,532740,438520,683932,338937,344995,264562,268178,212106,226414,134,910,1044,134,857,991,134,910,1044
North Dakota,2010,524634,433967,674499,331184,343315,259417,265217,208430,225537,134,910,1044,134,857,991,134,910,1044
North Dakota,2009,504757,415578,646844,325534,321310,255336,249421,204131,211447,134,910,1044,134,857,991,134,910,1044
North Dakota,2008,504597,419055,641481,318526,322955,255384,249213,204956,214099,134,910,1044,134,857,991,134,910,1044
North Dakota,2007,497018,412734,639715,317330,322385,247684,249334,198765,213969,134,910,1044,134,857,991,134,910,1044
North Dakota,2006,493893,405285,635867,318440,317427,251386,242507,200585,204700,134,910,1044,134,857,991,134,910,1044
North Dakota,2005,477908,397941,621063,315374,305689,243875,234033,196980,200961,95,910,1005,95,857,952,95,910,1005
North Dakota,2004,472176,390994,609691,306842,302849,239698,232478,192567,198427,95,910,1005,95,857,952,95,910,1005
North Dakota,2003,463605,383112,609236,305790,303446,234417,229188,188330,194782,95,910,1005,95,857,952,95,910,1005
North Dakota,2002,463533,382827,610245,307685,302560,234859,228674,188632,194195,95,910,1005,95,857,952,95,910,1005
North Dakota,2001,471608,391036,610793,306740,304053,238313,233295,192681,198355,95,910,1005,95,857,952,95,910,1005
North Dakota,2000,455157,372544,609909,303685,306224,226381,228776,180457,192087,95,910,1005,95,857,952,95,910,1005
North Dakota,1999,455748.8,372823.1,612427.6,305093,307334.6,227124.4,228624.4,180795.8,192027.3,95,910,1005,95,857,952,95,910,1005
North Dakota,1998,456340.6,373102.2,614946.2,306501,308445.2,227867.8,228472.8,181134.6,191967.6,NA,NA,1005,NA,NA,952,NA,NA,1005
North Dakota,1997,456932.4,373381.3,617464.8,307909,309555.8,228611.2,228321.2,181473.4,191907.9,NA,NA,579,NA,NA,579,NA,NA,579
North Dakota,1996,457524.2,373660.4,619983.4,309317,310666.4,229354.6,228169.6,181812.2,191848.2,NA,NA,623,NA,NA,623,NA,NA,623
North Dakota,1995,458116,373939.5,622502,310725,311777,230098,228018,182151,191788.5,NA,NA,600,NA,NA,600,NA,NA,600
North Dakota,1994,458707.8,374218.6,625020.6,312133,312887.6,230841.4,227866.4,182489.8,191728.8,NA,NA,600,NA,NA,600,NA,NA,600
North Dakota,1993,459299.6,374497.7,627539.2,313541,313998.2,231584.8,227714.8,182828.6,191669.1,NA,NA,596,NA,NA,596,NA,NA,NA
North Dakota,1992,459891.4,374776.8,630057.8,314949,315108.8,232328.2,227563.2,183167.4,191609.4,NA,NA,576,NA,NA,576,NA,NA,NA
North Dakota,1991,460483.2,375055.9,632576.4,316357,316219.4,233071.6,227411.6,183506.2,191549.7,NA,NA,576,NA,NA,576,NA,NA,NA
North Dakota,1990,461075,375335,635095,317765,317330,233815,227260,183845,191490,NA,NA,576,NA,NA,576,NA,NA,NA
North Dakota,1989,461097.5,376411.5,637201.5,318760.5,318441,233719.5,227378,184472.5,191939,NA,NA,556,NA,NA,556,NA,NA,NA
North Dakota,1988,461120,377488,639308,319756,319552,233624,227496,185100,192388,NA,NA,516,NA,NA,516,NA,NA,NA
North Dakota,1987,461142.5,378564.5,641414.5,320751.5,320663,233528.5,227614,185727.5,192837,NA,NA,494,NA,NA,494,NA,NA,NA
North Dakota,1986,461165,379641,643521,321747,321774,233433,227732,186355,193286,NA,NA,471,NA,NA,471,NA,NA,NA
North Dakota,1985,461187.5,380717.5,645627.5,322742.5,322885,233337.5,227850,186982.5,193735,NA,NA,471,NA,NA,471,NA,NA,NA
North Dakota,1984,461210,381794,647734,323738,323996,233242,227968,187610,194184,NA,NA,471,NA,NA,471,NA,NA,471
North Dakota,1983,461232.5,382870.5,649840.5,324733.5,325107,233146.5,228086,188237.5,194633,NA,NA,471,NA,NA,471,NA,NA,471
