year,state,total_admissions,aggravated_or_simple_assault_total_admissions,burglary_total_admissions,drugs_total_admissions,fraud_total_admissions,motor_vehicle_theft_total_admissions,murder_total_admissions,negligent_manslaughter_total_admissions,other_property_offenses_total_admissions,other_unknown_total_admissions,other_violent_offenses_total_admissions,public_order_total_admissions,rape_or_sexual_assault_total_admissions,robbery_total_admissions,theft_total_admissions,aggravated_or_simple_assault_female_total_admissions,aggravated_or_simple_assault_male_total_admissions,burglary_female_total_admissions,burglary_male_total_admissions,drugs_female_total_admissions,drugs_male_total_admissions,fraud_female_total_admissions,fraud_male_total_admissions,motor_vehicle_theft_female_total_admissions,motor_vehicle_theft_male_total_admissions,murder_female_total_admissions,murder_male_total_admissions,negligent_manslaughter_female_total_admissions,negligent_manslaughter_male_total_admissions,other_property_offenses_female_total_admissions,other_property_offenses_male_total_admissions,other_unknown_female_total_admissions,other_unknown_male_total_admissions,other_violent_offenses_female_total_admissions,other_violent_offenses_male_total_admissions,public_order_female_total_admissions,public_order_male_total_admissions,rape_or_sexual_assault_female_total_admissions,rape_or_sexual_assault_male_total_admissions,robbery_female_total_admissions,robbery_male_total_admissions,theft_female_total_admissions,theft_male_total_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,Missouri,8557,512,1653,1796,529,92,265,74,613,NA,66,706,420,655,1176,37,475,30,1623,179,1617,134,395,1,91,17,248,12,62,22,591,NA,NA,10,56,24,682,4,416,22,633,157,1019,202,8,NA,302,508,14,3,1128,891,43,4,858,143,NA,3,383,53,1,NA,38,161,1,3,100,19,NA,1,54,229,5,1,378,NA,NA,NA,NA,28,1,NA,37,163,3,3,537,127,3,1,289,440,7,2,206,481,6,4,685,22,180,NA,8,NA,NA,15,287,10,498,NA,14,NA,3,20,1108,69,822,5,38,2,2,103,755,42,101,NA,NA,NA,3,92,291,1,52,NA,1,NA,NA,NA,38,4,157,1,NA,NA,3,12,88,4,15,NA,NA,NA,1,8,46,9,220,NA,5,NA,1,13,365,NA,NA,NA,NA,NA,NA,NA,NA,7,21,1,NA,NA,NA,2,35,8,155,NA,3,NA,3,16,521,2,125,NA,3,NA,1,2,287,14,426,NA,7,NA,2,8,198,95,386,NA,6,NA,4,62,623
1992,Missouri,9237,535,1614,2010,626,107,244,73,674,NA,88,748,478,734,1306,30,505,30,1584,226,1784,176,450,4,103,24,220,7,66,33,641,NA,NA,6,82,26,722,5,473,29,705,205,1101,226,13,2,294,542,7,5,1060,1012,64,7,927,181,4,7,434,59,NA,NA,48,133,4,3,104,24,1,1,47,250,6,1,417,NA,NA,NA,NA,36,1,NA,51,162,2,2,582,118,6,1,353,477,3,3,251,542,10,5,749,15,211,NA,13,NA,2,15,279,10,532,NA,7,NA,5,20,1040,97,915,2,62,2,5,125,802,59,122,1,3,2,5,114,320,1,58,NA,NA,NA,NA,3,45,8,125,1,3,NA,3,15,89,3,21,NA,1,1,NA,3,44,10,240,NA,6,NA,1,23,394,NA,NA,NA,NA,NA,NA,NA,NA,3,33,NA,1,NA,NA,3,48,9,153,NA,2,NA,2,17,565,1,117,NA,6,NA,1,4,349,16,461,NA,3,NA,3,13,238,125,417,NA,10,2,3,78,671
1993,Missouri,9156,601,1423,2071,615,93,306,92,655,NA,58,723,457,713,1349,30,571,41,1382,254,1817,171,444,5,88,24,282,14,78,37,618,NA,NA,4,54,30,693,4,453,29,684,225,1124,263,8,1,329,472,19,4,928,1120,55,4,892,196,3,6,410,57,NA,1,35,169,3,6,128,25,2,2,63,214,12,2,427,NA,NA,NA,NA,24,1,NA,33,168,6,6,543,113,5,1,338,480,2,1,230,539,15,5,790,17,246,NA,8,NA,1,13,316,15,457,NA,19,1,3,25,903,132,988,2,53,1,3,119,773,56,140,1,2,2,4,112,298,2,55,NA,NA,NA,1,3,32,11,158,NA,3,NA,6,13,115,5,20,NA,2,1,1,8,55,11,203,NA,12,NA,2,26,401,NA,NA,NA,NA,NA,NA,NA,NA,2,22,NA,1,NA,NA,2,31,9,159,NA,6,NA,6,21,522,NA,113,NA,5,NA,1,4,334,17,463,1,1,NA,1,11,219,123,416,4,11,2,3,96,694
1994,Missouri,10558,630,1665,2267,697,93,283,88,712,NA,96,1171,544,871,1441,42,588,48,1617,295,1972,220,477,5,88,16,267,11,77,29,683,NA,NA,9,87,51,1120,7,537,33,838,270,1171,275,9,2,344,565,14,6,1080,1235,73,7,952,200,2,5,490,55,NA,NA,38,170,4,5,104,23,1,NA,64,251,7,2,452,NA,NA,NA,NA,40,3,1,52,248,8,7,908,138,4,2,400,601,11,2,257,555,8,10,868,23,252,1,8,1,1,17,327,14,551,NA,14,NA,6,34,1046,145,1090,4,69,1,6,145,807,70,130,NA,2,2,3,148,342,3,52,NA,NA,NA,NA,2,36,7,163,NA,4,NA,5,9,95,4,19,1,NA,NA,NA,6,58,10,241,1,6,NA,2,18,434,NA,NA,NA,NA,NA,NA,NA,NA,6,34,NA,3,NA,1,3,49,14,234,NA,8,NA,7,37,871,NA,138,NA,4,NA,2,7,393,15,586,NA,11,NA,2,18,239,151,404,1,7,2,8,116,752
1995,Missouri,11316,717,1683,2557,725,109,313,102,792,NA,103,1320,504,861,1530,43,674,45,1638,351,2206,217,508,5,104,18,295,17,85,44,748,NA,NA,8,95,64,1256,12,492,47,814,275,1255,291,17,5,404,575,11,11,1086,1364,83,11,1099,241,5,11,468,59,1,1,48,212,1,6,94,25,NA,NA,77,292,9,4,487,NA,NA,NA,NA,47,2,NA,54,256,10,7,1047,134,3,2,365,632,2,2,225,617,10,10,893,23,268,NA,17,NA,5,20,384,18,557,NA,11,NA,11,27,1059,151,1213,2,81,5,6,193,906,91,150,1,4,4,7,121,347,2,57,NA,1,NA,1,3,45,12,200,NA,1,NA,6,6,88,7,18,NA,NA,NA,NA,10,67,13,279,NA,9,1,3,30,457,NA,NA,NA,NA,NA,NA,NA,NA,2,45,NA,2,NA,NA,6,48,16,240,NA,10,2,5,46,1001,NA,134,NA,3,1,1,11,354,29,603,2,NA,1,1,15,210,150,467,1,9,1,9,123,770
1996,Missouri,12467,771,1667,2924,831,104,291,139,871,NA,96,1682,509,920,1662,40,731,66,1601,405,2519,249,582,7,97,25,266,42,97,44,827,NA,NA,6,90,72,1610,7,502,52,868,318,1344,322,13,9,427,548,17,9,1093,1494,81,9,1340,226,4,13,588,51,NA,1,52,182,3,1,105,27,1,NA,111,265,13,4,589,NA,NA,NA,NA,42,NA,NA,54,293,19,11,1359,138,7,3,361,606,4,5,305,647,14,6,995,24,298,NA,13,NA,9,16,411,19,529,NA,17,NA,9,47,1046,149,1345,3,78,2,7,251,1089,77,149,2,2,6,7,164,424,4,47,NA,NA,NA,1,3,49,10,172,NA,3,NA,1,15,90,5,22,NA,1,NA,NA,37,74,15,250,NA,13,1,3,28,561,NA,NA,NA,NA,NA,NA,NA,NA,1,41,NA,NA,NA,NA,5,49,20,273,NA,19,NA,11,52,1307,2,136,NA,7,NA,3,5,356,33,573,NA,4,1,4,18,287,174,473,1,13,1,5,142,853
1997,Missouri,12576,772,1560,3260,846,96,259,107,847,1,88,1825,488,789,1638,63,709,65,1495,500,2760,251,595,2,94,24,235,20,87,58,789,NA,1,7,81,88,1737,5,483,36,753,290,1348,294,12,5,461,497,15,4,1044,1515,91,12,1642,247,5,9,585,50,NA,NA,46,128,4,2,125,25,2,NA,80,290,13,4,540,1,NA,NA,NA,37,1,NA,50,297,15,7,1506,128,14,NA,346,550,6,2,231,626,9,9,994,29,265,1,11,1,4,32,429,20,477,NA,15,NA,4,45,999,177,1338,9,82,7,5,307,1335,92,155,2,3,4,5,153,432,1,49,NA,NA,NA,NA,1,45,7,121,1,3,NA,2,16,109,2,23,NA,2,NA,NA,18,62,20,270,1,12,2,2,35,505,NA,1,NA,NA,NA,NA,NA,NA,4,33,NA,1,NA,NA,3,47,17,280,1,14,NA,7,70,1436,NA,128,NA,14,NA,NA,5,341,22,528,NA,6,NA,2,14,217,139,487,1,8,3,6,147,847
1998,Missouri,14197,739,1550,3998,1009,126,277,81,1048,93,117,1971,658,793,1737,59,680,75,1475,633,3365,328,681,4,122,28,249,6,75,60,988,22,71,26,91,122,1849,9,649,44,749,322,1415,305,7,18,409,469,10,15,1056,1672,70,97,2159,265,4,45,695,67,2,NA,57,166,2,7,102,22,NA,5,54,315,14,13,706,35,2,5,51,36,2,4,75,379,25,32,1535,152,12,9,485,522,10,11,250,588,12,39,1098,25,280,NA,7,9,9,25,384,24,445,NA,10,5,10,46,1010,200,1472,9,61,75,22,349,1810,81,184,2,2,33,12,212,483,1,66,NA,2,NA,NA,3,54,12,154,NA,2,4,3,12,90,1,21,NA,NA,3,2,2,52,23,292,NA,14,8,5,29,677,5,30,NA,2,4,1,13,38,10,26,NA,2,2,2,14,61,14,365,NA,25,15,17,93,1442,1,151,NA,12,1,8,7,478,21,501,1,9,7,4,15,235,136,452,1,11,31,8,154,944
1999,Missouri,15032,767,1653,4372,1082,113,260,79,1205,126,176,2167,610,836,1586,52,715,68,1585,705,3667,365,717,3,110,22,238,14,65,67,1138,32,94,38,138,131,2036,10,600,43,793,285,1301,277,17,28,445,508,8,25,1112,1932,70,97,2273,293,6,28,755,48,1,1,63,149,1,6,104,13,1,3,62,384,14,16,791,39,4,8,75,50,4,7,115,373,31,43,1720,152,19,16,423,553,9,14,260,546,12,33,995,18,259,1,16,6,22,27,418,14,494,NA,8,2,23,52,1060,232,1700,10,60,32,65,431,1842,114,179,5,1,12,16,234,521,1,47,NA,1,NA,1,2,61,10,139,NA,1,NA,6,12,92,1,12,1,NA,NA,3,12,50,20,364,NA,14,1,15,46,745,7,32,NA,4,2,6,23,52,9,41,1,3,3,4,25,90,21,352,NA,31,5,38,105,1615,2,150,NA,19,1,15,7,416,28,525,1,8,3,11,11,249,133,413,2,10,12,21,138,857
2e3,Missouri,16205,901,1811,4241,1160,130,259,96,1175,920,179,2266,635,877,1555,62,839,76,1735,673,3568,370,790,3,127,26,233,17,79,73,1102,145,775,36,143,131,2135,8,627,38,839,267,1288,338,16,42,505,518,19,41,1233,1785,70,127,2259,268,10,26,856,65,3,1,61,149,5,10,95,28,NA,4,64,311,26,31,807,205,21,32,662,56,5,6,112,373,40,83,1770,141,12,20,462,550,10,34,283,532,14,41,968,26,312,NA,16,1,41,35,470,20,498,NA,19,NA,41,56,1177,211,1574,3,67,14,113,445,1814,101,167,4,6,2,24,263,593,2,63,NA,3,NA,1,1,60,10,139,NA,5,1,9,15,80,4,24,NA,NA,NA,4,13,51,15,296,1,25,1,30,56,751,31,174,1,20,3,29,110,552,10,46,NA,5,NA,6,26,86,13,360,1,39,3,80,114,1656,1,140,NA,12,NA,20,7,455,20,530,NA,10,NA,34,18,265,125,407,2,12,4,37,136,832
