state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,393,2806,180,1301,1481,213,1505,1718,0,0,0,213,1505,1718
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,364,2812,157,1333,1490,207,1479,1686,0,0,0,207,1479,1686
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,372,2747,166,1266,1432,206,1481,1687,0,0,0,206,1481,1687
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,404,2721,209,1250,1459,195,1471,1666,0,0,0,195,1471,1666
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,393,2702,202,1216,1418,191,1486,1677,0,0,0,191,1486,1677
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,391,2734,196,1222,1418,195,1512,1707,0,0,0,195,1512,1707
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,416,2721,233,1269,1502,183,1452,1635,0,0,0,183,1452,1635
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,387,2698,224,1210,1434,163,1488,1651,NA,NA,NA,163,1488,1651
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,356,2554,165,1147,1312,191,1407,1598,NA,NA,NA,191,1407,1598
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,294,2615,130,1194,1324,164,1421,1585,NA,NA,NA,164,1421,1585
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,310,2638,80,1115,1195,230,1523,1753,NA,NA,NA,230,1523,1753
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,325,2497,39,856,895,286,1641,1927,0,0,0,286,1641,1927
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,248,2455,39,856,895,209,1599,1808,0,0,0,209,1599,1808
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,404,2649,135,924,1059,269,1725,1994,0,0,0,269,1725,1994
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,328,2542,122,841,963,206,1701,1907,NA,NA,NA,206,1701,1907
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,331,2464,195,892,1087,136,1572,1708,NA,NA,NA,136,1572,1708
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,284,2273,173,813,986,111,1460,1571,NA,NA,NA,111,1460,1571
Montana,1999,643522,536649.5,871287,437055.2,434231.8,329361.8,314160.2,268915.5,267734,254,2113,141,655,796,113,1458,1571,0,0,0,113,1458,1571
Montana,1998,635704,529684,862957,433545.4,429411.6,325614.6,310089.4,265546,264138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,2131,2340
Montana,1997,627886,522718.5,854627,430035.6,424591.4,321867.4,306018.6,262176.5,260542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1776,1862
Montana,1996,620068,515753,846297,426525.8,419771.2,318120.2,301947.8,258807,256946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1516,1590
Montana,1995,612250,508787.5,837967,423016,414951,314373,297877,255437.5,253350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1536,1601
Montana,1994,604432,501822,829637,419506.2,410130.8,310625.8,293806.2,252068,249754,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,83,1625,1708
Montana,1993,596614,494856.5,821307,415996.4,405310.6,306878.6,289735.4,248698.5,246158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1474,1541
Montana,1992,588796,487891,812977,412486.6,400490.4,303131.4,285664.6,245329,242562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,1385,1466
Montana,1991,580978,480925.5,804647,408976.8,395670.2,299384.2,281593.8,241959.5,238966,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,70,1371,1441
Montana,1990,573160,473960,796317,405467,390850,295637,277523,238590,235370,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,74,1324,1398
Montana,1989,571412,474278,795881.3,404800.3,391081,294423.3,276988.7,238611,235667,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,63,1245,1308
Montana,1988,569664,474596,795445.6,404133.6,391312,293209.6,276454.4,238632,235964,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,57,1192,1249
Montana,1987,567916,474914,795009.9,403466.9,391543,291995.9,275920.1,238653,236261,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,48,1139,1187
Montana,1986,566168,475232,794574.2,402800.2,391774,290782.2,275385.8,238674,236558,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,39,1069,1108
Montana,1985,564420,475550,794138.5,402133.5,392005,289568.5,274851.5,238695,236855,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,39,1057,1096
Montana,1984,562672,475868,793702.8,401466.8,392236,288354.8,274317.2,238716,237152,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,38,788,826
Montana,1983,560924,476186,793267.1,400800.1,392467,287141.1,273782.9,238737,237449,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24,759,783
Montana,1982,559176,476504,792831.4,400133.4,392698,285927.4,273248.6,238758,237746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,810
Montana,1981,557428,476822,792395.7,399466.7,392929,284713.7,272714.3,238779,238043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,737
Montana,1980,555680,477140,791960,398800,393160,283500,272180,238800,238340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,698
Montana,1979,544022,466716,782004,393280,388724,277280,266742,233500,233216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,691
Montana,1978,532364,456292,772048,387760,384288,271060,261304,228200,228092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,647
