state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,0,0,0,1,7,8,0,0,0,0,6,6,0,10,10,10,97,107,0,10,10,609,4003,4612,1012,5412,6424,4,20,24,0,0,0,388,1223,1611
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,0,0,0,0,6,6,0,18,18,0,4,4,0,6,6,5,87,92,0,0,0,464,3714,4178,821,5129,5950,2,20,22,0,0,0,346,1251,1597
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,0,0,0,1,4,5,0,0,0,0,5,5,0,5,5,6,117,123,0,0,0,406,3410,3816,794,4791,5585,4,22,26,0,0,0,375,1209,1584
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,0,0,0,2,3,5,0,0,0,0,19,19,0,15,15,6,98,104,0,0,0,359,3272,3631,644,4536,5180,1,27,28,0,0,0,275,1075,1350
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,0,0,0,0,4,4,350,3249,3599,1,18,19,0,11,11,0,11,11,0,4,4,0,0,0,571,4278,4849,7,28,35,0,0,0,213,935,1148
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,0,0,0,0,14,14,300,3151,3451,1,9,10,0,18,18,0,11,11,0,2,2,0,0,0,552,4147,4699,4,14,18,0,0,0,247,903,1150
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,0,0,0,6,42,48,293,3048,3341,1,7,8,0,7,7,0,0,0,1,4,5,0,0,0,511,4050,4561,0,0,0,0,0,0,210,919,1129
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,NA,NA,NA,5,64,69,322,3007,3329,1,9,10,0,10,10,0,0,0,0,3,3,NA,NA,NA,562,4169,4731,NA,NA,NA,0,0,0,234,1056,1290
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,NA,NA,NA,10,30,40,325,3005,3330,0,14,14,0,10,10,0,0,0,1,3,4,NA,NA,NA,564,4105,4669,NA,NA,NA,0,0,0,226,1020,1246
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,NA,NA,NA,1,71,72,294,3072,3366,0,19,19,0,15,15,0,0,0,1,13,14,NA,NA,NA,598,4387,4985,NA,NA,NA,0,0,0,301,1178,1479
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,NA,NA,NA,10,57,67,341,3325,3666,0,18,18,1,18,19,0,0,0,4,18,22,NA,NA,NA,669,4667,5336,NA,NA,NA,0,0,0,313,1215,1528
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,0,0,0,3,49,52,287,3021,3308,1,11,12,0,29,29,0,0,0,1,4,5,0,0,0,540,4257,4797,0,0,0,0,0,0,247,1125,1372
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,0,0,0,22,68,90,289,2882,3171,0,7,7,2,29,31,0,0,0,1,4,5,0,0,0,548,4142,4690,0,0,0,0,0,0,215,1075,1290
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,0,0,0,2,87,89,225,2592,2817,0,5,5,0,45,45,0,0,0,0,3,3,0,0,0,445,3965,4410,0,0,0,0,0,0,209,1143,1352
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,0,0,0,5,79,84,264,2822,3086,0,2,2,1,54,55,0,0,0,2,4,6,0,0,0,473,4053,4526,0,0,0,0,0,0,200,1071,1271
Kansas,2001,1955260,1643253,2612636,1327608,1285028,1008656,946604,827123,816130,0,0,0,14,60,74,268,2721,2989,0,3,3,1,54,55,0,0,0,2,4,6,0,0,0,452,3821,4273,0,0,0,0,0,0,167,958,1125
Kansas,2000,1898076,1570341,2615759,1314627,1301132,975855,922221,784520,785821,0,0,0,6,48,54,436,3472,3908,0,5,5,3,72,75,0,0,0,2,6,8,0,0,0,609,4627,5236,0,0,0,0,0,0,162,1006,1168
Kansas,1999,1889539.2,1562631.4,2601317.3,1308679.5,1292637.8,971867,917672.2,780264.3,782367.1,NA,NA,NA,1,77,78,498,3496,3994,1,8,9,6,110,116,0,0,0,1,2,3,NA,NA,NA,523,3989,4512,NA,NA,NA,0,0,0,16,282,298
