state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Connecticut,1995,2489269,2073438.5,3288466,1700575,1587891,1312971,1176298,1062698,1010740.5,NA,NA,NA,NA,NA,NA,NA,NA,233,2572,2805,958,13723,14681
Connecticut,1994,2497375.4,2082659.4,3287198.8,1699321.2,1587877.6,1315307,1182068.4,1065422.8,1017236.6,NA,NA,NA,NA,NA,NA,NA,NA,193,2505,2698,948,13298,14246
Connecticut,1993,2505481.8,2091880.3,3285931.6,1698067.4,1587864.2,1317643,1187838.8,1068147.6,1023732.7,NA,NA,NA,NA,NA,NA,NA,NA,185,1982,2167,909,12475,13384
Connecticut,1992,2513588.2,2101101.2,3284664.4,1696813.6,1587850.8,1319979,1193609.2,1070872.4,1030228.8,NA,NA,NA,NA,NA,NA,NA,NA,144,1707,1851,634,10421,11055
Connecticut,1991,2521694.6,2110322.1,3283397.2,1695559.8,1587837.4,1322315,1199379.6,1073597.2,1036724.9,NA,NA,NA,NA,NA,NA,NA,NA,111,1520,1631,584,9989,10573
Connecticut,1990,2529801,2119543,3282130,1694306,1587824,1324651,1205150,1076322,1043221,NA,NA,NA,NA,NA,NA,NA,NA,150,1734,1884,602,9499,10101
Connecticut,1989,2504546.9,2101526.7,3265213,1686421.4,1578791.6,1312829.9,1191717,1068653.8,1032872.9,NA,NA,NA,NA,NA,NA,NA,NA,140,1858,1998,585,8192,8777
Connecticut,1988,2479292.8,2083510.4,3248296,1678536.8,1569759.2,1301008.8,1178284,1060985.6,1022524.8,NA,NA,NA,NA,NA,NA,NA,NA,169,2102,2271,503,7013,7516
Connecticut,1987,2454038.7,2065494.1,3231379,1670652.2,1560726.8,1289187.7,1164851,1053317.4,1012176.7,NA,NA,NA,NA,NA,NA,NA,NA,145,1717,1862,401,6560,6961
Connecticut,1986,2428784.6,2047477.8,3214462,1662767.6,1551694.4,1277366.6,1151418,1045649.2,1001828.6,NA,NA,NA,NA,NA,NA,NA,NA,65,1404,1469,311,6510,6821
Connecticut,1985,2403530.5,2029461.5,3197545,1654883,1542662,1265545.5,1137985,1037981,991480.5,NA,NA,NA,NA,NA,NA,NA,NA,65,1069,1134,311,5699,6010
Connecticut,1984,2378276.4,2011445.2,3180628,1646998.4,1533629.6,1253724.4,1124552,1030312.8,981132.4,NA,NA,NA,NA,NA,NA,NA,NA,52,1034,1086,286,5325,5611
Connecticut,1983,2353022.3,1993428.9,3163711,1639113.8,1524597.2,1241903.3,1111119,1022644.6,970784.3,NA,NA,NA,NA,NA,NA,NA,NA,64,955,1019,276,5106,5382
Connecticut,1982,2327768.2,1975412.6,3146794,1631229.2,1515564.8,1230082.2,1097686,1014976.4,960436.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,NA,NA,4891
Connecticut,1981,2302514.1,1957396.3,3129877,1623344.6,1506532.4,1218261.1,1084253,1007308.2,950088.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202,NA,NA,4531
Connecticut,1980,2277260,1939380,3112960,1615460,1497500,1206440,1070820,999640,939740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218,NA,NA,4259
Connecticut,1979,2250434,1919572,3103794,1609964,1493830,1192056,1058378,990266,929306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,4536
Connecticut,1978,2223608,1899764,3094628,1604468,1490160,1177672,1045936,980892,918872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,NA,NA,3120
