state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Louisiana,2016,3564536,2935832,4681666,2390206,2291460,1844753,1719783,1489542,1446290,642,14417,0,0,0,642,14417,15059,0,36,36,642,14417,15059
Louisiana,2015,3555920,2948468,4670724,2383927,2286797,1844560,1711360,1499072,1449396,941,17506,0,3152,3152,941,14354,15295,0,30,30,941,14354,15295
Louisiana,2014,3534984,2954086,4649676,2378697,2270979,1832919,1702065,1501257,1452829,1104,17606,0,3142,3142,1104,14464,15568,0,8,8,1104,14464,15568
Louisiana,2013,3515282,2957034,4625470,2367933,2257537,1819728,1695554,1501511,1455523,1102,17692,0,3158,3158,1102,14534,15636,0,1,1,1102,14534,15636
Louisiana,2012,3484029,2933137,4601893,2354322,2247571,1804690,1679339,1487436,1445701,1076,17525,0,2956,2956,1076,14569,15645,0,2,2,1076,14569,15645
Louisiana,2011,3456063,2926373,4574836,2334375,2240461,1792595,1663468,1484915,1441458,1084,17760,0,2951,2951,1084,14809,15893,0,1,1,1084,14809,15893
Louisiana,2010,3426437,2904926,4544228,2317994,2226234,1773050,1653387,1472606,1432320,1078,17930,0,2921,2921,1078,15009,16087,0,1,1,1078,15009,16087
Louisiana,2009,3369803,2854561,4492076,2307172,2184904,1758827,1610976,1457379,1397182,1101,18788,0,2922,2922,1101,15866,16967,0,0,0,1101,18788,19889
Louisiana,2008,3311064,2810356,4410796,2271185,2139611,1730461,1580603,1435650,1374706,1161,19696,0,2928,2928,1161,16768,17929,36,541,577,1161,19696,20857
Louisiana,2007,3210012,2726790,4293204,2205573,2087631,1678321,1531691,1394703,1332087,1169,19292,0,3004,3004,1169,16288,17457,7,191,198,1169,19292,20461
Louisiana,2006,3211629,2719283,4287768,2209486,2078282,1678546,1533083,1385247,1334036,1145,19670,0,3066,3066,1145,16604,17749,12,560,572,1145,19670,20815
Louisiana,2005,3245235,2786667,4387181,2266760,2120421,1708499,1536736,1441809,1344858,1030,18341,0,2952,2952,1030,15389,16419,0,0,0,1030,18341,19371
Louisiana,2004,3222315,2762696,4383224,2280739,2102485,1707266,1515049,1438831,1323865,986,18484,0,2921,2921,986,15563,16549,0,0,0,986,18484,19470
Louisiana,2003,3194605,2737873,4364568,2262801,2101767,1692681,1501924,1421912,1315961,1029,18469,0,2918,2918,1029,15551,16580,0,0,0,1029,18469,19498
Louisiana,2002,3172908,2715570,4348960,2266865,2082095,1685637,1487271,1415763,1299807,1034,18976,0,2929,2929,1034,16047,17081,0,0,0,1034,18976,20010
