state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Kentucky,2016,3425666,2792106,4436974,2257420,2179554,1763045,1662621,1410850,1381256,913,11041,11954,891,10808,11699,891,10808,11699
Kentucky,2015,3415817,2792936,4425092,2246706,2178386,1753718,1662099,1402011,1390925,1016,13333,14349,1016,13333,14349,1016,13333,14349
Kentucky,2014,3399427,2801983,4413457,2233621,2179836,1745872,1653555,1409035,1392948,1406,10519,11925,1361,10229,11590,1332,10832,12164
Kentucky,2013,3384076,2800393,4395295,2232200,2163095,1738344,1645732,1407381,1393012,1406,12451,13857,1361,11701,13062,1303,10854,12157
Kentucky,2012,3364861,2803410,4380415,2225586,2154829,1731481,1633380,1409665,1393745,1406,12401,13807,1361,11851,13212,1370,11612,12982
Kentucky,2011,3347482,2797635,4369356,2223648,2145708,1723771,1623711,1406533,1391102,1406,12401,13807,1361,12101,13462,1361,12101,13462
Kentucky,2010,3328494,2787617,4346266,2207080,2139186,1715175,1613319,1403742,1383875,1406,12831,14237,1361,12541,13902,1361,12541,13902
Kentucky,2009,3296134,2761750,4314113,2201670,2112443,1703275,1592859,1392226,1369524,1189,12868,14057,1167,12555,13722,1167,12555,13722
Kentucky,2008,3264786,2743445,4269245,2182463,2086782,1687215,1577571,1386040,1357405,1189,12854,14043,1167,12541,13708,1167,12541,13708
Kentucky,2007,3224873,2718786,4241474,2166059,2075415,1674750,1550123,1376157,1342629,1164,12853,14017,1142,12540,13682,NA,NA,NA
Kentucky,2006,3215998,2716606,4206074,2147910,2058164,1661794,1554204,1368264,1348342,NA,NA,NA,1172,12580,13752,NA,NA,NA
Kentucky,2005,3089485,2627495,4065635,2077708,1987927,1602611,1486874,1334689,1292806,NA,NA,NA,717,11340,12057,717,11340,12057
Kentucky,2004,3057341,2603381,4031134,2068573,1962561,1590904,1466437,1326755,1276626,726,11575,12301,726,11575,12301,726,11575,12301
Kentucky,2003,3013737,2565499,4003036,2046711,1956325,1568461,1445276,1305839,1259660,NA,NA,NA,718,11557,12275,NA,NA,NA
Kentucky,2002,3049835,2606380,3978103,2043188,1934915,1594560,1455275,1335326,1271054,NA,NA,NA,718,11444,12162,NA,NA,NA
Kentucky,2001,2956198,2509806,3950704,2029683,1921021,1542861,1413337,1281351,1228455,NA,NA,NA,673,10757,11430,695,10985,11680
Kentucky,2000,2940381,2509732,3922149,2022654,1899495,1539550,1400831,1275233,1234499,NA,NA,NA,659,10537,11196,680,10765,11445
Kentucky,1999,2918241.3,2487399.5,3896673.6,2008901.7,1887771.9,1528115,1390126.3,1264040.2,1223359.3,487,6934,7421,658,11049,11707,680,11267,11947
Kentucky,1998,2896101.6,2465067,3871198.2,1995149.4,1876048.8,1516680,1379421.6,1252847.4,1212219.6,NA,NA,7421,NA,NA,11180,NA,NA,11428
Kentucky,1997,2873961.9,2442734.5,3845722.8,1981397.1,1864325.7,1505245,1368716.9,1241654.6,1201079.9,NA,NA,8934,NA,NA,10827,NA,NA,10774
Kentucky,1996,2851822.2,2420402,3820247.4,1967644.8,1852602.6,1493810,1358012.2,1230461.8,1189940.2,NA,NA,7104,NA,NA,9003,NA,NA,9232
Kentucky,1995,2829682.5,2398069.5,3794772,1953892.5,1840879.5,1482375,1347307.5,1219269,1178800.5,NA,NA,NA,NA,NA,10164,NA,NA,10411
Kentucky,1994,2807542.8,2375737,3769296.6,1940140.2,1829156.4,1470940,1336602.8,1208076.2,1167660.8,NA,NA,NA,NA,NA,9483,NA,NA,10156
Kentucky,1993,2785403.1,2353404.5,3743821.2,1926387.9,1817433.3,1459505,1325898.1,1196883.4,1156521.1,NA,NA,NA,NA,NA,9383,NA,NA,9560
Kentucky,1992,2763263.4,2331072,3718345.8,1912635.6,1805710.2,1448070,1315193.4,1185690.6,1145381.4,NA,NA,NA,NA,NA,8923,NA,NA,9119
Kentucky,1991,2741123.7,2308739.5,3692870.4,1898883.3,1793987.1,1436635,1304488.7,1174497.8,1134241.7,NA,NA,NA,NA,NA,8270,NA,NA,8455
Kentucky,1990,2718984,2286407,3667395,1885131,1782264,1425200,1293784,1163305,1123102,NA,NA,NA,NA,NA,7866,NA,NA,8051
Kentucky,1989,2703801.6,2276204.3,3666283.5,1883931.9,1782351.6,1417014,1286787.6,1158548.5,1117655.8,NA,NA,NA,NA,NA,6485,NA,NA,6646
Kentucky,1988,2688619.2,2266001.6,3665172,1882732.8,1782439.2,1408828,1279791.2,1153792,1112209.6,NA,NA,NA,NA,NA,6469,NA,NA,6602
Kentucky,1987,2673436.8,2255798.9,3664060.5,1881533.7,1782526.8,1400642,1272794.8,1149035.5,1106763.4,NA,NA,NA,NA,NA,5576,NA,NA,5170
Kentucky,1986,2658254.4,2245596.2,3662949,1880334.6,1782614.4,1392456,1265798.4,1144279,1101317.2,NA,NA,NA,NA,NA,5327,NA,NA,4921
Kentucky,1985,2643072,2235393.5,3661837.5,1879135.5,1782702,1384270,1258802,1139522.5,1095871,NA,NA,NA,NA,NA,5020,NA,NA,NA
Kentucky,1984,2627889.6,2225190.8,3660726,1877936.4,1782789.6,1376084,1251805.6,1134766,1090424.8,NA,NA,NA,NA,NA,4727,NA,NA,4834
Kentucky,1983,2612707.2,2214988.1,3659614.5,1876737.3,1782877.2,1367898,1244809.2,1130009.5,1084978.6,NA,NA,NA,NA,NA,4687,NA,NA,4754
