state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
New Hampshire,2016,1073855,863795,1334689,667355,667334,542774,531081,428302,435493,0,0,0,22,80,102,125,696,821,1,10,11,86,503,589,0,0,0,0,0,0,0,3,3,240,1372,1612,0,0,0,0,0,0,6,69,75
New Hampshire,2015,1067668,865391,1330608,670815,659793,543377,524291,432710,432681,0,0,0,19,105,124,128,700,828,3,8,11,94,526,620,0,0,0,0,0,0,0,2,2,248,1423,1671,0,0,0,0,0,0,4,72,76
New Hampshire,2014,1058741,865272,1326813,672152,654661,540716,518025,433558,431714,0,0,0,4,87,91,157,1174,1331,0,8,8,13,54,67,0,0,0,0,0,0,0,0,0,231,1435,1666,52,44,96,0,0,0,5,63,68
New Hampshire,2013,1051212,866176,1323459,672259,651200,537386,513826,434291,431885,0,0,0,5,88,93,184,1271,1455,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,196,1443,1639,0,0,0,0,0,0,7,68,75
New Hampshire,2012,1047619,868878,1320718,673809,646909,538595,509024,438163,430715,0,0,0,9,67,76,82,715,797,2,5,7,11,39,50,0,0,0,0,0,0,64,453,517,235,1420,1655,62,31,93,0,0,0,5,93,98
New Hampshire,2011,1037685,864569,1318194,666509,651685,531791,505894,435562,429007,0,0,0,10,112,122,84,765,849,0,6,6,10,43,53,0,0,0,0,0,0,76,663,739,212,1740,1952,20,45,65,0,0,0,12,88,100
New Hampshire,2010,1031503,863430,1316759,668441,648318,528859,502644,435229,428201,0,0,0,12,75,87,120,1074,1194,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,188,1481,1669,38,41,79,0,0,0,13,206,219
New Hampshire,2009,1036920,870613,1324575,669097,655478,530434,506486,436803,433810,NA,NA,NA,12,104,116,136,964,1100,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,43,55,224,1340,1564,51,50,101,0,0,0,13,170,183
New Hampshire,2008,1021355,866399,1315809,668393,647416,524318,497037,436322,430077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,1337,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2007,1016938,865870,1315828,668721,647107,522968,493970,435460,430410,NA,NA,NA,NA,NA,NA,73,824,897,2,3,5,0,39,39,0,0,0,NA,NA,NA,2,22,24,92,1307,1399,3,215,218,NA,NA,NA,12,199,211
New Hampshire,2006,1019526,865752,1314895,667193,647702,525647,493879,438357,427395,NA,NA,NA,NA,NA,NA,108,767,875,NA,NA,NA,4,48,52,5,42,47,NA,NA,NA,NA,NA,NA,159,1187,1346,13,140,153,NA,NA,NA,27,180,207
New Hampshire,2005,975010,830429,1271897,646788,625109,501752,473258,418853,411576,0,0,0,0,0,0,73,794,867,0,5,5,19,60,79,0,0,0,0,0,0,0,0,0,133,1253,1386,26,172,198,2,33,35,11,182,193
New Hampshire,2004,956817,819978,1261970,636703,625267,490640,466177,413682,406296,0,2,2,4,12,16,69,728,797,0,0,0,1,47,48,2,11,13,0,0,0,0,0,0,89,997,1086,3,1,4,0,0,0,9,191,200
New Hampshire,2003,947715,814784,1251572,633038,618534,485644,462071,410290,404494,0,3,3,11,45,56,88,780,868,0,3,3,2,44,46,4,18,22,0,0,0,0,0,0,121,1074,1195,1,0,1,0,0,0,14,177,191
New Hampshire,2002,931969,799455,1238917,627812,611105,477325,454644,401913,397542,2,6,8,9,79,88,61,620,681,1,0,1,3,34,37,1,26,27,2,0,2,0,0,0,92,974,1066,3,2,5,0,0,0,10,199,209
New Hampshire,2001,930896,801013,1223636,619382,604254,477415,453481,403855,397158,0,0,0,22,84,106,67,598,665,1,12,13,1,39,40,1,27,28,1,0,1,0,0,0,103,943,1046,2,1,3,0,0,0,8,179,187
New Hampshire,2000,899575,767921,1200522,622370,578152,473413,426162,393955,373966,0,0,0,16,67,83,62,650,712,1,14,15,1,26,27,1,10,11,0,0,0,0,0,0,86,980,1066,0,7,7,0,0,0,5,200,205
New Hampshire,1999,892254.9,762146.3,1190894,616162.1,574731.9,468692.9,423562,390168.8,371977.5,1,10,11,NA,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,3,13,16,3,1,4,64,719,783,81,914,995,0,0,0,3,12,15,8,169,177
New Hampshire,1998,884934.8,756371.6,1181266,609954.2,571311.8,463972.8,420962,386382.6,369989,NA,NA,NA,6,83,89,48,588,636,NA,NA,NA,1,42,43,1,11,12,0,0,0,NA,NA,NA,63,936,999,0,0,0,0,0,0,6,188,194
New Hampshire,1997,877614.7,750596.9,1171638,603746.3,567891.7,459252.7,418362,382596.4,368000.5,NA,NA,NA,8,72,80,51,582,633,NA,NA,NA,1,15,16,6,15,21,0,0,0,NA,NA,NA,71,875,946,0,0,0,0,0,0,5,171,176
New Hampshire,1996,870294.6,744822.2,1162010,597538.4,564471.6,454532.6,415762,378810.2,366012,NA,NA,NA,2,63,65,59,614,673,NA,NA,NA,0,0,0,5,31,36,0,0,0,NA,NA,NA,77,872,949,0,0,0,0,0,0,11,147,158
New Hampshire,1995,862974.5,739047.5,1152382,591330.5,561051.5,449812.5,413162,375024,364023.5,NA,NA,NA,9,72,81,54,674,728,NA,NA,NA,0,0,0,4,24,28,0,1,1,NA,NA,NA,73,905,978,0,0,0,0,0,0,6,120,126
New Hampshire,1994,855654.4,733272.8,1142754,585122.6,557631.4,445092.4,410562,371237.8,362035,NA,NA,NA,0,58,58,42,501,543,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,764,819,0,0,0,0,0,0,3,109,112
New Hampshire,1993,848334.3,727498.1,1133126,578914.7,554211.3,440372.3,407962,367451.6,360046.5,NA,NA,NA,1,61,62,39,568,607,NA,NA,NA,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,60,899,959,0,0,0,0,0,0,8,144,152
New Hampshire,1992,841014.2,721723.4,1123498,572706.8,550791.2,435652.2,405362,363665.4,358058,NA,NA,NA,2,49,51,26,361,387,NA,NA,NA,0,0,0,NA,NA,NA,1,5,6,NA,NA,NA,42,630,672,0,0,0,0,0,0,3,113,116
New Hampshire,1991,833694.1,715948.7,1113870,566498.9,547371.1,430932.1,402762,359879.2,356069.5,NA,NA,NA,2,82,84,11,332,343,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,24,613,637,0,0,0,0,0,0,1,104,105
New Hampshire,1990,826374,710174,1104242,560291,543951,426212,400162,356093,354081,NA,NA,NA,NA,48,NA,14,269,283,NA,NA,NA,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,21,484,505,0,0,0,0,0,0,2,91,93
New Hampshire,1989,809728.6,695516.6,1085707.8,551569.9,534137.9,418172.8,391555.8,349235.7,346280.9,NA,NA,NA,NA,NA,NA,11,266,277,NA,NA,NA,0,0,0,4,48,52,0,2,2,NA,NA,NA,17,413,430,0,0,0,0,0,0,1,84,85
New Hampshire,1988,793083.2,680859.2,1067173.6,542848.8,524324.8,410133.6,382949.6,342378.4,338480.8,NA,NA,NA,NA,NA,NA,7,225,232,NA,NA,NA,0,0,0,3,43,46,0,3,3,NA,NA,NA,11,349,360,0,0,0,0,0,0,1,67,68
New Hampshire,1987,776437.8,666201.8,1048639.4,534127.7,514511.7,402094.4,374343.4,335521.1,330680.7,NA,NA,NA,NA,NA,NA,11,181,192,NA,NA,NA,0,0,0,4,60,64,0,9,9,NA,NA,NA,16,334,350,0,0,0,0,0,0,1,74,75
New Hampshire,1986,759792.4,651544.4,1030105.2,525406.6,504698.6,394055.2,365737.2,328663.8,322880.6,NA,NA,NA,NA,NA,NA,7,181,188,NA,NA,NA,0,0,0,0,56,56,0,6,6,NA,NA,NA,7,301,308,0,0,0,0,0,0,0,44,44
New Hampshire,1985,743147,636887,1011571,516685.5,494885.5,386016,357131,321806.5,315080.5,NA,NA,NA,NA,NA,NA,4,155,159,NA,NA,NA,0,3,3,1,29,30,1,5,6,NA,NA,NA,7,231,238,0,0,0,0,0,0,0,28,28
New Hampshire,1984,726501.6,622229.6,993036.8,507964.4,485072.4,377976.8,348524.8,314949.2,307280.4,NA,NA,NA,NA,NA,NA,7,129,136,NA,NA,NA,0,3,3,2,13,15,0,14,14,NA,NA,NA,9,193,202,0,0,0,0,0,0,0,12,12
New Hampshire,1983,709856.2,607572.2,974502.6,499243.3,475259.3,369937.6,339918.6,308091.9,299480.3,NA,NA,NA,NA,NA,NA,2,193,195,NA,NA,NA,0,5,5,0,10,10,2,11,13,NA,NA,NA,5,245,250,0,0,0,0,0,0,0,7,7
New Hampshire,1982,693210.8,592914.8,955968.4,490522.2,465446.2,361898.4,331312.4,301234.6,291680.2,NA,NA,NA,0,0,0,4,187,191,NA,NA,NA,0,0,0,1,15,16,0,4,4,0,0,0,5,230,235,0,0,0,0,0,0,0,6,6
New Hampshire,1981,676565.4,578257.4,937434.2,481801.1,455633.1,353859.2,322706.2,294377.3,283880.1,NA,NA,NA,0,0,0,2,165,167,NA,NA,NA,0,0,0,0,27,27,0,0,0,0,0,0,3,215,218,0,0,0,0,0,0,0,4,4
