state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,773,8391,9164,915,8739,9654,666,8514,9180
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,773,8391,9164,815,8699,9514,666,8514,9180
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,773,8391,9164,773,8460,9233,666,8514,9180
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,773,8391,9164,773,8460,9233,666,8514,9180
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,773,8391,9164,773,8460,9233,666,8514,9180
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,773,8391,9164,773,8260,9033,666,8514,9180
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,NA,NA,NA,NA,NA,NA,795,8259,9054
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,NA,NA,NA,NA,NA,NA,749,8131,8880
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,NA,NA,NA,NA,NA,NA,764,8553,9317
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,NA,NA,NA,NA,NA,NA,764,8553,9317
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,NA,NA,NA,NA,NA,NA,748,8649,9397
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,NA,NA,NA,NA,NA,NA,733,8624,9357
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,NA,NA,NA,NA,NA,NA,733,8524,9257
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,NA,NA,NA,NA,NA,NA,720,8524,9244
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,NA,NA,NA,NA,NA,NA,632,8482,9114
Kansas,2001,1955260,1643253,2612636,1327608,1285028,1008656,946604,827123,816130,NA,NA,NA,NA,NA,NA,634,8182,8816
Kansas,2000,1898076,1570341,2615759,1314627,1301132,975855,922221,784520,785821,NA,NA,NA,NA,NA,NA,634,8152,8786
Kansas,1999,1889539.2,1562631.4,2601317.3,1308679.5,1292637.8,971867,917672.2,780264.3,782367.1,NA,NA,NA,NA,NA,NA,633,8227,8860
Kansas,1998,1881002.4,1554921.8,2586875.6,1302732,1284143.6,967879,913123.4,776008.6,778913.2,NA,NA,NA,NA,NA,NA,NA,NA,8189
Kansas,1997,1872465.6,1547212.2,2572433.9,1296784.5,1275649.4,963891,908574.6,771752.9,775459.3,NA,NA,NA,NA,NA,NA,NA,NA,8168
Kansas,1996,1863928.8,1539502.6,2557992.2,1290837,1267155.2,959903,904025.8,767497.2,772005.4,NA,NA,NA,NA,NA,NA,NA,NA,7883
Kansas,1995,1855392,1531793,2543550.5,1284889.5,1258661,955915,899477,763241.5,768551.5,NA,NA,NA,NA,NA,NA,NA,NA,7452
Kansas,1994,1846855.2,1524083.4,2529108.8,1278942,1250166.8,951927,894928.2,758985.8,765097.6,NA,NA,NA,NA,NA,NA,NA,NA,6655
Kansas,1993,1838318.4,1516373.8,2514667.1,1272994.5,1241672.6,947939,890379.4,754730.1,761643.7,NA,NA,NA,NA,NA,NA,NA,NA,6600
Kansas,1992,1829781.6,1508664.2,2500225.4,1267047,1233178.4,943951,885830.6,750474.4,758189.8,NA,NA,NA,NA,NA,NA,NA,NA,6621
Kansas,1991,1821244.8,1500954.6,2485783.7,1261099.5,1224684.2,939963,881281.8,746218.7,754735.9,NA,NA,NA,NA,NA,6622,NA,NA,NA
Kansas,1990,1812708,1493245,2471342,1255152,1216190,935975,876733,741963,751282,NA,NA,NA,NA,NA,5405,NA,NA,NA
Kansas,1989,1802761.2,1486628.5,2460689.8,1250408.8,1210281,931403.5,871357.7,739616.7,747011.8,NA,NA,NA,NA,NA,NA,NA,NA,5285
Kansas,1988,1792814.4,1480012,2450037.6,1245665.6,1204372,926832,865982.4,737270.4,742741.6,NA,NA,NA,NA,NA,4293,NA,NA,NA
Kansas,1987,1782867.6,1473395.5,2439385.4,1240922.4,1198463,922260.5,860607.1,734924.1,738471.4,NA,NA,NA,NA,NA,3786,NA,NA,3786
Kansas,1986,1772920.8,1466779,2428733.2,1236179.2,1192554,917689,855231.8,732577.8,734201.2,NA,NA,NA,NA,NA,5015,NA,NA,3502
Kansas,1985,1762974,1460162.5,2418081,1231436,1186645,913117.5,849856.5,730231.5,729931,NA,NA,NA,NA,NA,4939,NA,NA,3410
Kansas,1984,1753027.2,1453546,2407428.8,1226692.8,1180736,908546,844481.2,727885.2,725660.8,NA,NA,3841,NA,NA,2722,NA,NA,NA
Kansas,1983,1743080.4,1446929.5,2396776.6,1221949.6,1174827,903974.5,839105.9,725538.9,721390.6,NA,NA,3886,NA,NA,2597,NA,NA,NA
