state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,21751,12880,8871,17048,10095,6953,14294,8655,5639,60678,32623,28055,46900,25119,21781,41828,21686,20142,1302011,690646,611365,975036,536450,438586,841106,454391,386715,198993,95361,103632,120359,59352,61007,112209,53470,58739,83781,41660,42121,45124,23929,21195,38925,20712,18213,3196086,1629632,1566454,2560374,1321949,1238425,1989212,1003037,986175,0,1,1,0,2,2,688,15352,16040,0,0,0,0,0,0,1685,11019,12704
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,17332,8837,8495,13268,6805,6463,11219,5852,5367,57583,30518,27065,45948,23978,21970,40803,21189,19614,1297795,693118,604677,964982,528375,436607,835172,448480,386692,191944,93734,98210,114987,56235,58752,109413,52675,56738,88714,43927,44787,50951,25513,25438,45636,21665,23971,3205611,1638363,1567248,2561651,1325842,1235809,1999560,1009605,989955,0,1,1,0,2,2,754,16530,17284,0,0,0,0,0,0,1829,11564,13393
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,21010,11134,9876,16940,8773,8167,14021,7187,6834,58003,32639,25364,45089,26025,19064,40213,22425,17788,1290717,688812,601905,959438,528882,430556,833876,453748,380128,190249,87636,102613,119229,55283,63946,113168,52070,61098,84538,40633,43905,44645,20838,23807,38685,17482,21203,3204860,1638107,1566753,2558014,1321750,1236264,2012014,1015127,996887,0,1,1,0,2,2,815,17183,17998,0,0,0,0,0,0,1763,11892,13655
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,18543,8788,9755,14729,6908,7821,12400,5777,6623,57325,32594,24731,42382,24111,18271,38290,20993,17297,1279875,687203,592672,949697,521733,427964,832922,449194,383728,189289,83811,105478,118771,51129,67642,113440,48009,65431,81858,40946,40912,43318,23087,20231,38910,20490,18420,3206832,1639206,1567626,2554436,1319369,1235067,2022204,1018380,1003824,0,1,1,0,2,2,868,17594,18462,0,0,0,0,0,0,1844,11986,13830
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,24302,13830,10472,19544,10766,8778,17037,9487,7550,59291,36052,23239,45338,27602,17736,41814,25476,16338,1269287,678909,590378,933597,512436,421161,821648,442795,378853,185188,88358,96830,112855,51664,61191,109044,49228,59816,70246,32139,38107,35007,16370,18637,31161,14362,16799,3213709,1640676,1573033,2550029,1319555,1230474,2036430,1026567,1009863,0,1,1,0,2,2,859,17772,18631,0,0,0,0,0,0,1785,11948,13733
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,20876,11762,9114,15849,9040,6809,14082,7995,6087,51835,28830,23005,39910,22577,17333,35539,19418,16121,1279363,682584,596779,932224,513060,419164,822090,443910,378180,186209,94130,92079,118904,53716,65188,112944,50288,62656,60561,30522,30039,34476,17335,17141,31225,15614,15611,3203896,1638702,1565194,2537733,1313684,1224049,2038512,1030504,1008008,0,1,1,0,2,2,852,17866,18718,0,0,0,0,0,0,1720,11785,13505
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,23732,11534,12198,17764,9065,8699,16010,8022,7988,50956,26232,24724,38699,20555,18144,35829,18472,17357,1262535,676543,585992,912757,504216,408541,804551,437695,366856,181638,82829,98809,114632,49021,65611,109340,46303,63037,59472,26862,32610,32103,15856,16247,28670,14072,14598,3206965,1637913,1569052,2533927,1311036,1222891,2039405,1028961,1010444,1,1,2,0,2,2,910,17550,18460,0,0,0,0,0,0,1535,11257,12792
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,20945,10715,10230,16932,8955,7977,15628,8135,7493,54855,29126,25729,40576,22363,18213,36820,20385,16435,1221295,652223,569072,886632,486702,399930,780665,418159,362506,148894,68060,80834,87155,38542,48613,80645,34360,46285,62697,29591,33106,37033,18030,19003,30715,15267,15448,3200022,1635759,1564263,2514715,1302226,1212489,2030951,1021665,1009286,0,2,2,0,3,3,953,18084,19037,0,0,0,0,0,0,1502,11297,12799
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,22780,12235,10545,16666,9126,7540,15367,8595,6772,46143,23842,22301,33011,18029,14982,30853,16814,14039,1222202,655911,566291,881810,486653,395157,775259,418383,356876,128586,55122,73464,78132,34002,44130,74706,32002,42704,58401,28008,30393,34491,17232,17259,31125,14955,16170,3183788,1627851,1555937,2494120,1286819,1207301,2021603,1013076,1008527,0,2,2,NA,NA,NA,935,17405,18340,NA,NA,NA,NA,NA,NA,1296,10830,12126
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,17649,8900,8749,14489,7372,7117,13031,6728,6303,47105,23823,23282,36322,19125,17197,34483,18091,16392,1204468,645127,559341,862717,474592,388125,757279,407481,349798,121552,55379,66173,75494,30867,44627,71775,28963,42812,60632,30882,29750,32024,16089,15935,28303,13949,14354,3176445,1625393,1551052,2484863,1287107,1197756,2021963,1018128,1003835,0,2,2,NA,NA,NA,883,16690,17573,NA,NA,NA,0,39,39,1275,10520,11795
