state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Colorado,2016,4280618,3594974,5540545,2750477,2790068,2137926,2142692,1764528,1830446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2015,4199053,3550797,5456574,2713952,2742622,2100768,2098285,1747545,1803252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2014,4108534,3488581,5355866,2664744,2691122,2061256,2047278,1722475,1766106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2013,4027780,3444514,5268367,2616599,2651768,2017621,2010159,1694605,1749909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2012,3956423,3405027,5187582,2582695,2604887,1981592,1974831,1676679,1728348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2011,3890434,3356506,5116796,2548745,2568051,1954486,1935948,1656763,1699743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2010,3820050,3309314,5049071,2514593,2534478,1921492,1898558,1636743,1672571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2009,3797239,3303684,5024748,2496186,2528562,1896008,1901231,1617218,1686466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2008,3733023,3260695,4939456,2451628,2487828,1865840,1867183,1599383,1661312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2007,3671619,3217074,4861515,2409823,2451692,1825429,1846190,1566941,1650133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2006,3585699,3145647,4753377,2360934,2392443,1794196,1791503,1545274,1600373,NA,NA,NA,0,9,9,0,1,1,0,0,0,0,1,1,1,30,31,0,2,2,0,6,6,1,49,50
Colorado,2005,3372564,2963293,4540639,2264462,2276177,1693374,1679190,1465322,1497971,NA,NA,NA,1,6,7,2,2,4,0,0,0,0,0,0,3,43,46,0,2,2,0,6,6,6,59,65
Colorado,2004,3325951,2920097,4498611,2240875,2257736,1672841,1653110,1443154,1476943,NA,NA,NA,1,6,7,1,2,3,0,0,0,0,3,3,0,27,27,0,1,1,1,3,4,3,42,45
Colorado,2003,3301536,2906682,4447892,2212333,2235559,1658402,1643134,1434500,1472182,NA,NA,NA,1,4,5,0,2,2,0,0,0,0,1,1,3,35,38,0,0,0,0,5,5,4,47,51
Colorado,2002,3260358,2880256,4403659,2202416,2201243,1642939,1617419,1426258,1453998,NA,NA,NA,1,4,5,0,1,1,0,0,0,0,1,1,4,38,42,0,0,0,0,8,8,5,52,57
Colorado,2001,3164594,2790285,4314724,2162634,2152090,1599739,1564855,1385021,1405264,NA,NA,NA,0,5,5,0,7,7,0,0,0,0,1,1,3,29,32,0,1,1,0,1,1,3,44,47
Colorado,2000,3126471,2756861,4247729,2108803,2138926,1565190,1561281,1355536,1401325,NA,NA,NA,0,6,6,1,0,1,0,0,0,0,1,1,2,22,24,0,0,0,0,0,0,3,29,32
Colorado,1999,3056479.2,2693606.1,4151231.7,2063662.2,2087569.5,1532728.2,1523751,1326063.9,1367542.2,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,1,0,30,30,0,1,1,0,3,3,0,36,36
Colorado,1998,2986487.4,2630351.2,4054734.4,2018521.4,2036213,1500266.4,1486221,1296591.8,1333759.4,0,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,17,18,NA,NA,NA,0,5,5,NA,NA,NA
Colorado,1997,2916495.6,2567096.3,3958237.1,1973380.6,1984856.5,1467804.6,1448691,1267119.7,1299976.6,0,3,3,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,25,25,NA,NA,NA,0,5,5,NA,NA,NA
Colorado,1996,2846503.8,2503841.4,3861739.8,1928239.8,1933500,1435342.8,1411161,1237647.6,1266193.8,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1995,2776512,2440586.5,3765242.5,1883099,1882143.5,1402881,1373631,1208175.5,1232411,0,2,2,1,0,1,0,6,6,0,0,0,NA,NA,NA,0,15,15,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1994,2706520.2,2377331.6,3668745.2,1837958.2,1830787,1370419.2,1336101,1178703.4,1198628.2,0,0,0,0,2,2,0,1,1,0,0,0,NA,NA,NA,0,9,9,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1993,2636528.4,2314076.7,3572247.9,1792817.4,1779430.5,1337957.4,1298571,1149231.3,1164845.4,0,1,1,0,1,1,0,1,1,0,0,0,NA,NA,NA,0,10,10,NA,NA,NA,0,2,2,NA,NA,NA
