state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Utah,2016,2130119,1834043,3051217,1511732,1539485,1066e3,1064119,905760,928283,634,6065,6699,611,5881,6492,NA,NA,NA
Utah,2015,2084167,1799650,2995919,1484834,1511085,1045462,1038705,892624,907026,705,6726,7431,675,6516,7191,NA,NA,NA
Utah,2014,2037753,1767048,2942902,1464140,1478762,1024043,1013710,876070,890978,705,6726,7431,675,6516,7191,NA,NA,NA
Utah,2013,2003461,1744933,2900872,1438422,1462450,1005827,997634,866879,878054,705,6726,7431,675,6516,7191,NA,NA,NA
Utah,2012,1969769,1721756,2855287,1415657,1439630,988836,980933,854875,866881,671,6599,7270,641,6389,7030,NA,NA,NA
Utah,2011,1935858,1695679,2817222,1399754,1417468,971560,964298,839405,856274,671,6530,7201,641,6320,6961,NA,NA,NA
Utah,2010,1904618,1672289,2776469,1379892,1396577,957896,946722,830960,841329,669,6232,6901,639,6022,6661,NA,NA,NA
Utah,2009,1917297,1686022,2784572,1376770,1407802,959375,957922,831255,854767,669,6232,6901,639,6022,6661,NA,NA,NA
Utah,2008,1891024,1662116,2736424,1356509,1379915,952e3,939024,824682,837434,689,6197,6886,657,5993,6650,NA,NA,NA
Utah,2007,1830635,1617817,2645330,1310877,1334453,913263,917372,795655,822162,689,6197,6886,657,5993,6650,NA,NA,NA
Utah,2006,1755313,1546663,2550063,1268177,1281886,886357,868956,768783,777880,553,6086,6639,529,5900,6429,NA,NA,NA
Utah,2005,1695033,1506312,2452149,1223684,1228465,861112,833921,757088,749224,553,5858,6411,529,5674,6203,NA,NA,NA
Utah,2004,1613371,1428245,2349472,1172858,1176614,817048,796323,712289,715956,437,4603,5040,413,4419,4832,NA,NA,NA
Utah,2003,1571441,1385523,2309555,1150949,1158606,792758,778683,689369,696154,294,4458,4752,278,4258,4536,NA,NA,NA
Utah,2002,1567874,1389095,2275861,1138389,1137472,794727,773147,694977,694118,296,4123,4419,280,3916,4196,NA,NA,NA
Utah,2001,1512997,1336964,2229295,1114311,1114984,767560,745437,670252,666712,296,4213,4509,280,4006,4286,NA,NA,NA
Utah,2000,1501387,1328761,2207325,1115833,1091492,758777,742610,661058,667703,308,4573,4881,293,4344,4637,NA,NA,NA
Utah,1999,1460693.9,1291403.6,2158775.3,1090653.6,1068121.7,738973.1,721720.8,643059.7,648343.9,286,4298,4584,270,4148,4418,NA,NA,NA
Utah,1998,1420000.8,1254046.2,2110225.6,1065474.2,1044751.4,719169.2,700831.6,625061.4,628984.8,NA,NA,4462,NA,NA,4280,NA,NA,NA
Utah,1997,1379307.7,1216688.8,2061675.9,1040294.8,1021381.1,699365.3,679942.4,607063.1,609625.7,NA,NA,NA,NA,NA,4261,NA,NA,4495
Utah,1996,1338614.6,1179331.4,2013126.2,1015115.4,998010.8,679561.4,659053.2,589064.8,590266.6,NA,NA,4230,NA,NA,4048,NA,NA,NA
Utah,1995,1297921.5,1141974,1964576.5,989936,974640.5,659757.5,638164,571066.5,570907.5,NA,NA,3893,NA,NA,3509,NA,NA,NA
Utah,1994,1257228.4,1104616.6,1916026.8,964756.6,951270.2,639953.6,617274.8,553068.2,551548.4,NA,NA,NA,NA,NA,3213,NA,NA,3384
Utah,1993,1216535.3,1067259.2,1867477.1,939577.2,927899.9,620149.7,596385.6,535069.9,532189.3,NA,NA,NA,NA,NA,3079,NA,NA,3234
Utah,1992,1175842.2,1029901.8,1818927.4,914397.8,904529.6,600345.8,575496.4,517071.6,512830.2,NA,NA,NA,NA,NA,2897,NA,NA,3184
Utah,1991,1135149.1,992544.4,1770377.7,889218.4,881159.3,580541.9,554607.2,499073.3,493471.1,NA,NA,NA,NA,NA,2890,NA,NA,3131
Utah,1990,1094456,955187,1721828,864039,857789,560738,533718,481075,474112,NA,NA,3032,NA,NA,2911,NA,NA,NA
Utah,1989,1076922.4,941500.3,1696013.2,851657.1,844356.1,551904.2,525018.2,474301.5,467198.8,NA,NA,2210,NA,NA,2464,NA,NA,NA
Utah,1988,1059388.8,927813.6,1670198.4,839275.2,830923.2,543070.4,516318.4,467528,460285.6,NA,NA,2210,NA,NA,2464,NA,NA,NA
Utah,1987,1041855.2,914126.9,1644383.6,826893.3,817490.3,534236.6,507618.6,460754.5,453372.4,NA,NA,1877,NA,NA,2182,NA,NA,NA
Utah,1986,1024321.6,900440.2,1618568.8,814511.4,804057.4,525402.8,498918.8,453981,446459.2,NA,NA,1537,NA,NA,1805,NA,NA,1805
Utah,1985,1006788,886753.5,1592754,802129.5,790624.5,516569,490219,447207.5,439546,NA,NA,1372,NA,NA,1457,NA,NA,1457
Utah,1984,989254.4,873066.8,1566939.2,789747.6,777191.6,507735.2,481519.2,440434,432632.8,NA,NA,1286,NA,NA,1299,NA,NA,1383
Utah,1983,971720.8,859380.1,1541124.4,777365.7,763758.7,498901.4,472819.4,433660.5,425719.6,NA,NA,1170,NA,NA,1346,NA,NA,1031
