state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
New Jersey,2016,6962122,5682758,8944469,4575789,4368680,3607261,3354861,2870624,2812134,8517,4009,4508,6337,3164,3173,5026,2540,2486,849456,437458,411998,666386,347537,318849,579894,299598,280296,1136413,599683,536730,875833,473325,402508,752420,395771,356649,1786914,891293,895621,1265650,635058,630592,1143227,564476,578751,193645,97035,96610,108305,55407,52898,96628,49171,47457,4969524,2546311,2423213,4039611,2092770,1946841,3105563,1559068,1546495,2,8,10,10,109,119,393,11628,12021,86,3081,3167,0,0,0,338,3985,4323
New Jersey,2015,6960879,5715537,8958013,4581199,4376814,3605135,3355744,2888521,2827016,7955,4317,3638,6063,3034,3029,4260,2117,2143,842850,433606,409244,656510,341654,314856,577007,298189,278818,1131786,596025,535761,871920,469999,401921,754203,396911,357292,1762984,876371,886613,1248975,623920,625055,1135075,558722,576353,192481,98505,93976,108011,56809,51202,97844,51699,46145,5019957,2572375,2447582,4069400,2109719,1959681,3147148,1580883,1566265,2,9,11,8,112,120,416,11887,12303,100,3170,3270,0,0,0,377,4244,4621
New Jersey,2014,6926870,5713070,8938175,4568381,4369794,3591661,3335209,2889520,2823550,10212,5502,4710,7110,4045,3065,5618,3209,2409,820402,418659,401743,635272,329582,305690,563410,291524,271886,1143314,607258,536056,869873,472578,397295,753194,400195,352999,1729745,855729,874016,1225135,612878,612257,1113527,547508,566019,175644,88404,87240,101816,52439,49377,94284,48031,46253,5058858,2592829,2466029,4087664,2120139,1967525,3183037,1599053,1583984,1,5,6,8,118,126,484,12588,13072,117,3351,3468,0,0,0,409,4392,4801
New Jersey,2013,6879591,5686255,8899339,4559251,4340088,3569159,3310432,2874162,2812093,9268,4556,4712,6472,3609,2863,5653,3149,2504,793375,409502,383873,613141,320306,292835,545217,283735,261482,1131757,602365,529392,860383,467217,393166,742671,392578,350093,1684587,835872,848715,1190637,593747,596890,1086287,531893,554394,177443,88832,88611,96741,48569,48172,90420,44916,45504,5102909,2618124,2484785,4112217,2135711,1976506,3216007,1617891,1598116,2,7,9,10,125,135,504,12989,13493,119,3376,3495,0,0,0,377,4742,5119
New Jersey,2012,6838531,5691193,8864590,4548369,4316221,3556346,3282185,2887219,2803974,7892,4026,3866,5313,2449,2864,3739,1797,1942,778736,402509,376227,594372,309702,284670,532040,276917,255123,1125945,598662,527283,853548,465406,388142,744173,397377,346796,1642807,818039,824768,1162947,581997,580950,1067082,525218,541864,174721,86602,88119,97623,50966,46657,91246,46937,44309,5134489,2638531,2495958,4124728,2145826,1978902,3252913,1638973,1613940,2,9,11,9,111,120,538,13577,14115,140,3482,3622,0,1,1,372,4972,5344
New Jersey,2011,6780274,5656091,8821155,4522404,4298751,3527273,3253001,2866666,2789425,11108,6182,4926,7978,4705,3273,6893,4238,2655,742407,380641,361766,569572,296130,273442,515669,265831,249838,1126882,595301,531581,840695,456989,383706,733652,390130,343522,1599202,796413,802789,1128479,564690,563789,1037439,509448,527991,176475,89682,86793,102456,52184,50272,95501,48304,47197,5165081,2654185,2510896,4131094,2152575,1978519,3266937,1648715,1618222,1,6,7,11,120,131,549,14005,14554,139,3669,3808,0,0,0,372,4962,5334
New Jersey,2010,6739909,5623488,8801624,4519141,4282483,3509380,3230529,2853408,2770080,12004,6294,5710,9269,4854,4415,8033,4026,4007,721172,371650,349522,549424,284815,264609,498555,257801,240754,1136698,602660,534038,840680,456820,383860,733779,390040,343739,1563942,778198,785744,1100803,551627,549176,1015903,500957,514946,160060,82711,77349,91926,49718,42208,83349,44318,39031,5207748,2677628,2530120,4147807,2161546,1986261,3283869,1656266,1627603,0,7,7,10,127,137,613,14786,15399,142,4106,4248,0,2,2,371,4843,5214
New Jersey,2009,6662880,5575807,8707740,4440517,4267223,3442797,3220083,2801694,2774113,9401,5116,4285,7878,4172,3706,6877,3459,3418,673203,335747,337456,509275,257382,251893,460704,231305,229399,1124289,588024,536265,835693,449025,386668,733432,385827,347605,1453972,714470,739502,1011769,494572,517197,925954,444415,481539,146412,78784,67628,79352,45781,33571,73498,42290,31208,5300463,2718376,2582087,4218913,2191865,2027048,3375342,1694398,1680944,0,9,9,10,128,138,665,14902,15567,149,4371,4520,0,1,1,381,4765,5146
New Jersey,2008,6635601,5574997,8682661,4430714,4251947,3426778,3208823,2799079,2775918,10601,7312,3289,8051,5990,2061,6601,4893,1708,641742,322745,318997,490535,244907,245628,447044,221610,225434,1137010,597276,539734,838203,450403,387800,740413,389003,351410,1424069,699113,724956,996973,491672,505301,914318,444577,469741,127088,62923,64165,72454,37516,34938,67977,34891,33086,5342151,2741345,2600806,4229385,2196290,2033095,3398644,1704105,1694539,0,10,10,9,119,128,711,15199,15910,162,4519,4681,0,4,4,417,4803,5220
New Jersey,2007,6634776,5577116,8685920,4436132,4249788,3440254,3194522,2813043,2764073,12316,6781,5535,9970,5565,4405,8633,4633,4e3,652957,330462,322495,500964,255203,245761,456503,229593,226910,1133504,600364,533140,827585,453131,374454,732636,394916,337720,1379047,671751,707296,975895,478794,497101,899444,432728,466716,127287,61231,66056,72657,36056,36601,68126,33760,34366,5380809,2765543,2615266,4247705,2211505,2036200,3411774,1717413,1694361,0,10,10,9,114,123,763,15705,16468,177,4733,4910,0,8,8,461,4847,5308
