state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Arizona,2016,5302751,4213082,6931071,3485977,3445094,2692704,2610047,2105715,2107367,4234,34661,38895,4270,40561,44831,4234,34661,38895
Arizona,2015,5207988,4168956,6828065,3443088,3384977,2650327,2557661,2089687,2079269,4222,33016,37238,4318,39429,43747,4222,33016,37238
Arizona,2014,5110238,4116568,6731484,3394063,3337421,2597140,2513098,2058224,2058344,4222,33459,37681,4294,38667,42961,4222,33459,37681
Arizona,2013,5012262,4076719,6626624,3325355,3301269,2537010,2475252,2032479,2044240,4222,32459,36681,4294,37731,42025,4222,32459,36681
Arizona,2012,4933281,4039033,6553255,3293148,3260107,2501312,2431969,2011781,2027252,4222,32459,36681,4294,37476,41770,4222,32459,36681
Arizona,2011,4859763,3998261,6482505,3255616,3226889,2463272,2396491,1995526,2002735,4366,32873,37239,4438,37995,42433,4366,32873,37239
Arizona,2010,4780890,3949826,6413737,3225572,3188165,2428720,2352170,1977479,1972347,4366,32723,37089,4590,38421,43011,4366,32723,37089
Arizona,2009,4864637,4055964,6595778,3289459,3306319,2444189,2420448,2000403,2055561,3066,32873,35939,4174,37252,41426,3066,32873,35939
Arizona,2008,4776565,3977732,6500180,3241482,3258698,2405053,2371512,1963887,2013845,3123,34205,37328,4017,35275,39292,3060,32226,35286
Arizona,2007,4679389,3904469,6338755,3165953,3172802,2356012,2323377,1927419,1977050,2960,31514,34474,3792,35898,39690,2772,26347,29119
Arizona,2006,4548321,3799731,6166318,3081023,3085295,2287613,2260708,1871504,1928227,2550,26801,29351,3153,32361,35514,2660,28540,31200
Arizona,2005,4245954,3569299,5806266,2903676,2902590,2150254,2095700,1775404,1793895,2833,27218,30051,3109,30829,33938,2628,25449,28077
Arizona,2004,4093437,3425995,5638345,2840404,2797941,2082464,2010973,1717003,1708992,2558,23788,26346,2986,31222,34208,2660,27948,30608
Arizona,2003,3962399,3321332,5490147,2750873,2739274,2010097,1952302,1654384,1666948,2358,22988,25346,2744,27882,30626,2460,24480,26940
Arizona,2002,3870515,3248475,5349497,2704518,2644979,1976045,1894470,1630220,1618255,2358,22988,25346,2496,26910,29406,2442,23786,26228
Arizona,2001,3711360,3081267,5183424,2632194,2551230,1905869,1805491,1554141,1527126,NA,NA,NA,2392,25556,27948,NA,NA,NA
Arizona,2000,3639273,3062022,4943392,2490017,2453375,1846771,1792502,1522163,1539859,2297,22650,24947,2297,22650,24947,NA,NA,NA
Arizona,1999,3542958.2,2979191.8,4814337.7,2426083.6,2388254.1,1799700.5,1743257.7,1482277.4,1496914.4,1202,23108,24310,1202,23108,24310,NA,NA,NA
Arizona,1998,3446643.4,2896361.6,4685283.4,2362150.2,2323133.2,1752630,1694013.4,1442391.8,1453969.8,NA,NA,23036,NA,NA,23036,NA,NA,NA
Arizona,1997,3350328.6,2813531.4,4556229.1,2298216.8,2258012.3,1705559.5,1644769.1,1402506.2,1411025.2,NA,NA,21370,NA,NA,24137,NA,NA,NA
Arizona,1996,3254013.8,2730701.2,4427174.8,2234283.4,2192891.4,1658489,1595524.8,1362620.6,1368080.6,NA,NA,NA,NA,NA,20270,NA,NA,NA
Arizona,1995,3157699,2647871,4298120.5,2170350,2127770.5,1611418.5,1546280.5,1322735,1325136,NA,NA,NA,NA,NA,18486,NA,NA,NA
Arizona,1994,3061384.2,2565040.8,4169066.2,2106416.6,2062649.6,1564348,1497036.2,1282849.4,1282191.4,NA,NA,NA,NA,NA,19651,NA,NA,NA
Arizona,1993,2965069.4,2482210.6,4040011.9,2042483.2,1997528.7,1517277.5,1447791.9,1242963.8,1239246.8,NA,NA,NA,NA,NA,16089,NA,NA,NA
Arizona,1992,2868754.6,2399380.4,3910957.6,1978549.8,1932407.8,1470207,1398547.6,1203078.2,1196302.2,NA,NA,NA,NA,NA,15520,NA,NA,NA
Arizona,1991,2772439.8,2316550.2,3781903.3,1914616.4,1867286.9,1423136.5,1349303.3,1163192.6,1153357.6,NA,NA,NA,NA,NA,14994,NA,NA,NA
Arizona,1990,2676125,2233720,3652849,1850683,1802166,1376066,1300059,1123307,1110413,NA,NA,NA,NA,NA,13884,NA,NA,NA
Arizona,1989,2601036.5,2174588,3559942.1,1804700.7,1755241.4,1338135.4,1262901.1,1094792.3,1079795.7,NA,NA,NA,NA,NA,13304,NA,NA,NA
Arizona,1988,2525948,2115456,3467035.2,1758718.4,1708316.8,1300204.8,1225743.2,1066277.6,1049178.4,NA,NA,12240,NA,NA,12240,NA,NA,NA
Arizona,1987,2450859.5,2056324,3374128.3,1712736.1,1661392.2,1262274.2,1188585.3,1037762.9,1018561.1,NA,NA,NA,NA,NA,10958,NA,NA,NA
Arizona,1986,2375771,1997192,3281221.4,1666753.8,1614467.6,1224343.6,1151427.4,1009248.2,987943.8,NA,NA,NA,NA,NA,9911,NA,NA,NA
Arizona,1985,2300682.5,1938060,3188314.5,1620771.5,1567543,1186413,1114269.5,980733.5,957326.5,NA,NA,NA,NA,NA,8452,NA,NA,6595
Arizona,1984,2225594,1878928,3095407.6,1574789.2,1520618.4,1148482.4,1077111.6,952218.8,926709.2,NA,NA,NA,NA,NA,6491,NA,NA,NA
Arizona,1983,2150505.5,1819796,3002500.7,1528806.9,1473693.8,1110551.8,1039953.7,923704.1,896091.9,NA,NA,NA,NA,NA,6021,NA,NA,NA
