state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Hawaii,2016,1121758,896686,1428557,709046,719511,561907,559851,436865,459821,2241,1191,1050,1372,625,747,1050,555,495,646326,343753,302573,541329,292668,248661,404516,212779,191737,22773,7272,15501,19896,5976,13920,19036,5750,13286,148706,72069,76637,93396,46268,47128,87071,42981,44090,292427,140318,152109,191602,92067,99535,170841,80922,89919,316084,144443,171641,274163,124303,149860,214172,93878,120294,2,24,26,420,3091,3511,27,234,261,8,137,145,12,108,120,175,1046,1221
Hawaii,2015,1119532,900769,1431603,709902,721701,554442,565090,433594,467175,2169,1284,885,1804,919,885,1393,785,608,620915,329344,291571,522580,278678,243902,390864,200864,19e4,27094,9200,17894,22624,6948,15676,21636,6769,14867,148457,70922,77535,94113,44727,49386,89154,41983,47171,306592,153254,153338,195522,98965,96557,172844,86855,85989,326376,145898,180478,282889,124205,158684,224878,96338,128540,2,24,26,437,3246,3683,26,234,260,8,146,154,0,0,0,204,1194,1398
Hawaii,2014,1112169,902764,1419561,703657,715904,553477,558692,433942,468822,1459,831,628,1459,831,628,1401,831,570,635879,338262,297617,526949,284464,242485,400131,207317,192814,29225,10728,18497,23510,8224,15286,22107,7541,14566,142454,68536,73918,90006,43376,46630,83581,39861,43720,284715,139975,144740,186435,91806,94629,166110,80966,85144,325829,145325,180504,283810,124776,159034,229434,97426,132008,3,29,32,380,3154,3534,27,248,275,9,147,156,26,295,321,199,1178,1377
Hawaii,2013,1097385,893685,1404054,694578,709476,546085,551300,432692,460993,1267,719,548,1160,663,497,1033,536,497,631450,329195,302255,528286,279390,248896,401434,206857,194577,27628,10384,17244,21755,7386,14369,21629,7308,14321,138367,66319,72048,87827,42696,45131,81326,38766,42560,283105,143325,139780,178456,92290,86166,160458,81641,78817,322237,144636,177601,279901,123660,156241,227805,97584,130221,2,29,31,429,3171,3600,23,242,265,9,149,158,0,0,0,173,1048,1221
Hawaii,2012,1090738,895103,1392313,687795,704518,543414,547324,434717,460386,2438,1183,1255,2074,1067,1007,1912,1067,845,641202,338292,302910,529823,286332,243491,406134,214778,191356,22948,7646,15302,19090,5821,13269,18356,5517,12839,131269,61183,70086,84041,39999,44042,78082,36568,41514,277226,136536,140690,178683,86292,92391,161852,77122,84730,317230,142955,174275,277027,123903,153124,228767,99665,129102,3,32,35,446,3264,3710,19,225,244,11,134,145,0,0,0,182,1168,1350
Hawaii,2011,1070445,881517,1374810,687674,687136,538404,532041,432737,448780,2725,1454,1271,1869,1026,843,1741,898,843,634250,333748,300502,524892,281216,243676,405972,210924,195048,24554,10108,14446,19424,7003,12421,18238,6873,11365,125503,61979,63524,79367,39897,39470,73400,35995,37405,271817,134781,137036,170946,85267,85679,153631,76301,77330,315961,145604,170357,273947,123995,149952,228535,101746,126789,3,31,34,478,3441,3919,21,232,253,19,156,175,0,0,0,187,1156,1343
Hawaii,2010,1061148,877239,1363621,680003,683618,533142,528006,430732,446507,2193,884,1309,2193,884,1309,2068,759,1309,646545,339504,307041,531768,284474,247294,414434,216124,198310,20065,7497,12568,16517,5666,10851,15099,5126,9973,121094,60415,60679,75927,38258,37669,70082,35132,34950,264005,130085,133920,164818,80800,84018,148613,71889,76724,309719,141618,168101,269925,123060,146865,226943,101702,125241,7,26,33,464,3313,3777,17,233,250,16,176,192,0,0,0,198,1153,1351
Hawaii,2009,1007001,831136,1295178,637932,657246,500861,506140,399645,431491,1686,764,922,1592,670,922,1356,488,868,572611,303329,269282,478379,257841,220538,364302,188726,175576,28969,10556,18413,21871,8055,13816,21310,7812,13498,115502,54435,61067,72410,33393,39017,67283,30668,36615,254621,123732,130889,163772,80705,83067,147813,71867,75946,321789,145116,176673,268977,120197,148780,229072,100084,128988,4,28,32,441,3342,3783,21,251,272,16,173,189,18,139,157,185,1139,1324
Hawaii,2008,1002360,824737,1288198,638663,649535,500434,501926,399032,425705,1772,910,862,1617,828,789,1481,692,789,588436,310379,278057,492230,264340,227890,375508,195011,180497,32119,12722,19397,24570,9908,14662,23e3,9345,13655,108663,53559,55104,69031,33078,35953,63885,30071,33814,240645,118547,122098,149639,74610,75029,135410,66238,69172,316563,142546,174017,265273,117670,147603,225453,97675,127778,4,33,37,472,3422,3894,23,223,246,18,182,200,7,71,78,192,1176,1368
Hawaii,2007,1003521,833325,1283388,637636,645752,502493,501028,406056,427269,2234,1218,1016,1642,735,907,1567,735,832,591615,312041,279574,496705,264662,232043,382910,198180,184730,28264,10904,17360,20081,7547,12534,19024,7141,11883,101865,48125,53740,64382,30374,34008,59634,27627,32007,234790,117083,117707,149224,75894,73330,138604,69369,69235,324620,148265,176355,271487,123281,148206,231586,103004,128582,6,34,40,486,3469,3955,21,226,247,18,193,211,3,50,53,193,1142,1335
Hawaii,2006,986139,816614,1285498,641788,643710,499935,486204,402829,413785,3150,1406,1744,2786,1175,1611,2703,1092,1611,601289,315932,285357,495389,263893,231496,383507,196667,186840,27063,10085,16978,21202,7990,13212,19529,7216,12313,99917,49281,50636,62659,30546,32113,59540,29110,30430,237503,117072,120431,141812,72545,69267,128958,65794,63164,316576,148012,168564,262291,123786,138505,222377,102950,119427,4,30,34,471,3512,3983,26,232,258,22,169,191,3,51,54,192,1158,1350
Hawaii,2005,948756,785155,1258528,639622,618906,490860,457896,394120,391035,2486,1175,1311,2083,1045,1038,1899,861,1038,621490,330694,290796,501417,272791,228626,390825,205923,184902,21614,9555,12059,15664,5827,9837,15122,5437,9685,103764,49317,54447,61805,29261,32544,58498,27090,31408,226372,113971,112401,131170,67334,63836,120479,60768,59711,282802,134910,147892,236617,114602,122015,198332,94041,104291,3,29,32,495,3627,4122,28,246,274,18,169,187,8,72,80,173,1201,1374
Hawaii,2004,930178,767908,1227008,620276,606732,477513,452665,382957,384951,1118,395,723,954,395,559,773,324,449,614001,323961,290040,490125,262287,227838,380509,195919,184590,20301,8452,11849,14967,6319,8648,14378,5930,8448,96778,47145,49633,57259,28182,29077,52668,25473,27195,213499,106155,107344,130692,67442,63250,119390,61565,57825,281311,134168,147143,236181,112888,123293,200190,93746,106444,3,38,41,460,3499,3959,26,246,272,14,177,191,7,61,68,181,1164,1345
