state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Virginia,2016,6547604,5404922,8411808,4275793,4136015,3365097,3182507,2725776,2679146,NA,NA,NA,2175,26938,29113,NA,NA,NA
Virginia,2015,6513104,5420396,8382993,4264266,4118727,3348381,3164723,2735866,2684530,NA,NA,NA,2347,27286,29633,NA,NA,NA
Virginia,2014,6459130,5407290,8326289,4231186,4095103,3319412,3139718,2725121,2682169,2140,22079,24219,2540,27974,30514,NA,NA,NA
Virginia,2013,6397091,5383242,8260405,4204129,4056276,3287903,3109188,2713685,2669557,NA,NA,NA,NA,NA,NA,2540,29118,31658
Virginia,2012,6330863,5357455,8185867,4176369,4009498,3269204,3061659,2712426,2645029,NA,NA,NA,NA,NA,NA,2540,28172,30712
Virginia,2011,6243412,5304359,8096604,4113099,3983505,3214010,3029402,2678680,2625679,NA,NA,NA,NA,NA,NA,2540,29614,32154
Virginia,2010,6171111,5261338,8024617,4081919,3942698,3181831,2989280,2659944,2601394,NA,NA,NA,NA,NA,NA,2540,30381,32921
Virginia,2009,6036341,5149897,7882590,4010193,3872397,3110591,2925750,2596542,2553355,NA,NA,NA,NA,NA,NA,2469,29709,32178
Virginia,2008,5941173,5074881,7769089,3946834,3822255,3060577,2880596,2556667,2518214,NA,NA,NA,NA,NA,NA,2540,30710,33250
Virginia,2007,5878890,5034717,7712091,3922991,3789100,3031326,2847564,2534696,2500021,NA,NA,NA,NA,NA,NA,2459,30306,32765
Virginia,2006,5835933,5007717,7642884,3885258,3757626,3008633,2827300,2522824,2484893,NA,NA,NA,NA,NA,NA,2359,29382,31741
Virginia,2005,5510784,4743193,7320848,3760650,3560198,2867617,2643167,2424948,2318245,NA,NA,NA,NA,NA,NA,2359,28999,31358
Virginia,2004,5430699,4678974,7219758,3694086,3525672,2822851,2607848,2386256,2292718,NA,NA,NA,NA,NA,NA,2359,28999,31358
Virginia,2003,5360674,4629289,7150715,3662527,3488188,2789582,2571092,2364268,2265021,NA,NA,NA,NA,NA,NA,2275,28799,31074
Virginia,2002,5293745,4573830,7063475,3632993,3430482,2765154,2528591,2344174,2229656,NA,NA,NA,NA,NA,NA,2267,28658,30925
Virginia,2001,5163018,4444425,6955099,3578222,3376877,2699527,2463491,2274998,2169427,NA,NA,NA,NA,NA,NA,2165,29952,32117
Virginia,2000,5034454,4363762,6761816,3469341,3292475,2637040,2397414,2239802,2123960,NA,NA,NA,NA,NA,NA,2165,30001,32166
Virginia,1999,4999195.2,4334424.6,6703755.9,3437412.3,3266343.6,2615224.5,2383970.7,2220447,2113977.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1998,4963936.4,4305087.2,6645695.8,3405483.6,3240212.2,2593409,2370527.4,2201092,2103995.2,NA,NA,29171,NA,NA,29171,NA,NA,29171
Virginia,1997,4928677.6,4275749.8,6587635.7,3373554.9,3214080.8,2571593.5,2357084.1,2181737,2094012.8,NA,NA,16111,NA,NA,16111,NA,NA,16111
Virginia,1996,4893418.8,4246412.4,6529575.6,3341626.2,3187949.4,2549778,2343640.8,2162382,2084030.4,NA,NA,16166,NA,NA,16166,NA,NA,16166
Virginia,1995,4858160,4217075,6471515.5,3309697.5,3161818,2527962.5,2330197.5,2143027,2074048,NA,NA,16166,NA,NA,16166,NA,NA,16166
Virginia,1994,4822901.2,4187737.6,6413455.4,3277768.8,3135686.6,2506147,2316754.2,2123672,2064065.6,NA,NA,14940,NA,NA,14940,NA,NA,14940
Virginia,1993,4787642.4,4158400.2,6355395.3,3245840.1,3109555.2,2484331.5,2303310.9,2104317,2054083.2,NA,NA,15359,NA,NA,15359,NA,NA,15359
Virginia,1992,4752383.6,4129062.8,6297335.2,3213911.4,3083423.8,2462516,2289867.6,2084962,2044100.8,NA,NA,13852,NA,NA,13852,NA,NA,13852
Virginia,1991,4717124.8,4099725.4,6239275.1,3181982.7,3057292.4,2440700.5,2276424.3,2065607,2034118.4,NA,NA,13970,NA,NA,13970,NA,NA,13970
Virginia,1990,4681866,4070388,6181215,3150054,3031161,2418885,2262981,2046252,2024136,NA,NA,13537,NA,NA,13537,NA,NA,13537
Virginia,1989,4599751.4,4003233.2,6098105.5,3108976.6,2989128.9,2378096.5,2221654.9,2014276.8,1988956.4,NA,NA,12083,NA,NA,12083,NA,NA,12083
Virginia,1988,4517636.8,3936078.4,6014996,3067899.2,2947096.8,2337308,2180328.8,1982301.6,1953776.8,NA,NA,11460,NA,NA,11460,NA,NA,11460
Virginia,1987,4435522.2,3868923.6,5931886.5,3026821.8,2905064.7,2296519.5,2139002.7,1950326.4,1918597.2,NA,NA,9816,NA,NA,10746,NA,NA,10746
Virginia,1986,4353407.6,3801768.8,5848777,2985744.4,2863032.6,2255731,2097676.6,1918351.2,1883417.6,NA,NA,9753,NA,NA,10159,NA,NA,10159
Virginia,1985,4271293,3734614,5765667.5,2944667,2821000.5,2214942.5,2056350.5,1886376,1848238,NA,NA,9351,NA,NA,9617,NA,NA,9617
Virginia,1984,4189178.4,3667459.2,5682558,2903589.6,2778968.4,2174154,2015024.4,1854400.8,1813058.4,NA,NA,9351,NA,NA,9557,NA,NA,9557
Virginia,1983,4107063.8,3600304.4,5599448.5,2862512.2,2736936.3,2133365.5,1973698.3,1822425.6,1777878.8,NA,NA,9175,NA,NA,9544,NA,NA,9544
