state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Maryland,1994,3685696.8,3186219,4916846.8,2548742.6,2368104.2,1955403.4,1730293.4,1652164.4,1534054.6,0,3,3,0,2,2,2,23,25,0,1,1,NA,NA,NA,3,27,30,NA,NA,NA,0,7,7,NA,NA,NA
Maryland,1993,3667954.1,3174015,4882834.1,2526167.2,2356666.9,1939399.8,1728554.3,1639874.3,1534140.7,0,2,2,0,1,1,0,20,20,0,0,0,NA,NA,NA,0,21,21,NA,NA,NA,0,2,2,NA,NA,NA
Maryland,1992,3650211.4,3161811,4848821.4,2503591.8,2345229.6,1923396.2,1726815.2,1627584.2,1534226.8,0,5,5,0,0,0,0,13,13,0,0,0,NA,NA,NA,0,22,22,NA,NA,NA,0,1,1,NA,NA,NA
Maryland,1991,3632468.7,3149607,4814808.7,2481016.4,2333792.3,1907392.6,1725076.1,1615294.1,1534312.9,0,0,0,0,2,2,1,13,14,0,0,0,NA,NA,NA,1,22,23,NA,NA,NA,0,3,3,NA,NA,NA
Maryland,1990,3614726,3137403,4780796,2458441,2322355,1891389,1723337,1603004,1534399,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,2,22,24,NA,NA,NA,0,2,2,NA,NA,NA
Maryland,1989,3557175.4,3090990.7,4724354.4,2430210.9,2294143.5,1862082.1,1695093.3,1580199.6,1510791.1,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,22,23,NA,NA,NA,0,1,1,NA,NA,NA
Maryland,1988,3499624.8,3044578.4,4667912.8,2401980.8,2265932,1832775.2,1666849.6,1557395.2,1487183.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,2,19,21,NA,NA,NA,0,1,1,NA,NA,NA
Maryland,1987,3442074.2,2998166.1,4611471.2,2373750.7,2237720.5,1803468.3,1638605.9,1534590.8,1463575.3,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,17,18,NA,NA,NA,0,1,1,NA,NA,NA
Maryland,1986,3384523.6,2951753.8,4555029.6,2345520.6,2209509,1774161.4,1610362.2,1511786.4,1439967.4,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,17,17,NA,NA,NA,0,4,4,NA,NA,NA
Maryland,1985,3326973,2905341.5,4498588,2317290.5,2181297.5,1744854.5,1582118.5,1488982,1416359.5,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,18,18,NA,NA,NA,0,2,2,NA,NA,NA
Maryland,1984,3269422.4,2858929.2,4442146.4,2289060.4,2153086,1715547.6,1553874.8,1466177.6,1392751.6,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,18,19,NA,NA,NA,0,7,7,NA,NA,NA
Maryland,1983,3211871.8,2812516.9,4385704.8,2260830.3,2124874.5,1686240.7,1525631.1,1443373.2,1369143.7,0,3,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,5,5,NA,NA,NA
Maryland,1982,3154321.2,2766104.6,4329263.2,2232600.2,2096663,1656933.8,1497387.4,1420568.8,1345535.8,0,5,5,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,5,5,NA,NA,NA
Maryland,1981,3096770.6,2719692.3,4272821.6,2204370.1,2068451.5,1627626.9,1469143.7,1397764.4,1321927.9,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,18,18,NA,NA,NA,0,5,5,NA,NA,NA
Maryland,1980,3039220,2673280,4216380,2176140,2040240,1598320,1440900,1374960,1298320,0,4,4,0,4,4,NA,NA,NA,0,0,0,NA,NA,NA,0,9,9,NA,NA,NA,0,6,6,NA,NA,NA
Maryland,1979,2989148,2631612,4186272,2160866,2025406,1572038,1417110,1354044,1277568,0,6,6,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,1,1,NA,NA,NA
Maryland,1978,2939076,2589944,4156164,2145592,2010572,1545756,1393320,1333128,1256816,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,13,13,NA,NA,NA,0,1,1,NA,NA,NA
