state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Ohio,2016,9007798,7256258,11614373,5916782,5697591,4646129,4361669,3652007,3604251,4594,47578,332,5927,6259,4262,41651,45913,0,0,0,4262,41651,45913
Ohio,2015,8990472,7285422,11613423,5927762,5685661,4650254,4340218,3682828,3602594,4431,47809,213,5837,6050,4218,41972,46190,0,0,0,4218,41972,46190
Ohio,2014,8960023,7291280,11594163,5914477,5679686,4633724,4326299,3677577,3613703,4209,47312,117,5253,5370,4092,42059,46151,0,0,0,4092,42059,46151
Ohio,2013,8928373,7314167,11570808,5915372,5655436,4621997,4306376,3696276,3617891,4150,47561,128,5359,5487,4022,42202,46224,0,0,0,4022,42202,46224
Ohio,2012,8892056,7320406,11544225,5909185,5635040,4610639,4281417,3705936,3614470,3868,47004,109,5234,5343,3759,41770,45529,0,0,0,3759,41770,45529
Ohio,2011,8858876,7309982,11544951,5902189,5642762,4592349,4266527,3694669,3615313,3903,47058,91,2913,3004,3812,44145,47957,0,0,0,3812,44145,47957
Ohio,2010,8817345,7291841,11536182,5903619,5632563,4572775,4244570,3689020,3602821,3992,47717,104,2934,3038,3888,44783,48671,0,0,0,3888,44783,48671
Ohio,2009,8829355,7328849,11542645,5915287,5627358,4582432,4246923,3698320,3630529,3908,46875,0,2195,2195,3908,44680,48588,NA,NA,NA,3908,44680,48588
Ohio,2008,8750083,7288692,11485910,5885902,5600008,4539121,4210962,3675992,3612700,3847,47037,0,2133,2133,3847,44904,48751,NA,NA,NA,3847,44904,48751
Ohio,2007,8726992,7282406,11466917,5877307,5589610,4536213,4190779,3682812,3599594,3724,46170,0,2138,2138,3724,44032,47756,NA,NA,NA,3724,44032,47756
Ohio,2006,8695512,7265029,11478006,5884983,5593023,4515315,4180197,3666784,3598245,3647,44835,0,2080,2080,3647,42755,46402,NA,NA,NA,3647,42755,46402
Ohio,2005,8405709,7061024,11146050,5721926,5424124,4384055,4021654,3594707,3466317,3190,41999,0,2075,2075,3190,39924,43114,0,0,0,3190,39924,43114
Ohio,2004,8397018,7060876,11172251,5735109,5437142,4375872,4021146,3598076,3462800,3103,41047,0,1929,1929,3103,39118,42221,0,0,0,3103,39118,42221
Ohio,2003,8313492,6980600,11131980,5731640,5400340,4360079,3953413,3577580,3403020,2856,41494,0,1901,1901,2856,39593,42449,0,0,0,2856,39593,42449
Ohio,2002,8255118,6904082,11106524,5730149,5376375,4331842,3923276,3541697,3362385,2883,42401,0,1927,1927,2883,40474,43357,NA,NA,NA,2883,40474,43357
Ohio,2001,8331665,6994432,11066289,5711097,5355192,4380290,3951375,3590428,3404004,2752,42116,0,1924,1924,2752,40192,42944,NA,NA,NA,2752,40192,42944
Ohio,2000,8181891,6834334,11052389,5721491,5330898,4309578,3872313,3516925,3317409,2743,42762,0,1918,1918,2743,40844,43587,NA,NA,NA,2743,40844,43587
Ohio,1999,8166966.6,6823433.7,11030378.5,5710444.1,5319934.4,4303565,3863401.6,3510631.3,3312802.4,2806,43813,0,0,0,2806,43813,46619,0,0,0,2806,43813,46619
Ohio,1998,8152042.2,6812533.4,11008368,5699397.2,5308970.8,4297552,3854490.2,3504337.6,3308195.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886,45285,48171
Ohio,1997,8137117.8,6801633.1,10986357.5,5688350.3,5298007.2,4291539,3845578.8,3498043.9,3303589.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811,44997,47808
Ohio,1996,8122193.4,6790732.8,10964347,5677303.4,5287043.6,4285526,3836667.4,3491750.2,3298982.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,43190,45968
Ohio,1995,8107269,6779832.5,10942336.5,5666256.5,5276080,4279513,3827756,3485456.5,3294376,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2743,41595,44338
Ohio,1994,8092344.6,6768932.2,10920326,5655209.6,5265116.4,4273500,3818844.6,3479162.8,3289769.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2538,37715,40253
Ohio,1993,8077420.2,6758031.9,10898315.5,5644162.7,5254152.8,4267487,3809933.2,3472869.1,3285162.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2538,37715,40253
Ohio,1992,8062495.8,6747131.6,10876305,5633115.8,5243189.2,4261474,3801021.8,3466575.4,3280556.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2364,35633,37997
Ohio,1991,8047571.4,6736231.3,10854294.5,5622068.9,5232225.6,4255461,3792110.4,3460281.7,3275949.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2257,33189,35446
Ohio,1990,8032647,6725331,10832284,5611022,5221262,4249448,3783199,3453988,3271343,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1896,29605,31501
Ohio,1989,7998444.3,6713783.9,10829131.6,5608037.8,5221093.8,4231147.2,3767297.1,3449421.2,3264362.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1954,28346,30300
Ohio,1988,7964241.6,6702236.8,10825979.2,5605053.6,5220925.6,4212846.4,3751395.2,3444854.4,3257382.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1524,24589,26113
Ohio,1987,7930038.9,6690689.7,10822826.8,5602069.4,5220757.4,4194545.6,3735493.3,3440287.6,3250402.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1275,22668,23943
Ohio,1986,7895836.2,6679142.6,10819674.4,5599085.2,5220589.2,4176244.8,3719591.4,3435720.8,3243421.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1123,21250,22373
Ohio,1985,7861633.5,6667595.5,10816522,5596101,5220421,4157944,3703689.5,3431154,3236441.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1123,19416,20539
Ohio,1984,7827430.8,6656048.4,10813369.6,5593116.8,5220252.8,4139643.2,3687787.6,3426587.2,3229461.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,968,17364,18332
